date,Affordability Index,\hspace{2mm} Monthly Payment (\$),\hspace{4mm} Median Home Price (\$),\hspace{4mm} Mortgage Rate (\%),\hspace{2mm} Median Monthly Earnings (\$)
2015-03-01,87.19721086304672,1197.4895420530715,286600.0,3.77,3477.111011886341
2015-04-01,84.97895000914191,1215.7862956551983,294500.0,3.6719999999999997,3440.430886581422
2015-05-01,86.54641168720431,1211.5640855009003,287500.0,3.84,3491.722253502098
2015-06-01,83.52948039947654,1222.412592143513,285100.0,3.9825,3400.1793722289785
2015-07-01,79.40745074185574,1262.9229282228973,292300.0,4.046,3339.5068241135436
2015-08-01,83.43806807175613,1244.5445446820795,293000.0,3.9050000000000002,3457.9516681692858
2015-09-01,80.66780568728129,1269.8378774430996,299500.0,3.8899999999999997,3411.086670559258
2015-10-01,85.03777321211857,1249.0869860668624,298000.0,3.7960000000000003,3537.1118755839725
2015-11-01,78.87806326939179,1333.8506780414477,312600.0,3.9425,3503.544887209999
2015-12-01,84.25083573412662,1271.0174655618123,297100.0,3.964,3565.906647418265
2016-01-01,88.06324330259643,1220.1762369868945,288400.0,3.8725,3578.1741384331212
2016-02-01,86.38862542539071,1260.5723029635287,305800.0,3.66,3626.3403131278696
2016-03-01,86.03294590468936,1255.0943368740138,303200.0,3.6939999999999995,3595.7161242124807
2016-04-01,82.05714300213893,1303.2275315789243,318300.0,3.605,3561.0729598391076
2016-05-01,89.16258080152659,1207.9017664782352,295200.0,3.6,3586.3979738356143
2016-06-01,83.01480998337398,1268.3397713693344,311200.0,3.568,3506.1898043155575
2016-07-01,88.42102886920125,1192.9663349941893,297400.0,3.44,3512.5942478586644
2016-08-01,88.54606711490703,1198.2356278285104,298900.0,3.435,3533.0984422951624
2016-09-01,85.76463417025802,1265.9157705781918,314800.0,3.46,3615.4077383681633
2016-10-01,90.61727625901094,1219.1774494616416,302800.0,3.47,3678.93537356251
2016-11-01,81.70703305148065,1316.1521484533062,315000.0,3.77,3581.0449402452364
2016-12-01,76.15755295981688,1438.8340220593795,327000.0,4.198,3648.9500052379385
2017-01-01,80.4383077899581,1378.9779060797912,315200.0,4.15,3693.7242198517793
2017-02-01,88.50393726910603,1306.4616331089621,298000.0,4.1675,3850.3790474249413
2017-03-01,78.98794844188691,1415.175559290042,321700.0,4.196,3722.334409976897
2017-04-01,82.42654486079519,1343.9890755253425,311100.0,4.045,3688.986515012737
2017-05-01,80.77997610880993,1392.103865691083,323600.0,4.01,3744.722096483205
2017-06-01,81.4065769052409,1338.6785268757728,315200.0,3.904,3628.94197376859
2017-07-01,78.78241005747469,1381.9770566866152,322900.0,3.9675000000000002,3625.553589557899
2017-08-01,81.80024632022364,1330.5452973242127,314200.0,3.88,3624.3364709424823
2017-09-01,82.54232951839452,1391.0330939589978,331500.0,3.8049999999999997,3823.4764300180964
2017-10-01,82.33127250013817,1355.4583627229285,319500.0,3.895,3716.1671737369543
2017-11-01,74.92807249660657,1461.6358011996024,343400.0,3.9219999999999997,3646.934524088117
2017-12-01,75.70416705465253,1466.177697723708,343300.0,3.95,3696.158853297371
2018-01-01,80.79908053606071,1421.7684082713627,329600.0,4.032500000000001,3825.4234181140378
2018-02-01,78.1492140823887,1462.4895656371891,327200.0,4.33,3805.9372582694036
2018-03-01,74.9181246096167,1519.4526340827358,335400.0,4.444,3790.69024122807
2018-04-01,79.90904310109053,1428.257761644762,314400.0,4.4675,3800.5526774567875
2018-05-01,77.85449094481042,1458.8064103558427,316700.0,4.586,3782.035194493835
2018-06-01,78.20493127970047,1427.5787864037054,310500.0,4.57,3717.7352395390976
2018-07-01,77.63301975316087,1498.2749905036342,327500.0,4.5275,3873.309877383404
2018-08-01,76.92003140733314,1474.244031258289,321400.0,4.55,3776.1832763091516
2018-09-01,75.56894852846105,1519.5701478924705,328300.0,4.6274999999999995,3823.9161991060196
2018-10-01,72.61568080641558,1555.5911234798932,328300.0,4.83,3761.5782726473813
2018-11-01,78.91932278804511,1467.8302622845163,308500.0,4.866,3857.4776699008457
2018-12-01,77.57221960392086,1527.8268489228483,329700.0,4.6375,3946.61343071894
2019-01-01,84.95081265489273,1386.8020592291184,305400.0,4.464,3923.0717320356434
2019-02-01,82.65546979732416,1440.6850528555583,320800.0,4.37,3965.380645796173
2019-03-01,85.21032203395157,1377.6246400910322,310600.0,4.265,3909.0150461613143
2019-04-01,80.46724449426164,1481.7700533323084,339000.0,4.1425,3970.4906404200065
2019-05-01,86.06935745708446,1355.2979226038524,312700.0,4.072,3884.4323913357844
2019-06-01,89.79455912967065,1307.9689182844074,311800.0,3.8024999999999998,3911.0347960095974
2019-07-01,91.93988336045238,1287.3696782227507,308300.0,3.765,3941.408581317508
2019-08-01,88.02649744862818,1340.6686213000335,327000.0,3.6159999999999997,3929.8782869783645
2019-09-01,92.5702470791657,1292.5822548522349,315700.0,3.605,3984.5001347704897
2019-10-01,91.02995360647498,1333.5884878671473,322400.0,3.688,4042.5033894164953
2019-11-01,90.34280352094108,1357.9206747977514,328000.0,3.6950000000000007,4085.1894119852236
2019-12-01,88.1836757555086,1368.3259665879891,329500.0,3.72,4018.1116450690897
2020-01-01,91.08231197285546,1349.7908576069742,328900.0,3.624,4093.970997289196
2020-02-01,93.27569306421768,1335.1098164520895,331800.0,3.4650000000000003,4146.958671765423
2020-03-01,96.31765169865557,1318.1577516067123,328200.0,3.4499999999999997,4227.829911464504
2020-04-01,112.1155279082096,1220.8448673952469,309500.0,3.306,4557.95970450814
2020-05-01,108.74368042729378,1234.6060380887081,315900.0,3.2325,4470.711628502208
2020-06-01,104.65486247909791,1260.9109633805424,325500.0,3.1624999999999996,4394.283433583552
2020-07-01,107.7162163607376,1218.2271187021438,320400.0,3.0159999999999996,4369.719769291449
2020-08-01,107.41211215248445,1209.4149429201761,321400.0,2.935,4325.863589144824
2020-09-01,100.93507556251107,1242.8439837410199,332200.0,2.89,4177.370161996693
2020-10-01,103.59943920231997,1244.303137903052,335000.0,2.834,4292.6732725719585
2020-11-01,103.77756854265199,1228.090112395778,333600.0,2.765,4244.025253663011
2020-12-01,104.47465260784479,1235.9964864183119,339300.0,2.684,4300.039107984227
2021-01-01,97.743113332511,1301.0600587509402,354800.0,2.7350000000000003,4234.749703804056
2021-02-01,100.38740863823989,1301.1766832199708,351400.0,2.81,4349.704455118129
2021-03-01,99.92879156037786,1314.1168398054972,342700.0,3.0825,4372.892988771169
2021-04-01,92.92194857104138,1393.3277908956336,364400.0,3.06,4311.375419829285
2021-05-01,91.85392715427506,1407.4114929176535,372700.0,2.9625,4304.899882460038
2021-06-01,94.121187210713,1365.792965991204,361100.0,2.975,4280.716846256332
2021-07-01,89.0417322441115,1436.306283855297,385000.0,2.868,4258.776944934353
2021-08-01,85.38617106644527,1497.4061010056319,402700.0,2.8425000000000002,4257.663857430311
2021-09-01,91.00949587829662,1492.8088237697282,398500.0,2.9000000000000004,4524.130623848731
2021-10-01,82.49757180477563,1595.2097689574307,416800.0,3.0675,4382.311050859565
2021-11-01,81.08095656532208,1605.9261493630947,419600.0,3.0675,4335.99394450868
2021-12-01,83.28778645278962,1577.5950009737405,410600.0,3.098,4375.433371817974
2022-01-01,80.52243381851844,1660.1165788047335,413600.0,3.4450000000000003,4451.431690682719
2022-02-01,82.86095495994272,1679.371809569784,402300.0,3.7625,4633.839917396187
2022-03-01,73.73251975848521,1842.7513858544226,420100.0,4.172,4524.494408817324
2022-04-01,63.84793610487025,2119.1694362871303,439500.0,4.9825,4505.643005623038
2022-05-01,63.9192885459655,2129.261642753226,429400.0,5.2299999999999995,4532.1596147888995
2022-06-01,60.65520603045638,2211.39651747824,431700.0,5.522,4466.619289043124
2022-07-01,61.195921470247704,2241.4291540953727,442900.0,5.4125,4567.6385390883015
2022-08-01,64.70214034455833,2139.8549332627717,431900.0,5.2225,4610.491367158479
2022-09-01,60.34895490237723,2371.1362527202004,434200.0,6.112,4765.083306267344
2022-10-01,51.607877466395166,2728.3827692707855,460300.0,6.8999999999999995,4688.841253143756
2022-11-01,55.96523960006677,2510.737794598817,427700.0,6.805,4679.117606847278
2022-12-01,57.604999016496464,2399.8153896259482,427900.0,6.364,4603.437393200555
2023-01-01,63.17638600593541,2267.400683018671,408200.0,6.2725,4770.097819990955
2023-02-01,60.81749287034523,2403.014912069475,433300.0,6.2575,4866.639897994548
2023-03-01,56.942018805765436,2508.1731066384605,438900.0,6.543999999999999,4755.920658870535
2023-04-01,61.52836856328643,2334.531139228016,417200.0,6.3425,4783.208415484447
2023-05-01,59.351804571504296,2377.376458692519,421200.0,6.425,4698.682712874805
2023-06-01,59.253353582174825,2428.704035741124,417600.0,6.714,4792.165003908252
2023-07-01,55.527111671938066,2567.4401757034234,435800.0,6.84,4747.3324936652325
2023-08-01,53.01066746154232,2659.2023585878774,440900.0,7.072000000000001,4694.170861736898
2023-09-01,57.433977031340845,2603.084904486779,426100.0,7.2,4978.533769876961
2023-10-01,55.651163877695396,2658.2426946351407,417500.0,7.62,4926.212184200033
2023-11-01,53.972105217239154,2688.1039631884883,429600.0,7.442,4831.251576871685
2023-12-01,61.117022369723884,2458.0655032260556,418300.0,6.8149999999999995,5002.647156752218
2024-01-01,59.84793612154634,2484.79243356938,430400.0,6.6425,4952.032971357413
2024-02-01,59.564745375327234,2463.5049074670196,420900.0,6.776000000000001,4886.376816719932
2024-03-01,58.35056985746275,2565.7359967582697,436400.0,6.82,4985.414845237853
2024-04-01,59.90519988440798,2484.8187511894116,415300.0,6.9925,4956.82368008534
2024-05-01,58.225041197970874,2495.756655139754,414300.0,7.06,4839.007284385219
2024-06-01,61.72666965280743,2458.3070281844207,414000.0,6.9175,5053.045424269353
2024-07-01,59.01503495720374,2529.3115557035653,429000.0,6.8475,4970.604748920926
2024-08-01,64.85454951262804,2308.438835401008,405800.0,6.5,4985.434932888023
2024-09-01,66.17943584705,2316.279851173373,421100.0,6.18,5104.560124024274
2024-10-01,63.796677116804986,2406.9168823831365,426300.0,6.428,5113.324863106382
2024-11-01,65.6423045035815,2334.0410267301604,397600.0,6.805,5101.953998955757
2024-12-01,63.85428304230017,2460.3623734485686,423000.0,6.715,5231.585690180983
2025-01-01,61.509165596801616,2561.4288476506727,429600.0,6.958,5246.45999344718
2025-02-01,63.54800886824673,2446.112911897885,415100.0,6.842499999999999,5176.338647100054
2025-03-01,65.6449587299648,2385.605661010676,412900.0,6.65,5214.879405928441
2025-04-01,65.86959481901938,2408.1588963082995,413600.0,6.725,5282.194210296166
2025-05-01,62.25403007246514,2496.516428918346,424800.0,6.816,5175.426354448123
2025-06-01,63.405219196136464,2405.2046775871186,409200.0,6.8175,5078.334242139667
2025-07-01,66.54223476039056,2312.0661641406723,397300.0,6.720000000000001,5123.206647544283
2025-08-01,65.97228561678615,2411.0102936130656,420000.0,6.5875,5296.693328517912
2025-09-01,69.17693238590898,2273.1257844232205,405800.0,6.3525,5236.354027500592
2025-10-01,,2174.831324961678,392300.0,6.254,
2025-11-01,,,,6.2375,5271.085878116862
2025-12-01,,,,6.19,5179.995857760396
2026-01-01,,,,6.1025,5308.355458271708
