date,DJIA,MA
2018-04-02,23644.189453,22893.06019186166
2018-04-03,24033.359375,22906.12291573913
2018-04-04,24264.300781,22920.35643383399
2018-04-05,24505.220703,22935.593626581027
2018-04-06,23932.759766,22948.413861885376
2018-04-09,23979.099609,22961.579669071143
2018-04-10,24408.0,22976.38224132806
2018-04-11,24189.449219,22990.348050063243
2018-04-12,24483.050781,23005.466750656127
2018-04-13,24360.140625,23020.12619667984
2018-04-16,24573.039063,23035.8620847747
2018-04-17,24786.630859,23052.99007235968
2018-04-18,24748.070313,23069.23967864822
2018-04-19,24664.890625,23085.609683897233
2018-04-20,24462.939453,23101.650985158103
2018-04-23,24448.689453,23116.9473429249
2018-04-24,24024.130859,23130.687940130432
2018-04-25,24083.830078,23143.810230458497
2018-04-26,24322.339844,23156.95734786166
2018-04-27,24311.189453,23170.14351232411
2018-04-30,24163.150391,23182.71987719763
2018-05-01,24099.050781,23195.204229035575
2018-05-02,23924.980469,23207.107468288537
2018-05-03,23930.150391,23218.887151158102
2018-05-04,24262.509766,23231.94884829249
2018-05-07,24357.320313,23245.410704458496
2018-05-08,24360.210938,23258.664741948618
2018-05-09,24542.539063,23272.61833786166
2018-05-10,24739.529297,23287.4948200751
2018-05-11,24831.169922,23302.86264832411
2018-05-14,24899.410156,23318.593835019765
2018-05-15,24706.410156,23333.652336130435
2018-05-16,24768.929688,23348.620676980237
2018-05-17,24713.980469,23363.380481205535
2018-05-18,24715.089844,23379.618268383398
2018-05-21,25013.289063,23396.813009616602
2018-05-22,24834.410156,23412.740165
2018-05-23,24886.810547,23428.518743928853
2018-05-24,24811.759766,23443.830402466403
2018-05-25,24753.089844,23458.6156590751
2018-05-29,24361.449219,23471.574157098814
2018-05-30,24667.779297,23485.753998996046
2018-05-31,24415.839844,23499.13885726087
2018-06-01,24635.210938,23513.47308867194
2018-06-04,24813.689453,23527.977079837947
2018-06-05,24799.980469,23542.181393695653
2018-06-06,25146.390625,23557.842862320158
2018-06-07,25241.410156,23574.068868988146
2018-06-08,25316.529297,23590.443730031624
2018-06-11,25322.310547,23606.806501770752
2018-06-12,25320.730469,23622.809504798417
2018-06-13,25201.199219,23638.48353364032
2018-06-14,25175.310547,23653.688434209485
2018-06-15,25090.480469,23668.375864731228
2018-06-18,24987.470703,23682.7140873083
2018-06-19,24700.210938,23695.820536482213
2018-06-20,24657.800781,23708.187376588932
2018-06-21,24461.699219,23720.023576565214
2018-06-22,24580.890625,23732.55662529249
2018-06-25,24252.800781,23743.843232873518
2018-06-26,24283.109375,23755.25963449012
2018-06-27,24117.589844,23765.96334620158
2018-06-28,24216.050781,23777.44710361265
2018-06-29,24271.410156,23788.580703537547
2018-07-02,24307.179688,23800.51805686166
2018-07-03,24174.820313,23811.68481359684
2018-07-05,24356.740234,23823.058215584977
2018-07-06,24456.480469,23834.83019403162
2018-07-09,24776.589844,23848.492450083002
2018-07-10,24919.660156,23862.347471079054
2018-07-11,24700.449219,23875.359050873518
2018-07-12,24924.890625,23889.255573845847
2018-07-13,25019.410156,23903.03924788142
2018-07-16,25064.359375,23916.917783577075
2018-07-17,25119.890625,23930.68122385771
2018-07-18,25199.289063,23944.790189707513
2018-07-19,25064.5,23958.583745166008
2018-07-20,25058.119141,23972.091133075097
2018-07-23,25044.289063,23985.658365351777
2018-07-24,25241.939453,24000.13215641897
2018-07-25,25414.099609,24015.55085083399
2018-07-26,25527.070313,24031.01978611067
2018-07-27,25451.060547,24045.802595521738
2018-07-30,25306.830078,24059.677217249013
2018-07-31,25415.189453,24073.84669909091
2018-08-01,25333.820313,24087.454213604742
2018-08-02,25326.160156,24100.74370069565
2018-08-03,25462.580078,24114.365597312255
2018-08-06,25502.179688,24128.105044264823
2018-08-07,25628.910156,24142.081722561266
2018-08-08,25583.75,24155.778679391307
2018-08-09,25509.230469,24169.311843916996
2018-08-10,25313.140625,24182.214774375494
2018-08-13,25187.699219,24195.430938221343
2018-08-14,25299.919922,24209.034098731227
2018-08-15,25162.410156,24221.558601569166
2018-08-16,25558.730469,24235.6287210751
2018-08-17,25669.320313,24250.03366641897
2018-08-20,25758.689453,24265.875401533594
2018-08-21,25822.289063,24282.269786106717
2018-08-22,25733.599609,24298.19804543083
2018-08-23,25656.980469,24313.048202916994
2018-08-24,25790.349609,24328.772549814228
2018-08-27,26049.640625,24345.63515943478
2018-08-28,26064.019531,24362.43496026087
2018-08-29,26124.570313,24379.494920426878
2018-08-30,25986.919922,24395.785634976284
2018-08-31,25964.820313,24411.882040608696
2018-09-04,25952.480469,24427.70963294071
2018-09-05,25974.990234,24443.47022458893
2018-09-06,25995.869141,24460.239230889325
2018-09-07,25916.539063,24476.479936177864
2018-09-10,25857.070313,24492.575948098813
2018-09-11,25971.060547,24509.071092304348
2018-09-12,25998.919922,24524.650344403162
2018-09-13,26145.990234,24540.567857679842
2018-09-14,26154.669922,24556.364261766797
2018-09-17,26062.119141,24571.615798019764
2018-09-18,26246.960938,24587.341573094865
2018-09-19,26405.759766,24603.44596106719
2018-09-20,26656.980469,24620.387382758894
2018-09-21,26743.5,24637.50560471937
2018-09-24,26562.050781,24654.11754271146
2018-09-25,26492.210938,24670.49153913043
2018-09-26,26385.279297,24686.65434329249
2018-09-27,26439.929688,24703.079676790512
2018-09-28,26458.310547,24719.354774059288
2018-10-01,26651.210938,24736.232290735177
2018-10-02,26773.939453,24753.500471007905
2018-10-03,26828.390625,24770.38106790909
2018-10-04,26627.480469,24786.135259794468
2018-10-05,26447.050781,24801.097355272726
2018-10-08,26486.779297,24815.766875715413
2018-10-09,26430.570313,24830.221027458498
2018-10-10,25598.740234,24841.43711410277
2018-10-11,25052.830078,24850.220317225296
2018-10-12,25339.990234,24859.971699079055
2018-10-15,25250.550781,24869.495576608693
2018-10-16,25798.419922,24881.06355771146
2018-10-17,25706.679688,24891.932011268775
2018-10-18,25379.449219,24901.34706963241
2018-10-19,25444.339844,24910.385568584978
2018-10-22,25317.410156,24918.900869347828
2018-10-23,25191.429688,24926.263710569172
2018-10-24,24583.419922,24931.439437778656
2018-10-25,24984.550781,24937.537425980237
2018-10-26,24688.310547,24942.908373051385
2018-10-29,24442.919922,24947.027189442688
2018-10-30,24874.640625,24952.72067233597
2018-10-31,25115.759766,24959.704939260868
2018-11-01,25380.740234,24967.623911592884
2018-11-02,25270.830078,24974.880118359688
2018-11-05,25461.699219,24982.569602363637
2018-11-06,25635.009766,24990.853477118577
2018-11-07,26180.300781,25001.25616826087
2018-11-08,26191.220703,25011.667196853756
2018-11-09,25989.300781,25021.255898063246
2018-11-12,25387.179688,25028.86554326087
2018-11-13,25286.490234,25036.234236130436
2018-11-14,25080.5,25042.719614711463
2018-11-15,25289.269531,25050.149649604744
2018-11-16,25413.220703,25058.61582116996
2018-11-19,25017.439453,25064.77819301976
2018-11-20,24465.640625,25069.155269664032
2018-11-21,24464.689453,25073.243646640316
2018-11-23,24285.949219,25075.991153126484
2018-11-26,24640.240234,25080.394554494073
2018-11-27,24748.730469,25085.101037636363
2018-11-28,25366.429688,25092.15894432016
2018-11-29,25338.839844,25098.096212723318
2018-11-30,25538.460938,25104.41155363241
2018-12-03,25826.429688,25110.554162640317
2018-12-04,25027.070313,25113.698354217395
2018-12-06,24947.669922,25116.297639359684
2018-12-07,24388.949219,25117.12099348617
2018-12-10,24423.259766,25118.2369998498
2018-12-11,24370.240234,25118.864508802373
2018-12-12,24527.269531,25119.647549810274
2018-12-13,24597.380859,25120.48293147826
2018-12-14,24100.509766,25118.88494327668
2018-12-17,23592.980469,25114.96221909091
2018-12-18,23675.640625,25111.669651774704
2018-12-19,23323.660156,25106.420323403163
2018-12-20,22859.599609,25098.781589766793
2018-12-21,22445.369141,25089.653602181817
2018-12-24,21792.199219,25078.05498094862
2018-12-26,22878.449219,25070.52992227668
2018-12-27,23138.820313,25064.145573525693
2018-12-28,23062.400391,25057.490195869563
2018-12-31,23327.460938,25051.77146131225
2019-01-02,23346.240234,25045.87711533597
2019-01-03,22686.220703,25037.84154221344
2019-01-04,23433.160156,25032.3441129249
2019-01-07,23531.349609,25026.844784549405
2019-01-08,23787.449219,25021.75513379842
2019-01-09,23879.119141,25016.155331426875
2019-01-10,24001.919922,25011.091773806325
2019-01-11,23995.949219,25005.59828937154
2019-01-14,23909.839844,24999.83034069565
2019-01-15,24065.589844,24993.865357988143
2019-01-16,24207.160156,24987.556941794468
2019-01-17,24370.099609,24981.933385407116
2019-01-18,24706.349609,24976.363026584982
2019-01-22,24404.480469,24969.986227857706
2019-01-23,24575.619141,24964.072782948617
2019-01-24,24553.240234,24957.50614510277
2019-01-25,24737.199219,24951.681594399208
2019-01-28,24528.220703,24944.86776658103
2019-01-29,24579.960938,24937.702438023713
2019-01-30,25014.859375,24931.371008920953
2019-01-31,24999.669922,24925.68005814229
2019-02-01,25063.890625,24921.676105573122
2019-02-04,25239.369141,24918.079182711463
2019-02-05,25411.519531,24915.015185055334
2019-02-06,25390.300781,24914.498741747033
2019-02-07,25169.529297,24917.754786399208
2019-02-08,25106.330078,24918.519847849802
2019-02-11,25053.109375,24919.1513093755
2019-02-12,25425.759766,24925.33826126482
2019-02-13,25543.269531,24930.683593833994
2019-02-14,25439.390625,24933.996325430828
2019-02-15,25883.25,24938.908581482214
2019-02-19,25891.320313,24942.85257388933
2019-02-20,25954.439453,24945.833088956522
2019-02-21,25850.630859,24948.328148245062
2019-02-22,26031.810547,24952.545778865613
2019-02-25,26091.949219,24957.661075
2019-02-26,26057.980469,24961.991114525692
2019-02-27,25985.160156,24964.659770343875
2019-02-28,25916.0,24965.476886822136
2019-03-01,26026.320313,24967.9128196917
2019-03-04,25819.650391,24971.037132624504
2019-03-05,25806.630859,24975.770928632413
2019-03-06,25673.460938,24980.25867721344
2019-03-07,25473.230469,24982.62417406324
2019-03-08,25450.240234,24984.861806841895
2019-03-11,25650.880859,24988.219599268774
2019-03-12,25554.660156,24990.826117916997
2019-03-13,25702.890625,24992.2773052332
2019-03-14,25709.939453,24994.37742411858
2019-03-15,25848.869141,24997.704854332016
2019-03-18,25914.099609,25002.273947090907
2019-03-19,25887.380859,25006.280748288536
2019-03-20,25745.669922,25009.439484083003
2019-03-21,25962.509766,25014.78177503162
2019-03-22,25502.320313,25017.845216857706
2019-03-25,25516.830078,25021.143713027668
2019-03-26,25657.730469,25027.862447588934
2019-03-27,25625.589844,25036.132766264822
2019-03-28,25717.460938,25042.12036045059
2019-03-29,25928.679688,25050.306007683794
2019-04-01,26258.419922,25059.8316993834
2019-04-02,26179.130859,25068.037317897233
2019-04-03,26218.130859,25078.21099934387
2019-04-04,26384.630859,25087.50456252174
2019-04-05,26424.990234,25096.044837039528
2019-04-08,26341.019531,25103.30095888933
2019-04-09,26150.580078,25112.06704707905
2019-04-10,26157.160156,25120.675982047433
2019-04-11,26143.050781,25127.533890272727
2019-04-12,26412.300781,25136.319864826084
2019-04-15,26384.769531,25143.836539727276
2019-04-16,26452.660156,25152.107367913042
2019-04-17,26449.539063,25159.524363960474
2019-04-18,26559.539063,25166.531906268778
2019-04-22,26511.050781,25173.500208513833
2019-04-23,26656.390625,25181.37175001581
2019-04-24,26597.050781,25189.806972656126
2019-04-25,26462.080078,25197.76503836759
2019-04-26,26543.330078,25207.7223475336
2019-04-29,26554.390625,25217.48740898419
2019-04-30,26592.910156,25226.46199519763
2019-05-01,26430.140625,25234.837296272726
2019-05-02,26307.789063,25243.314128968377
2019-05-03,26504.949219,25252.823608960472
2019-05-06,26438.480469,25262.75839156917
2019-05-07,25965.089844,25270.801630513834
2019-05-08,25967.330078,25277.540050719366
2019-05-09,25828.359375,25283.354434363635
2019-05-10,25942.369141,25289.608024098816
2019-05-13,25324.990234,25292.700716474308
2019-05-14,25532.050781,25295.8332124585
2019-05-15,25648.019531,25299.061867039527
2019-05-16,25862.679688,25302.86925649407
2019-05-17,25764.0,25307.04945350593
2019-05-20,25679.900391,25310.650128221347
2019-05-21,25877.330078,25315.248348019762
2019-05-22,25776.609375,25319.444077391305
2019-05-23,25490.470703,25321.33017083004
2019-05-24,25585.689453,25324.299654217393
2019-05-28,25347.769531,25326.121626486165
2019-05-29,25126.410156,25327.365303916995
2019-05-30,25169.880859,25329.0126992332
2019-05-31,24815.039063,25330.805544466402
2019-06-03,24819.779297,25331.40633498024
2019-06-04,25332.179688,25335.02823159684
2019-06-05,25539.570313,25338.602774581024
2019-06-06,25720.660156,25342.18763901976
2019-06-07,25983.939453,25346.86731879842
2019-06-10,26062.679688,25350.489014699608
2019-06-11,26048.509766,25353.679131735174
2019-06-12,26004.830078,25356.399688181817
2019-06-13,26106.769531,25359.500316577076
2019-06-14,26089.609375,25362.539363636366
2019-06-17,26112.529297,25366.141458806323
2019-06-18,26465.539063,25371.24117626087
2019-06-19,26504.0,25376.82820998024
2019-06-20,26753.169922,25383.80725827668
2019-06-21,26719.130859,25391.787178913044
2019-06-24,26727.539063,25399.96796263636
2019-06-25,26548.220703,25408.215083126484
2019-06-26,26536.820313,25415.946030509884
2019-06-27,26526.580078,25424.9333004585
2019-06-28,26599.960938,25434.090816517783
2019-07-01,26717.429688,25444.366863332016
2019-07-02,26786.679688,25454.527451897233
2019-07-03,26966.0,25465.17800464032
2019-07-05,26922.119141,25475.51373370356
2019-07-08,26806.140625,25485.91420924506
2019-07-09,26783.490234,25495.50610647826
2019-07-10,26860.199219,25505.006971102768
2019-07-11,27088.080078,25514.14329613834
2019-07-12,27332.029297,25523.67835203162
2019-07-15,27359.160156,25534.187090913045
2019-07-16,27335.630859,25543.715708438736
2019-07-17,27219.849609,25552.413097581026
2019-07-18,27222.970703,25560.945158166007
2019-07-19,27154.199219,25568.985903596837
2019-07-22,27171.900391,25576.782786316206
2019-07-23,27349.189453,25585.813179411067
2019-07-24,27269.970703,25594.555675703556
2019-07-25,27140.980469,25602.842993513834
2019-07-26,27192.449219,25610.55251828063
2019-07-29,27221.349609,25617.695798913046
2019-07-30,27198.019531,25624.30034127668
2019-07-31,26864.269531,25629.886147537552
2019-08-01,26583.419922,25634.93195719763
2019-08-02,26485.009766,25639.16049598419
2019-08-05,25717.740234,25640.677966027666
2019-08-06,26029.519531,25643.458042608694
2019-08-07,26007.070313,25645.6101779249
2019-08-08,26378.189453,25649.072667114626
2019-08-09,26287.439453,25651.67554971146
2019-08-12,25896.439453,25652.911476403162
2019-08-13,26279.910156,25655.95764117391
2019-08-14,25479.419922,25656.614871596837
2019-08-15,25579.390625,25658.163058972328
2019-08-16,25886.009766,25660.479619620553
2019-08-19,26135.789063,25664.326967079054
2019-08-20,25962.439453,25665.922654762846
2019-08-21,26202.730469,25668.030995300393
2019-08-22,26252.240234,25669.98178890119
2019-08-23,25628.900391,25669.21740679842
2019-08-26,25898.830078,25669.870491656126
2019-08-27,25777.900391,25670.34843601186
2019-08-28,26036.099609,25671.319779885376
2019-08-29,26362.25,25672.555390063244
2019-08-30,26403.279297,25673.89633775494
2019-09-03,26118.019531,25673.870445335968
2019-09-04,26355.470703,25675.327167790514
2019-09-05,26728.150391,25678.34428272332
2019-09-06,26797.460938,25681.68412647431
2019-09-09,26835.509766,25685.08538944664
2019-09-10,26909.429688,25688.69630069961
2019-09-11,27137.039063,25693.52041137154
2019-09-12,27182.449219,25698.759063173915
2019-09-13,27219.519531,25703.69368366403
2019-09-16,27076.820313,25707.954159517783
2019-09-17,27110.800781,25711.76763994071
2019-09-18,27147.080078,25715.690209727276
2019-09-19,27094.789063,25719.771909023715
2019-09-20,26935.070313,25722.4917089249
2019-09-23,26949.990234,25724.642817494074
2019-09-24,26807.769531,25725.2388216917
2019-09-25,26970.710938,25726.136888640314
2019-09-26,26891.119141,25727.437554094864
2019-09-27,26820.25,25728.734151177865
2019-09-30,26916.830078,25730.83514240712
2019-10-01,26573.039063,25731.361266418975
2019-10-02,26078.619141,25729.860509873517
2019-10-03,26201.039063,25728.08117439921
2019-10-04,26573.720703,25727.289795940713
2019-10-07,26478.019531,25725.90492995652
2019-10-08,26164.039063,25724.07314574308
2019-10-09,26346.009766,25723.673774142295
2019-10-10,26496.669922,25723.71286752174
2019-10-11,26816.589844,25725.238636418973
2019-10-14,26787.359375,25729.936735790514
2019-10-15,27024.800781,25737.73108639526
2019-10-16,27001.980469,25744.300217758893
2019-10-17,27025.880859,25751.317332691702
2019-10-18,26770.199219,25755.15835758103
2019-10-21,26827.640625,25759.589033221342
2019-10-22,26788.099609,25765.15682132411
2019-10-23,26833.949219,25770.649348498024
2019-10-24,26805.529297,25776.531242335965
2019-10-25,26958.060547,25783.513973003952
2019-10-28,27090.720703,25793.42425277075
2019-10-29,27071.460938,25801.672909517787
2019-10-30,27186.689453,25811.54792495652
2019-10-31,27046.230469,25821.837689964424
2019-11-01,27347.359375,25831.611281861657
2019-11-04,27462.109375,25840.885390988144
2019-11-05,27492.630859,25849.232784762848
2019-11-06,27492.560547,25858.014328118577
2019-11-07,27674.800781,25866.76176512253
2019-11-08,27681.240234,25874.84963258498
2019-11-11,27691.490234,25880.82271342688
2019-11-12,27691.490234,25886.75263252174
2019-11-13,27783.589844,25893.844684154148
2019-11-14,27781.960938,25903.310222691704
2019-11-15,28004.890625,25914.054888268773
2019-11-18,28036.220703,25925.737578794466
2019-11-19,27934.019531,25936.19113610672
2019-11-20,27821.089844,25945.708405438738
2019-11-21,27766.289063,25956.57342366008
2019-11-22,27875.619141,25970.05159961265
2019-11-25,28066.470703,25984.28788913834
2019-11-26,28121.679688,25999.44887913439
2019-11-27,28164.0,26013.376783347823
2019-11-29,28051.410156,26026.430853256916
2019-12-02,27783.039063,26035.982668968376
2019-12-03,27502.810547,26044.535912853757
2019-12-04,27649.779297,26052.881044707512
2019-12-05,27677.789063,26060.198670695652
2019-12-06,28015.060547,26072.008908774704
2019-12-09,27909.599609,26083.71614073913
2019-12-10,27881.720703,26097.521561624504
2019-12-11,27911.300781,26111.308285003954
2019-12-12,28132.050781,26126.177101395257
2019-12-13,28135.380859,26140.438410992094
2019-12-16,28235.890625,26154.819872517786
2019-12-17,28267.160156,26171.288846391304
2019-12-18,28239.279297,26189.653663893278
2019-12-19,28376.960938,26208.235957620553
2019-12-20,28455.089844,26228.518288403164
2019-12-23,28551.529297,26251.016034205535
2019-12-24,28515.449219,26275.00844558103
2019-12-26,28621.390625,26302.00129698814
2019-12-27,28645.259766,26324.795014565218
2019-12-30,28462.140625,26345.835806312254
2019-12-31,28538.439453,26367.48022948222
2020-01-02,28868.800781,26389.38275850593
2020-01-03,28634.880859,26410.286476391306
2020-01-06,28703.380859,26434.069718114628
2020-01-07,28583.679688,26454.42750282609
2020-01-08,28745.089844,26475.03517173913
2020-01-09,28956.900391,26495.467785067194
2020-01-10,28823.769531,26515.01185775494
2020-01-13,28907.050781,26534.399726762844
2020-01-14,28939.669922,26553.94012479842
2020-01-15,29030.220703,26574.178784320156
2020-01-16,29297.640625,26594.858826932807
2020-01-17,29348.099609,26615.178745719364
2020-01-21,29196.039063,26634.253605221344
2020-01-22,29186.269531,26651.960798588934
2020-01-23,29160.089844,26670.75767358893
2020-01-24,28989.730469,26688.204753936763
2020-01-27,28535.800781,26703.94609997233
2020-01-28,28722.849609,26719.699658826088
2020-01-29,28734.449219,26736.325067980237
2020-01-30,28859.439453,26753.240002822135
2020-01-31,28256.029297,26766.050951130434
2020-02-03,28399.810547,26779.490242138338
2020-02-04,28807.630859,26794.287634367593
2020-02-05,29290.849609,26810.301391158104
2020-02-06,29379.769531,26825.986173766796
2020-02-07,29102.509766,26840.65893655336
2020-02-10,29276.820313,26856.89328839526
2020-02-11,29276.339844,26873.37554043478
2020-02-12,29551.419922,26891.155424019762
2020-02-13,29423.310547,26906.956019992096
2020-02-14,29398.080078,26922.192425316207
2020-02-18,29232.189453,26937.18372503162
2020-02-19,29348.029297,26950.878504861663
2020-02-20,29219.980469,26964.03526437154
2020-02-21,28992.410156,26976.043053711463
2020-02-24,27960.800781,26984.383646288537
2020-02-25,27081.359375,26988.53206062846
2020-02-26,26957.589844,26991.9535650751
2020-02-27,25766.640625,26990.802024189725
2020-02-28,25409.359375,26988.526131774703
2020-03-02,26703.320313,26991.63806977075
2020-03-03,25917.410156,26991.207594841897
2020-03-04,27090.859375,26996.232136280632
2020-03-05,26121.279297,26997.475805996044
2020-03-06,25864.779297,26998.232005043483
2020-03-09,23851.019531,26991.820104102768
2020-03-10,25018.160156,26990.11227770751
2020-03-11,23553.220703,26981.821130845845
2020-03-12,21200.619141,26964.61148256522
2020-03-13,23185.619141,26954.66179290514
2020-03-16,20188.519531,26932.837998747033
2020-03-17,21237.380859,26914.610772335967
2020-03-18,19898.919922,26890.83535855336
2020-03-19,20087.189453,26867.909700822136
2020-03-20,19173.980469,26841.934643695655
2020-03-23,18591.929688,26812.801916114626
2020-03-24,20704.910156,26793.839820632413
2020-03-25,21200.550781,26776.77942815415
2020-03-26,22552.169922,26764.50448528063
2020-03-27,21636.779297,26748.73843568775
2020-03-30,22327.480469,26735.33930339921
2020-03-31,21917.160156,26719.483494972334
2020-04-01,20943.509766,26698.475944948616
2020-04-02,21413.439453,26679.639220023717
2020-04-03,21052.529297,26659.221822545456
2020-04-06,22679.990234,26644.578974225296
2020-04-07,22653.859375,26629.67331865613
2020-04-08,23433.570313,26618.18142451383
2020-04-09,23719.369141,26608.571895118577
2020-04-13,23390.769531,26597.637544822137
2020-04-14,23949.759766,26588.968410375495
2020-04-15,23504.349609,26577.474532225297
2020-04-16,23537.679688,26566.221212687742
2020-04-17,24242.490234,26557.48536319368
2020-04-20,23650.439453,26546.421728371544
2020-04-21,23018.880859,26532.427031913045
2020-04-22,23475.820313,26520.430073541505
2020-04-23,23515.259766,26508.014536549406
2020-04-24,23775.269531,26496.861250976286
2020-04-27,24133.779297,26487.658481090908
2020-04-28,24101.550781,26478.007179521737
2020-04-29,24633.859375,26470.41614691304
2020-04-30,24345.720703,26461.533975162056
2020-05-01,23723.689453,26450.836539699605
2020-05-04,23749.759766,26440.725751964426
2020-05-05,23883.089844,26430.36267143083
2020-05-06,23664.640625,26419.398877581025
2020-05-07,23875.890625,26411.141173158103
2020-05-08,24331.320313,26404.67473139921
2020-05-11,24221.990234,26398.32544625692
2020-05-12,23764.779297,26389.718371774703
2020-05-13,23247.970703,26381.50880841107
2020-05-14,23625.339844,26373.972401545452
2020-05-15,23685.419922,26366.215090837944
2020-05-18,24597.369141,26361.213863379446
2020-05-19,24206.859375,26355.059157351778
2020-05-20,24575.900391,26350.69552098814
2020-05-21,24474.119141,26345.1492326996
2020-05-22,24465.160156,26339.965638948615
2020-05-26,24995.109375,26338.007689035574
2020-05-27,25548.269531,26337.85978420553
2020-05-28,25400.640625,26338.068760861657
2020-05-29,25383.109375,26339.08338228063
2020-06-01,25475.019531,26340.28946398814
2020-06-02,25742.650391,26343.955911924902
2020-06-03,26269.890625,26349.687577252964
2020-06-04,26281.820313,26353.44109750988
2020-06-05,27110.980469,26359.65220484585
2020-06-08,27572.439453,26366.971490604745
2020-06-09,27272.300781,26372.063827869562
2020-06-10,26989.990234,26375.729086944662
2020-06-11,25128.169922,26372.091380051384
2020-06-12,25605.539063,26370.513154695655
2020-06-15,25763.160156,26369.155014873515
2020-06-16,26289.980469,26369.946995482213
2020-06-17,26119.609375,26369.974979980238
2020-06-18,26080.099609,26368.45150387747
2020-06-19,25871.460938,26365.951349482213
2020-06-22,26024.960938,26363.073053102766
2020-06-23,26156.099609,26360.847633142293
2020-06-24,25445.939453,26355.782022035575
2020-06-25,25745.599609,26352.609606644266
2020-06-26,25015.550781,26346.596683592885
2020-06-29,25595.800781,26342.917714039522
2020-06-30,25812.880859,26339.806725584982
2020-07-01,25734.970703,26335.92348849012
2020-07-02,25827.359375,26332.13170859684
2020-07-06,26287.029297,26329.448029928855
2020-07-07,25890.179688,26325.369217861662
2020-07-08,26067.279297,26322.448817355733
2020-07-09,25706.089844,26318.190317790515
2020-07-10,26075.300781,26315.087952422924
2020-07-13,26085.800781,26311.126374173913
2020-07-14,26642.589844,26308.40131704743
2020-07-15,26870.099609,26306.468271407113
2020-07-16,26734.710938,26304.093093853753
2020-07-17,26671.949219,26301.927479664035
2020-07-20,26680.869141,26299.784785743082
2020-07-21,26840.400391,26298.54447416996
2020-07-22,27005.839844,26297.88810837154
2020-07-23,26652.330078,26295.13372349012
2020-07-24,26469.890625,26291.971351640317
2020-07-27,26584.769531,26289.772889434782
2020-07-28,26379.279297,26286.558779071147
2020-07-29,26539.570313,26283.86399924506
2020-07-30,26313.650391,26280.36846904743
2020-07-31,26428.320313,26278.645349608694
2020-08-03,26664.400391,26278.965430513836
2020-08-04,26828.470703,26280.322983624505
2020-08-05,27201.519531,26286.18772392885
2020-08-06,27386.980469,26291.553182181822
2020-08-07,27433.480469,26297.191166988145
2020-08-10,27791.439453,26302.77713536759
2020-08-11,27686.910156,26308.308640122526
2020-08-12,27976.839844,26316.53156656917
2020-08-13,27896.720703,26322.922122090913
2020-08-14,27931.019531,26332.61223912253
2020-08-17,27844.910156,26341.566861774707
2020-08-18,27778.070313,26349.045361960478
2020-08-19,27692.880859,26355.199874988142
2020-08-20,27739.730469,26362.22474066403
2020-08-21,27930.330078,26369.053197616602
2020-08-24,28308.460938,26377.180552177862
