date,DJIA
2000-06-01,10582.925914454547
2000-07-01,10662.96298835
2000-08-01,11014.512100826087
2000-09-01,10967.867529350002
2000-10-01,10440.964089227275
2000-11-01,10666.063848619047
2000-12-01,10652.51201175
2001-01-01,10682.740931952381
2001-02-01,10774.57468131579
2001-03-01,10081.319513409091
2001-04-01,10234.5159669
2001-05-01,11004.956365454547
2001-06-01,10767.198056238096
2001-07-01,10444.500418571428
2001-08-01,10314.682617130436
2001-09-01,9042.560546866669
2001-10-01,9220.750976608699
2001-11-01,9721.819521904761
2001-12-01,9979.881933550001
2002-01-01,9923.80240890476
2002-02-01,9891.046823631577
2002-03-01,10500.950585949999
2002-04-01,10165.182750409092
2002-05-01,10080.484064318183
2002-06-01,9492.4359865
2002-07-01,8616.522793909093
2002-08-01,8685.480379909091
2002-09-01,8160.776049850001
2002-10-01,8048.121773000001
2002-11-01,8625.72446295
2002-12-01,8526.659505238094
2003-01-01,8474.585705142856
2003-02-01,7916.183670736842
2003-03-01,7977.734770333332
2003-04-01,8332.086286285714
2003-05-01,8623.414667190476
2003-06-01,9098.072823619046
2003-07-01,9154.394575818182
2003-08-01,9284.778552857144
2003-09-01,9492.537109428571
2003-10-01,9682.458729695654
2003-11-01,9762.200606526314
2003-12-01,10124.659046636363
2004-01-01,10540.046972700002
2004-02-01,10601.49897194737
2004-03-01,10323.728260869566
2004-04-01,10418.404250285714
2004-05-01,10083.805468650004
2004-06-01,10364.900948809525
2004-07-01,10152.087565142856
2004-08-01,10032.801358318182
2004-09-01,10204.670526428572
2004-10-01,10001.602399666666
2004-11-01,10411.75618495238
2004-12-01,10673.384055454544
2005-01-01,10539.51303715
2005-02-01,10723.815789631579
2005-03-01,10682.093128636367
2005-04-01,10283.18605852381
2005-05-01,10377.179082999999
2005-06-01,10486.682350999998
2005-07-01,10545.375878899998
2005-08-01,10554.271696652175
2005-09-01,10532.544317380953
2005-10-01,10324.313290619048
2005-11-01,10695.24948857143
2005-12-01,10827.794736
2006-01-01,10872.4820802
2006-02-01,10971.186215105263
2006-03-01,11144.45002552174
2006-04-01,11234.675215842108
2006-05-01,11333.878195999998
2006-06-01,10997.965465272726
2006-07-01,11032.52587905
2006-08-01,11257.353897913043
2006-09-01,11533.599072250003
2006-10-01,11963.115412000001
2006-11-01,12185.154203952387
2006-12-01,12377.61845705
2007-01-01,12512.890966750001
2007-02-01,12631.477333473684
2007-03-01,12268.533602636366
2007-04-01,12754.80400395
2007-05-01,13407.75590377273
2007-06-01,13480.212937238093
2007-07-01,13677.894763904762
2007-08-01,13239.712211260869
2007-09-01,13557.686266473684
2007-10-01,13901.28040091304
2007-11-01,13200.577660047615
2007-12-01,13407.025048849999
2008-01-01,12538.122395999999
2008-02-01,12419.5674317
2008-03-01,12193.87705075
2008-04-01,12656.773215681817
2008-05-01,12812.481398809521
2008-06-01,12056.665178666666
2008-07-01,11322.375488318181
2008-08-01,11530.765625190477
2008-09-01,11114.082449809523
2008-10-01,9176.714398043478
2008-11-01,8614.55414773684
2008-12-01,8595.557262136364
2009-01-01,8396.201367149999
2009-02-01,7690.492084684211
2009-03-01,7235.466375227272
2009-04-01,7992.121465809525
2009-05-01,8398.3685058
2009-06-01,8592.996804
2009-07-01,8679.745960727274
2009-08-01,9375.06198852381
2009-09-01,9634.971028714286
2009-10-01,9857.343750090908
2009-11-01,10227.554492300002
2009-12-01,10433.442693681818
2010-01-01,10471.235300315791
2010-02-01,10214.506270473683
2010-03-01,10677.518767086955
2010-04-01,11052.147647000002
2010-05-01,10500.1270019
2010-06-01,10159.267178545453
2010-07-01,10222.242419999999
2010-08-01,10350.396351227275
2010-09-01,10598.06612719048
2010-10-01,11044.485305142858
2010-11-01,11198.306640619048
2010-12-01,11465.257324181819
2011-01-01,11802.3704591
2011-02-01,12190.000514000003
2011-03-01,12081.476477652173
2011-04-01,12434.8765625
2011-05-01,12579.992885142856
2011-06-01,12097.309481636361
2011-07-01,12512.325537099998
2011-08-01,11326.617866913046
2011-09-01,11175.453869238094
2011-10-01,11515.930943095238
2011-11-01,11804.329985285714
2011-12-01,12075.682849619048
2012-01-01,12550.9865235
2012-02-01,12889.049658200001
2012-03-01,13079.465021409089
2012-04-01,13030.753857400001
2012-05-01,12721.084561454541
2012-06-01,12544.90480847619
2012-07-01,12814.094261619046
2012-08-01,13135.123004434785
2012-09-01,13418.49835536842
2012-10-01,13380.645321904765
2012-11-01,12896.435267904762
2012-12-01,13144.174902399998
2013-01-01,13615.322823761908
2013-02-01,13967.32997531579
2013-03-01,14418.2581054
2013-04-01,14675.90900213637
2013-05-01,15172.180486454547
2013-06-01,15035.754492150003
2013-07-01,15390.203169409091
2013-08-01,15195.347700727267
2013-09-01,15269.840966799999
2013-10-01,15289.29139778261
2013-11-01,15870.827978500001
2013-12-01,16095.774739619048
2014-01-01,16243.722330714285
2014-02-01,15958.443205157895
2014-03-01,16308.627697190475
2014-04-01,16399.502278714284
2014-05-01,16567.254789809525
2014-06-01,16843.754743285717
2014-07-01,16988.26411595455
2014-08-01,16775.154203952377
2014-09-01,17098.12676719047
2014-10-01,16701.870626695654
2014-11-01,17648.977384947368
2014-12-01,17754.240500909094
2015-01-01,17542.254883
2015-02-01,17945.41200663158
2015-03-01,17931.7450285
2015-04-01,17970.51320690476
2015-05-01,18124.713086
2015-06-01,17927.21892772727
2015-07-01,17795.016601636362
2015-08-01,17061.593238571426
2015-09-01,16339.949869857142
2015-10-01,17182.28204909091
2015-11-01,17724.513672
2015-12-01,17542.854936136362
2016-01-01,16305.25210731579
2016-02-01,16299.89843755
2016-03-01,17302.142755727273
2016-04-01,17844.365885476192
2016-05-01,17692.32003361905
2016-06-01,17754.867809000003
2016-07-01,18341.182421900005
2016-08-01,18495.187499956523
2016-09-01,18267.40299490476
2016-10-01,18184.546410000003
2016-11-01,18697.326636904763
2016-12-01,19712.423735238102
2017-01-01,19908.1525391
2017-02-01,20424.144120105266
2017-03-01,20823.057999391305
2017-04-01,20684.6936678421
2017-05-01,20936.81125718181
2017-06-01,21317.79536586364
2017-07-01,21581.250976699997
2017-08-01,21914.076936304347
2017-09-01,22173.413965050004
2017-10-01,23036.237393545456
2017-11-01,23557.929408571432
2017-12-01,24545.38417975
2018-01-01,25804.0177642381
2018-02-01,24981.545230315794
2018-03-01,24582.170387000002
2018-04-01,24304.212890619045
2018-05-01,24572.532226772724
2018-06-01,24790.108352
2018-07-01,24978.23130590476
2018-08-01,25629.98828134783
2018-09-01,26232.667968947368
2018-10-01,25609.341881869565
2018-11-01,25258.675316238096
2018-12-01,23805.545230421052
2019-01-01,24157.795107904767
2019-02-01,25605.526829789476
2019-03-01,25722.621186857144
2019-04-01,26401.577380809522
2019-05-01,25744.788529863636
2019-06-01,26160.10087905
2019-07-01,27089.186701000006
2019-08-01,26057.728071772726
2019-09-01,26900.213965000003
2019-10-01,26736.797724304346
2019-11-01,27797.04609375
2019-12-01,28167.00576642857
2020-01-01,28879.99432661905
2020-02-01,28519.731599526316
2020-03-01,22637.42080968182
2020-04-01,23293.89983261905
2020-05-01,24271.021386799996
2020-06-01,26062.270152681824
2020-07-01,26385.830877272725
2020-08-01,27821.367280523813
2020-09-01,27733.39639138096
2020-10-01,28005.105025
2020-11-01,29124.0366211
2020-12-01,30148.57990072727
2021-01-01,30821.35259047368
2021-02-01,31283.90984789473
2021-03-01,32373.2911006087
2021-04-01,33803.286086428576
2021-05-01,34270.3085939
2021-06-01,34289.90678277272
2021-07-01,34798.80431566666
2021-08-01,35243.96590922727
2021-09-01,34688.421317095235
2021-10-01,35055.5178572381
2021-11-01,35848.57068457143
2021-12-01,35641.33380690909
2022-01-01,35456.14472670001
2022-02-01,34648.48026321053
2022-03-01,33333.14732142857
2022-03-09,33286.25
