date,DY
1994-06-01,2.8230327814787946
1994-07-01,2.851129818342933
1994-08-01,2.7787351369981046
1994-09-01,2.7668322768545486
1994-10-01,2.8057394191587073
1994-11-01,2.8408711307780745
1994-12-01,2.893297304422329
1995-01-01,2.832885545405696
1995-02-01,2.734893758300133
1995-03-01,2.6705870424820035
1995-04-01,2.6074107617491284
1995-05-01,2.540367690574827
1995-06-01,2.4770557152127557
1995-07-01,2.411324613811292
1995-08-01,2.4163402550482016
1995-09-01,2.3463552015481106
1995-10-01,2.3416592328278325
1995-11-01,2.3038302016691015
1995-12-01,2.2438452902029056
1996-01-01,2.261205689918948
1996-02-01,2.1548634418203654
1996-03-01,2.179053270898048
1996-04-01,2.187477787907351
1996-05-01,2.1495243712475234
1996-06-01,2.1346297681376214
1996-07-01,2.2357818249569146
1996-08-01,2.1926118186756804
1996-09-01,2.1722380275011854
1996-10-01,2.101331508567844
1996-11-01,2.014490192613536
1996-12-01,2.004709048099563
1997-01-01,1.9515674349403564
1997-02-01,1.8796202357243954
1997-03-01,1.901131084629368
1997-04-01,1.9757438508763892
1997-05-01,1.81573419438476
1997-06-01,1.7300208834974722
1997-07-01,1.6445330653092542
1997-08-01,1.6471787239549631
1997-09-01,1.6360376512774542
1997-10-01,1.6176773623785692
1997-11-01,1.6447940186597367
1997-12-01,1.6106071469393266
1998-01-01,1.6141421690749045
1998-02-01,1.5238244085412311
1998-03-01,1.4524112441146702
1998-04-01,1.4161122100341663
1998-05-01,1.4299633712852529
1998-06-01,1.439024170192802
1998-07-01,1.3848328693216208
1998-08-01,1.4966499785970857
1998-09-01,1.5813607148455873
1998-10-01,1.5658275785252838
1998-11-01,1.4140926050522966
1998-12-01,1.3612873408680308
1999-01-01,1.3039497529569097
1999-02-01,1.3129254977618767
1999-03-01,1.2834917216734547
1999-04-01,1.2324312985105936
1999-05-01,1.234920086782226
1999-06-01,1.2438093077766437
1999-07-01,1.1957605292821334
1999-08-01,1.2487225264722648
1999-09-01,1.2623561452619918
1999-10-01,1.2812721953420871
1999-11-01,1.198658039779535
1999-12-01,1.168211215947588
2000-01-01,1.172380090582379
2000-02-01,1.2050563887668875
2000-03-01,1.1621053799377346
2000-04-01,1.1455082936442766
2000-05-01,1.1787265241667135
2000-06-01,1.1423021149689456
2000-07-01,1.1258203213396696
2000-08-01,1.1085230613188284
2000-09-01,1.113722284663329
2000-10-01,1.1742222605876627
2000-11-01,1.1825975056360243
2000-12-01,1.222453472383972
2001-01-01,1.2106646301745243
2001-02-01,1.2307103197396132
2001-03-01,1.3467133279925794
2001-04-01,1.3343530782850355
2001-05-01,1.242420187294515
2001-06-01,1.2666402951457565
2001-07-01,1.3040530255856755
2001-08-01,1.334181869608259
2001-09-01,1.5067391637310459
2001-10-01,1.4620236115884417
2001-11-01,1.3933149210395865
2001-12-01,1.3747565353340379
2002-01-01,1.3801551176245312
2002-02-01,1.4294323760376255
2002-03-01,1.3633330155400898
2002-04-01,1.4239505484457953
2002-05-01,1.4766427302910974
2002-06-01,1.581822843730893
2002-07-01,1.7662878075233237
2002-08-01,1.74017862034957
2002-09-01,1.8206750325532088
2002-10-01,1.859284134654763
2002-11-01,1.7561790467398593
2002-12-01,1.7871838786449878
2003-01-01,1.79942846936953
2003-02-01,1.9318304003440736
2003-03-01,1.9158310005551422
2003-04-01,1.820537884490785
2003-05-01,1.729418636124051
2003-06-01,1.6366396761133606
2003-07-01,1.6432587099764244
2003-08-01,1.6624053843744002
2003-09-01,1.627364043004002
2003-10-01,1.6228150401612227
2003-11-01,1.6309489792678669
2003-12-01,1.6092315664791235
2004-01-01,1.5540564405043622
2004-02-01,1.5576896165687102
2004-03-01,1.6032313742237407
2004-04-01,1.6070210112703234
2004-05-01,1.6691150244533512
2004-06-01,1.642007133020234
2004-07-01,1.6988440264653137
2004-08-01,1.7423671950092139
2004-09-01,1.714295939731224
2004-10-01,1.7233405835369655
2004-11-01,1.655060710273125
2004-12-01,1.6210672025750286
2005-01-01,1.6677811541576024
2005-02-01,1.6644020795300771
2005-03-01,1.69302870533099
2005-04-01,1.7573691276704766
2005-05-01,1.7565151463715474
2005-06-01,1.7409024745269286
2005-07-01,1.7271566959026052
2005-08-01,1.738995483022536
2005-09-01,1.751337770817019
2005-10-01,1.822208798952985
2005-11-01,1.775540056733233
2005-12-01,1.7605996497817078
2006-01-01,1.7522594032099559
2006-02-01,1.7697358973354744
2006-03-01,1.760786556804304
2006-04-01,1.7662824362410436
2006-05-01,1.7999860466197937
2006-06-01,1.8704565222595497
2006-07-01,1.8774201739351233
2006-08-01,1.8552616245192868
2006-09-01,1.8288888551611093
2006-10-01,1.7867359063503938
2006-11-01,1.7729577140223522
2006-12-01,1.756541138927719
2007-01-01,1.7612721417069241
2007-02-01,1.7501845699520118
2007-03-01,1.811720388073492
2007-04-01,1.7570349721698415
2007-05-01,1.7168054140141438
2007-06-01,1.7283167898348293
2007-07-01,1.7386615462514223
2007-08-01,1.8362183938073176
2007-09-01,1.8021267500267182
2007-10-01,1.7685722821921726
2007-11-01,1.877831610165438
2007-12-01,1.87463663282
2008-01-01,2.0250079781832953
2008-02-01,2.0747377977222907
2008-03-01,2.148920983492035
2008-04-01,2.0749572531078146
2008-05-01,2.036268962339001
2008-06-01,2.1405405405405404
2008-07-01,2.287121651966204
2008-08-01,2.2476790977028984
2008-09-01,2.37068080036156
2008-10-01,2.9620836774015964
2008-11-01,3.232394153530229
2008-12-01,3.235106431469074
2009-01-01,3.23636559686376
2009-02-01,3.4321456809441613
2009-03-01,3.60043849801223
2009-04-01,3.148421073316434
2009-05-01,2.8974265208349497
2009-06-01,2.7631408456787456
2009-07-01,2.674303462916657
2009-08-01,2.4227598797038152
2009-09-01,2.288066631563831
2009-10-01,2.1920211802758676
2009-11-01,2.105256708361288
2009-12-01,2.018227994020065
2010-01-01,1.9793873155449546
2010-02-01,2.0263322193249844
2010-03-01,1.900959159758691
2010-04-01,1.832982549917037
2010-05-01,1.954858703832092
2010-06-01,2.034411460640969
2010-07-01,2.050688399086251
2010-08-01,2.046084418610355
2010-09-01,1.9918365891915017
2010-10-01,1.9184918372340487
2010-11-01,1.885355064545816
2010-12-01,1.8308055383277086
2011-01-01,1.7903458026019659
2011-02-01,1.7558334342578017
2011-03-01,1.7961042246395145
2011-04-01,1.7824374832583558
2011-05-01,1.7960462573444618
2011-06-01,1.8907938382182725
2011-07-01,1.8578467993268888
2011-08-01,2.100716268317993
2011-09-01,2.1450233413977577
2011-10-01,2.120298426688314
2011-11-01,2.121078695172399
2011-12-01,2.1257600617701
2012-01-01,2.0557494861267025
2012-02-01,1.9995218695393928
2012-03-01,1.9687023120555123
2012-04-01,1.996013742730129
2012-05-01,2.0873251967662485
2012-06-01,2.1398132196935356
2012-07-01,2.1138223340050106
2012-08-01,2.0782120251285523
2012-09-01,2.049992379210486
2012-10-01,2.0964608458175107
2012-11-01,2.201251096561994
2012-12-01,2.1971609165500707
2013-01-01,2.1302801044762676
2013-02-01,2.104286378674566
2013-03-01,2.0705041816317715
2013-04-01,2.0689289276543366
2013-05-01,2.005276937587407
2013-06-01,2.05526418206416
2013-07-01,2.0163642320077346
2013-08-01,2.0372155592413184
2013-09-01,2.0389172401121405
2013-10-01,2.011399025985981
2013-11-01,1.9508019631369826
2013-12-01,1.9355231278142253
2014-01-01,1.9427189651514156
2014-02-01,1.9711545517251499
2014-03-01,1.944170172576629
2014-04-01,1.9639606778739729
2014-05-01,1.9577338335705758
2014-06-01,1.9197879913101092
2014-07-01,1.9132329836298212
2014-08-01,1.9433809322314728
2014-09-01,1.9310365587513736
2014-10-01,2.003162525960071
2014-11-01,1.913523789028174
2014-12-01,1.919903420679852
2015-01-01,1.9671166595995753
2015-02-01,1.938014279768194
2015-03-01,1.9620286635993447
2015-04-01,1.962899668712945
2015-05-01,1.9617034574845875
2015-06-01,1.9882912794325702
2015-07-01,2.0054373951439097
2015-08-01,2.071373829378016
2015-09-01,2.186267299592164
2015-10-01,2.1139432012550974
2015-11-01,2.0713377102338084
2015-12-01,2.1123812120267953
2016-01-01,2.2700580284235032
2016-02-01,2.2955370489002775
2016-03-01,2.1701822498083536
2016-04-01,2.123463452081547
2016-05-01,2.143093445652086
2016-06-01,2.1335099261477337
2016-07-01,2.077807250221043
2016-08-01,2.0654552154586705
2016-09-01,2.0869541036942283
2016-10-01,2.1116617359302916
2016-11-01,2.1005485783614093
2016-12-01,2.034157827501636
2017-01-01,2.0186481006130084
2017-02-01,1.980906272488351
2017-03-01,1.9595913504195501
2017-04-01,1.9776968689998349
2017-05-01,1.9596301166844095
2017-06-01,1.9400244043730666
2017-07-01,1.9370305475191179
2017-08-01,1.9482511067141113
2017-09-01,1.9323342051635883
2017-10-01,1.8937557032981358
2017-11-01,1.876792064599792
2017-12-01,1.8364773264673426
2018-01-01,1.7666738356393528
2018-02-01,1.8351348287470366
2018-03-01,1.8499539361469899
2018-04-01,1.8966472341660292
2018-05-01,1.8752614298035528
2018-06-01,1.851253471781001
2018-07-01,1.8413252960295527
2018-08-01,1.8157196744371582
2018-09-01,1.8038945373082889
2018-10-01,1.8959166529047267
2018-11-01,1.956500185441553
2018-12-01,2.093631076885923
2019-01-01,2.0766615913486923
2019-02-01,1.9798949250899625
2019-03-01,1.9593577700268903
2019-04-01,1.90505859840873
2019-05-01,1.9510977703929793
2019-06-01,1.9402759955911977
2019-07-01,1.8843805680784638
2019-08-01,1.9616609921365384
2019-09-01,1.9187460347480145
2019-10-01,1.933048547862766
2019-11-01,1.86479165462255
2019-12-01,1.8333204920153487
2020-01-01,1.790214651733776
2020-02-01,1.8043352552014507
2020-03-01,2.2462956768386606
2020-04-01,2.1583732866977217
2020-05-01,2.0429703184196106
2020-06-01,1.9222711190535522
2020-07-01,1.851944749352938
2020-08-01,1.7432701105538702
2020-09-01,1.748617101881336
2020-10-01,1.7158449697482696
2020-11-01,1.6474881464905913
2020-12-01,1.5771030342788612
2021-01-01,1.530509845884747
2021-02-01,1.4896240881926042
2021-03-01,1.4738080888770948
2021-04-01,1.393580054722836
2021-05-01,1.3865141670281433
2021-06-01,1.3652279075802358
2021-07-01,1.3366642333103138
2021-08-01,1.319905973758513
2021-09-01,1.3328963032312706
2021-10-01,1.3369037467968905
2021-11-01,1.2858638760971832
2021-12-01,1.2919797561501651
2022-01-01,1.331960219273237
2022-02-01,1.3851658788625578
2022-03-01,1.4112100102413967
2022-04-01,1.4267613983673573
2022-05-01,1.5675993750068042
2022-06-01,1.641981937001788
2022-07-01,1.6476795864293712
2022-08-01,1.5602874410532086
2022-09-01,1.696350032350171
2022-10-01,1.7673457610733534
2022-11-01,1.6946086905101128
2022-12-01,1.7104673807205448
