date,unjo
2021-12-01,1.8256938937351308
2022-01-01,1.7167506489540387
2022-02-01,1.8633540372670807
2022-03-01,2.0327048222926747
2022-04-01,1.9511103745442493
2022-05-01,1.9230640295005028
2022-06-01,1.8723262032085561
2022-07-01,1.9949853017464985
2022-08-01,1.6912919939829516
2022-09-01,1.8738488271068636
2022-10-01,1.769075630252101
2022-11-01,1.7968435191403627
2022-12-01,1.9305019305019304
2023-01-01,1.8228711313166637
2023-02-01,1.6519624287151962
2023-03-01,1.6404705080122741
2023-04-01,1.7329833770778653
2023-05-01,1.5221513813961092
2023-06-01,1.5215941303985325
2023-07-01,1.4913617886178863
2023-08-01,1.47602523659306
2023-09-01,1.4663620608161336
2023-10-01,1.3479745460189352
2023-11-01,1.426221654423507
2023-12-01,1.418155711550734
2024-01-01,1.4284781188765512
2024-02-01,1.3646639826571694
2024-03-01,1.2995800279981335
2024-04-01,1.2198089956869993
2024-05-01,1.2242442472552264
