date,NSDQ
1997-11-01,1600.974204526316
1997-12-01,1566.9968261363638
1998-01-01,1570.2345031999998
1998-02-01,1714.8721088947366
1998-03-01,1781.2695590000003
1998-04-01,1852.3000023809527
1998-05-01,1836.3924987500002
1998-06-01,1795.744545636364
1998-07-01,1941.5768210909089
1998-08-01,1784.7504708095234
1998-09-01,1663.4271415714286
1998-10-01,1615.6945244999997
1998-11-01,1888.72100835
1998-12-01,2071.0331754090907
1999-01-01,2357.799997526316
1999-02-01,2356.9884354736846
1999-03-01,2391.1399986956517
1999-04-01,2537.887160523809
1999-05-01,2512.59499505
1999-06-01,2520.958651363636
1999-07-01,2741.263811285714
1999-08-01,2642.4495626363637
1999-09-01,2807.946672761905
1999-10-01,2815.276646333333
1999-11-01,3230.548572380953
1999-12-01,3739.8786288181814
2000-01-01,4013.4939941499993
2000-02-01,4410.87102045
2000-03-01,4802.988260086956
2000-04-01,3863.6373996842112
2000-05-01,3528.416825636364
2000-06-01,3865.476851045455
2000-07-01,4017.684985350001
2000-08-01,3909.5969556956516
2000-09-01,3875.8220337499997
2000-10-01,3333.824551727273
2000-11-01,3055.4152135238087
2000-12-01,2657.80751975
2001-01-01,2656.8642810000006
2001-02-01,2449.569464421052
2001-03-01,1986.6618041363638
2001-04-01,1933.9279846000002
2001-05-01,2181.128639909091
2001-06-01,2112.052856380952
2001-07-01,2033.9785795238097
2001-08-01,1929.7126093913039
2001-09-01,1573.3100098000002
2001-10-01,1656.428254565217
2001-11-01,1870.062372047619
2001-12-01,1977.7105041999998
2002-01-01,1976.7685546190478
2002-02-01,1799.7189426315788
2002-03-01,1863.0455078000002
2002-04-01,1758.802273772727
2002-05-01,1660.310913045454
2002-06-01,1505.4884887500002
2002-07-01,1346.0854546818182
2002-08-01,1327.3604625909093
2002-09-01,1251.0690063999998
2002-10-01,1241.912178304348
2002-11-01,1409.1510009500003
2002-12-01,1387.151907904762
2003-01-01,1389.5595180476191
2003-02-01,1313.261577368421
2003-03-01,1348.5038133333333
2003-04-01,1409.8309500476191
2003-05-01,1524.1828612857146
2003-06-01,1631.750959190476
2003-07-01,1716.8513572272727
2003-08-01,1724.8228701904764
2003-09-01,1856.2247546666667
2003-10-01,1907.8912990434783
2003-11-01,1939.2536878421054
2003-12-01,1956.9845414090908
2004-01-01,2098.0040037999997
2004-02-01,2048.3600046315787
2004-03-01,1979.4787013043476
2004-04-01,2021.3228585238096
2004-05-01,1930.0889892
2004-06-01,2000.9795211428568
2004-07-01,1912.4242873809524
2004-08-01,1821.538180409091
2004-09-01,1884.730957047619
2004-10-01,1938.2523890952386
2004-11-01,2062.8700125714286
2004-12-01,2149.531826954545
2005-01-01,2071.8715087
2005-02-01,2065.735769210526
2005-03-01,2030.433643727273
2005-04-01,1957.492861714285
2005-05-01,2005.2171571904764
2005-06-01,2074.017245227273
2005-07-01,2145.13900135
2005-08-01,2157.848250695652
2005-09-01,2144.6119093333327
2005-10-01,2087.092878142857
2005-11-01,2202.835716666666
2005-12-01,2246.0871116666667
2006-01-01,2289.9915037499995
2006-02-01,2273.6663112105266
2006-03-01,2300.2556682173918
2006-04-01,2338.6773617894737
2006-05-01,2245.281815909091
2006-06-01,2137.413640772727
2006-07-01,2086.20750135
2006-08-01,2117.7708899130434
2006-09-01,2221.9390015
2006-10-01,2330.1745606363634
2006-11-01,2408.6999977142855
2006-12-01,2431.90802
2007-01-01,2453.1869995
2007-02-01,2479.8641936315794
2007-03-01,2401.490867
2007-04-01,2499.5680053999995
2007-05-01,2562.1409024545446
2007-06-01,2595.396182142857
2007-07-01,2655.0762067142855
2007-08-01,2539.498715521739
2007-09-01,2634.4699963157896
2007-10-01,2780.4156546521735
2007-11-01,2662.802350761905
2007-12-01,2661.548498450001
2008-01-01,2418.0937965714293
2008-02-01,2325.82553705
2008-03-01,2254.818042
2008-04-01,2368.0995538181814
2008-05-01,2483.2409667619045
2008-06-01,2427.45428752381
2008-07-01,2278.137284727273
2008-08-01,2389.2671596190476
2008-09-01,2205.6580868571423
2008-10-01,1730.3195588695653
2008-11-01,1542.695781526316
2008-12-01,1525.890453
2009-01-01,1537.2004943999998
2009-02-01,1485.9768387894735
2009-03-01,1432.2331766363636
2009-04-01,1641.1476179047618
2009-05-01,1726.07749635
2009-06-01,1826.9881981363635
2009-07-01,1873.837735272727
2009-08-01,1997.1552443809526
2009-09-01,2084.747128428572
2009-10-01,2122.8495593636367
2009-11-01,2143.53250735
2009-12-01,2220.5999977272727
2010-01-01,2267.774722421053
2010-02-01,2194.440005578947
2010-03-01,2362.243896478261
2010-04-01,2475.7200170952383
2010-05-01,2319.2390015499996
2010-06-01,2235.2295365454547
2010-07-01,2210.2738094761903
2010-08-01,2205.281349863636
2010-09-01,2298.346226333333
2010-10-01,2441.2956892380953
2010-11-01,2530.9895484761905
2010-12-01,2631.5604470909093
2011-01-01,2717.20852055
2011-02-01,2783.535785894737
2011-03-01,2722.289136869565
2011-04-01,2797.0719727000005
2011-05-01,2815.0757185238094
2011-06-01,2687.7627175
2011-07-01,2810.5755005500005
2011-08-01,2504.6230362173915
2011-09-01,2524.1361954761896
2011-10-01,2594.781901
2011-11-01,2606.2890391904757
2011-12-01,2601.6699800952383
2012-01-01,2743.7950073499997
2012-02-01,2928.9804931500003
2012-03-01,3035.915915590909
2012-04-01,3035.101513600001
2012-05-01,2900.4091130909087
2012-06-01,2850.353829476191
2012-07-01,2920.112397619047
2012-08-01,3032.666493304347
2012-09-01,3136.8026444736843
2012-10-01,3060.2619162857145
2012-11-01,2941.014764714286
2012-12-01,3003.79200445
2013-01-01,3125.9133185714286
2013-02-01,3169.2131475263154
2013-03-01,3236.1670409999992
2013-04-01,3251.3518287727275
2013-05-01,3440.3754439999993
2013-06-01,3416.7414917999995
2013-07-01,3559.7109042272727
2013-08-01,3639.928677636363
2013-09-01,3731.2619996000008
2013-10-01,3848.202626043478
2013-11-01,3957.5330077499993
2013-12-01,4075.885707380952
2014-01-01,4154.361862952381
2014-02-01,4199.451056315789
2014-03-01,4276.359096
2014-04-01,4119.306198761905
2014-05-01,4135.374302476191
2014-06-01,4332.737653476191
2014-07-01,4434.125954272727
2014-08-01,4464.831450095238
2014-09-01,4551.585728238095
2014-10-01,4403.230468695651
2014-11-01,4687.702688157895
2014-12-01,4732.7009277727275
2015-01-01,4673.7014892
2015-02-01,4854.255833684209
2015-03-01,4938.010453681819
2015-04-01,4985.951427666667
2015-05-01,5029.4314696500005
2015-06-01,5073.0418368636365
2015-07-01,5082.809969772728
2015-08-01,4934.622860857143
2015-09-01,4748.004324714285
2015-10-01,4879.036820818182
2015-11-01,5082.508032249999
2015-12-01,5040.540039045453
2016-01-01,4610.714252736842
2016-02-01,4463.2060303
2016-03-01,4754.479114863636
2016-04-01,4892.168108285715
2016-05-01,4788.235235380952
2016-06-01,4856.232688227274
2016-07-01,5023.98896485
2016-08-01,5217.0383193478265
2016-09-01,5254.154296857143
2016-10-01,5255.989560095238
2016-11-01,5260.565243666666
2016-12-01,5413.116652666667
2017-01-01,5561.423486199999
2017-02-01,5764.702097
2017-03-01,5864.96433426087
2017-04-01,5912.169484894738
2017-05-01,6124.878173863637
2017-06-01,6224.285888727273
2017-07-01,6294.6740235
2017-08-01,6311.39739726087
2017-09-01,6428.07897945
2017-10-01,6603.011341545453
2017-11-01,6796.045224047621
2017-12-01,6889.74045415
2018-01-01,7279.498046857143
2018-02-01,7161.772640842103
2018-03-01,7311.5066964285725
2018-04-01,7084.142345666665
2018-05-01,7339.3272815909095
2018-06-01,7645.138532380952
2018-07-01,7756.863862476191
2018-08-01,7892.233462086956
2018-09-01,7983.307411526316
2018-10-01,7527.083899478261
2018-11-01,7236.081449904763
2018-12-01,6814.29160668421
2019-01-01,6979.6557150952385
2019-02-01,7430.077353999999
2019-03-01,7629.366652714285
2019-04-01,7994.920921666667
2019-05-01,7804.820867454547
2019-06-01,7825.45900885
2019-07-01,8205.598677136364
2019-08-01,7910.933238636362
2019-09-01,8087.699975649998
2019-10-01,8079.278299086956
2019-11-01,8517.57744145
2019-12-01,8778.591936380953
2020-01-01,9233.359979619048
2020-02-01,9418.850020736843
2020-03-01,7772.205832863637
2020-04-01,8292.407180095237
2020-05-01,9105.65546875
2020-06-01,9839.971324545455
2020-07-01,10499.862704272726
2020-08-01,11212.290504285713
2020-09-01,11088.679966523812
2020-10-01,11435.234108681818
2020-11-01,11794.461523549999
2020-12-01,12619.050914409088
2021-01-01,13186.605777105264
2021-02-01,13737.403628631577
2021-03-01,13168.811820695653
2021-04-01,13900.43796509524
2021-05-01,13520.2290527
2021-06-01,14097.1690785
2021-07-01,14639.072870095239
2021-08-01,14856.517711363638
2021-09-01,15023.538551000001
2021-10-01,14879.0123232381
2021-11-01,15814.932896238097
2021-12-01,15474.4317295
2022-01-01,14531.377490300001
2022-02-01,13898.72841294737
2022-03-01,13288.27371657143
2022-03-09,13255.545898
