date,Gross domestic product,Private industries,"Agriculture, forestry, fishing, and hunting",Farms,"Forestry, fishing, and related activities",Mining,Oil and gas extraction,"Mining, except oil and gas",Support activities for mining,Utilities,Construction,Manufacturing,Durable goods,Wood products,Nonmetallic mineral products,Primary metals,Fabricated metal products,Machinery,Computer and electronic products,"Electrical equipment, appliances, and components","Motor vehicles, bodies and trailers, and parts",Other transportation equipment,Furniture and related products,Miscellaneous manufacturing,Nondurable goods,Food and beverage and tobacco products,Textile mills and textile product mills,Apparel and leather and allied products,Paper products,Printing and related support activities,Petroleum and coal products,Chemical products,Plastics and rubber products,Wholesale trade,Retail trade,Motor vehicle and parts dealers,Food and beverage stores,General merchandise stores,Other retail,Transportation and warehousing,Air transportation,Rail transportation,Water transportation,Truck transportation,Transit and ground passenger transportation,Pipeline transportation,Other transportation and support activities,Warehousing and storage,Information,"Publishing industries, except internet (includes software)",Motion picture and sound recording industries,Broadcasting and telecommunications,"Data processing, internet publishing, and other information services","Finance, insurance, real estate, rental, and leasing",Finance and insurance,"Federal Reserve banks, credit intermediation, and related activities","Securities, commodity contracts, and investments",Insurance carriers and related activities,"Funds, trusts, and other financial vehicles",Real estate and rental and leasing,Real estate,Housing,Other real estate,Rental and leasing services and lessors of intangible assets,Professional and business services,"Professional, scientific, and technical services",Legal services,Computer systems design and related services,"Miscellaneous professional, scientific, and technical services",Management of companies and enterprises,Administrative and waste management services,Administrative and support services,Waste management and remediation services,"Educational services, health care, and social assistance",Educational services,Health care and social assistance,Ambulatory health care services,Hospitals,Nursing and residential care facilities,Social assistance,"Arts, entertainment, recreation, accommodation, and food services","Arts, entertainment, and recreation","Performing arts, spectator sports, museums, and related activities","Amusements, gambling, and recreation industries",Accommodation and food services,Accommodation,Food services and drinking places,"Other services, except government",Government,Federal,General government,National defense,Nondefense,Government enterprises,State and local,Not allocated by industry1,Private goods-producing industries [1],Private services-producing industries [2],Information-communications-technology-producing industries 4,TTU,FIRE,Oth_Serv,GoodsTTU,Not allocated by industry<sup>1</sup>,Goods
2019-07-01,20843.3,18339.2,170.7,129.4,40.9,322.8,204.7,51.8,67.8,310.8,887.6,2240.0,1243.1,35.5,61.5,70.5,149.4,153.7,269.9,55.8,168.0,161.2,28.8,88.8,996.8,271.1,16.1,9.9,64.4,40.9,135.9,371.7,82.7,1206.0,1265.6,264.5,163.1,157.9,680.5,664.5,135.6,41.9,13.5,178.8,55.8,34.4,133.7,71.8,1200.3,289.9,90.5,524.2,297.3,4190.7,1515.3,658.7,236.1,620.2,0.9,2676.4,2430.5,1849.6,581.4,246.4,2733.6,1662.2,274.5,407.0,982.6,421.6,650.3,596.9,53.6,1830.6,258.8,1571.8,778.3,506.4,147.2,140.3,874.7,229.0,139.1,90.0,645.8,182.8,463.0,451.9,2504.2,781.6,721.4,414.1,307.3,60.3,1722.6,,3621.8,14717.2,,3446.8999999999996,5391.0,5879.300000000001,7068.7,-16.5,3621.8
2019-10-01,20985.4,18456.2,172.2,130.2,41.6,311.6,203.1,52.8,57.7,331.3,882.7,2231.0,1239.8,36.4,60.5,72.7,147.3,150.3,278.4,55.7,165.2,157.9,28.2,88.2,991.0,266.2,15.8,10.5,64.4,40.3,124.7,371.5,82.2,1214.7,1271.5,262.9,162.9,158.7,687.7,662.9,139.1,39.3,13.1,176.8,55.3,33.8,134.2,74.0,1210.4,294.5,90.0,519.6,308.0,4262.3,1572.2,681.3,255.8,634.7,0.5,2690.2,2440.7,1856.6,584.6,250.2,2743.6,1670.6,269.9,412.9,990.3,423.7,650.0,596.8,53.4,1837.4,257.5,1579.9,779.7,508.9,149.8,141.9,877.6,238.0,146.3,91.9,639.7,184.7,455.2,455.3,2526.6,787.6,724.1,416.5,307.6,63.4,1738.8,,3598.4,14856.3,,3480.4,5472.700000000001,5903.199999999999,7078.8,-3,3598.4
2020-01-01,20693.2,18159.7,176.7,133.1,43.1,322.8,216.3,55.1,55.7,326.2,871.1,2167.5,1210.7,37.4,58.4,74.9,145.3,145.9,277.4,56.0,153.1,151.9,27.9,83.6,956.3,268.3,15.7,10.4,65.8,38.6,78.8,374.6,79.9,1229.1,1236.9,234.1,168.7,162.8,671.5,658.3,136.4,38.6,14.0,175.4,53.2,33.3,136.5,75.0,1193.2,298.7,87.6,493.7,315.5,4194.9,1502.2,669.4,247.5,583.5,0.3,2694.1,2439.2,1862.3,577.3,255.9,2738.8,1671.2,260.8,428.2,987.0,424.8,643.5,590.9,52.8,1821.4,253.9,1567.6,768.9,504.1,152.8,141.7,800.6,216.2,134.9,81.5,584.1,175.0,409.9,437.0,2524.8,795.2,728.8,418.3,310.4,66.4,1729.3,,3535.0,14622.7,,3450.5,5388.099999999999,5784.100000000001,6985.5,0.3,3535.0
2020-04-01,19056.6,16616.4,158.7,118.3,39.7,301.7,217.5,54.3,43.9,331.8,824.3,1952.7,1051.7,34.3,56.2,63.8,124.0,129.1,270.5,50.5,89.0,126.5,25.0,82.4,902.2,237.0,13.1,9.0,65.8,32.2,100.5,383.2,70.0,1114.0,1150.9,223.3,173.1,153.1,601.5,535.6,41.3,34.2,11.6,164.0,35.5,31.2,137.3,74.3,1181.6,301.3,67.2,499.5,315.9,4165.5,1544.0,678.1,280.5,582.2,0.2,2621.4,2413.7,1866.7,546.1,206.0,2547.9,1575.3,247.6,424.5,909.8,418.6,558.0,509.8,48.2,1578.7,225.1,1353.6,613.8,472.4,145.5,119.4,442.8,100.7,62.6,38.2,342.1,83.0,257.1,355.1,2424.1,803.5,736.3,423.1,313.2,67.2,1622.0,,3234.3,13380.2,,3132.2999999999997,5347.1,4900.800000000001,6366.6,-28.8,3234.3
2020-07-01,20548.8,18079.3,180.2,135.9,43.9,299.0,208.2,55.5,44.2,340.7,871.5,2176.6,1203.5,38.7,60.0,73.3,133.7,137.0,280.1,51.8,177.3,138.1,27.3,90.7,973.2,275.1,15.2,10.0,68.7,34.1,89.5,394.4,78.2,1245.6,1278.5,226.0,179.1,178.2,697.2,603.5,48.5,37.6,11.9,178.4,40.8,33.6,162.4,81.5,1252.1,319.8,79.7,506.7,348.6,4264.7,1555.6,704.3,258.6,591.4,0.6,2709.4,2460.6,1876.2,584.8,249.7,2711.5,1672.4,248.7,442.7,988.6,424.1,616.6,563.1,53.4,1811.3,237.0,1574.7,773.1,521.5,141.1,139.9,642.5,145.4,80.2,64.7,497.1,142.5,356.0,414.2,2460.5,814.2,746.0,423.4,322.6,68.2,1647.5,,3531.7,14546.1,,3468.3,5516.799999999999,5561.0,7000.0,-18,3531.7
2020-10-01,20771.7,18303.7,184.0,138.3,45.4,294.5,199.0,56.3,43.9,326.7,883.8,2216.3,1226.1,37.6,61.5,73.8,137.9,142.4,292.5,53.3,172.5,136.2,29.2,93.7,990.8,286.6,16.1,9.7,69.9,35.7,80.4,401.6,79.7,1233.4,1256.6,219.4,173.8,171.9,692.7,618.6,56.5,38.7,14.3,177.7,44.4,33.0,158.3,87.4,1270.0,329.4,80.5,503.3,359.7,4334.7,1608.6,742.7,270.3,595.2,1.4,2725.9,2474.1,1886.2,588.3,252.8,2796.2,1706.0,259.5,455.4,998.6,453.1,639.7,585.5,54.2,1835.1,229.1,1606.7,802.9,525.6,142.0,137.8,656.9,165.5,100.6,65.0,491.5,127.5,362.5,411.6,2459.8,811.8,743.7,424.8,318.9,68.0,1649.1,,3584.0,14718.6,,3435.2999999999997,5604.7,5678.600000000001,7019.299999999999,-15.2,3584.0
2021-01-01,21058.4,18591.3,186.1,143.3,42.6,294.1,188.3,57.0,48.5,312.2,892.8,2247.8,1250.6,38.0,61.7,71.5,142.3,149.6,301.9,56.6,170.7,135.9,28.1,97.5,998.4,291.2,16.2,10.2,65.3,37.1,94.0,396.8,81.5,1219.3,1305.9,233.0,176.8,182.7,713.7,663.5,93.3,39.4,14.4,182.7,41.8,36.8,163.3,90.7,1319.8,356.4,80.3,514.1,372.1,4369.4,1599.4,735.9,256.4,602.9,5.0,2770.3,2520.3,1898.4,623.1,250.5,2894.4,1771.6,275.6,480.5,1023.7,458.8,665.8,611.4,54.6,1810.6,234.8,1576.3,787.1,515.2,139.8,135.6,694.8,182.5,110.8,71.9,512.7,133.5,377.7,400.2,2461.7,808.5,747.1,427.1,320.0,61.6,1654.1,,3626.7,14962.6,,3500.9,5689.2,5772.500000000001,7127.6,-30,3626.7
2021-04-01,21389.0,18910.7,182.8,141.1,41.2,278.2,164.9,54.1,59.9,316.4,904.4,2275.1,1262.7,34.0,60.9,66.9,135.0,154.9,310.9,56.3,174.9,153.5,28.7,93.4,1013.8,272.9,16.2,10.8,63.5,37.8,120.9,407.5,77.0,1206.5,1247.4,195.6,182.2,180.0,698.2,675.2,110.6,40.4,16.2,189.1,45.8,33.1,149.8,93.9,1376.2,372.7,88.0,523.5,395.6,4439.5,1619.8,740.5,263.3,596.5,15.4,2820.2,2561.3,1934.1,628.4,259.5,2991.6,1844.8,269.8,501.6,1084.5,478.1,671.8,615.4,56.4,1829.3,240.7,1588.9,797.1,514.2,140.9,138.2,801.7,189.0,104.3,83.9,612.2,173.2,439.5,417.5,2474.8,814.3,749.9,427.8,322.1,64.5,1661.5,,3647.5,15259.6,,3445.5,5815.7,5998.400000000001,7093.0,-59.4,3647.5
2021-07-01,21571.4,19062.7,183.7,141.1,41.9,274.2,156.8,53.8,65.1,325.0,886.3,2276.0,1249.4,34.0,59.9,65.1,135.4,152.9,297.7,56.1,170.4,159.0,29.1,95.2,1027.0,285.9,16.0,11.3,64.9,37.5,112.9,415.5,75.9,1166.1,1192.6,166.4,178.9,181.1,685.4,695.5,128.2,39.6,18.2,188.1,53.0,33.6,147.0,96.2,1405.6,376.2,100.9,524.6,407.6,4495.7,1623.5,734.9,261.8,604.0,19.1,2873.5,2608.2,1956.6,653.7,266.0,3096.4,1926.8,280.2,523.4,1135.0,474.9,696.5,638.6,58.0,1848.9,247.0,1602.2,800.9,523.2,142.3,137.2,841.9,202.2,115.5,86.2,639.4,185.4,455.0,425.9,2506.5,814.2,750.2,426.6,323.6,64.1,1693.0,,3627.2,15430.9,,3379.2,5901.299999999999,6150.4000000000015,7006.4,-97.6,3627.2
2021-10-01,21960.4,19455.0,190.1,146.3,43.1,264.1,144.2,55.6,70.6,331.5,866.9,2358.9,1291.4,34.2,62.2,58.7,143.5,166.3,304.9,57.2,185.7,156.7,29.2,104.0,1067.3,297.2,15.7,11.9,63.3,37.7,114.0,442.6,76.9,1184.5,1206.7,162.0,179.8,172.8,714.2,710.8,138.4,41.7,20.1,192.3,56.4,33.3,145.1,95.0,1460.8,381.4,118.5,535.4,429.5,4605.5,1657.4,722.9,283.4,626.3,18.0,2949.8,2681.3,1983.4,702.3,269.0,3197.9,1981.5,280.3,540.3,1174.8,496.3,722.2,661.6,60.7,1875.9,249.8,1626.4,819.9,525.1,144.0,139.1,844.8,210.0,119.0,90.4,634.8,185.3,450.5,426.1,2505.4,812.2,750.5,425.7,324.8,62.0,1693.9,,3681.3,15768.9,,3433.5,6066.3,6269.099999999999,7114.8,-136.6,3681.3
2022-01-01,21903.9,19386.8,186.9,143.4,43.0,243.3,127.2,55.4,75.7,332.5,884.3,2327.8,1294.2,32.2,60.0,68.2,137.9,157.9,305.0,57.7,203.0,154.9,29.6,102.8,1035.3,299.4,15.6,11.5,65.0,35.8,96.6,439.5,72.9,1178.4,1154.1,153.3,174.2,172.1,677.7,697.6,137.6,43.0,17.6,177.0,58.3,32.5,150.2,94.8,1445.7,375.8,111.5,523.6,439.0,4614.7,1622.0,701.2,274.5,630.9,9.6,2996.3,2724.1,2018.1,710.3,272.8,3240.8,1993.4,282.5,555.7,1171.5,505.4,743.1,683.0,60.5,1905.1,253.3,1652.1,835.4,520.7,148.4,149.0,834.1,215.9,127.4,88.3,618.7,170.8,448.1,433.9,2517.7,816.6,751.5,425.7,325.9,65.3,1701.8,,3636.2,15746.7,,3362.6,6060.4,6323.700000000001,6998.799999999999,-192.1,3636.2
2022-04-01,21919.2,19392.8,184.2,141.7,41.7,232.9,120.6,53.4,77.2,330.1,851.7,2301.1,1301.4,32.8,61.2,70.6,136.2,158.4,304.1,57.0,216.0,151.7,28.7,102.5,1004.6,288.8,15.2,12.3,63.3,34.3,93.9,425.8,71.7,1157.4,1164.3,154.0,166.1,158.4,708.9,694.7,147.7,43.4,17.0,165.0,59.8,34.7,150.4,95.4,1462.6,384.4,116.7,517.1,448.5,4623.1,1599.9,671.5,289.0,634.0,5.1,3028.2,2757.3,2049.0,712.2,271.4,3279.7,2014.4,282.4,562.6,1186.7,527.3,741.6,681.2,60.7,1916.2,256.6,1659.9,837.0,521.2,151.8,151.1,869.0,233.9,140.2,93.8,636.5,177.6,459.1,437.3,2524.7,807.5,748.7,421.8,327.0,59.1,1717.8,,3558.4,15836.2,,3346.5,6085.700000000001,6404.0,6904.9,-235.7,3558.4
2022-07-01,22066.8,19537.1,184.6,141.5,42.8,250.0,131.8,53.4,83.3,319.0,813.5,2302.4,1288.4,36.3,57.8,76.4,131.6,155.6,299.5,54.4,206.5,154.3,26.6,102.8,1016.6,288.4,14.8,12.5,58.9,34.1,105.8,425.5,66.3,1174.3,1191.3,157.2,164.5,149.5,744.8,697.6,153.0,42.8,14.8,162.0,62.5,34.5,154.3,94.9,1490.4,387.1,116.2,515.4,476.7,4635.2,1590.4,635.8,312.3,651.7,3.1,3050.4,2776.4,2065.6,714.4,274.6,3331.9,2047.2,278.1,567.6,1220.0,536.7,751.8,693.7,58.7,1942.9,260.1,1683.1,853.5,528.3,151.9,151.0,879.4,241.4,146.3,95.4,639.9,184.7,455.7,437.3,2528.5,804.0,749.9,420.5,329.6,54.8,1725.2,,3547.6,15994.8,,3382.2,6125.6,6486.999999999998,6929.799999999999,-240.4,3547.6
2022-10-01,22249.5,19708.3,186.9,143.1,43.9,280.8,156.4,52.7,85.5,326.2,810.4,2312.4,1289.8,38.4,56.5,88.4,129.3,154.2,297.2,52.7,197.6,163.0,24.7,100.7,1024.7,298.6,14.4,12.9,57.4,33.6,94.0,452.1,63.7,1191.0,1241.8,177.1,159.5,147.7,775.7,697.0,149.8,42.6,12.9,165.1,66.6,34.8,159.3,86.9,1516.5,413.1,113.0,513.0,483.1,4608.5,1546.1,607.6,313.7,640.6,2.6,3070.4,2794.0,2071.0,727.8,276.9,3374.0,2079.0,276.3,581.5,1242.3,542.6,756.8,699.2,58.4,1954.8,261.5,1693.7,864.6,526.2,151.6,153.3,872.4,244.3,147.4,97.2,630.6,183.6,447.7,435.8,2541.5,806.3,751.7,419.7,332.3,55.2,1735.9,,3596.9,16114.3,,3456.0,6125.0,6533.299999999999,7052.9,-242.3,3596.9
2023-01-01,22403.4,19843.5,188.5,144.3,44.5,303.5,175.0,53.8,86.3,327.0,807.2,2255.5,1268.2,38.0,54.3,95.4,127.4,147.3,297.7,50.8,185.0,163.0,23.5,99.9,990.4,291.1,14.2,12.4,57.4,31.8,88.2,435.1,62.4,1187.6,1270.4,193.2,159.9,147.4,781.6,699.7,152.4,41.8,14.6,168.1,71.5,35.4,159.8,78.5,1552.0,424.2,112.2,523.4,498.6,4660.2,1572.6,637.1,311.2,634.0,3.0,3094.9,2810.5,2075.7,740.6,285.1,3375.7,2091.2,275.2,583.5,1254.0,538.5,750.8,693.4,58.1,1997.8,261.9,1736.3,906.2,529.0,152.0,153.2,894.4,245.6,151.3,95.0,650.8,193.5,458.4,425.6,2562.0,810.0,757.0,420.4,336.9,53.8,1752.8,,3567.7,16283.5,,3484.7,6212.2,6586.599999999999,7052.4,-238.9,3567.7
2023-04-01,22539.4,19969.4,195.4,150.0,44.7,340.1,210.8,52.9,88.8,366.3,811.0,2294.4,1281.8,36.7,53.1,86.0,122.6,145.0,303.4,50.7,199.5,178.4,22.8,103.2,1014.4,278.6,13.8,12.0,56.9,31.5,114.8,429.7,62.0,1167.0,1274.5,208.7,157.2,139.9,774.5,705.1,148.5,40.9,16.3,169.6,73.7,35.7,161.7,80.5,1582.7,428.4,114.4,521.2,526.2,4647.4,1555.7,625.5,310.2,629.9,3.3,3099.7,2810.3,2072.3,744.2,290.2,3381.5,2112.6,275.4,599.6,1262.3,532.8,741.5,686.3,56.1,2007.1,261.4,1746.2,914.3,530.5,152.7,153.1,890.1,250.0,155.2,95.8,642.9,185.8,457.6,414.5,2573.9,813.5,758.6,419.4,339.6,55.6,1761.2,,3651.6,16320.6,,3512.9,6230.099999999999,6577.600000000001,7164.5,-234.4,3651.6
2023-07-01,22780.9,20197.7,192.9,148.4,43.8,351.2,222.0,54.1,86.5,332.9,829.6,2345.0,1285.3,38.9,53.0,92.9,123.1,144.4,301.9,48.8,198.1,176.1,22.6,105.5,1059.4,285.2,13.9,11.6,57.4,30.9,125.9,449.8,64.9,1163.0,1343.1,231.2,160.2,150.6,803.3,711.2,151.4,40.7,15.6,168.1,73.9,34.4,166.7,83.1,1639.6,440.9,119.7,531.8,555.5,4689.5,1580.9,644.3,303.7,636.9,4.4,3116.0,2817.8,2074.4,750.2,299.2,3389.8,2123.5,270.5,599.6,1278.8,535.8,737.0,683.1,55.1,2027.8,262.0,1766.3,927.5,534.3,154.0,155.3,891.7,243.1,147.2,96.2,650.4,190.1,461.0,405.9,2588.1,808.8,762.1,419.7,342.9,48.1,1780.4,,3728.8,16469.4,,3550.2,6329.1,6590.1,7279.0,-231.1,3728.8
2023-10-01,22960.6,20361.1,193.9,149.8,43.1,350.4,226.6,52.9,80.6,345.7,836.5,2376.8,1294.0,41.5,52.3,99.5,124.5,147.0,299.5,48.4,193.6,178.0,22.3,106.1,1081.9,280.2,13.9,11.9,56.4,30.3,135.2,466.1,64.8,1158.0,1382.6,258.6,161.5,155.5,805.1,711.8,154.1,40.7,17.0,169.3,73.0,35.0,161.3,83.7,1649.1,443.0,119.2,530.6,565.2,4707.6,1591.8,648.7,323.3,629.0,3.1,3123.1,2827.2,2081.3,752.8,296.7,3420.1,2137.3,274.0,604.6,1284.2,538.9,749.4,695.6,55.3,2052.0,268.0,1784.5,941.2,536.5,154.1,157.9,883.2,237.3,141.6,95.8,647.2,199.1,450.2,410.9,2605.1,810.8,762.6,418.3,344.9,49.5,1795.6,,3767.4,16593.5,,3598.1000000000004,6356.700000000001,6638.699999999999,7365.5,-227.4,3767.4
2024-01-01,23053.5,20441.0,196.5,152.8,42.8,340.8,215.2,51.9,84.8,337.6,853.3,2337.3,1259.0,37.4,50.3,87.5,119.9,143.4,292.1,48.8,209.9,161.9,22.5,106.5,1076.9,278.0,14.0,11.7,54.7,30.1,128.6,474.0,65.1,1169.3,1405.1,283.1,158.8,154.4,806.6,713.3,153.7,40.5,15.8,175.9,81.2,35.7,153.1,81.6,1657.3,446.6,115.8,527.1,577.7,4706.2,1581.9,647.7,317.1,623.5,3.5,3132.0,2834.9,2094.0,746.3,297.9,3455.8,2167.0,270.8,629.7,1298.6,548.9,747.4,692.1,56.4,2076.5,269.6,1807.3,955.1,541.0,155.6,161.1,897.6,248.0,152.3,96.2,651.7,205.5,449.1,410.2,2617.1,813.2,767.1,418.6,349.3,47.5,1805.3,,3743.0,16699.6,,3625.3,6363.5,6710.799999999999,7368.3,-240.7,3743.0
2024-04-01,23223.9,20606.6,207.3,164.1,42.3,336.6,213.4,50.4,84.3,342.2,864.1,2383.8,1277.0,35.4,50.7,94.2,120.1,145.5,292.9,48.4,219.9,168.4,22.5,105.3,1105.2,279.8,14.3,11.7,56.0,30.4,145.7,480.7,63.5,1175.8,1403.1,294.7,156.5,150.0,800.7,714.0,158.4,39.9,18.0,178.5,84.9,34.7,146.8,79.4,1663.7,444.5,119.4,521.9,588.2,4750.4,1607.5,663.8,313.1,632.4,4.5,3150.1,2847.7,2100.7,753.1,303.5,3472.0,2182.2,275.2,633.7,1304.8,545.5,751.2,697.2,55.4,2096.3,265.4,1831.5,969.5,545.5,157.8,164.4,904.5,262.0,166.0,97.1,645.9,195.7,451.8,408.3,2622.0,815.4,770.8,419.7,351.9,46.1,1808.0,,3806.4,16800.7,,3635.1,6414.099999999999,6751.500000000001,7441.5,-244.9,3806.4
2024-07-01,23400.3,20769.3,203.1,161.6,40.6,337.6,215.7,51.6,80.2,341.4,863.7,2402.8,1286.5,38.2,50.9,103.4,119.2,144.8,288.5,48.5,213.8,176.9,21.9,107.8,1114.6,284.9,14.0,11.6,54.4,30.7,143.5,490.7,62.5,1185.0,1464.6,324.0,163.2,158.5,818.7,721.4,162.4,39.5,17.1,175.6,88.3,35.8,149.3,81.8,1689.0,444.7,121.3,524.1,610.4,4758.8,1608.9,662.5,305.3,638.1,6.2,3157.2,2853.3,2105.1,754.3,304.9,3489.6,2201.7,272.6,637.2,1324.6,548.4,747.4,692.5,56.0,2120.3,268.7,1852.3,982.2,548.7,160.2,167.2,903.1,260.5,164.7,96.9,645.9,196.9,450.8,410.2,2635.5,817.6,774.0,421.1,353.7,45.4,1819.3,,3820.9,16949.3,,3712.4,6447.8,6789.099999999999,7533.3,-254.2,3820.9
2024-10-01,23542.3,20892.1,203.5,160.8,41.8,343.6,221.8,51.4,80.9,350.8,873.8,2406.8,1283.4,39.9,50.9,108.5,120.7,140.0,291.5,48.9,212.0,169.0,21.9,109.2,1121.7,289.9,14.3,11.4,55.0,30.6,137.1,498.7,62.8,1182.4,1474.4,333.8,163.9,157.6,820.0,730.5,151.6,39.8,18.7,191.4,90.6,35.8,148.0,81.2,1696.0,441.8,121.8,525.7,618.9,4791.9,1620.2,668.2,301.1,643.5,7.8,3179.0,2874.1,2113.4,768.5,305.9,3511.7,2226.4,269.2,647.7,1345.4,548.5,745.6,691.0,55.7,2142.5,269.9,1873.3,991.6,555.1,161.0,171.2,901.1,259.0,161.7,98.1,645.3,194.7,452.2,407.3,2653.1,821.3,778.4,423.3,356.0,44.7,1833.4,,3842.5,17050.5,,3738.1000000000004,6487.9,6824.5,7580.6,-259.7,3842.5
2025-01-01,23512.7,20849.9,187.7,146.2,41.0,333.1,211.5,51.0,80.7,343.6,872.5,2406.6,1284.6,37.8,50.4,113.8,118.1,139.3,293.4,48.7,210.9,177.7,21.8,106.1,1120.2,296.8,14.3,11.6,54.1,30.5,139.4,487.7,63.7,1169.4,1462.5,320.9,157.0,158.8,826.5,727.3,162.0,39.0,17.0,183.7,92.5,36.3,149.4,77.2,1740.7,461.9,120.7,528.0,643.5,4800.7,1593.1,655.9,291.7,638.9,7.8,3217.5,2911.6,2122.8,801.6,306.7,3509.1,2232.8,263.6,664.1,1347.1,539.5,745.0,690.9,55.3,2148.2,267.9,1881.1,997.5,553.2,162.3,173.8,890.2,253.1,157.6,96.2,640.0,191.1,450.2,399.9,2666.1,821.3,775.0,421.8,354.0,47.7,1846.5,,3815.0,17036.1,,3702.8,6541.4,6791.9,7517.8,-298.5,3815.0
