date,bd_cps,3ma,wk,wk3ma,zwc
2016-02-01,3.5703063011169434,3.2091856002807617,3.718388080596924,3.1291067600250244,14.417915079423167
2016-03-01,3.2272696495056152,3.274842103322347,4.000377655029297,3.726830085118612,13.894544905142112
2016-04-01,3.846156597137451,3.5479108492533364,4.414182662963867,4.044316132863362,13.647512941671792
2016-05-01,3.8548946380615234,3.6427736282348633,3.681778907775879,4.032113075256348,13.231812502461302
2016-06-01,3.3332228660583496,3.678091367085775,2.8571486473083496,3.6510367393493652,13.233263871622105
2016-07-01,3.1877756118774414,3.4586310386657715,2.986609935760498,3.1751791636149087,13.806829808937303
2016-08-01,3.6362946033477783,3.3857643604278564,4.000556468963623,3.2814383506774902,14.012609874847675
2016-09-01,4.143893718719482,3.6559879779815674,3.7814557552337646,3.589540719985962,13.710422727919292
2016-10-01,4.034519195556641,3.9382358392079673,3.5713613033294678,3.7844578425089517,13.075108156724312
2016-11-01,3.845876455307007,4.00809645652771,3.4482717514038086,3.60036293665568,13.585700378537362
2016-12-01,3.0303001403808594,3.6368985970815024,3.216451406478882,3.412028153737386,14.615746058264572
2017-01-01,3.2258033752441406,3.3673266569773355,3.7037014961242676,3.456141551335653,14.794959007845447
2017-02-01,3.5714268684387207,3.2758434613545737,4.166507720947266,3.6955535411834717,14.402950989043548
2017-03-01,3.5714268684387207,3.456219037373861,3.7734389305114746,3.881216049194336,13.865329551740581
2017-04-01,3.5000264644622803,3.5476267337799072,3.548550605773926,3.829499085744222,14.078876165001239
2017-05-01,3.0303001403808594,3.36725115776062,3.1248927116394043,3.4822940826416016,14.43618566963621
2017-06-01,3.2258033752441406,3.2520433266957602,3.5716652870178223,3.415036201477051,14.736914634158277
2017-07-01,3.463470935821533,3.2398581504821777,4.000556468963623,3.565704822540283,14.802167601679125
2017-08-01,3.191661834716797,3.2936453819274902,3.571295738220215,3.7145058314005532,14.915679729691513
2017-09-01,3.836345672607422,3.497159481048584,3.7035703659057617,3.7584741910298667,14.430152836438248
2017-10-01,2.8843581676483154,3.3041218916575112,3.4741342067718506,3.583000103632609,14.08102980466974
2017-11-01,3.139019012451172,3.2865742842356362,3.1363606452941895,3.438021739323934,14.076317047235364
2017-12-01,2.857106924057007,2.9601613680521646,3.3869147300720215,3.332469860712687,14.320312873949504
2018-01-01,3.1747519969940186,3.056959311167399,3.699791431427002,3.407688935597738,14.855350568352963
2018-02-01,2.9411792755126953,2.9910127321879068,3.843122720718384,3.6432762940724692,14.442585798218067
2018-03-01,3.870975971221924,3.3289690812428794,4.21677827835083,3.919897476832072,14.4493075382863
2018-04-01,2.9411792755126953,3.2511115074157715,4.000294208526611,4.020065069198608,14.480683966381031
2018-05-01,2.9876232147216797,3.266592820485433,3.5192549228668213,3.912109136581421,14.405619979736962
2018-06-01,3.7734389305114746,3.2340804735819497,3.5716652870178223,3.6970714728037515,14.199494397195645
2018-07-01,3.365004062652588,3.3753554026285806,3.1577706336975098,3.4162302811940513,13.816681590253589
2018-08-01,3.3333420753479004,3.490595022837321,3.897988796234131,3.542474905649821,14.14810269794775
2018-09-01,3.7325263023376465,3.4769574801127114,4.166519641876221,3.7407596906026206,14.412217219736297
2018-10-01,3.846079111099243,3.63731582959493,3.846156597137451,3.970221678415934,14.027930544745109
2018-11-01,4.4776082038879395,4.018737872441609,4.83938455581665,4.2840202649434405,13.542145364668869
2018-12-01,3.5714268684387207,3.9650380611419678,4.166507720947266,4.284016291300456,13.55188298634962
2019-01-01,3.6071956157684326,3.8854102293650308,4.000258445739746,4.335383574167888,13.573770125390885
