date,All
2018-06-01,443.6037555787059
2018-07-01,437.7944819004799
2018-08-01,441.0722266725218
2018-09-01,438.39650626068925
2018-10-01,438.0893018666786
2018-11-01,439.63870934711076
2018-12-01,449.8691702973649
2019-01-01,452.3154783994111
2019-02-01,456.7741157478301
2019-03-01,454.558204946079
2019-04-01,465.8332729981801
2019-05-01,469.7857809937561
2019-06-01,472.07729349941934
2019-07-01,468.854700858384
2019-08-01,468.15254012519046
2019-09-01,470.34459168512876
2019-10-01,473.44314756053797
