date,ZWC,Overall,Hourly,ZWC_Real,Overall_Real,Hourly_Real
1999-10-01,11.2,5.1,4.7,8.63746186699207,2.5374618669920697,2.13746186699207
1999-11-01,11.1,5.2,4.7,8.479646556977439,2.5796465569774396,2.0796465569774396
1999-12-01,11.0,5.0,4.8,8.323600973236001,2.323600973236002,2.1236009732360017
2000-01-01,11.2,4.9,4.6,8.407043108682444,2.1070431086824453,1.8070431086824446
2000-02-01,11.1,4.8,4.6,7.882027929568914,1.5820279295689144,1.3820279295689142
2000-03-01,10.7,4.8,4.4,6.937864077669898,1.0378640776698989,0.6378640776698994
2000-04-01,10.6,4.9,4.6,7.5861362266425605,1.8861362266425612,1.5861362266425605
2000-05-01,10.9,4.9,4.6,7.767469879518087,1.767469879518087,1.4674698795180863
2000-06-01,11.3,5.0,4.7,7.565060240963863,1.2650602409638623,0.9650602409638624
2000-07-01,11.3,5.1,4.9,7.7007198560288055,1.5007198560288044,1.3007198560288051
2000-08-01,11.5,5.1,5.0,8.148713345302228,1.748713345302228,1.6487133453022285
2000-09-01,11.2,5.2,5.0,7.743504171632909,1.7435041716329103,1.54350417163291
2000-10-01,10.8,5.2,4.9,7.349672813801313,1.749672813801313,1.449672813801313
2000-11-01,10.2,5.4,5.1,6.755819477434678,1.9558194774346793,1.6558194774346786
2000-12-01,10.5,5.4,5.1,7.063981042654046,1.963981042654046,1.6639810426540453
2001-01-01,10.7,5.4,5.1,6.978795038393405,1.6787950383934058,1.3787950383934051
2001-02-01,10.9,5.3,4.9,7.370588235294108,1.7705882352941078,1.3705882352941083
2001-03-01,10.7,5.3,4.9,7.717543859649135,2.3175438596491356,1.917543859649136
2001-04-01,10.3,5.3,5.1,7.0817437097717955,2.0817437097717946,1.8817437097717944
2001-05-01,10.8,5.1,4.9,7.236915887850461,1.5369158878504603,1.336915887850461
2001-06-01,10.8,5.2,4.8,7.606039488966312,2.0060394889663113,1.606039488966311
2001-07-01,11.1,5.1,4.6,8.37851766068325,2.37851766068325,1.8785176606832499
2001-08-01,10.9,5.2,5.0,8.178517660683251,2.4785176606832504,2.2785176606832502
2001-09-01,10.9,5.0,5.0,8.307834101382497,2.4078341013824955,2.4078341013824955
2001-10-01,11.1,5.0,5.0,8.972340425531922,2.872340425531923,2.872340425531923
2001-11-01,11.2,5.0,4.8,9.305625717566002,3.105625717566003,2.9056257175660027
2001-12-01,11.6,5.0,4.7,9.996334478808688,3.396334478808689,3.0963344788086893
2002-01-01,11.7,4.9,4.7,10.504100227790424,3.704100227790426,3.504100227790426
2002-02-01,11.9,4.7,4.5,10.763636363636355,3.5636363636363537,3.3636363636363535
2002-03-01,11.9,4.6,4.3,10.537137989778534,3.2371379897785335,2.9371379897785337
2002-04-01,11.9,4.3,4.1,10.25600907029478,2.6560090702947807,2.4560090702947805
2002-05-01,11.8,4.4,4.0,10.559165256627203,3.159165256627202,2.7591652566272016
2002-06-01,12.0,4.2,4.1,10.930782217220026,3.130782217220026,3.0307822172200254
2002-07-01,12.4,4.1,3.8,10.934385569334848,2.6343855693348477,2.334385569334848
2002-08-01,12.7,4.0,3.9,10.952536640360776,2.252536640360777,2.152536640360777
2002-09-01,12.6,3.9,3.8,11.08399775407073,2.383997754070729,2.283997754070729
2002-10-01,12.9,3.8,3.8,10.872972972972983,1.7729729729729824,1.7729729729729824
2002-11-01,13.2,3.5,3.6,10.946478873239439,1.2464788732394396,1.3464788732394397
2002-12-01,13.4,3.6,3.7,10.91972942502818,1.1197294250281788,1.219729425028179
2003-01-01,12.9,3.7,3.9,10.1425436128306,0.9425436128306011,1.1425436128306008
2003-02-01,12.2,3.9,4.0,9.053932584269663,0.753932584269664,0.8539325842696641
2003-03-01,12.3,3.7,3.7,9.274789915966377,0.6747899159663753,0.6747899159663753
2003-04-01,12.5,3.5,3.5,10.324874511991089,1.324874511991089,1.324874511991089
2003-05-01,12.5,3.5,3.5,10.605849582172699,1.6058495821726995,1.6058495821726995
2003-06-01,12.6,3.6,3.6,10.651224944320703,1.651224944320703,1.651224944320703
2003-07-01,13.0,3.7,3.5,10.944444444444457,1.6444444444444564,1.4444444444444562
2003-08-01,13.4,3.5,3.3,11.183933518005539,1.2839335180055391,1.083933518005539
2003-09-01,13.7,3.5,3.2,11.321681415929216,1.1216814159292179,0.8216814159292181
2003-10-01,13.5,3.4,3.2,11.458057395143472,1.3580573951434718,1.158057395143472
2003-11-01,13.9,3.4,3.3,11.97162534435261,1.4716253443526086,1.3716253443526085
2003-12-01,14.1,3.3,3.1,12.064796479647974,1.2647964796479751,1.0647964796479754
2004-01-01,13.8,3.3,3.1,11.773713033953992,1.2737130339539906,1.0737130339539909
2004-02-01,13.9,3.4,3.1,12.211546840958619,1.711546840958619,1.4115468409586192
2004-03-01,13.3,3.4,3.2,11.559923871669397,1.6599238716693967,1.459923871669397
2004-04-01,13.4,3.4,3.2,11.107423580786012,1.1074235807860124,0.9074235807860127
2004-05-01,13.4,3.4,3.2,10.502241662110457,0.5022416621104555,0.3022416621104558
2004-06-01,13.8,3.3,3.1,10.632332058984161,0.13233205898416056,-0.06766794101583917
2004-07-01,13.8,3.4,3.2,10.860424605334773,0.4604246053347718,0.2604246053347721
2004-08-01,13.5,3.5,3.3,10.952574525745273,0.9525745257452725,0.7525745257452723
2004-09-01,12.8,3.7,3.4,10.260831982712048,1.1608319827120486,0.8608319827120483
2004-10-01,12.9,3.7,3.2,9.709085992428346,0.5090859924283455,0.009085992428345513
2004-11-01,12.7,3.7,3.3,9.078378378378392,0.07837837837839334,-0.321621621621607
2004-12-01,13.0,3.5,3.2,9.657681940700812,0.15768194070081254,-0.14231805929918728
2005-01-01,12.9,3.6,3.3,10.055126140633398,0.7551261406333967,0.4551261406333964
2005-02-01,13.2,3.5,3.3,10.146973754686659,0.44697375468666056,0.24697375468666039
2005-03-01,13.2,3.6,3.4,9.993158738642425,0.39315873864242645,0.19315873864242628
2005-04-01,12.8,3.5,3.5,9.438207043756675,0.13820704375667425,0.13820704375667425
2005-05-01,13.1,3.6,3.5,10.230712008501584,0.7307120085015852,0.6307120085015852
2005-06-01,13.1,3.8,3.5,10.558973001588145,1.2589730015881448,0.958973001588145
2005-07-01,13.3,4.0,3.7,10.232839767318879,0.9328397673188791,0.6328397673188793
2005-08-01,12.9,4.0,3.8,9.253065539112049,0.3530655391120483,0.15306553911204812
2005-09-01,13.0,4.1,3.9,8.258166491043195,-0.6418335089568057,-0.8418335089568054
2005-10-01,12.6,4.0,3.8,8.249895178197065,-0.3501048218029359,-0.5501048218029361
2005-11-01,12.1,4.2,3.8,8.761450182576947,0.8614501825769469,0.4614501825769466
2005-12-01,12.1,4.1,3.7,8.761450182576947,0.7614501825769464,0.36145018257694694
2006-01-01,12.4,4.0,3.7,8.381210855949885,-0.01878914405011667,-0.3187891440501165
2006-02-01,12.2,3.8,3.6,8.56174636174637,0.1617463617463697,-0.03825363825363004
2006-03-01,11.8,3.8,3.7,8.382081822889699,0.38208182288969805,0.2820818228896984
2006-04-01,11.6,3.8,3.6,7.986164171399069,0.18616417139906893,-0.0138358286009308
2006-05-01,12.1,3.9,3.7,8.122727272727271,-0.07727272727272938,-0.2772727272727291
2006-06-01,12.2,3.8,3.7,8.018275684047481,-0.38172431595251766,-0.4817243159525173
2006-07-01,12.6,3.7,3.7,8.495330938943045,-0.40466906105695344,-0.40466906105695344
2006-08-01,12.5,3.8,3.7,8.573431922488517,-0.12656807751148325,-0.2265680775114829
2006-09-01,12.2,3.8,3.6,10.187927565392362,1.787927565392363,1.5879275653923632
2006-10-01,11.8,3.8,3.6,10.393671521848304,2.3936715218483027,2.193671521848303
2006-11-01,11.6,3.9,3.8,9.631297324583532,1.9312973245835328,1.8312973245835327
2006-12-01,11.6,4.0,4.1,9.076022211004553,1.4760222110045538,1.5760222110045534
2007-01-01,11.3,4.2,4.2,9.224234821876578,2.124234821876577,2.124234821876577
2007-02-01,11.5,4.1,4.1,9.079739217652971,1.6797392176529717,1.6797392176529717
2007-03-01,11.0,4.3,4.1,8.201802704056073,1.5018027040560726,1.3018027040560725
2007-04-01,11.4,4.1,4.0,8.807075236671647,1.5070752366716471,1.4070752366716475
2007-05-01,11.0,4.1,3.9,8.290114257327387,1.3901142573273866,1.1901142573273868
2007-06-01,11.6,4.0,3.7,8.907234886025773,1.307234886025773,1.0072348860257732
2007-07-01,11.5,4.2,3.9,9.182109413504193,1.8821094135041925,1.5821094135041922
2007-08-01,11.7,4.3,4.0,9.802551521099122,2.4025515210991237,2.102551521099124
2007-09-01,11.7,4.4,4.1,8.86617357001973,1.566173570019732,1.2661735700197312
2007-10-01,11.5,4.3,4.1,7.889301634472524,0.6893016344725238,0.4893016344725236
2007-11-01,11.2,4.3,4.0,6.826732673267333,-0.07326732673266623,-0.37326732673266605
2007-12-01,11.2,4.1,4.0,7.091186607582467,-0.008813392417532206,-0.10881339241753185
2008-01-01,11.5,3.9,3.8,7.205304344834019,-0.39469565516598104,-0.49469565516598113
2008-02-01,11.7,3.9,3.8,7.5570407293880315,-0.24295927061196787,-0.34295927061196796
2008-03-01,11.2,4.0,3.7,7.225096449865565,0.025096449865565695,-0.2749035501344341
2008-04-01,11.4,4.1,3.8,7.496239024011188,0.1962390240111871,-0.10376097598881273
2008-05-01,11.2,4.1,3.6,7.111586176876006,0.011586176876006604,-0.48841382312399295
2008-06-01,11.6,4.1,3.7,6.664033894052135,-0.8359661059478647,-1.2359661059478642
2008-07-01,11.6,4.1,3.8,6.102487921658162,-1.3975120783418378,-1.6975120783418376
2008-08-01,12.0,4.0,3.9,6.691982837908761,-1.3080171620912386,-1.4080171620912387
2008-09-01,12.0,4.0,3.8,7.046680124863925,-0.9533198751360752,-1.1533198751360754
2008-10-01,11.7,4.0,3.7,7.9689421100434865,0.2689421100434872,-0.031057889956512597
2008-11-01,11.8,4.0,3.7,10.700082529383316,2.9000825293833152,2.6000825293833154
2008-12-01,11.7,3.8,3.6,11.722228002553859,3.822228002553859,3.622228002553859
2009-01-01,12.1,3.7,3.5,12.213586019022127,3.8135860190221273,3.613586019022127
2009-02-01,12.3,3.4,3.2,12.29153685932849,3.391536859328489,3.1915368593284894
2009-03-01,12.6,3.3,3.2,13.046478767662384,3.7464787676623836,3.646478767662384
2009-04-01,13.0,3.2,2.9,13.576324424376706,3.7763244243767065,3.476324424376706
2009-05-01,13.3,3.3,3.0,14.315761495855172,4.315761495855172,4.0157614958551715
2009-06-01,14.2,3.1,2.9,15.429174618210915,4.329174618210915,4.129174618210915
2009-07-01,14.3,3.0,2.9,16.258761003762277,4.958761003762277,4.858761003762277
2009-08-01,14.7,2.5,2.5,16.183835566326763,3.9838355663267633,3.9838355663267633
2009-09-01,14.6,2.3,2.4,15.977942862886472,3.677942862886472,3.777942862886472
2009-10-01,15.2,2.1,2.3,15.423968294200337,2.3239682942003386,2.5239682942003383
2009-11-01,15.5,2.1,2.3,13.585412825529072,0.18541282552907257,0.3854128255290723
2009-12-01,16.1,1.7,1.9,13.285876876791633,-1.1141231232083675,-0.9141231232083675
2010-01-01,15.9,1.6,1.8,13.278888611023284,-1.0211113889767156,-0.8211113889767157
2010-02-01,15.7,1.7,1.6,13.54866364213347,-0.45133635786652904,-0.5513363578665289
2010-03-01,15.6,1.9,1.8,13.313828560672011,-0.3861714393279887,-0.48617143932798856
2010-04-01,15.7,1.9,1.7,13.493229247469559,-0.3067707525304404,-0.5067707525304403
2010-05-01,15.9,1.6,1.6,13.896451070781431,-0.4035489292185681,-0.4035489292185681
2010-06-01,16.1,1.7,1.6,14.978439405931375,0.5784394059313731,0.47843940593137324
2010-07-01,16.0,1.8,1.5,14.659221519517892,0.45922151951789236,0.15922151951789232
2010-08-01,16.4,2.0,1.7,15.249822460488744,0.8498224604887454,0.5498224604887454
2010-09-01,16.1,1.9,1.6,14.981687752766824,0.7816877527668225,0.48168775276682263
2010-10-01,16.8,1.7,1.6,15.633304851068537,0.5333048510685374,0.43330485106853756
2010-11-01,16.1,1.7,1.7,15.015455223399663,0.615455223399662,0.615455223399662
2010-12-01,17.1,1.7,1.7,15.662206977782064,0.26220697778206303,0.26220697778206303
2011-01-01,16.8,1.9,1.7,15.099216508497022,0.19921650849702255,-0.000783491502977407
2011-02-01,17.1,1.9,1.6,14.975101826666856,-0.2248981733331452,-0.524898173333145
2011-03-01,16.0,1.9,1.6,13.380758489645892,-0.719241510354109,-1.0192415103541088
2011-04-01,16.1,1.9,1.8,13.022765555213132,-1.1772344447868694,-1.2772344447868693
2011-05-01,16.2,2.0,1.8,12.7410281191035,-1.4589718808964998,-1.6589718808964997
2011-06-01,16.1,2.0,1.6,12.59768184936396,-1.5023181506360412,-1.9023181506360411
2011-07-01,16.3,2.1,1.7,12.720119023000384,-1.4798809769996164,-1.8798809769996165
2011-08-01,16.0,2.2,1.9,12.24500396929192,-1.5549960307080797,-1.85499603070808
2011-09-01,16.7,2.1,2.0,12.887378307181315,-1.712621692818685,-1.8126216928186851
2011-10-01,16.0,2.2,1.9,12.477731869335948,-1.3222681306640522,-1.6222681306640525
2011-11-01,16.1,2.0,1.7,12.648567785418273,-1.4514322145817289,-1.751432214581729
2011-12-01,15.8,2.0,1.8,12.737933161580614,-1.062066838419386,-1.262066838419386
2012-01-01,16.1,1.9,1.8,13.0912336620145,-1.1087663379855024,-1.2087663379855023
2012-02-01,16.3,1.9,1.8,13.401821557652614,-0.9981784423473878,-1.0981784423473877
2012-03-01,15.8,2.0,1.8,13.217124718667904,-0.5828752813320977,-0.7828752813320976
2012-04-01,15.9,2.2,1.9,13.626836625865144,-0.07316337413485652,-0.3731633741348568
2012-05-01,16.2,2.1,1.9,14.462057062533924,0.3620570625339252,0.16205706253392504
2012-06-01,16.7,2.3,2.0,15.046129551702364,0.6461295517023657,0.3461295517023659
2012-07-01,17.2,2.1,1.9,15.782488520153521,0.6824885201535218,0.4824885201535216
2012-08-01,17.2,2.1,1.9,15.514065084517876,0.4140650845178766,0.21406508451787642
2012-09-01,16.9,2.1,1.9,14.950283101718037,0.15028310171803883,-0.04971689828196135
2012-10-01,16.3,2.1,1.8,14.144321940463065,-0.055678059536936164,-0.3556780595369362
2012-11-01,15.5,2.3,1.9,13.703980296607373,0.5039802966073736,0.10398029660737373
2012-12-01,15.3,2.3,1.9,13.540495020310448,0.5404950203104475,0.14049502031044758
2013-01-01,15.1,2.3,2.0,13.4159382379017,0.6159382379017009,0.31593823790170106
2013-02-01,15.5,2.3,1.9,13.48185950974252,0.28185950974251917,-0.11814049025748075
2013-03-01,15.5,2.2,1.9,13.981252758875382,0.6812527588753818,0.38125275887538157
2013-04-01,15.6,2.2,1.9,14.461191952423132,1.0611919524231332,0.761191952423133
2013-05-01,15.7,2.2,2.1,14.309611172080292,0.8096111720802917,0.7096111720802916
2013-06-01,16.1,2.1,1.8,14.384206472843129,0.3842064728431276,0.08420647284312754
2013-07-01,16.1,2.3,1.9,14.214528194584195,0.4145281945841939,0.014528194584193965
2013-08-01,16.0,2.3,1.9,14.461190511399721,0.7611905113997208,0.3611905113997209
2013-09-01,15.8,2.4,2.2,14.705265891825201,1.3052658918252003,1.1052658918252005
2013-10-01,15.6,2.2,2.1,14.723200856508853,1.323200856508853,1.223200856508853
2013-11-01,15.5,2.0,2.1,14.267129803804554,0.7671298038045542,0.8671298038045543
2013-12-01,15.0,2.2,2.1,13.487161633242671,0.6871616332426704,0.5871616332426703
2014-01-01,15.1,2.3,2.1,13.542241204425085,0.7422412044250848,0.542241204425085
2014-02-01,14.9,2.5,2.4,13.779525365227506,1.3795253652275052,1.2795253652275052
2014-03-01,15.1,2.4,2.3,13.487305086059195,0.7873050860591957,0.6873050860591956
2014-04-01,15.6,2.3,2.2,13.58487469639383,0.2848746963938309,0.18487469639383125
2014-05-01,15.7,2.3,2.1,13.533052312920187,0.1330523129201877,-0.06694768707981202
2014-06-01,16.1,2.3,2.1,14.041018305405583,0.24101830540558034,0.0410183054055806
2014-07-01,15.6,2.4,2.3,13.625762129669402,0.4257621296694025,0.32576212966940243
2014-08-01,15.4,2.4,2.3,13.684901651703093,0.6849016517030937,0.5849016517030936
2014-09-01,15.0,2.6,2.6,13.315949028876792,0.9159490288767924,0.9159490288767924
2014-10-01,15.1,2.8,2.7,13.49045829784867,1.1904582978486706,1.090458297848671
2014-11-01,15.0,2.9,2.9,13.768475010679202,1.668475010679202,1.668475010679202
2014-12-01,14.6,2.9,2.7,13.94687860803768,2.246878608037681,2.046878608037681
2015-01-01,14.1,3.0,2.8,14.329930978205429,3.229930978205428,3.029930978205428
2015-02-01,14.0,3.0,2.7,14.087031462935204,3.0870314629352054,2.7870314629352055
2015-03-01,14.2,3.2,2.8,14.222031284423872,3.2220312844238737,2.8220312844238733
2015-04-01,14.3,3.3,2.7,14.404030989393911,3.4040309893939105,2.804030989393911
2015-05-01,14.5,3.3,2.7,14.464966781755704,3.264966781755704,2.6649667817557043
2015-06-01,14.6,3.2,3.0,14.420428190244948,3.0204281902449477,2.8204281902449475
2015-07-01,14.7,3.1,3.2,14.474313888959053,2.8743138889590543,2.9743138889590544
2015-08-01,14.5,3.1,3.2,14.258696201465513,2.8586962014655133,2.9586962014655134
2015-09-01,14.9,3.0,2.9,14.89115703836583,2.99115703836583,2.89115703836583
2015-10-01,14.7,2.9,2.7,14.572383439329492,2.772383439329493,2.572383439329493
2015-11-01,14.6,3.1,2.9,14.163681783081481,2.6636817830814814,2.4636817830814812
2015-12-01,14.3,3.1,2.9,13.661275248463522,2.461275248463521,2.261275248463521
2016-01-01,14.6,3.1,2.9,13.362497497305611,1.8624974973056125,1.6624974973056124
2016-02-01,14.6,3.2,2.8,13.752722420987338,2.3527224209873383,1.952722420987338
2016-03-01,14.1,3.2,3.0,13.208383903447805,2.3083839034478055,2.1083839034478054
2016-04-01,13.7,3.4,3.0,12.527374249646515,2.2273742496465156,1.8273742496465157
2016-05-01,13.4,3.5,3.0,12.321523537875379,2.4215235378753777,1.9215235378753777
2016-06-01,13.1,3.6,3.0,12.020713465204057,2.5207134652040577,1.9207134652040576
2016-07-01,13.6,3.4,2.9,12.731636656948174,2.5316366569481743,2.0316366569481743
2016-08-01,13.7,3.3,3.0,12.644684140434313,2.2446841404343134,1.9446841404343136
2016-09-01,13.5,3.6,3.3,11.951355379834782,2.051355379834782,1.7513553798347816
2016-10-01,13.0,3.9,3.6,11.314075033756353,2.214075033756354,1.9140750337563541
2016-11-01,13.5,3.9,3.5,11.815666528021106,2.215666528021106,1.8156665280211062
2016-12-01,14.7,3.5,3.0,12.649201088488013,1.4492010884880138,0.9492010884880138
2017-01-01,15.0,3.2,2.8,12.48960665174289,0.6896066517428885,0.28960665174288813
2017-02-01,14.5,3.2,2.7,11.689638318670578,0.3896383186705794,-0.11036168132942059
2017-03-01,13.9,3.4,3.0,11.45880376344086,0.9588037634408599,0.55880376344086
2017-04-01,13.9,3.5,2.9,11.723776528084606,1.323776528084605,0.7237765280846049
2017-05-01,14.4,3.4,3.2,12.543656833238025,1.5436568332380243,1.3436568332380245
2017-06-01,14.7,3.2,3.0,13.059434190040871,1.5594341900408732,1.359434190040873
2017-07-01,14.7,3.3,3.1,12.974892649343392,1.5748926493433926,1.3748926493433928
2017-08-01,14.6,3.4,3.2,12.671878442703019,1.4718784427030198,1.27187844270302
2017-09-01,14.1,3.6,3.4,11.919434769628822,1.4194347696288214,1.2194347696288212
2017-10-01,13.9,3.4,3.2,11.879242246867516,1.379242246867515,1.1792422468675152
2017-11-01,14.1,3.2,2.9,11.927506135704434,1.0275061357044342,0.7275061357044339
2017-12-01,14.4,2.9,2.6,12.270069280447746,0.7700692804477467,0.4700692804477469
2018-01-01,14.9,3.0,2.5,12.748681131936056,0.848681131936055,0.348681131936055
2018-02-01,14.3,2.9,2.6,12.03653106890814,0.6365310689081389,0.3365310689081391
2018-03-01,14.3,3.3,3.0,11.969050235350064,0.9690502353500632,0.6690502353500634
2018-04-01,14.3,3.3,3.1,11.829003697894702,0.8290036978947004,0.6290036978947007
2018-05-01,14.4,3.2,3.1,11.618078392157503,0.4180783921575033,0.3180783921575032
2018-06-01,14.2,3.2,3.1,11.39244930640598,0.3924493064059815,0.29244930640598144
2018-07-01,13.8,3.3,3.2,10.945875214438072,0.4458752144380709,0.34587521443807123
2018-08-01,14.0,3.5,3.4,11.357076143125742,0.8570761431257425,0.7570761431257425
2018-09-01,14.3,3.5,3.5,11.967944894191174,1.167944894191172,1.167944894191172
2018-10-01,13.9,3.7,3.7,11.407967529781947,1.2079675297819472,1.2079675297819472
2018-11-01,13.4,3.9,3.5,11.252671422332227,1.7526714223322268,1.352671422332227
2018-12-01,13.4,3.8,3.3,11.397619095659895,1.7976190956598934,1.2976190956598934
2019-01-01,13.4,3.8,3.2,11.912410642170867,2.3124106421708666,1.712410642170867
2019-02-01,13.4,3.4,3.2,11.881138464867814,1.8811384648678122,1.6811384648678125
2019-03-01,13.3,3.5,3.3,11.416813648693601,1.6168136486936016,1.4168136486936014
2019-04-01,13.7,3.6,3.5,11.699416529790938,1.5994165297909393,1.4994165297909392
2019-05-01,13.4,3.7,3.6,11.604089444639387,1.9040894446393866,1.8040894446393865
2019-06-01,13.3,3.9,4.0,11.628805105609953,2.228805105609951,2.328805105609951
2019-07-01,12.9,3.9,3.6,11.073668664962932,2.073668664962932,1.773668664962932
2019-08-01,13.9,3.7,3.5,12.16235878933336,1.9623587893333596,1.7623587893333594
2019-09-01,13.6,3.6,3.3,11.915502295960843,1.9155022959608439,1.6155022959608436
2019-10-01,13.5,3.5,3.5,11.76602630038137,1.7660263003813705,1.7660263003813705
2019-11-01,12.7,3.7,3.7,10.607709605137082,1.6077096051370834,1.6077096051370834
2019-12-01,13.4,3.7,3.5,11.080472530037554,1.3804725300375544,1.1804725300375543
2020-01-01,13.6,3.8,3.5,11.000232023154798,1.2002320231547978,0.900232023154798
2020-02-01,13.7,3.7,3.7,11.35868332024048,1.3586833202404804,1.3586833202404804
2020-03-01,13.9,3.5,3.5,12.405960035709084,2.0059600357090837,2.0059600357090837
2020-04-01,14.1,3.3,3.3,13.786952705958885,2.9869527059588865,2.9869527059588865
2020-05-01,14.2,3.5,3.1,14.001798696415143,3.301798696415145,2.901798696415145
2020-06-01,13.8,3.8,3.5,13.083343716816952,3.0833437168169517,2.783343716816952
2020-07-01,13.8,3.9,3.4,12.803135237410201,2.9031352374102,2.4031352374102
2020-08-01,14.5,3.5,3.2,13.218930150447616,2.2189301504476147,1.9189301504476148
2020-09-01,14.7,3.5,3.2,13.308977108762619,2.108977108762619,1.808977108762619
2020-10-01,14.7,3.5,3.4,13.469613657132836,2.2696136571328376,2.1696136571328375
2020-11-01,14.0,3.7,3.7,12.824254786159415,2.524254786159416,2.524254786159416
2020-12-01,14.3,3.4,3.6,12.979580868422058,2.0795808684220565,2.2795808684220566
2021-01-01,14.2,3.4,3.5,12.844680021765384,2.044680021765385,2.144680021765385
2021-02-01,13.9,3.4,3.4,12.23249758919962,1.7324975891996188,1.7324975891996188
2021-03-01,13.5,3.4,3.3,10.876354252235785,0.776354252235786,0.6763542522357859
2021-04-01,13.9,3.2,3.2,9.762626546681652,-0.9373734533183491,-0.9373734533183491
2021-05-01,14.6,3.0,3.1,9.673533436016921,-1.9264665639830785,-1.8264665639830784
2021-06-01,14.2,3.2,3.5,8.88258105679228,-2.117418943207719,-1.817418943207719
2021-07-01,13.9,3.7,3.9,8.630832352759032,-1.5691676472409686,-1.3691676472409688
2021-08-01,13.4,3.9,4.1,8.218676826728753,-1.2813231732712462,-1.0813231732712465
2021-09-01,13.4,4.2,4.3,8.036476574729711,-1.1635234252702888,-1.0635234252702892
2021-10-01,12.9,4.1,4.2,6.673408779228551,-2.1265912207714495,-2.026591220771449
2021-11-01,12.9,4.3,4.4,6.0344404797038065,-2.565559520296194,-2.4655595202961935
2021-12-01,12.8,4.5,4.6,5.640542654887526,-2.6594573451124743,-2.5594573451124747
2022-01-01,12.3,5.1,5.7,4.721917536999466,-2.4780824630005354,-1.8780824630005348
2022-02-01,11.4,5.8,6.2,3.450779101046021,-2.1492208989539794,-1.749220898953979
2022-03-01,11.0,6.0,6.6,2.459219851461416,-2.540780148538584,-1.9407801485385843
2022-04-01,11.1,6.0,6.5,2.8648382559774976,-2.235161744022502,-1.735161744022502
2022-05-01,11.4,6.1,6.8,2.869948286910775,-2.4300517130892256,-1.7300517130892255
2022-06-01,11.1,6.7,7.1,2.100701858076894,-2.2992981419231056,-1.899298141923106
2022-07-01,11.2,6.7,7.1,2.7522217932454467,-1.7477782067545524,-1.347778206754553
2022-08-01,11.1,6.7,6.9,2.883744940458733,-1.5162550595412663,-1.316255059541266
2022-09-01,12.1,6.3,6.4,3.8942484175482406,-1.9057515824517592,-1.8057515824517587
2022-10-01,12.1,6.4,6.3,4.342738529190537,-1.357261470809462,-1.4572614708094624
2022-11-01,11.9,6.4,6.2,4.76861963102171,-0.7313803689782903,-0.9313803689782905
