date,1 year,2 year,3 year,4 year,5 year,6 year,7 year,8 year,9 year,10 year,11 year,12 year,13 year,14 year,15 year,16 year,17 year,18 year,19 year,20 year,21 year,22 year,23 year,24 year,25 year,26 year,27 year,28 year,29 year,30 year
1982-11-01,0.046539145,0.048502753,0.048995954,0.0490351,0.048872182,0.048604902,0.048280513,0.04792473,0.047552579,0.047173264,0.046792613,0.046414395,0.046041085,0.045674311,0.04531514,0.044964252,0.044622062,0.044288797,0.043964549,0.043649314,0.043343021,0.043045545,0.042756729,0.042476389,0.042204323,0.041940319,0.041684154,0.041435606,0.041194448,0.040960455
1982-12-01,0.045710148,0.04862399,0.049634079,0.049987189,0.050022245,0.049881484,0.049637644,0.049331868,0.048988887,0.048624209,0.048247867,0.047866515,0.047484644,0.04710533,0.046730691,0.046362189,0.046000824,0.045647271,0.045301963,0.044965165,0.044637009,0.044317538,0.044006719,0.043704471,0.043410671,0.043125169,0.042847794,0.042578358,0.042316665,0.042062512
1983-01-01,0.048633048,0.049315961,0.049420978,0.049288483,0.049032371,0.048707689,0.04834489,0.04796192,0.047569761,0.04717531,0.046782979,0.04639562,0.046015083,0.045642558,0.04527879,0.044924224,0.044579094,0.044243488,0.04391739,0.043600709,0.043293305,0.042994998,0.042705584,0.042424841,0.042152537,0.041888434,0.041632288,0.041383856,0.041142898,0.040909175
1983-02-01,0.045956615,0.048602869,0.049575651,0.049930939,0.049975233,0.049843698,0.049607616,0.049308066,0.048970032,0.048609296,0.04823612,0.047857334,0.047477564,0.047099984,0.046726786,0.046359491,0.045999143,0.045646448,0.04530187,0.044965692,0.044638066,0.044319047,0.044008616,0.043706699,0.043413182,0.043127923,0.042850753,0.042581493,0.042319949,0.042065921
1983-03-01,0.040629447,0.044803673,0.046242898,0.046825275,0.0470171,0.046999326,0.046859689,0.046646182,0.04638708,0.046099924,0.045796012999999997,0.045482844,0.045165506,0.044847514,0.044531325,0.044218669,0.043910765,0.04360847,0.043312374,0.043022872,0.042740217,0.042464554,0.042195944,0.041934391,0.041679848,0.041432236,0.041191449,0.04095736,0.040729829,0.040508706
1983-04-01,0.046289199,0.048366872,0.048969268,0.049086636,0.048977683,0.048747548,0.048448827,0.048110815,0.047750914,0.047379918,0.047004736,0.046629891,0.046258388,0.045892238,0.045532788,0.04518093,0.044837236,0.044502056,0.044175577,0.043857869,0.043548918,0.043248648,0.042956939,0.042673637,0.042398564,0.042131528,0.041872324,0.041620741,0.041376563,0.041139575
1983-05-01,0.046186334,0.047420485,0.047574932,0.047428505,0.047160543,0.046835641,0.046483229,0.046118598,0.045750353,0.045383586,0.045021407,0.044665743,0.044317786,0.043978258,0.04364757,0.043325925,0.043013382,0.042709903,0.042415381,0.042129663,0.041852563,0.041583872,0.041323369,0.041070822,0.040825996,0.040588655,0.040358561,0.040135482,0.039919188,0.039709452
1983-06-01,0.041399507,0.045861457,0.047389265,0.048002823,0.048201385,0.048177859,0.048025478,0.047795124,0.047516735,0.047208859,0.046883437,0.046548386,0.046209076,0.045869217,0.045531398,0.045197442,0.044868631,0.044545865,0.044229761,0.043920735,0.043619048,0.043324849,0.0430382,0.042759098,0.042487494,0.042223298,0.041966396,0.04171665,0.04147391,0.041238013
1983-07-01,0.049603809,0.050503638,0.050766704,0.050731491,0.050530661,0.050233588,0.049880195,0.049494553,0.049091628,0.048680949,0.048268697,0.047858937,0.047454362,0.047056761,0.046667312,0.046286772,0.045915606,0.045554073,0.045202282,0.044860238,0.044527867,0.044205042,0.043891596,0.043587331,0.043292033,0.043005472,0.04272741,0.042457606,0.042195817,0.041941798
1983-08-01,0.051924267,0.052888962,0.052983917,0.052783475,0.052445032,0.052035167,0.051587987,0.051122689,0.050650676,0.050178961,0.049711947,0.049252429,0.04880218,0.048362306,0.04793347,0.047516029,0.047110138,0.046715802,0.046332929,0.045961354,0.045600865,0.045251213,0.044912128,0.044583325,0.04426451,0.043955386,0.043655655,0.04336502,0.043083187,0.042809868
1983-09-01,0.051037494,0.052687262,0.053186621,0.053241141,0.05306806,0.052767122,0.052392096,0.051974298,0.05153284,0.051079768,0.050622862,0.050167238,0.049716299,0.049272322,0.048836823,0.048410797,0.047994875,0.047589432,0.047194657,0.046810607,0.046437242,0.046074451,0.045722072,0.045379909,0.045047737,0.044725313,0.044412384,0.044108689,0.043813962,0.043527937
1983-10-01,0.051155348,0.051918824,0.052105901,0.052014278,0.05176661,0.051428445,0.051037855,0.05061789,0.050182898,0.049742005,0.049301119,0.048864106,0.048433514,0.048011017,0.0475977,0.047194245,0.046801053,0.046418327,0.046046129,0.04568442,0.045333088,0.044991971,0.044660869,0.044339555,0.044027786,0.043725308,0.043431859,0.043147175,0.04287099,0.042603042
1983-11-01,0.052028781,0.052747922,0.052989179,0.05294271,0.052722768,0.052398317,0.05201148,0.051588405,0.05114562,0.050693748,0.050239725,0.04978813,0.049342012,0.048903403,0.048473644,0.048053604,0.047643822,0.047244602,0.046856081,0.046478275,0.046111113,0.045754462,0.045408143,0.045071944,0.044745631,0.044428954,0.044121654,0.043823467,0.043534125,0.043253361
1983-12-01,0.051980904,0.052775221,0.053077043,0.053071765,0.052879103,0.05257257,0.052197364,0.051781647,0.051343263,0.050893714,0.050440527,0.049988693,0.04954155,0.049101335,0.048669543,0.048247154,0.047834793,0.047432827,0.047041443,0.046660696,0.046290545,0.04593088,0.045581541,0.04524233,0.044913027,0.044593389,0.044283166,0.043982097,0.04368992,0.043406372
1984-01-01,0.052475146,0.053292706,0.053395532,0.053217165,0.052895805,0.052496355,0.052054168,0.051589889,0.051116079,0.050640591,0.050168424,0.049702797,0.049245784,0.048798707,0.048362384,0.04793729,0.047523664,0.047121575,0.04673098,0.04635175,0.045983699,0.045626599,0.045280194,0.044944212,0.044618366,0.044302363,0.04399591,0.04369871,0.043410472,0.043130906
1984-02-01,0.050622947,0.051981932,0.052408619,0.052443251,0.052269107,0.051975369,0.051611622,0.051207247,0.05078035,0.050342412,0.049900875,0.049460643,0.049024983,0.048596079,0.048175388,0.047763866,0.047362119,0.046970504,0.046589203,0.046218268,0.045857659,0.045507268,0.045166938,0.044836478,0.044515671,0.044204281,0.043902063,0.043608766,0.043324131,0.043047903
1984-03-01,0.048302654,0.051656168,0.052846143,0.053274536,0.053329609,0.053176717,0.052901224,0.052551697,0.052157446,0.051736894,0.051301985,0.050860652,0.050418259,0.049978483,0.049543865,0.049116163,0.048696582,0.04828594,0.047884769,0.047493397,0.047111995,0.046740626,0.046379264,0.046027822,0.045686166,0.045354127,0.045031512,0.044718107,0.044413688,0.044118021
1984-04-01,0.054205543,0.055430085,0.055759681,0.055705958,0.055447374,0.055072045,0.054629297,0.054148434,0.053647517,0.053137983,0.052627219,0.052120065,0.051619717,0.051128291,0.050647168,0.050177231,0.049719014,0.049272805,0.048838715,0.048416729,0.048006745,0.04760859,0.047222048,0.046846868,0.046482779,0.046129491,0.045786708,0.045454127,0.045131444,0.044818356
1984-05-01,0.054580169,0.056274968,0.056834467,0.056909021,0.056723311,0.056387649,0.055963652,0.055487927,0.05498308,0.054463469,0.05393842,0.05341409,0.052894592,0.05238269,0.051880235,0.051388452,0.050908127,0.050439738,0.049983538,0.049539619,0.049107957,0.048688442,0.048280901,0.047885118,0.047500843,0.047127805,0.046765715,0.046414278,0.046073192,0.045742154
1984-06-01,0.055883874,0.058336356,0.059302802,0.059609815,0.059555015,0.059287616,0.058891892,0.058418278,0.057898103,0.05735139,0.056791232,0.056226358,0.055662668,0.055104192,0.054553692,0.054013059,0.053483569,0.052966062,0.052461065,0.051968871,0.051489609,0.05102328,0.050569794,0.050128993,0.049700667,0.049284572,0.048880434,0.048487965,0.048106862,0.047736815
1984-07-01,0.05692377,0.059240863,0.059960388,0.060071249,0.059872872,0.059501104,0.059028685,0.058497831,0.057934255,0.057354156,0.056768,0.056182677,0.055602779,0.055031387,0.054470561,0.053921665,0.053385573,0.052862815,0.052353669,0.051858239,0.051376495,0.050908313,0.050453499,0.050011811,0.049582969,0.04916667,0.048762593,0.048370405,0.047989771,0.047620351
1984-08-01,0.05224781,0.055102921,0.056069643,0.056349222,0.056286644,0.056032852,0.055667028,0.055234626,0.054763194,0.054270067,0.053766467,0.05325982,0.052755117,0.052255748,0.051764025,0.051281516,0.050809272,0.050347973,0.049898034,0.049459677,0.049032979,0.048617917,0.048214389,0.047822233,0.047441251,0.047071212,0.046711862,0.046362935,0.046024155,0.045695241
1984-09-01,0.051047828,0.054741881,0.055961396,0.056350996,0.056346505,0.056127047,0.055782959,0.055364877,0.054903057,0.054416381,0.053917023,0.053413023,0.052909791,0.05241101,0.051919203,0.051436096,0.050962858,0.050500258,0.050048782,0.049608705,0.049180151,0.048763128,0.048357562,0.047963317,0.047580209,0.047208022,0.046846517,0.046495436,0.04615451,0.045823466
1984-10-01,0.054138126,0.055441275,0.05549855,0.055207004,0.054775321,0.054279423,0.053754146,0.053217644,0.052680127,0.052147606,0.051623713,0.051110659,0.050609772,0.050121817,0.049647185,0.04918602,0.048738296,0.048303873,0.047882532,0.047474001,0.047077972,0.046694113,0.046322079,0.045961517,0.045612073,0.045273392,0.044945125,0.044626925,0.044318457,0.04401939
1984-11-01,0.049376646,0.051302254,0.051929881,0.052067115,0.051955653,0.051704423,0.051371557,0.050990742,0.050582493,0.050159744,0.049730864,0.049301378,0.048874982,0.048454171,0.048040628,0.047635478,0.047239458,0.046853028,0.04647645,0.046109842,0.045753215,0.045406506,0.045069594,0.044742317,0.044424483,0.04411588,0.04381628,0.043525448,0.043243141,0.042969113
1984-12-01,0.048509702,0.0508562,0.051708492,0.05198466,0.051964384,0.051775171,0.05148555,0.051135433,0.05074923,0.050342399,0.049924995,0.049503699,0.049083021,0.048666039,0.048254867,0.04785095,0.047455269,0.047068471,0.046690964,0.04632298,0.045964624,0.045615905,0.045276762,0.04494708,0.044626708,0.044315467,0.044013154,0.043719557,0.043434451,0.043157605
1985-01-01,0.048807597,0.051264496,0.052256495,0.052633117,0.052678966,0.052531466,0.052266831,0.051930253,0.051549685,0.051142968,0.050721779,0.050293925,0.049864706,0.049437769,0.049015639,0.048600067,0.048192263,0.047793044,0.047402952,0.047022319,0.046651328,0.046290047,0.045938462,0.045596495,0.045264021,0.044940881,0.04462689,0.044321845,0.044025529,0.043737718
1985-02-01,0.046573474,0.049702339,0.050980229,0.051523566,0.051681521,0.051615933,0.051414651,0.051129186,0.05079122,0.050420932,0.050031533,0.049631875,0.049227996,0.048824075,0.048423037,0.048026934,0.047637208,0.047254865,0.046880592,0.046514845,0.046157904,0.045809922,0.045470955,0.045140986,0.044819942,0.044507708,0.044204139,0.043909067,0.043622307,0.04334366
1985-03-01,0.049883735,0.052473119,0.053599566,0.054063971,0.054160472,0.054038069,0.053781398,0.05344131,0.053049509,0.05262634,0.052185171,0.051734971,0.051281853,0.050830039,0.050382471,0.0499412,0.049507658,0.049082827,0.048667367,0.048261704,0.047866083,0.047480624,0.047105345,0.046740192,0.046385058,0.04603979,0.045704209,0.045378112,0.04506128,0.044753483
1985-04-01,0.047725855,0.050665183,0.051609632,0.051890689,0.051858666,0.051656748,0.051356877,0.050999272,0.050607916,0.050197753,0.049778398,0.04935619,0.048935384,0.048518865,0.048108602,0.047705935,0.04731176,0.046926663,0.046551,0.046184968,0.045828639,0.045481999,0.045144968,0.044817416,0.04449918,0.044190069,0.043889875,0.043598378,0.043315348,0.043040552
1985-05-01,0.047029389,0.049583609,0.050645356,0.051079881,0.051176656,0.051075364,0.050853463,0.050556896,0.050214102,0.04984325,0.049456252,0.049061086,0.048663189,0.048266313,0.047873072,0.047485292,0.047104246,0.046730812,0.046365578,0.046008926,0.045661078,0.045322143,0.044992142,0.044671031,0.044358716,0.044055067,0.043759928,0.043473122,0.043194456,0.042923731
1985-06-01,0.04716909,0.047276271,0.047455691,0.047471125,0.047352092,0.047142506,0.046875183,0.04657228,0.046248425,0.045913278,0.04557327,0.045232715,0.044894536,0.044560718,0.044232606,0.043911105,0.043596809,0.043290092,0.042991168,0.042700136,0.042417009,0.04214174,0.041874237,0.041614372,0.041361995,0.04111694,0.040879028,0.040648071,0.040423879,0.040206257
1985-07-01,0.04407939,0.045979983,0.046661356,0.046883368,0.046871707,0.046727628,0.04650507,0.046235287,0.045937338,0.045623268,0.045300908,0.044975454,0.044650416,0.044328189,0.044010416,0.043698224,0.043392377,0.043093379,0.042801549,0.042517069,0.042240023,0.04197042,0.041708213,0.041453315,0.041205611,0.040964962,0.040731213,0.0405042,0.040283749,0.040069683
1985-08-01,0.044287764,0.046756146,0.047756496,0.048169757,0.048273963,0.048198798,0.048014896,0.047763749,0.047470897,0.047152609,0.046819532,0.046478794,0.046135251,0.045792259,0.045452157,0.045116583,0.044786684,0.044463251,0.044146821,0.043837743,0.043536227,0.04324238,0.04295623,0.042677748,0.042406859,0.042143457,0.04188741,0.04163857,0.041396774,0.041161849
1985-09-01,0.044613628,0.046487083,0.047211152,0.0474688,0.047479857,0.047348153,0.047130603,0.046860738,0.046559209,0.046239161,0.045909176,0.045574975,0.045240436,0.044908217,0.044580152,0.044257506,0.043941144,0.043631648,0.043329393,0.043034605,0.042747397,0.042467802,0.042195791,0.04193129,0.04167419,0.041424358,0.041181643,0.04094588,0.040716898,0.040494517
1985-10-01,0.044118946,0.046186542,0.046989638,0.047291435,0.047330919,0.047219068,0.047016173,0.04675758,0.04646501,0.046152271,0.045828378,0.045499348,0.045169265,0.044840935,0.044516302,0.044196712,0.043883095,0.043576082,0.043276087,0.042983367,0.042698061,0.042420224,0.042149842,0.041886858,0.041631174,0.041382668,0.041141198,0.040906608,0.040678731,0.040457395
1985-11-01,0.042730751,0.044967862,0.045772923,0.046063722,0.0460993,0.045991724,0.045799428,0.045555861,0.045281282,0.044988455,0.044685669,0.04437843,0.044070466,0.043764333,0.043461798,0.04316408,0.04287202,0.042586184,0.042306944,0.042034526,0.04176905,0.041510558,0.041259033,0.041014413,0.040776606,0.040545494,0.040320941,0.0401028,0.039890914,0.03968512
1985-12-01,0.040037965,0.043005902,0.044032909,0.044432342,0.044539531,0.044488119,0.044344159,0.044144231,0.043910054,0.043655158,0.043388273,0.043115194,0.042839845,0.042564931,0.042292332,0.042023364,0.041758944,0.041499709,0.041246088,0.040998361,0.040756695,0.040521177,0.040291829,0.040068627,0.039851512,0.039640398,0.03943518,0.039235738,0.039041941,0.038853653
1986-01-01,0.039759159,0.041155317,0.04178147,0.042053131,0.04212592,0.042079642,0.041959925,0.041794285,0.041599919,0.041387884,0.041165459,0.040937534,0.040707453,0.040477531,0.040249386,0.040024155,0.039802632,0.039585372,0.039372752,0.039165018,0.038962323,0.038764747,0.038572315,0.038385012,0.038202795,0.038025594,0.037853324,0.037685888,0.037523179,0.037365084
1986-02-01,0.039713373,0.041353033,0.04190587,0.042084454,0.042082108,0.041980011,0.041819705,0.041624687,0.041409079,0.041181726,0.040948344,0.040712717,0.040477391,0.040244102,0.040014041,0.039788023,0.039566601,0.039350139,0.039138868,0.038932921,0.038732355,0.038537179,0.038347358,0.038162829,0.037983509,0.037809296,0.037640079,0.037475738,0.037316149,0.037161182
1986-03-01,0.034802235,0.037382824,0.037991421,0.038127191,0.038096178,0.037993084,0.037855218,0.037699769,0.037535585,0.037367611,0.037198784,0.037030925,0.036865196,0.036702345,0.036542859,0.036387046,0.036235093,0.036087101,0.035943111,0.035803124,0.035667106,0.035535004,0.035406747,0.035282253,0.035161434,0.035044194,0.034930435,0.034820059,0.034712964,0.034609051
1986-04-01,0.030175747,0.034007531,0.035128268,0.035560812,0.035732099,0.035780394,0.035762991,0.035707636,0.035629303,0.035536733,0.035435343,0.035328641,0.035218983,0.035107984,0.034996782,0.03488618,0.034776757,0.034668924,0.034562976,0.03445912,0.034357499,0.034258206,0.034161298,0.034066803,0.033974727,0.033885061,0.033797783,0.033712859,0.033630251,0.033549913
1986-05-01,0.028514107,0.03333163,0.034917393,0.03562163,0.035965277,0.036127704,0.036187826,0.036185884,0.036144507,0.036077332,0.035993019,0.035897289,0.035794046,0.035686018,0.035575155,0.035462866,0.035350187,0.035237883,0.035126521,0.035016523,0.034908201,0.034801784,0.034697438,0.034595279,0.034495385,0.034397805,0.034302562,0.034209664,0.034119102,0.034030858
1986-06-01,0.034637795,0.037971316,0.039079222,0.039535603,0.03970955,0.039736468,0.039679242,0.039571261,0.039431817,0.039272729,0.039101562,0.038923317,0.03874139,0.038558129,0.038375186,0.038193731,0.038014595,0.037838371,0.037665477,0.037496199,0.037330732,0.037169197,0.037011658,0.036858142,0.036708642,0.036563127,0.03642155,0.036283847,0.036149947,0.036019769
1986-07-01,0.035734378,0.036926506,0.037265404,0.037350952,0.037326121,0.037244473,0.037131291,0.037000124,0.036858826,0.036712197,0.03656328,0.036414062,0.036265861,0.036119562,0.035975763,0.035834862,0.03569712,0.035562701,0.035431699,0.035304157,0.03518008,0.035059448,0.034942219,0.034828339,0.034717741,0.034610353,0.034506094,0.034404884,0.034306639,0.034211273
1986-08-01,0.03388122,0.035685622,0.036315529,0.036577306,0.036670792,0.036673666,0.036623662,0.036541453,0.036439235,0.036324582,0.036202381,0.036075876,0.035947275,0.035818107,0.035689443,0.035562039,0.035436432,0.035313002,0.035192012,0.035073643,0.034958012,0.034845189,0.03473521,0.034628083,0.034523796,0.034422322,0.034323621,0.034227645,0.034134341,0.034043648
1986-09-01,0.034035122,0.034707596,0.034864948,0.03487833,0.034832183,0.034756801,0.034665995,0.034566972,0.034463822,0.034359002,0.034254043,0.034149928,0.034047293,0.033946555,0.033847981,0.033751742,0.033657937,0.033566618,0.033477802,0.033391481,0.033307631,0.033226214,0.033147183,0.033070484,0.032996061,0.032923852,0.032853797,0.032785832,0.032719895,0.032655922
1986-10-01,0.034713896,0.035871384,0.036367279,0.036595902,0.036682398,0.036685601,0.036637731,0.036557786,0.036457499,0.036344365,0.03622331,0.036097644,0.035969638,0.03584087,0.035712453,0.035585178,0.035459605,0.035336132,0.035215041,0.035096523,0.034980704,0.034867665,0.034757445,0.034650059,0.034545499,0.034443741,0.034344748,0.034248476,0.03415487,0.034063875
1986-11-01,0.032203774,0.034161711,0.034980263,0.035391479,0.035598949,0.035689961,0.035709855,0.035684584,0.035629919,0.035555861,0.035468964,0.03537365,0.035272964,0.035169053,0.035063446,0.034957252,0.03485128,0.034746123,0.034642218,0.034539885,0.034439357,0.034340801,0.034244334,0.034150032,0.034057943,0.033968091,0.033880482,0.033795108,0.033711948,0.033630975
1986-12-01,0.036377004,0.035959559,0.035769965,0.03561955,0.03547735,0.035337556,0.035199553,0.035063776,0.034930739,0.034800833,0.034674309,0.034551305,0.034431882,0.034316043,0.034203755,0.034094958,0.033989577,0.033887525,0.033788708,0.033693031,0.033600394,0.033510698,0.033423847,0.033339742,0.033258289,0.033179396,0.033102973,0.033028933,0.03295719,0.032887663
1987-01-01,0.034766992,0.035249946,0.035493242,0.035598393,0.03561959,0.035588819,0.035525521,0.035441781,0.035345274,0.035240979,0.035132192,0.035021132,0.034909316,0.034797793,0.034687296,0.034578335,0.034471269,0.034366343,0.034263723,0.034163514,0.03406578,0.033970551,0.033877832,0.033787612,0.033699863,0.03361455,0.033531628,0.033451047,0.033372754,0.033296691
1987-02-01,0.035699365,0.03570319,0.035756979,0.035759822,0.035717725,0.03564476,0.035551948,0.035446852,0.035334503,0.035218239,0.035100285,0.034982137,0.03486481,0.034748993,0.034635152,0.034523604,0.034414554,0.034308132,0.034204413,0.034103431,0.034005191,0.033909677,0.033816857,0.033726687,0.033639116,0.033554084,0.03347153,0.03339139,0.033313596,0.033238083
1987-03-01,0.030945875,0.033021683,0.033662904,0.033918899,0.034019766,0.034043996,0.034025832,0.033982606,0.033923995,0.033855791,0.033781646,0.033703951,0.033624322,0.033543874,0.03346339,0.033383426,0.03330438,0.033226535,0.033150094,0.033075196,0.033001938,0.032930383,0.032860566,0.032792505,0.0327262,0.032661644,0.032598817,0.032537694,0.032478246,0.032420439
1987-04-01,0.036402938,0.036620176,0.036766036,0.036813132,0.036790244,0.036721895,0.036624746,0.036509661,0.0363837,0.036251496,0.036116125,0.035979656,0.035843496,0.035708609,0.035575658,0.035445096,0.035317231,0.035192262,0.035070318,0.034951468,0.034835742,0.034723141,0.034613643,0.034507209,0.034403788,0.034303321,0.034205742,0.03411098,0.034018964,0.033929618
1987-05-01,0.039085461,0.039587918,0.040034115,0.040276824,0.040365134,0.0403497,0.040266379,0.040138971,0.039983124,0.039809201,0.039624151,0.039432707,0.039238134,0.039042714,0.038848057,0.038655304,0.038465266,0.038278516,0.038095454,0.037916354,0.037741394,0.037570681,0.037404269,0.037242171,0.037084368,0.03693082,0.036781467,0.036636238,0.03649505,0.036357813
1987-06-01,0.039808006,0.039955849,0.040043201,0.040026956,0.039936579,0.039798513,0.039630908,0.03944563,0.039250379,0.039050188,0.038848379,0.038647164,0.038448027,0.038251966,0.038059648,0.037871511,0.037687835,0.037508785,0.037334444,0.037164839,0.036999951,0.036839732,0.03668411,0.036533,0.036386301,0.036243906,0.036105705,0.035971581,0.035841418,0.035715098
1987-07-01,0.040066156,0.040042242,0.040259049,0.04037192,0.040378481,0.040308557,0.040187579,0.040033508,0.039858478,0.039670631,0.039475456,0.03927669,0.039076906,0.038877887,0.038680877,0.038486746,0.038296099,0.038109348,0.037926772,0.037748544,0.037574765,0.037405481,0.037240693,0.037080373,0.036924471,0.036772917,0.036625629,0.036482515,0.036343477,0.036208414
1987-08-01,0.04126315,0.041295339,0.041442207,0.041480928,0.041423663,0.041300119,0.041133598,0.040940105,0.040730302,0.040511275,0.040287758,0.040062949,0.039839022,0.039617465,0.039399298,0.039185216,0.038975684,0.038771005,0.038571364,0.038376858,0.038187524,0.038003351,0.037824293,0.037650281,0.037481226,0.037317025,0.037157567,0.037002733,0.036852402,0.036706447
1987-09-01,0.042771388,0.042538558,0.042611022,0.042611781,0.042525761,0.042376138,0.042184479,0.041966362,0.041732393,0.041489692,0.041243044,0.040995685,0.040749812,0.040506928,0.040268055,0.040033884,0.039804873,0.039581312,0.039363372,0.039151138,0.03894463,0.038743818,0.038548643,0.038359018,0.038174835,0.037995978,0.037822319,0.037653723,0.037490054,0.037331171
1987-10-01,0.043834831,0.0440551,0.044101351,0.044013465,0.043840176,0.043614868,0.043358833,0.043085536,0.042803555,0.042518415,0.042233715,0.04195182,0.041674284,0.04140213,0.041136015,0.040876347,0.040623364,0.040377177,0.040137814,0.03990524,0.039679373,0.039460104,0.039247296,0.039040802,0.038840461,0.038646105,0.038457566,0.038274669,0.038097243,0.037925118
1987-11-01,0.039721739,0.040747772,0.041525763,0.041973319,0.042185759,0.042242664,0.042197866,0.042086481,0.041931426,0.041747832,0.041545851,0.041332408,0.041112302,0.040888908,0.040664628,0.040441183,0.040219816,0.040001425,0.039786655,0.039575965,0.039369675,0.039167999,0.038971072,0.038778969,0.038591716,0.038409306,0.038231702,0.038058846,0.037890665,0.037727072
1987-12-01,0.04083687,0.041611261,0.042374426,0.042834834,0.043057357,0.043117608,0.043070289,0.042952034,0.042787054,0.042591451,0.042376071,0.042148332,0.041913382,0.041674847,0.041435307,0.041196614,0.040960106,0.040726748,0.040497236,0.040272066,0.040051581,0.039836016,0.039625517,0.039420164,0.039219988,0.039024982,0.038835108,0.038650305,0.038470496,0.038295589
1988-01-01,0.036629208,0.039374048,0.040874447,0.041722967,0.042185048,0.042407145,0.042475872,0.042444467,0.04234665,0.042204345,0.042032156,0.041840028,0.04163487,0.041421566,0.041203624,0.040983589,0.040763329,0.040544224,0.040327293,0.040113291,0.039902773,0.039696143,0.039493689,0.039295608,0.03910203,0.038913029,0.038728638,0.038548857,0.038373659,0.038202997
