date,govjobs,fedjobs,stjobs,locjobs
2010-03-01,7.28514,0.945664,1.66292,4.67656
2010-04-01,7.29706,0.964793,1.66058,4.67168
2010-05-01,7.43041,1.10377,1.65921,4.66743
2010-06-01,7.3428,1.03103,1.6594,4.65238
2010-07-01,7.28237,0.98447,1.65724,4.64066
2010-08-01,7.22885,0.949553,1.65406,4.62524
2010-09-01,7.16755,0.924336,1.65021,4.59301
2010-10-01,7.17841,0.922695,1.65448,4.60124
2010-11-01,7.17039,0.922077,1.65337,4.59494
2010-12-01,7.15903,0.92277,1.65038,4.58588
2011-01-01,7.15222,0.92351,1.65101,4.5777
2011-02-01,7.13453,0.923651,1.63983,4.57105
2011-03-01,7.12307,0.923444,1.63569,4.56394
2011-04-01,7.11619,0.920639,1.63309,4.56246
2011-05-01,7.09411,0.920384,1.62951,4.54422
2011-06-01,7.1005,0.916235,1.62712,4.55715
2011-07-01,7.05857,0.916215,1.61922,4.52313
2011-08-01,7.04307,0.911694,1.62473,4.50665
2011-09-01,7.02687,0.909724,1.62127,4.49588
2011-10-01,7.02677,0.910369,1.61503,4.50137
2011-11-01,7.01366,0.907234,1.61208,4.49435
2011-12-01,7.0039,0.904758,1.61012,4.48902
2012-01-01,6.99728,0.903276,1.60855,4.48545
2012-02-01,6.9937,0.901179,1.60861,4.48391
2012-03-01,6.98837,0.900657,1.60863,4.47908
2012-04-01,6.98048,0.899496,1.60897,4.47202
2012-05-01,6.96986,0.897992,1.60703,4.46483
2012-06-01,6.97129,0.897716,1.6082,4.46538
2012-07-01,6.96102,0.89423,1.6058,4.46098
2012-08-01,6.95678,0.89515,1.60714,4.45448
2012-09-01,6.95449,0.895123,1.61008,4.44929
2012-10-01,6.94264,0.89513,1.60229,4.44522
2012-11-01,6.93176,0.889791,1.60029,4.44167
2012-12-01,6.92896,0.88832,1.59809,4.44255
2013-01-01,6.91974,0.887868,1.59126,4.44061
2013-02-01,6.92018,0.887438,1.59555,4.43719
2013-03-01,6.91308,0.883179,1.59693,4.43297
2013-04-01,6.90887,0.882683,1.59445,4.43174
2013-05-01,6.90306,0.876143,1.59411,4.43281
2013-06-01,6.89102,0.874315,1.58961,4.4271
2013-07-01,6.87832,0.87055,1.58439,4.42338
2013-08-01,6.87814,0.867683,1.58949,4.42096
2013-09-01,6.87424,0.866718,1.58988,4.41765
2013-10-01,6.86772,0.861689,1.59093,4.4151
2013-11-01,6.86723,0.863316,1.58956,4.41435
2013-12-01,6.85569,0.861202,1.58762,4.40687
2014-01-01,6.84975,0.859124,1.58636,4.40427
2014-02-01,6.84938,0.857075,1.58705,4.40526
2014-03-01,6.84791,0.855636,1.5855,4.40678
2014-04-01,6.85004,0.855119,1.58454,4.41038
2014-05-01,6.83906,0.85457,1.58227,4.40222
2014-06-01,6.85423,0.854313,1.58341,4.41651
2014-07-01,6.85113,0.854319,1.57506,4.42175
2014-08-01,6.83142,0.854904,1.5679,4.40862
2014-09-01,6.83926,0.854244,1.5745,4.41052
2014-10-01,6.84045,0.853612,1.57489,4.41194
2014-11-01,6.84058,0.854605,1.57603,4.40995
2014-12-01,6.84101,0.85501,1.57692,4.40908
2015-01-01,6.84119,0.855148,1.5779,4.40814
2015-02-01,6.84323,0.855326,1.57894,4.40896
2015-03-01,6.83691,0.855158,1.57681,4.40494
2015-04-01,6.84367,0.859307,1.5768,4.40757
2015-05-01,6.84155,0.85566,1.57705,4.40884
2015-06-01,6.83793,0.855402,1.57569,4.40684
2015-07-01,6.84387,0.855407,1.57456,4.41391
2015-08-01,6.84186,0.856008,1.57462,4.41123
2015-09-01,6.83051,0.855053,1.57529,4.40016
2015-10-01,6.83058,0.854441,1.57448,4.40166
2015-11-01,6.83383,0.856047,1.5753,4.40248
2015-12-01,6.83445,0.858597,1.57368,4.40217
2016-01-01,6.83567,0.856545,1.57337,4.40575
2016-02-01,6.83932,0.858237,1.57096,4.41012
2016-03-01,6.84779,0.859293,1.57223,4.41626
2016-04-01,6.84562,0.859406,1.57285,4.41337
2016-05-01,6.84605,0.861037,1.57034,4.41467
2016-06-01,6.83564,0.862005,1.57392,4.39971
2016-07-01,6.86455,0.862342,1.57531,4.4269
2016-08-01,6.85822,0.862663,1.57421,4.42134
2016-09-01,6.86534,0.862973,1.58386,4.41851
2016-10-01,6.85224,0.861793,1.57729,4.41316
2016-11-01,6.84263,0.859437,1.57727,4.40592
2016-12-01,6.84714,0.864181,1.57763,4.40533
2017-01-01,6.84748,0.863146,1.58208,4.40226
2017-02-01,6.84742,0.862444,1.58258,4.40239
2017-03-01,6.84504,0.861416,1.58274,4.40089
2017-04-01,6.84344,0.857307,1.58378,4.40235
2017-05-01,6.8434,0.859904,1.5866,4.3969
2017-06-01,6.8433,0.858473,1.58351,4.40132
2017-07-01,6.84348,0.858264,1.58378,4.40143
2017-08-01,6.81971,0.856514,1.58006,4.38314
2017-09-01,6.82253,0.855069,1.57145,4.39601
2017-10-01,6.8272,0.855499,1.573,4.39871
2017-11-01,6.82913,0.851696,1.57492,4.40252
2017-12-01,6.82755,0.852224,1.5736,4.40173
2018-01-01,6.82199,0.85191,1.57088,4.3992
2018-02-01,6.83329,0.850389,1.57154,4.41136
2018-03-01,6.83294,0.850652,1.57334,4.40895
2018-04-01,6.8351,0.852712,1.5766,4.40578
2018-05-01,6.83335,0.850174,1.57494,4.40824
2018-06-01,6.83984,0.851253,1.57564,4.41295
2018-07-01,6.82229,0.851114,1.5736,4.39758
2018-08-01,6.82835,0.851264,1.57245,4.40463
2018-09-01,6.82652,0.852024,1.57435,4.40015
2018-10-01,6.82466,0.851603,1.57357,4.39949
2018-11-01,6.81978,0.852434,1.5674,4.39994
2018-12-01,6.82857,0.851789,1.57011,4.40667
2019-01-01,6.82545,0.851513,1.56869,4.40524
2019-02-01,6.82861,0.851871,1.57096,4.40578
2019-03-01,6.83957,0.851878,1.57314,4.41455
2019-04-01,6.8521,0.856399,1.57284,4.42286
2019-05-01,6.832,0.85665,1.55947,4.41588
2019-06-01,6.84155,0.857464,1.5648,4.41928
2019-07-01,6.82856,0.855839,1.5704,4.40232
2019-08-01,6.84095,0.862942,1.57621,4.40179
2019-09-01,6.84579,0.861881,1.57719,4.40672
2019-10-01,6.84758,0.856929,1.58246,4.40818
2019-11-01,6.85631,0.858058,1.58448,4.41378
2019-12-01,6.85871,0.856207,1.58475,4.41775
2020-01-01,6.87328,0.861385,1.5876,4.42429
2020-02-01,6.8945,0.861775,1.60109,4.43164
2020-03-01,6.88248,0.867132,1.58683,4.42852
2020-04-01,6.60407,0.866616,1.54122,4.19623
2020-05-01,6.44849,0.866913,1.52493,4.05664
2020-06-01,6.45338,0.86891,1.52775,4.05672
2020-07-01,6.48282,0.876268,1.53076,4.07579
2020-08-01,6.62778,0.950786,1.54247,4.13453
2020-09-01,6.60478,0.940614,1.53336,4.13081
2020-10-01,6.56595,0.897643,1.52789,4.14042
2020-11-01,6.52847,0.870743,1.52772,4.13001
2020-12-01,6.5273,0.872293,1.5305,4.1245
2021-01-01,6.54733,0.86852,1.54852,4.13029
2021-02-01,6.55172,0.868282,1.55194,4.13149
2021-03-01,6.57805,0.868782,1.5617,4.14757
2021-04-01,6.59148,0.871317,1.55958,4.16058
2021-05-01,6.60091,0.868722,1.55864,4.17354
2021-06-01,6.62985,0.868793,1.56395,4.19711
2021-07-01,6.62919,0.869895,1.55811,4.20118
2021-08-01,6.65462,0.868203,1.54912,4.2373
2021-09-01,6.64121,0.867485,1.54357,4.23016
2021-10-01,6.61561,0.864381,1.54135,4.20988
2021-11-01,6.61825,0.867284,1.53824,4.21274
2021-12-01,6.62024,0.864814,1.53668,4.21874
2022-01-01,6.61439,0.863659,1.52663,4.2241
2022-02-01,6.60741,0.861914,1.5202,4.2253
2022-03-01,6.60472,0.859425,1.51441,4.23088
2022-04-01,6.61192,0.85866,1.51838,4.23488
2022-05-01,6.62508,0.856994,1.52714,4.24095
2022-06-01,6.62642,0.853816,1.52837,4.24424
2022-07-01,6.67105,0.855938,1.53632,4.27879
2022-08-01,6.66591,0.854979,1.53723,4.2737
2022-09-01,6.65811,0.855518,1.53754,4.26505
2022-10-01,6.65214,0.856397,1.53376,4.26199
2022-11-01,6.67325,0.857899,1.53957,4.27578
2022-12-01,6.6648,0.856456,1.52964,4.2787
2023-01-01,6.69625,0.85773,1.54838,4.29014
2023-02-01,6.70824,0.85929,1.55309,4.29586
2023-03-01,6.71646,0.860528,1.55627,4.29966
2023-04-01,6.73056,0.863243,1.56121,4.30611
2023-05-01,6.7498,0.865931,1.56788,4.31599
2023-06-01,6.76571,0.868275,1.5718,4.32564
2023-07-01,6.7736,0.869057,1.57142,4.33312
2023-08-01,6.78841,0.873036,1.57656,4.33881
2023-09-01,6.79462,0.873754,1.58022,4.34064
2023-10-01,6.80224,0.874502,1.586,4.34174
2023-11-01,6.80944,0.874976,1.5853,4.34916
2023-12-01,6.82056,0.875498,1.58677,4.35829
2024-01-01,6.83025,0.876952,1.59038,4.36292
2024-02-01,6.84632,0.878981,1.59426,4.37308
2024-03-01,6.86614,0.880962,1.5954,4.38978
2024-04-01,6.86106,0.881156,1.59651,4.3834
2024-05-01,6.86524,0.883094,1.59492,4.38722
2024-06-01,6.86223,0.883543,1.59449,4.3842
2024-07-01,6.87558,0.883541,1.59931,4.39273
2024-08-01,6.88258,0.884257,1.60582,4.3925
2024-09-01,6.88284,0.884093,1.60822,4.39053
2024-10-01,6.89032,0.883954,1.61124,4.39512
2024-11-01,6.89245,0.882376,1.61344,4.39663
2024-12-01,6.89699,0.882019,1.6166,4.39837
2025-01-01,6.90279,0.882005,1.61896,4.40182
2025-02-01,6.90115,0.877912,1.61844,4.40479
2025-03-01,6.89876,0.874974,1.6173,4.40649
2025-04-01,6.89865,0.871113,1.61636,4.41118
2025-05-01,6.89354,0.863703,1.61359,4.41624
2025-06-01,6.8976,0.860957,1.61312,4.42352
2025-07-01,6.89467,0.857996,1.609,4.42767
2025-08-01,6.878,0.852188,1.60355,4.42226
2025-09-01,6.87835,0.851357,1.60601,4.42098
2025-10-01,6.83187,0.80265,1.60442,4.4248
2025-11-01,6.82136,0.798098,1.60058,4.42269
2025-12-01,6.81733,0.794756,1.59886,4.42371
2026-01-01,6.81059,0.78385,1.59952,4.42722
2026-02-01,6.80744,0.784924,1.59758,4.42494
2026-03-01,6.81003,0.782775,1.5962,4.43106
2026-04-01,6.80956,0.780903,1.59653,4.43212
2026-05-01,6.82343,0.781045,1.59506,4.44732
