date,FRM,Spread
2024-11-21,6.84,2.41
2024-11-27,6.81,2.56
2024-12-05,6.69,2.52
2024-12-12,6.6,2.28
2024-12-19,6.72,2.15
2024-12-26,6.85,2.27
2025-01-02,6.91,2.34
2025-01-09,6.93,2.25
2025-01-16,7.04,2.43
2025-01-23,6.96,2.31
2025-01-30,6.95,2.43
2025-02-06,6.89,2.44
2025-02-13,6.87,2.35
2025-02-20,6.85,2.35
2025-02-27,6.76,2.47
2025-03-06,6.63,2.34
2025-03-13,6.65,2.38
2025-03-20,6.67,2.43
2025-03-27,6.65,2.27
2025-04-03,6.64,2.58
2025-04-10,6.62,2.22
2025-04-17,6.83,2.49
2025-04-24,6.81,2.49
2025-05-01,6.76,2.51
2025-05-08,6.76,2.39
2025-05-15,6.81,2.36
2025-05-22,6.86,2.32
2025-05-29,6.89,2.46
2025-06-05,6.85,2.45
2025-06-12,6.84,2.48
2025-06-18,6.81,2.43
2025-06-26,6.77,2.51
2025-07-03,6.67,2.32
2025-07-10,6.72,2.37
2025-07-17,6.75,2.28
2025-07-24,6.74,2.31
2025-07-31,6.72,2.35
2025-08-07,6.63,2.4
2025-08-14,6.58,2.29
2025-08-21,6.58,2.25
2025-08-28,6.56,2.34
2025-09-04,6.5,2.33
2025-09-11,6.35,2.34
2025-09-18,6.26,2.15
2025-09-25,6.3,2.12
2025-10-02,6.34,2.24
2025-10-09,6.3,2.16
2025-10-16,6.27,2.28
2025-10-23,6.19,2.18
2025-10-30,6.17,2.06
2025-11-06,6.22,2.11
2025-11-13,6.24,2.13
2025-11-20,6.26,2.16
2025-11-26,6.23,2.23
2025-12-04,6.19,2.08
2025-12-11,6.22,2.08
2025-12-18,6.21,2.09
2025-12-24,6.18,2.03
2025-12-31,6.15,1.97
2026-01-08,6.16,1.97
2026-01-15,6.06,1.89
2026-01-22,6.09,1.83
2026-01-29,6.1,1.86
