date,FinAssets,FinLiabs,Net,DiInvAssets,DiInvLiabs,PfInvAssets,PfInvLiabs,OthInvAssets,OthInvLiabs,FinDerivAssets,FinDerivLiabs,ReserveAssets
2012-07-01,22313108.0,27313305.0,-5000197.0,5779627.0,4686373.0,7580663.0,13814026.0,4420934.0,4939793.0,3925606.0,3873113.0,606277.0
2012-10-01,22510646.0,27080174.0,-4569528.0,5969502.0,4662434.0,7931527.0,13978865.0,4417488.0,4876890.0,3619761.0,3561985.0,572368.0
2013-01-01,22673773.0,27767917.0,-5094143.0,6242826.0,5049925.0,8203589.0,14569596.0,4425923.0,4940044.0,3248377.0,3208352.0,553058.0
2013-04-01,21943702.0,27470984.0,-5527281.0,6220248.0,5181164.0,8118282.0,14433052.0,4333898.0,5091052.0,2825067.0,2765715.0,446207.0
2013-07-01,22984040.0,27978365.0,-4994325.0,6761608.0,5396959.0,8720092.0,14893588.0,4257499.0,4974365.0,2761416.0,2713453.0,483426.0
2013-10-01,24069833.0,29513421.0,-5443587.0,7120688.0,5814935.0,9130080.0,15541251.0,4353632.0,5217691.0,3017100.0,2939543.0,448333.0
2014-01-01,24138172.0,29641727.0,-5503555.0,7281944.0,5776339.0,9357199.0,15936280.0,4375235.0,5345826.0,2652910.0,2583282.0,470884.0
2014-04-01,25058628.0,30548680.0,-5490052.0,7590360.0,6022517.0,9984146.0,16421470.0,4309978.0,5473798.0,2696279.0,2630896.0,477865.0
2014-07-01,24670264.0,30877211.0,-6206947.0,7349004.0,6113129.0,9693576.0,16568406.0,4396875.0,5489920.0,2786822.0,2705756.0,443987.0
2014-10-01,24807117.0,31828304.0,-7021188.0,7242129.0,6378893.0,9627215.0,16921786.0,4251213.0,5360849.0,3252308.0,3166776.0,434251.0
2015-01-01,25557267.0,32517930.0,-6960663.0,7450882.0,6641602.0,10032142.0,17135059.0,4246561.0,5420749.0,3409198.0,3320520.0,418485.0
2015-04-01,24687943.0,31562682.0,-6874739.0,7490804.0,6701131.0,10137741.0,17163769.0,4151733.0,5253935.0,2492288.0,2443848.0,415377.0
2015-07-01,23454177.0,30881198.0,-7427021.0,6899499.0,6383806.0,9273681.0,16512952.0,4112570.0,5272395.0,2768075.0,2712045.0,400352.0
2015-10-01,23301747.0,30892217.0,-7590470.0,7057108.0,6729220.0,9439896.0,16645846.0,3977771.0,5128258.0,2443371.0,2388893.0,383601.0
2016-01-01,24028020.0,31914696.0,-7886675.0,7091226.0,6826316.0,9418001.0,16878023.0,4029755.0,5188589.0,3057027.0,3021768.0,432011.0
2016-04-01,24495322.0,32836299.0,-8340977.0,7066510.0,7073356.0,9512540.0,17150511.0,4148987.0,5353433.0,3312870.0,3258999.0,454415.0
2016-07-01,24767661.0,32872184.0,-8104523.0,7443347.0,7376944.0,9952714.0,17511422.0,4128412.0,5249118.0,2786084.0,2734700.0,457105.0
2016-10-01,23902371.0,32160757.0,-8258387.0,7403191.0,7510517.0,9882284.0,17359963.0,3990657.0,5128002.0,2220453.0,2162275.0,405785.0
2017-01-01,24905497.0,32997277.0,-8091781.0,7856674.0,7893281.0,10587995.0,17907328.0,4073288.0,5281692.0,1954447.0,1914976.0,433093.0
2017-04-01,25900193.0,33859632.0,-7959439.0,8151534.0,8100045.0,11197846.0,18444213.0,4183801.0,5421086.0,1931341.0,1894288.0,435670.0
2017-07-01,26916461.0,34660204.0,-7743743.0,8643317.0,8411848.0,11821708.0,19039406.0,4298105.0,5537613.0,1705114.0,1671337.0,448217.0
2017-10-01,27582069.0,35412791.0,-7830723.0,8893940.0,8835252.0,12413733.0,19398286.0,4263877.0,5656082.0,1560816.0,1523171.0,449703.0
2018-01-01,27499863.0,35444253.0,-7944390.0,8583542.0,8768864.0,12505047.0,19391459.0,4427294.0,5821395.0,1522631.0,1462535.0,461349.0
2018-04-01,26931468.0,35846697.0,-8915229.0,8464474.0,8920802.0,12213782.0,19461236.0,4286364.0,6009996.0,1525923.0,1454663.0,440925.0
2018-07-01,27061288.0,36729522.0,-9668234.0,8545109.0,9519052.0,12403918.0,19857455.0,4241964.0,5972408.0,1447261.0,1380607.0,423036.0
2018-10-01,25106757.0,34902578.0,-9795821.0,7417363.0,8393517.0,11322472.0,18844156.0,4468262.0,6257357.0,1449590.0,1407548.0,449070.0
2019-01-01,26676030.0,37025938.0,-10349908.0,8024457.0,9299049.0,12080953.0,19960715.0,4617807.0,6301690.0,1500077.0,1464484.0,452735.0
2019-04-01,27559259.0,38297960.0,-10738701.0,8281724.0,9650968.0,12430218.0,20539339.0,4589517.0,6351254.0,1772165.0,1756399.0,485635.0
2019-07-01,27793567.0,39313952.0,-11520386.0,8177891.0,9769223.0,12323222.0,21078447.0,4709335.0,6418414.0,2078260.0,2047868.0,504858.0
2019-10-01,28845177.0,40511618.0,-11666440.0,8668834.0,10454728.0,13124173.0,21763567.0,4747358.0,6523071.0,1790402.0,1770251.0,514411.0
2020-01-01,26707536.0,39316239.0,-12608703.0,6896949.0,8674131.0,10821177.0,20235331.0,5452930.0,7441818.0,2999008.0,2964959.0,537473.0
2020-04-01,28547474.0,42146921.0,-13599447.0,7885500.0,9993769.0,12182771.0,22388466.0,5143322.0,7036115.0,2750789.0,2728570.0,585092.0
2020-07-01,29286432.0,43747053.0,-14460621.0,8332481.0,10809986.0,12831200.0,23384522.0,4956353.0,7034325.0,2545162.0,2518221.0,621237.0
2020-10-01,32023156.0,46744160.0,-14721004.0,9349445.0,11875581.0,14399252.0,25171907.0,5101197.0,7144022.0,2545955.0,2552650.0,627306.0
2021-01-01,32677134.0,47727220.0,-15050086.0,9815310.0,12484556.0,15025918.0,25801155.0,5106910.0,7315698.0,2158913.0,2125811.0,570083.0
2021-04-01,34132136.0,50230949.0,-16098813.0,10471046.0,13446608.0,15913801.0,27240235.0,5056369.0,7482720.0,2100803.0,2061385.0,590117.0
2021-07-01,34224166.0,50673028.0,-16448862.0,10430735.0,13563214.0,16048447.0,27318754.0,5008664.0,7784941.0,2041185.0,2006118.0,695135.0
2021-10-01,34942937.0,53775458.0,-18832520.0,10847758.0,14865920.0,16313926.0,28971605.0,5085955.0,7977019.0,1982966.0,1960913.0,712332.0
2022-01-01,33943822.0,52277315.0,-18333493.0,10302320.0,14186513.0,15513944.0,27671650.0,5127723.0,8229230.0,2254847.0,2189923.0,744988.0
2022-04-01,30910492.0,47560571.0,-16650078.0,8892843.0,12091768.0,13821086.0,24958375.0,5088276.0,8176186.0,2405663.0,2334242.0,702624.0
2022-07-01,29599743.0,46468289.0,-16868546.0,8201219.0,11551875.0,12901096.0,23938597.0,5014286.0,8269277.0,2826939.0,2708540.0,656202.0
2022-10-01,31275713.0,47437143.0,-16161430.0,9157741.0,12257643.0,13849849.0,24424220.0,5017866.0,8281434.0,2543343.0,2473846.0,706914.0
2023-01-01,32448859.0,49224577.0,-16775718.0,9846014.0,12999594.0,14477319.0,25625372.0,5178889.0,8448884.0,2193123.0,2150727.0,753515.0
2023-04-01,33198045.0,51507281.0,-18309236.0,10069595.0,13964726.0,14707941.0,26813814.0,5204741.0,8273555.0,2482845.0,2455186.0,732923.0
2023-07-01,32513266.0,50803249.0,-18289983.0,9635583.0,13496770.0,14313062.0,26398353.0,5262065.0,8387902.0,2583540.0,2520225.0,719016.0
2023-10-01,34022410.0,54438934.0,-20416524.0,10525061.0,14867527.0,15030322.0,28738866.0,5484333.0,8621937.0,2205246.0,2210605.0,777449.0
2024-01-01,35395691.0,57412700.0,-22017009.0,11212749.0,16135603.0,15586339.0,30363297.0,5611891.0,8764029.0,2173097.0,2149771.0,811616.0
2024-04-01,35581265.0,58787380.0,-23206115.0,11177721.0,16724246.0,15654973.0,30941495.0,5622574.0,8832220.0,2285435.0,2289419.0,840562.0
2024-07-01,37511550.0,62022084.0,-24510534.0,11769643.0,17595542.0,16503120.0,32801546.0,5772823.0,9064158.0,2538697.0,2560838.0,927267.0
2024-10-01,35719353.0,62258823.0,-26539470.0,11128794.0,17810047.0,15770445.0,33146179.0,5594002.0,9018580.0,2316167.0,2284017.0,909945.0
2025-01-01,36888994.0,61541922.0,-24652929.0,11487467.0,16985388.0,16315928.0,33065396.0,5982252.0,9431491.0,2054335.0,2059647.0,1049011.0
2025-04-01,39564041.0,65705940.0,-26141899.0,12531157.0,18613552.0,17609613.0,35321087.0,6165014.0,9615238.0,2154169.0,2156063.0,1104088.0
