date,44000,441,441X,442,443,444,445,4451,446,447,448,44W72,44X72,44Y72,44Z72,451,452,4522,453,454,722
1992-11-01,149131.0,34964.0,31484.0,4193.0,4016.0,10723.0,30347.0,27791.0,7410.0,13196.0,9824.0,117964.0,166124.0,131160.0,152928.0,3400.0,21114.0,15090.0,4240.0,5704.0,16993.0
1992-12-01,150578.0,35563.0,32071.0,4260.0,4112.0,10729.0,30306.0,27760.0,7371.0,13235.0,9991.0,118893.0,167691.0,132128.0,154456.0,3463.0,21645.0,15268.0,4265.0,5638.0,17113.0
1993-01-01,152329.0,36088.0,32603.0,4468.0,4281.0,11217.0,30313.0,27746.0,7437.0,13243.0,10278.0,120169.0,169500.0,133412.0,156257.0,3493.0,21233.0,15296.0,4539.0,5739.0,17171.0
1993-02-01,151742.0,35748.0,32221.0,4339.0,4208.0,11343.0,30549.0,27999.0,7566.0,13413.0,9889.0,119679.0,168840.0,133092.0,155427.0,3400.0,21327.0,15144.0,4149.0,5811.0,17098.0
1993-03-01,150525.0,35239.0,31821.0,4304.0,4265.0,11111.0,30382.0,27891.0,7509.0,13295.0,9601.0,119148.0,167682.0,132443.0,154387.0,3455.0,21225.0,15010.0,4102.0,6037.0,17157.0
1993-04-01,154720.0,37718.0,34154.0,4392.0,4322.0,11366.0,30543.0,28037.0,7595.0,13402.0,10017.0,120982.0,172102.0,134384.0,158700.0,3536.0,21677.0,15399.0,4269.0,5883.0,17382.0
1993-05-01,155537.0,37792.0,34161.0,4473.0,4359.0,11599.0,30545.0,28028.0,7591.0,13345.0,10089.0,121823.0,172960.0,135168.0,159615.0,3536.0,21923.0,15537.0,4204.0,6081.0,17423.0
1993-06-01,155353.0,37925.0,34309.0,4446.0,4441.0,11571.0,30435.0,27910.0,7599.0,13250.0,10071.0,121843.0,173018.0,135093.0,159768.0,3509.0,21822.0,15480.0,4392.0,5892.0,17665.0
1993-07-01,158267.0,39345.0,35641.0,4473.0,4490.0,11656.0,30905.0,28358.0,7672.0,13355.0,10290.0,123122.0,175822.0,136477.0,162467.0,3540.0,22217.0,15714.0,4310.0,6014.0,17555.0
1993-08-01,157425.0,39289.0,35591.0,4480.0,4488.0,11757.0,30371.0,27865.0,7610.0,13180.0,10094.0,122764.0,175233.0,135944.0,162053.0,3544.0,22219.0,15760.0,4353.0,6040.0,17808.0
1993-09-01,158535.0,39375.0,35614.0,4468.0,4579.0,11632.0,30595.0,28124.0,7673.0,13237.0,10263.0,123996.0,176608.0,137233.0,163371.0,3561.0,22415.0,15823.0,4424.0,6313.0,18073.0
1993-10-01,159773.0,39654.0,35937.0,4499.0,4546.0,11801.0,30714.0,28235.0,7686.0,13614.0,10162.0,124320.0,177588.0,137934.0,163974.0,3556.0,22570.0,15989.0,4625.0,6346.0,17815.0
1993-11-01,162004.0,41141.0,37436.0,4528.0,4598.0,12198.0,30752.0,28271.0,7692.0,13589.0,10174.0,125028.0,179758.0,138617.0,166169.0,3650.0,22669.0,15972.0,4413.0,6600.0,17754.0
1993-12-01,163258.0,41939.0,38289.0,4523.0,4638.0,12190.0,30838.0,28365.0,7851.0,13490.0,10208.0,125648.0,181077.0,139138.0,167587.0,3666.0,22883.0,16009.0,4594.0,6438.0,17819.0
1994-01-01,162369.0,41231.0,37370.0,4420.0,4713.0,12185.0,30766.0,28283.0,7806.0,13510.0,10165.0,124874.0,179615.0,138384.0,166105.0,3715.0,22562.0,15993.0,4547.0,6749.0,17246.0
1994-02-01,165075.0,42712.0,38793.0,4608.0,4803.0,12170.0,31016.0,28509.0,7648.0,13713.0,10314.0,126676.0,183101.0,140389.0,169388.0,3807.0,23049.0,16274.0,4540.0,6695.0,18026.0
1994-03-01,168330.0,43781.0,39835.0,4734.0,4901.0,12624.0,31143.0,28616.0,7829.0,13722.0,10502.0,129218.0,186721.0,142940.0,172999.0,3839.0,23601.0,16689.0,4875.0,6779.0,18391.0
1994-04-01,168262.0,43836.0,39866.0,4747.0,4976.0,13070.0,31293.0,28756.0,7764.0,13722.0,10215.0,128865.0,186423.0,142587.0,172701.0,3791.0,23284.0,16340.0,4681.0,6883.0,18161.0
1994-05-01,167412.0,43238.0,39326.0,4804.0,5020.0,12910.0,31125.0,28558.0,7856.0,13590.0,10111.0,128788.0,185616.0,142378.0,172026.0,3862.0,23180.0,16291.0,4938.0,6778.0,18204.0
1994-06-01,169337.0,43525.0,39564.0,4832.0,5147.0,12825.0,31509.0,28956.0,7926.0,13902.0,10324.0,130373.0,187800.0,144275.0,173898.0,3904.0,23626.0,16523.0,4902.0,6915.0,18463.0
1994-07-01,169514.0,43050.0,39042.0,4877.0,5206.0,13017.0,31329.0,28768.0,8005.0,14176.0,10377.0,130836.0,188062.0,145012.0,173886.0,3904.0,23484.0,16483.0,5098.0,6991.0,18548.0
1994-08-01,172332.0,44176.0,40118.0,4992.0,5270.0,13137.0,31545.0,28997.0,8048.0,14497.0,10545.0,132098.0,190771.0,146595.0,176274.0,4011.0,23816.0,16630.0,5172.0,7123.0,18439.0
1994-09-01,174018.0,45325.0,41311.0,5002.0,5343.0,13245.0,31850.0,29251.0,8086.0,14533.0,10403.0,132727.0,192585.0,147260.0,178052.0,4043.0,23950.0,16693.0,5224.0,7014.0,18567.0
1994-10-01,175309.0,45686.0,41623.0,5082.0,5505.0,13441.0,31606.0,29022.0,8134.0,14565.0,10701.0,133663.0,193914.0,148228.0,179349.0,4080.0,24216.0,16829.0,5173.0,7120.0,18605.0
1994-11-01,175761.0,46294.0,42207.0,5020.0,5601.0,13300.0,31624.0,29051.0,8103.0,14676.0,10641.0,133455.0,194425.0,148131.0,179749.0,3968.0,24265.0,16849.0,5233.0,7036.0,18664.0
1994-12-01,176168.0,45770.0,41665.0,5076.0,5697.0,13530.0,31789.0,29198.0,8173.0,14757.0,10662.0,134412.0,194939.0,149169.0,180182.0,4001.0,24443.0,16886.0,5175.0,7095.0,18771.0
1995-01-01,177136.0,45993.0,41875.0,5103.0,5714.0,13636.0,31844.0,29288.0,8211.0,14729.0,10601.0,135186.0,195908.0,149915.0,181179.0,4334.0,24702.0,17082.0,5180.0,7089.0,18772.0
1995-02-01,174560.0,44817.0,40776.0,4919.0,5680.0,13555.0,31725.0,29196.0,8217.0,14792.0,10320.0,133459.0,193068.0,148251.0,178276.0,4004.0,24082.0,16750.0,5277.0,7172.0,18508.0
1995-03-01,176376.0,45823.0,41742.0,4957.0,5679.0,13469.0,31850.0,29302.0,8206.0,14814.0,10558.0,134542.0,195179.0,149356.0,180365.0,3988.0,24621.0,16985.0,5315.0,7096.0,18803.0
1995-04-01,176353.0,45632.0,41472.0,5015.0,5664.0,13356.0,31642.0,29096.0,8374.0,14840.0,10476.0,134838.0,195310.0,149678.0,180470.0,4080.0,24629.0,16962.0,5404.0,7241.0,18957.0
1995-05-01,179020.0,47129.0,42956.0,5057.0,5800.0,13281.0,31873.0,29358.0,8321.0,15064.0,10646.0,135867.0,198060.0,150931.0,182996.0,4152.0,24770.0,16987.0,5493.0,7434.0,19040.0
1995-06-01,181382.0,48706.0,44486.0,5053.0,5826.0,13407.0,32052.0,29523.0,8390.0,15240.0,10654.0,136437.0,200383.0,151677.0,185143.0,4152.0,25105.0,17270.0,5422.0,7375.0,19001.0
1995-07-01,180019.0,47332.0,43147.0,5157.0,5816.0,13524.0,31828.0,29302.0,8351.0,15100.0,10527.0,136678.0,199110.0,151778.0,184010.0,4195.0,25251.0,17446.0,5507.0,7431.0,19091.0
1995-08-01,181787.0,48852.0,44550.0,5134.0,6004.0,13510.0,31930.0,29376.0,8383.0,15023.0,10483.0,137203.0,201078.0,152226.0,186055.0,4129.0,25126.0,17230.0,5614.0,7599.0,19291.0
1995-09-01,182074.0,47693.0,43420.0,5249.0,6011.0,13740.0,32018.0,29391.0,8552.0,15063.0,10902.0,138581.0,201337.0,153644.0,186274.0,4197.0,25356.0,17419.0,5539.0,7754.0,19263.0
1995-10-01,181411.0,48281.0,43988.0,5269.0,6063.0,13825.0,31830.0,29228.0,8483.0,14850.0,10541.0,137466.0,200597.0,152316.0,185747.0,4075.0,25039.0,17174.0,5561.0,7594.0,19186.0
1995-11-01,184327.0,48997.0,44577.0,5319.0,6139.0,13968.0,32087.0,29483.0,8593.0,14839.0,10980.0,139709.0,203545.0,154548.0,188706.0,4316.0,25490.0,17395.0,5587.0,8012.0,19218.0
1995-12-01,184841.0,48505.0,44166.0,5276.0,6159.0,14248.0,32236.0,29589.0,8664.0,15118.0,10839.0,140409.0,204032.0,155527.0,188914.0,4308.0,25433.0,17327.0,5700.0,8355.0,19191.0
1996-01-01,184636.0,49530.0,45156.0,5143.0,6064.0,13944.0,32352.0,29665.0,8456.0,15302.0,10790.0,138961.0,203793.0,154263.0,188491.0,4676.0,24914.0,16868.0,5420.0,8045.0,19157.0
1996-02-01,187576.0,51291.0,46843.0,5176.0,6115.0,13900.0,32338.0,29677.0,8669.0,15313.0,11045.0,140271.0,206875.0,155584.0,191562.0,4357.0,25570.0,17370.0,5529.0,8273.0,19299.0
1996-03-01,188237.0,50513.0,46116.0,5393.0,6241.0,14056.0,32389.0,29716.0,8920.0,15819.0,11035.0,141318.0,207650.0,157137.0,191831.0,4351.0,25489.0,17263.0,5625.0,8406.0,19413.0
1996-04-01,189778.0,50730.0,46274.0,5427.0,6240.0,14330.0,32542.0,29872.0,8798.0,16102.0,11056.0,142462.0,209294.0,158564.0,193192.0,4279.0,25938.0,17602.0,5890.0,8446.0,19516.0
1996-05-01,191544.0,51572.0,47077.0,5402.0,6286.0,14291.0,32567.0,29895.0,8982.0,16383.0,11213.0,143202.0,211157.0,159585.0,194774.0,4146.0,26232.0,17685.0,6095.0,8375.0,19613.0
1996-06-01,189960.0,50083.0,45578.0,5497.0,6227.0,14735.0,32555.0,29850.0,9003.0,16173.0,10980.0,143218.0,209474.0,159391.0,193301.0,4163.0,25985.0,17543.0,6108.0,8451.0,19514.0
1996-07-01,191113.0,51210.0,46683.0,5521.0,6106.0,14739.0,32776.0,30083.0,9023.0,15916.0,10990.0,143701.0,210827.0,159617.0,194911.0,4179.0,26059.0,17509.0,6111.0,8483.0,19714.0
1996-08-01,191139.0,50181.0,45722.0,5469.0,6181.0,14827.0,33105.0,30381.0,9137.0,15953.0,11077.0,144712.0,210846.0,160665.0,194893.0,4362.0,26414.0,17762.0,5985.0,8448.0,19707.0
1996-09-01,193303.0,51865.0,47377.0,5576.0,6279.0,14838.0,32717.0,30064.0,9113.0,15964.0,11238.0,145404.0,213233.0,161368.0,197269.0,4378.0,26585.0,17911.0,6053.0,8697.0,19930.0
1996-10-01,195420.0,52604.0,47965.0,5591.0,6257.0,14878.0,33112.0,30450.0,9251.0,16189.0,11206.0,146733.0,215526.0,162922.0,199337.0,4487.0,26869.0,18035.0,6156.0,8820.0,20106.0
1996-11-01,194860.0,51296.0,46720.0,5584.0,6189.0,15095.0,33283.0,30575.0,9345.0,16514.0,11036.0,147357.0,215167.0,163871.0,198653.0,4471.0,26623.0,17926.0,6175.0,9249.0,20307.0
1996-12-01,195318.0,51613.0,46969.0,5575.0,6134.0,14753.0,32884.0,30247.0,9392.0,16538.0,11081.0,147539.0,215690.0,164077.0,199152.0,4778.0,27046.0,18229.0,6193.0,9331.0,20372.0
1997-01-01,197447.0,53055.0,48379.0,5639.0,5974.0,15044.0,33435.0,30691.0,9347.0,16856.0,11243.0,148213.0,218124.0,165069.0,201268.0,4471.0,27132.0,18103.0,6331.0,8920.0,20677.0
1997-02-01,198891.0,53319.0,48632.0,5669.0,6226.0,15459.0,33312.0,30590.0,9546.0,16850.0,11164.0,149418.0,219587.0,166268.0,202737.0,4471.0,27198.0,18214.0,6566.0,9111.0,20696.0
1997-03-01,200352.0,53189.0,48431.0,5725.0,6240.0,16000.0,33564.0,30801.0,9861.0,16837.0,11380.0,151163.0,221189.0,168000.0,204352.0,4540.0,27249.0,18287.0,6549.0,9218.0,20837.0
1997-04-01,197212.0,52293.0,47571.0,5788.0,6348.0,15434.0,33334.0,30605.0,9432.0,16452.0,10715.0,149180.0,217925.0,165632.0,201473.0,4567.0,27093.0,18083.0,6405.0,9351.0,20713.0
1997-05-01,196937.0,51236.0,46545.0,5813.0,6268.0,15654.0,33510.0,30772.0,9637.0,16305.0,11088.0,150230.0,217771.0,166535.0,201466.0,4641.0,27291.0,18235.0,6185.0,9309.0,20834.0
1997-06-01,199311.0,52860.0,48094.0,5841.0,6305.0,15783.0,33162.0,30355.0,9804.0,16270.0,11310.0,151103.0,220233.0,167373.0,203963.0,4677.0,27457.0,18361.0,6445.0,9397.0,20922.0
1997-07-01,201751.0,54375.0,49555.0,5850.0,6387.0,15799.0,33498.0,30694.0,9827.0,16243.0,11365.0,152367.0,222985.0,168610.0,206742.0,4623.0,27865.0,18505.0,6464.0,9455.0,21234.0
1997-08-01,201892.0,53814.0,48988.0,5958.0,6407.0,15917.0,33654.0,30832.0,9876.0,16572.0,11527.0,152734.0,223120.0,169306.0,206548.0,4408.0,27926.0,18616.0,6507.0,9326.0,21228.0
1997-09-01,202992.0,54366.0,49510.0,5975.0,6392.0,16159.0,33580.0,30750.0,9987.0,16631.0,11507.0,153512.0,224509.0,170143.0,207878.0,4516.0,27714.0,18362.0,6649.0,9516.0,21517.0
1997-10-01,203055.0,53843.0,49047.0,5960.0,6432.0,16096.0,33789.0,30931.0,9947.0,16648.0,11628.0,153809.0,224300.0,170457.0,207652.0,4538.0,28171.0,18630.0,6625.0,9378.0,21245.0
1997-11-01,202778.0,53565.0,48692.0,6069.0,6478.0,15964.0,33641.0,30803.0,10119.0,16493.0,11594.0,153660.0,223718.0,170153.0,207225.0,4646.0,28015.0,18604.0,6664.0,9530.0,20940.0
1997-12-01,203837.0,54746.0,50042.0,6115.0,6509.0,16189.0,33408.0,30568.0,10080.0,16292.0,11789.0,154198.0,225236.0,170490.0,208944.0,4660.0,27872.0,18430.0,6803.0,9374.0,21399.0
1998-01-01,204505.0,54241.0,49415.0,6184.0,6624.0,16263.0,33630.0,30760.0,10302.0,16130.0,11823.0,155583.0,225954.0,171713.0,209824.0,4651.0,28296.0,18468.0,7067.0,9294.0,21449.0
1998-02-01,204207.0,53549.0,48708.0,6142.0,6661.0,16342.0,33435.0,30530.0,10271.0,15924.0,11884.0,156273.0,225746.0,172197.0,209822.0,4777.0,28692.0,18720.0,6965.0,9565.0,21539.0
1998-03-01,205311.0,54881.0,49994.0,6149.0,6625.0,16386.0,33543.0,30677.0,10247.0,15559.0,11739.0,156449.0,226889.0,172008.0,211330.0,4781.0,28679.0,18551.0,7042.0,9680.0,21578.0
1998-04-01,208683.0,56570.0,51725.0,6165.0,6651.0,16601.0,33811.0,30878.0,10480.0,15682.0,12136.0,158157.0,230409.0,173839.0,214727.0,4826.0,29102.0,18716.0,6939.0,9720.0,21726.0
1998-05-01,209165.0,56468.0,51549.0,6157.0,6692.0,16609.0,33849.0,30946.0,10553.0,15940.0,11953.0,158587.0,230995.0,174527.0,215055.0,4814.0,28993.0,18686.0,7053.0,10084.0,21830.0
1998-06-01,211222.0,58386.0,53545.0,6227.0,6752.0,16569.0,33977.0,31113.0,10534.0,15801.0,12069.0,159020.0,233207.0,174821.0,217406.0,4795.0,29063.0,18533.0,7108.0,9941.0,21985.0
1998-07-01,209658.0,55288.0,50420.0,6246.0,6820.0,16662.0,34262.0,31350.0,10706.0,15996.0,12289.0,160267.0,231551.0,176263.0,215555.0,4792.0,29103.0,18522.0,7216.0,10278.0,21893.0
1998-08-01,207737.0,53392.0,48534.0,6239.0,6928.0,16710.0,34246.0,31329.0,10942.0,15733.0,12160.0,160667.0,229792.0,176400.0,214059.0,4774.0,29200.0,18521.0,7297.0,10116.0,22055.0
1998-09-01,210112.0,55920.0,51034.0,6222.0,6811.0,16800.0,34307.0,31384.0,10831.0,15633.0,11847.0,160755.0,232308.0,176388.0,216675.0,4784.0,29477.0,18602.0,7390.0,10090.0,22196.0
1998-10-01,213794.0,57773.0,52835.0,6310.0,6802.0,17062.0,34617.0,31670.0,10987.0,15862.0,12242.0,162539.0,236174.0,178401.0,220312.0,4806.0,29614.0,18663.0,7430.0,10289.0,22380.0
1998-11-01,215194.0,58329.0,53465.0,6452.0,6804.0,17194.0,34440.0,31507.0,11094.0,15916.0,12443.0,163347.0,237592.0,179263.0,221676.0,4787.0,29996.0,18756.0,7414.0,10325.0,22398.0
1998-12-01,217396.0,59503.0,54525.0,6504.0,6809.0,17465.0,34874.0,31913.0,11166.0,16070.0,12375.0,164567.0,240140.0,180637.0,224070.0,4879.0,29948.0,18849.0,7610.0,10193.0,22744.0
1999-01-01,217930.0,58721.0,53749.0,6434.0,6861.0,17539.0,34689.0,31749.0,11322.0,16281.0,12565.0,165267.0,240269.0,181548.0,223988.0,5002.0,30555.0,19091.0,7498.0,10463.0,22339.0
1999-02-01,220769.0,59961.0,54936.0,6565.0,6876.0,17812.0,35071.0,32120.0,11347.0,16218.0,12613.0,167167.0,243346.0,183385.0,227128.0,4997.0,31024.0,19361.0,7638.0,10647.0,22577.0
1999-03-01,222199.0,60662.0,55703.0,6633.0,6973.0,17610.0,35047.0,32107.0,11451.0,16418.0,12757.0,167607.0,244687.0,184025.0,228269.0,4992.0,31289.0,19339.0,7582.0,10785.0,22488.0
1999-04-01,223837.0,61182.0,56118.0,6585.0,7026.0,17698.0,35435.0,32391.0,11449.0,17053.0,12765.0,168393.0,246628.0,185446.0,229575.0,5002.0,31015.0,19180.0,7611.0,11016.0,22791.0
1999-05-01,225577.0,61851.0,56818.0,6687.0,7108.0,17773.0,35426.0,32434.0,11624.0,17024.0,13016.0,169492.0,248367.0,186516.0,231343.0,5029.0,31183.0,19158.0,7583.0,11273.0,22790.0
1999-06-01,226474.0,62453.0,57399.0,6778.0,7132.0,17815.0,35176.0,32230.0,11695.0,16895.0,12960.0,169981.0,249329.0,186876.0,232434.0,5067.0,31632.0,19322.0,7536.0,11335.0,22855.0
1999-07-01,228424.0,63007.0,57949.0,6750.0,7252.0,18029.0,35666.0,32705.0,11740.0,17639.0,12945.0,170617.0,251263.0,188256.0,233624.0,5028.0,31511.0,19253.0,7413.0,11444.0,22839.0
1999-08-01,230902.0,64529.0,59496.0,6947.0,7139.0,18217.0,35315.0,32375.0,11705.0,18006.0,13029.0,171309.0,253844.0,189315.0,235838.0,5031.0,31723.0,19166.0,7578.0,11683.0,22942.0
1999-09-01,231912.0,63804.0,58587.0,7065.0,7257.0,17905.0,35918.0,32911.0,11840.0,18227.0,13128.0,172998.0,255029.0,191225.0,236802.0,5099.0,32260.0,19463.0,7614.0,11795.0,23117.0
1999-10-01,231254.0,62510.0,57339.0,7132.0,7295.0,18467.0,35577.0,32560.0,12037.0,18537.0,13054.0,173769.0,254816.0,192306.0,236279.0,5160.0,31979.0,19235.0,7655.0,11851.0,23562.0
1999-11-01,234425.0,64791.0,59518.0,7074.0,7102.0,18870.0,35655.0,32629.0,12094.0,18861.0,13061.0,174481.0,258133.0,193342.0,239272.0,5172.0,31827.0,18868.0,8053.0,11865.0,23708.0
1999-12-01,239589.0,64711.0,59492.0,7079.0,7347.0,18947.0,37044.0,33913.0,12624.0,19818.0,13303.0,178782.0,263311.0,198600.0,243493.0,5198.0,32854.0,19174.0,8349.0,12315.0,23722.0
2000-01-01,237541.0,65942.0,60724.0,7292.0,7462.0,19412.0,34913.0,31836.0,12246.0,19251.0,12986.0,176352.0,261545.0,195603.0,242294.0,5156.0,32160.0,19359.0,8127.0,12594.0,24004.0
2000-02-01,241541.0,67906.0,62723.0,7341.0,7506.0,19078.0,35305.0,32191.0,12194.0,20060.0,13152.0,177720.0,265686.0,197780.0,245626.0,5231.0,32459.0,19140.0,8172.0,13137.0,24145.0
2000-03-01,244533.0,67329.0,62055.0,7376.0,7501.0,19905.0,36003.0,32834.0,12403.0,20808.0,13477.0,180882.0,269019.0,201690.0,248211.0,5338.0,33198.0,19273.0,8169.0,13026.0,24486.0
2000-04-01,239552.0,63981.0,58883.0,7523.0,7712.0,18880.0,36297.0,33122.0,12626.0,19761.0,13428.0,180325.0,264067.0,200086.0,244306.0,5393.0,32701.0,19266.0,8076.0,13174.0,24515.0
2000-05-01,241546.0,65410.0,60245.0,7469.0,7468.0,18855.0,36068.0,32873.0,12655.0,20000.0,13644.0,180582.0,265992.0,200582.0,245992.0,5453.0,33293.0,19421.0,7826.0,13405.0,24446.0
2000-06-01,243226.0,65742.0,60579.0,7368.0,7234.0,18696.0,36679.0,33427.0,12711.0,20832.0,13557.0,181176.0,267750.0,202008.0,246918.0,5412.0,33436.0,19276.0,7826.0,13733.0,24524.0
2000-07-01,240979.0,63451.0,58394.0,7544.0,7306.0,18844.0,36353.0,33099.0,12845.0,20796.0,13379.0,181436.0,265683.0,202232.0,244887.0,5506.0,33504.0,19156.0,7795.0,13656.0,24704.0
2000-08-01,242318.0,64451.0,59301.0,7470.0,7338.0,18770.0,36537.0,33275.0,12874.0,20410.0,13690.0,182024.0,266885.0,202434.0,246475.0,5376.0,33737.0,19168.0,7752.0,13913.0,24567.0
2000-09-01,245520.0,64735.0,59433.0,7464.0,7423.0,18776.0,36785.0,33487.0,13149.0,21239.0,14120.0,184549.0,270523.0,205788.0,249284.0,5502.0,33974.0,19282.0,7959.0,14394.0,25003.0
2000-10-01,245399.0,65020.0,59983.0,7552.0,7311.0,18848.0,36727.0,33426.0,13116.0,21282.0,13807.0,184037.0,270339.0,205319.0,249057.0,5347.0,34172.0,19271.0,7948.0,14269.0,24940.0
2000-11-01,243846.0,62945.0,57917.0,7353.0,7189.0,18554.0,37028.0,33700.0,13194.0,21774.0,13947.0,184131.0,268850.0,205905.0,247076.0,5306.0,34405.0,19466.0,7807.0,14344.0,25004.0
2000-12-01,243844.0,61456.0,56294.0,7015.0,7213.0,19176.0,37391.0,34156.0,13414.0,21785.0,13750.0,185097.0,268338.0,206882.0,246553.0,5315.0,34396.0,19600.0,7684.0,15249.0,24494.0
2001-01-01,247339.0,65034.0,60208.0,7578.0,7214.0,19089.0,37215.0,33834.0,13235.0,21799.0,13772.0,186048.0,272881.0,207847.0,251082.0,5286.0,35330.0,19797.0,7613.0,14174.0,25542.0
2001-02-01,247289.0,65022.0,60110.0,7396.0,7180.0,19582.0,37628.0,34267.0,13421.0,21534.0,13840.0,186071.0,272627.0,207605.0,251093.0,5446.0,34529.0,19124.0,7744.0,13967.0,25338.0
2001-03-01,244514.0,64187.0,59266.0,7335.0,7109.0,19289.0,37681.0,34308.0,13496.0,20649.0,13392.0,184984.0,269820.0,205633.0,249171.0,5438.0,33977.0,18481.0,7947.0,14014.0,25306.0
2001-04-01,249113.0,65645.0,60649.0,7348.0,7076.0,20302.0,37595.0,34239.0,13518.0,21553.0,13920.0,187212.0,274410.0,208765.0,252857.0,5383.0,35261.0,19162.0,7599.0,13913.0,25297.0
2001-05-01,250250.0,66514.0,61502.0,7344.0,7002.0,19907.0,37906.0,34533.0,13639.0,22322.0,13524.0,186933.0,275769.0,209255.0,253447.0,5381.0,35229.0,19074.0,7792.0,13690.0,25519.0
2001-06-01,248836.0,65467.0,60470.0,7402.0,7090.0,19839.0,38005.0,34582.0,13727.0,21857.0,13476.0,187150.0,274474.0,209007.0,252617.0,5424.0,35038.0,18927.0,7737.0,13774.0,25638.0
2001-07-01,247336.0,64850.0,59841.0,7476.0,7164.0,19721.0,37742.0,34334.0,13724.0,20543.0,13590.0,187705.0,273098.0,208248.0,252555.0,5421.0,35686.0,19173.0,7739.0,13680.0,25762.0
2001-08-01,249590.0,65340.0,60297.0,7409.0,7187.0,19765.0,38209.0,34788.0,13831.0,20812.0,13913.0,189507.0,275659.0,210319.0,254847.0,5540.0,35949.0,19157.0,7726.0,13909.0,26069.0
2001-09-01,243130.0,61603.0,56691.0,7213.0,7021.0,19394.0,38154.0,34768.0,13802.0,21164.0,12992.0,185885.0,268652.0,207049.0,247488.0,5415.0,35782.0,18922.0,7434.0,13156.0,25522.0
2001-10-01,262862.0,79627.0,74681.0,7362.0,7183.0,19957.0,38291.0,34923.0,14105.0,19914.0,13593.0,189091.0,288632.0,209005.0,268718.0,5503.0,36183.0,18964.0,7500.0,13644.0,25770.0
2001-11-01,254084.0,70538.0,65611.0,7469.0,7414.0,19959.0,38442.0,35003.0,14105.0,19211.0,13636.0,190284.0,280033.0,209495.0,260822.0,5670.0,36604.0,19112.0,7556.0,13480.0,25949.0
2001-12-01,249879.0,66255.0,61291.0,7700.0,7672.0,19881.0,38416.0,34912.0,14184.0,18719.0,13795.0,191328.0,276302.0,210047.0,257583.0,5514.0,36730.0,18934.0,7470.0,13543.0,26423.0
2002-01-01,250603.0,66543.0,61488.0,7644.0,7420.0,20090.0,38205.0,34793.0,14339.0,18974.0,13795.0,191618.0,277135.0,210592.0,258161.0,5557.0,36718.0,18991.0,7535.0,13783.0,26532.0
2002-02-01,252279.0,66936.0,61881.0,7709.0,7484.0,20387.0,38282.0,34809.0,14550.0,18979.0,14003.0,192954.0,278869.0,211933.0,259890.0,5476.0,37008.0,18935.0,7626.0,13839.0,26590.0
2002-03-01,251542.0,65157.0,60155.0,7713.0,7544.0,20396.0,38237.0,34784.0,14646.0,19795.0,14109.0,193127.0,278079.0,212922.0,258284.0,5471.0,36939.0,18861.0,7506.0,14029.0,26537.0
