date,Gross domestic product,Private industries,"Agriculture, forestry, fishing, and hunting",Farms,"Forestry, fishing, and related activities",Mining,Oil and gas extraction,"Mining, except oil and gas",Support activities for mining,Utilities,Construction,Manufacturing,Durable goods,Wood products,Nonmetallic mineral products,Primary metals,Fabricated metal products,Machinery,Computer and electronic products,"Electrical equipment, appliances, and components","Motor vehicles, bodies and trailers, and parts",Other transportation equipment,Furniture and related products,Miscellaneous manufacturing,Nondurable goods,Food and beverage and tobacco products,Textile mills and textile product mills,Apparel and leather and allied products,Paper products,Printing and related support activities,Petroleum and coal products,Chemical products,Plastics and rubber products,Wholesale trade,Retail trade,Motor vehicle and parts dealers,Food and beverage stores,General merchandise stores,Other retail,Transportation and warehousing,Air transportation,Rail transportation,Water transportation,Truck transportation,Transit and ground passenger transportation,Pipeline transportation,Other transportation and support activities,Warehousing and storage,Information,"Publishing industries, except internet (includes software)",Motion picture and sound recording industries,Broadcasting and telecommunications,"Data processing, internet publishing, and other information services","Finance, insurance, real estate, rental, and leasing",Finance and insurance,"Federal Reserve banks, credit intermediation, and related activities","Securities, commodity contracts, and investments",Insurance carriers and related activities,"Funds, trusts, and other financial vehicles",Real estate and rental and leasing,Real estate,Housing,Other real estate,Rental and leasing services and lessors of intangible assets,Professional and business services,"Professional, scientific, and technical services",Legal services,Computer systems design and related services,"Miscellaneous professional, scientific, and technical services",Management of companies and enterprises,Administrative and waste management services,Administrative and support services,Waste management and remediation services,"Educational services, health care, and social assistance",Educational services,Health care and social assistance,Ambulatory health care services,Hospitals,Nursing and residential care facilities,Social assistance,"Arts, entertainment, recreation, accommodation, and food services","Arts, entertainment, and recreation","Performing arts, spectator sports, museums, and related activities","Amusements, gambling, and recreation industries",Accommodation and food services,Accommodation,Food services and drinking places,"Other services, except government",Government,Federal,General government,National defense,Nondefense,Government enterprises,State and local,Private goods-producing industries [1],Private services-producing industries [2],Information-communications-technology-producing industries3,TTU,FIRE,Oth_Serv,Goods,GoodsTTU
2010-04-01,14926.1,12815.3,141.6,112.7,28.9,296.6,182.2,68.4,46.1,274.4,527.7,1783.2,955.5,23.8,38.8,50.3,119.7,125.8,237.8,51.4,84.8,118.2,21.9,83.1,827.7,224.8,15.7,10.3,56.6,39.6,117.9,300.9,61.8,881.7,855.7,140.9,131.5,135.1,448.3,429.1,84.1,33.2,14.6,112.8,30.7,19.2,89.4,45.1,744.1,187.1,90.7,368.7,97.6,2947.9,1012.5,403.5,221.6,370.7,16.8,1935.3,1775.0,1449.5,325.5,160.3,1748.2,1051.8,201.7,198.5,651.6,261.6,434.7,386.7,48.0,1304.7,198.1,1106.6,527.4,369.1,120.4,89.8,553.6,151.4,86.8,64.7,402.1,111.5,290.6,326.9,2110.8,699.9,641.9,392.2,249.6,58.0,1410.9,2749.2,10066.1,,2440.9,3692.0,3933.2000000000007,2749.2,5190.1
2010-07-01,15079.9,12966.1,149.5,120.5,29.0,300.2,179.5,70.6,50.1,281.8,527.7,1814.1,988.3,23.5,38.8,53.0,122.1,130.3,241.0,50.7,99.5,124.0,22.0,83.4,825.8,219.7,15.8,10.6,55.9,39.7,119.5,303.3,61.5,905.9,853.9,142.8,131.6,133.7,445.9,441.8,86.2,34.2,15.4,115.3,31.8,20.7,92.7,45.5,766.9,192.7,92.5,377.6,104.0,2927.2,984.6,420.9,172.8,374.1,16.8,1942.5,1781.1,1450.8,330.2,161.5,1784.8,1076.0,205.8,206.2,664.0,266.8,442.0,393.5,48.5,1321.1,200.5,1120.6,535.2,373.5,121.7,90.2,560.4,153.1,87.9,65.2,407.4,114.3,293.1,330.8,2113.8,699.7,642.8,394.8,248.0,56.9,1414.1,2791.5,10174.6,,2483.4,3694.1,3997.100000000001,2791.5,5274.9
2010-10-01,15240.8,13120.4,158.3,129.1,29.1,319.3,192.1,74.6,52.6,284.2,525.7,1836.6,1002.5,23.7,37.9,55.0,122.7,134.2,247.3,50.8,102.9,123.7,21.8,82.4,834.2,215.0,15.4,10.5,54.8,39.6,132.7,304.6,61.6,905.5,858.0,144.8,131.4,130.0,451.8,446.7,87.2,34.5,14.5,116.3,32.7,22.3,93.6,45.6,767.9,191.1,91.9,375.3,109.6,2973.4,1002.1,459.2,150.4,376.3,16.2,1971.4,1810.0,1460.4,349.7,161.3,1815.8,1092.5,208.5,210.8,673.2,275.4,447.8,399.6,48.3,1330.4,201.9,1128.5,542.8,374.0,121.9,89.8,567.1,156.3,90.4,65.9,410.8,115.6,295.2,331.6,2120.4,703.0,647.7,398.8,248.9,55.3,1417.5,2839.9,10280.5,,2494.4,3741.3,4044.8,2839.9,5334.3
2011-01-01,15285.8,13156.5,183.5,154.9,28.6,334.3,203.7,75.6,55.0,275.0,510.9,1835.7,1002.7,23.3,37.6,58.0,124.6,139.6,237.5,49.1,105.4,124.9,21.8,81.0,833.0,208.7,15.1,10.3,54.0,39.3,144.5,299.6,61.5,911.7,861.8,145.8,129.3,134.8,451.9,446.2,86.0,34.6,14.5,118.6,33.0,21.4,93.1,45.0,758.1,192.8,84.3,368.8,112.1,2976.7,1013.8,443.3,173.3,383.1,14.1,1962.9,1804.2,1479.6,324.6,158.7,1827.9,1101.3,210.3,215.7,675.3,278.1,448.5,405.9,42.6,1335.3,204.0,1131.3,545.0,376.8,122.0,87.6,569.4,155.5,89.4,66.2,413.9,118.2,295.7,329.8,2129.3,708.8,655.2,403.4,251.8,53.7,1420.5,2864.5,10292.0,,2494.7,3734.7999999999997,4062.5000000000005,2864.5,5359.2
2011-04-01,15496.2,13355.7,175.4,147.2,28.2,361.6,224.1,77.8,59.7,289.0,522.2,1864.3,1003.8,23.3,38.2,61.4,126.0,142.2,237.3,48.0,99.9,125.4,22.0,80.1,860.5,207.6,15.0,10.1,53.6,38.9,164.0,308.8,62.6,932.6,866.3,146.8,130.5,133.1,455.9,450.9,85.2,36.2,14.0,120.8,33.9,21.6,94.0,45.1,765.5,194.0,85.8,369.9,115.7,3012.8,1003.1,445.2,162.4,382.5,13.2,2009.6,1848.4,1494.9,353.5,161.2,1853.7,1122.6,215.8,225.0,681.9,278.5,452.5,410.2,42.3,1350.7,205.5,1145.2,552.3,381.8,122.9,88.2,578.8,158.2,91.7,66.5,420.6,121.1,299.5,332.0,2140.5,712.1,659.2,406.2,253.0,52.9,1428.4,2923.4,10432.2,,2538.8,3778.3,4115.100000000001,2923.4,5462.2
2011-07-01,15591.9,13449.4,183.1,154.3,28.9,357.7,216.8,76.9,64.1,289.5,529.1,1869.4,1011.1,23.7,38.9,63.3,127.5,145.0,235.8,47.9,100.4,126.9,22.1,79.8,858.2,205.8,15.0,10.0,53.4,38.5,169.6,303.3,62.8,933.8,873.2,148.8,129.9,135.0,459.5,449.4,82.1,36.8,13.8,122.3,34.1,21.4,93.6,45.3,755.8,194.7,85.1,361.2,114.8,3063.1,1034.5,457.7,180.7,383.7,12.4,2028.6,1866.0,1504.8,361.2,162.6,1865.0,1132.0,216.7,227.2,688.0,276.5,456.5,413.8,42.7,1361.2,206.8,1154.4,558.7,382.9,123.9,88.9,585.4,161.0,96.3,64.7,424.4,122.7,301.7,333.8,2142.4,713.6,661.7,408.8,252.9,51.9,1428.8,2939.4,10510.0,,2545.9,3818.8999999999996,4145.200000000001,2939.4,5485.3
2011-10-01,15796.5,13660.5,181.8,152.7,29.1,371.6,227.8,75.2,68.6,296.4,535.5,1900.8,1043.1,24.2,40.6,67.2,130.6,151.2,237.9,47.8,111.2,130.1,22.0,80.3,857.7,214.7,15.2,10.1,53.7,38.2,154.3,306.7,64.8,961.6,886.4,153.7,130.5,133.6,468.7,459.2,85.2,38.2,14.0,125.2,35.3,21.7,94.7,45.0,760.0,196.7,84.0,364.9,114.3,3128.8,1052.7,473.7,178.5,388.0,12.5,2076.1,1908.4,1514.7,393.6,167.8,1880.1,1142.3,219.1,230.1,693.1,278.7,459.1,416.8,42.3,1371.5,207.8,1163.7,563.5,386.7,123.9,89.7,590.0,158.5,93.5,65.0,431.5,125.3,306.2,336.7,2135.9,714.5,662.9,410.1,252.8,51.6,1421.5,2989.7,10670.8,,2603.6,3888.8,4178.399999999999,2989.7,5593.299999999999
2012-01-01,16019.8,13871.1,182.6,152.2,30.5,369.7,230.3,70.4,69.0,272.4,548.3,1915.1,1050.8,24.7,41.2,66.3,135.8,152.9,239.3,49.3,110.7,128.0,22.4,80.2,864.4,214.9,15.6,10.0,52.8,37.9,166.5,300.6,65.9,979.9,901.5,160.1,131.5,135.5,474.4,465.5,86.4,38.0,13.2,127.7,35.8,23.1,94.6,46.6,755.4,196.4,83.2,368.0,107.8,3195.5,1126.1,507.4,194.9,410.3,13.6,2069.4,1901.0,1522.4,378.5,168.5,1933.1,1169.8,219.1,237.2,713.5,291.9,471.4,428.1,43.3,1396.7,212.5,1184.2,571.3,392.0,125.2,95.7,612.0,167.6,99.3,68.4,444.4,126.3,318.1,343.3,2148.7,715.1,663.5,408.4,255.1,51.6,1433.6,3015.8,10855.3,,2619.3,3950.9,4285.1,3015.8,5635.1
2012-04-01,16152.3,14001.2,178.6,147.9,30.7,353.8,216.6,66.8,70.4,281.7,551.7,1930.0,1065.6,25.2,42.2,66.6,137.5,153.5,240.4,52.2,117.2,126.2,22.3,82.1,864.4,218.9,15.9,10.1,53.1,38.5,157.3,303.3,67.3,991.9,904.0,159.7,131.5,131.5,481.4,474.5,87.3,40.3,12.9,128.8,36.5,26.2,95.8,46.8,768.2,207.6,81.9,375.9,102.8,3246.3,1153.8,504.3,232.3,404.5,12.8,2092.5,1919.5,1528.8,390.7,173.0,1954.4,1189.1,217.1,250.3,721.8,293.5,471.7,429.1,42.7,1401.2,214.3,1186.8,569.5,396.7,125.3,95.4,617.8,170.1,100.6,69.4,447.8,128.5,319.3,346.9,2151.0,714.8,663.8,408.0,255.8,50.9,1436.3,3014.2,10987.0,,2652.1,4014.5,4320.4,3014.2,5666.299999999999
2012-07-01,16257.2,14096.1,175.8,145.2,30.6,349.6,217.6,64.1,67.9,283.2,552.0,1937.8,1063.7,26.0,43.1,65.0,138.0,152.5,241.0,52.7,115.4,126.1,22.3,81.7,874.1,227.5,16.0,9.9,52.9,38.3,155.2,306.1,68.2,1003.1,910.6,161.3,132.0,133.7,483.6,474.2,89.0,40.2,12.5,128.1,36.9,25.3,95.0,47.3,760.1,201.8,80.5,376.0,101.8,3300.0,1184.5,523.6,240.8,407.0,13.2,2115.5,1942.8,1534.9,407.9,172.7,1969.1,1191.4,212.7,258.9,719.7,302.8,474.9,432.7,42.2,1408.6,214.5,1194.1,571.1,401.1,125.9,96.0,622.4,172.0,101.8,70.2,450.4,129.0,321.4,349.6,2161.0,714.2,664.2,407.8,256.4,50.0,1446.8,3015.1,11081.0,,2671.1,4060.1,4349.799999999999,3015.1,5686.2
2012-10-01,16358.9,14181.7,181.3,150.5,30.8,362.1,230.5,65.3,66.3,281.3,561.6,1925.3,1066.8,27.1,43.8,64.1,139.2,150.9,241.0,53.9,117.9,125.6,22.6,80.7,858.5,215.6,16.2,10.0,53.2,38.6,152.8,303.5,68.5,1014.5,917.6,162.7,132.3,132.8,489.8,473.6,88.6,39.8,13.9,127.6,36.1,26.3,93.6,47.8,752.1,199.7,84.1,361.5,106.8,3302.0,1186.8,510.3,264.1,400.1,12.3,2115.2,1938.4,1538.2,400.3,176.7,2002.1,1203.8,217.8,262.7,723.3,320.5,477.7,435.0,42.7,1422.9,214.2,1208.8,582.3,402.5,127.3,96.7,633.3,175.3,103.7,71.6,458.0,130.7,327.3,352.0,2177.2,711.5,663.2,406.2,257.0,48.3,1465.7,3030.3,11151.4,,2687,4054.1,4410.299999999999,3030.3,5717.3
