date,DPCERC,DGDSRC,DDURRC,DMOTRC,DFDHRC,DREQRC,DODGRC,DNDGRC,DFXARC,DCLORC,DGOERC,DONGRC,DSERRC,DHCERC,DHUTRC,DHLCRC,DTRSRC,DRCARC,DFSARC,DIFSRC,DOTSRC,DNPIRC,DNPERC,DNPSRC,DPCCRC,LA001176,DNRGRC,LA001260,DHSGRC,DPCMRC,DPCXRC
1989-01-01,3483745.0,1398761.0,496183.0,211086.0,122580.0,102128.0,60390.0,902578.0,356902.0,191133.0,99665.0,254878.0,2084984.0,2018811.0,628037.0,435038.0,120060.0,108050.0,238763.0,216452.0,272411.0,66173.0,291341.0,225168.0,2938891.0,2423319.0,187952.0,1481124.0,515572.0,3148846.0,2604694.0
1989-02-01,3488011.0,1381753.0,481276.0,202851.0,119017.0,100120.0,59288.0,900478.0,357786.0,183352.0,104743.0,254596.0,2106258.0,2041149.0,648863.0,436822.0,121179.0,107430.0,235630.0,218371.0,272854.0,65109.0,290583.0,225474.0,2918744.0,2401019.0,211481.0,1481795.0,517725.0,3154036.0,2585462.0
1989-03-01,3498760.0,1386415.0,481895.0,204353.0,118722.0,100060.0,58760.0,904520.0,358628.0,184120.0,106099.0,255674.0,2112345.0,2046611.0,642352.0,439473.0,122084.0,107852.0,238096.0,219469.0,277285.0,65734.0,292569.0,226836.0,2936736.0,2416309.0,203396.0,1494621.0,520427.0,3164221.0,2602883.0
1989-04-01,3542964.0,1420999.0,500427.0,216902.0,120977.0,102260.0,60288.0,920572.0,359130.0,189743.0,114333.0,257366.0,2121964.0,2054379.0,644916.0,443017.0,121512.0,108327.0,238271.0,221802.0,276535.0,67585.0,296883.0,229298.0,2972380.0,2449386.0,211454.0,1501850.0,522994.0,3203403.0,2633502.0
1989-05-01,3551782.0,1417817.0,487630.0,201947.0,121141.0,103561.0,60981.0,930187.0,363305.0,188978.0,117596.0,260308.0,2133965.0,2066842.0,647772.0,444250.0,122158.0,109770.0,240070.0,222535.0,280287.0,67123.0,297038.0,229915.0,2974392.0,2448115.0,214085.0,1511198.0,526277.0,3213521.0,2636809.0
1989-06-01,3566555.0,1424462.0,491975.0,204180.0,121703.0,105103.0,60989.0,932487.0,363551.0,190025.0,116725.0,262186.0,2142093.0,2074411.0,647479.0,447179.0,121782.0,111104.0,241045.0,224175.0,281646.0,67681.0,299227.0,231546.0,2992645.0,2463966.0,210359.0,1519780.0,528679.0,3226613.0,2653376.0
1989-07-01,3585694.0,1429987.0,497396.0,211727.0,121276.0,103191.0,61202.0,932591.0,365517.0,189936.0,112703.0,264435.0,2155707.0,2086719.0,652627.0,451570.0,121253.0,111799.0,243175.0,223666.0,282628.0,68988.0,302777.0,233790.0,3011915.0,2480192.0,208262.0,1528424.0,531723.0,3245275.0,2672165.0
1989-08-01,3620641.0,1453728.0,518683.0,228880.0,122214.0,106050.0,61539.0,935045.0,367050.0,191066.0,110993.0,265936.0,2166913.0,2098232.0,658584.0,454046.0,122147.0,111563.0,244112.0,223506.0,284274.0,68681.0,303830.0,235149.0,3044424.0,2509552.0,209168.0,1533866.0,534872.0,3280146.0,2704593.0
1989-09-01,3621864.0,1442062.0,500834.0,209892.0,121884.0,106448.0,62610.0,941227.0,370915.0,193445.0,108323.0,268545.0,2179802.0,2110410.0,662311.0,457864.0,122580.0,112720.0,247120.0,223043.0,284772.0,69392.0,306117.0,236725.0,3043880.0,2506071.0,207068.0,1543247.0,537809.0,3280506.0,2703182.0
1989-10-01,3633599.0,1436891.0,493929.0,205256.0,121632.0,105073.0,61968.0,942962.0,370266.0,193396.0,110703.0,268597.0,2196708.0,2126431.0,666857.0,464380.0,123146.0,112851.0,247989.0,224688.0,286521.0,70277.0,309874.0,239597.0,3053595.0,2511668.0,209738.0,1555747.0,541926.0,3291609.0,2712258.0
1989-11-01,3643294.0,1438704.0,490096.0,196751.0,123377.0,106565.0,63404.0,948608.0,373509.0,194541.0,108594.0,271964.0,2204590.0,2134863.0,672618.0,468418.0,122967.0,112529.0,248608.0,224104.0,285620.0,69727.0,311231.0,241504.0,3060090.0,2514676.0,209696.0,1558075.0,545414.0,3302168.0,2719614.0
1989-12-01,3684184.0,1454074.0,491631.0,199429.0,122139.0,106307.0,63756.0,962443.0,378098.0,195026.0,114786.0,274532.0,2230110.0,2160135.0,689600.0,472443.0,121300.0,113990.0,248280.0,226016.0,288506.0,69975.0,313388.0,243413.0,3077029.0,2528001.0,229057.0,1566812.0,549028.0,3340663.0,2734159.0
1990-01-01,3730696.0,1501718.0,536412.0,240164.0,124736.0,107039.0,64472.0,965306.0,378323.0,195005.0,114499.0,277480.0,2228979.0,2158745.0,667111.0,479374.0,123296.0,115466.0,254133.0,227112.0,292252.0,70234.0,317123.0,246889.0,3149367.0,2597192.0,203007.0,1588296.0,552175.0,3382961.0,2802323.0
1990-02-01,3728233.0,1481661.0,505922.0,207778.0,124699.0,106880.0,66565.0,975739.0,382686.0,194658.0,118976.0,279419.0,2246572.0,2175151.0,675887.0,482234.0,124734.0,117019.0,257156.0,227490.0,290630.0,71421.0,319146.0,247725.0,3130960.0,2577262.0,214587.0,1597262.0,553698.0,3379719.0,2783125.0
1990-03-01,3754915.0,1485322.0,503848.0,207267.0,124257.0,106191.0,66132.0,981473.0,387970.0,197347.0,115773.0,280384.0,2269594.0,2196974.0,682673.0,487647.0,125936.0,119161.0,259712.0,227245.0,294600.0,72620.0,323087.0,250467.0,3154612.0,2595266.0,212333.0,1613687.0,559346.0,3405490.0,2805854.0
1990-04-01,3769991.0,1482177.0,505671.0,211177.0,121927.0,107114.0,65454.0,976505.0,387660.0,193804.0,114618.0,280425.0,2287815.0,2214105.0,688670.0,493001.0,126429.0,120225.0,260915.0,228140.0,296724.0,73710.0,326203.0,252493.0,3168288.0,2605951.0,214044.0,1626052.0,562337.0,3418655.0,2817609.0
1990-05-01,3775774.0,1472724.0,495280.0,202821.0,121509.0,105879.0,65072.0,977443.0,388585.0,195477.0,112696.0,280686.0,2303050.0,2228455.0,691675.0,499400.0,127167.0,120550.0,261198.0,229194.0,299270.0,74595.0,329761.0,255165.0,3174681.0,2609822.0,212508.0,1638380.0,564859.0,3423000.0,2822556.0
1990-06-01,3804496.0,1482881.0,494270.0,204654.0,120297.0,104253.0,65066.0,988611.0,393762.0,197766.0,114086.0,282997.0,2321616.0,2245876.0,696896.0,505729.0,126619.0,121880.0,264077.0,230055.0,300619.0,75740.0,334368.0,258628.0,3197328.0,2626875.0,213407.0,1651842.0,570453.0,3448541.0,2842012.0
1990-07-01,3821712.0,1487404.0,496322.0,204198.0,120067.0,105637.0,66419.0,991082.0,392527.0,197596.0,115941.0,285018.0,2334307.0,2257279.0,699237.0,511756.0,126198.0,122478.0,266488.0,230280.0,300842.0,77028.0,338612.0,261583.0,3215444.0,2641219.0,213741.0,1662282.0,574225.0,3465074.0,2859438.0
1990-08-01,3848288.0,1493482.0,489313.0,200129.0,119398.0,104243.0,65543.0,1004169.0,394865.0,195124.0,128398.0,285782.0,2354806.0,2276680.0,707160.0,515759.0,126991.0,123869.0,266904.0,232693.0,303303.0,78127.0,341153.0,263026.0,3223902.0,2645160.0,229521.0,1674942.0,578742.0,3489095.0,2865333.0
1990-09-01,3870100.0,1509143.0,495076.0,204472.0,119965.0,105790.0,64849.0,1014067.0,399873.0,195064.0,132021.0,287109.0,2360957.0,2281739.0,712681.0,518201.0,127397.0,124040.0,266633.0,232486.0,300300.0,79218.0,342993.0,263775.0,3233828.0,2652968.0,236399.0,1675719.0,580861.0,3509018.0,2873365.0
1990-10-01,3870551.0,1502454.0,486124.0,195984.0,119004.0,105717.0,65418.0,1016331.0,394162.0,193804.0,141456.0,286909.0,2368096.0,2288968.0,711983.0,523363.0,128732.0,124520.0,265889.0,233839.0,300642.0,79128.0,345142.0,266013.0,3232842.0,2650500.0,243547.0,1683664.0,582341.0,3510304.0,2873207.0
1990-11-01,3871877.0,1506188.0,482735.0,192817.0,118162.0,105996.0,65760.0,1023452.0,398679.0,193822.0,141921.0,289030.0,2365689.0,2286268.0,708735.0,527351.0,127806.0,125985.0,265746.0,234678.0,295968.0,79422.0,347193.0,267771.0,3233344.0,2650192.0,239854.0,1684605.0,583152.0,3512106.0,2874180.0
1990-12-01,3861300.0,1490465.0,473982.0,189963.0,117263.0,101957.0,64799.0,1016483.0,395018.0,193468.0,140006.0,287990.0,2370835.0,2291756.0,715767.0,530592.0,125159.0,126013.0,263967.0,235872.0,294385.0,79079.0,348460.0,269381.0,3223604.0,2638339.0,242678.0,1682899.0,585265.0,3502131.0,2865038.0
1991-01-01,3840994.0,1465662.0,452701.0,167099.0,116711.0,104232.0,64659.0,1012961.0,398126.0,192682.0,132867.0,289286.0,2375331.0,2296805.0,719860.0,532756.0,123376.0,123204.0,264079.0,238942.0,294588.0,78526.0,348436.0,269910.0,3205905.0,2618053.0,236963.0,1683383.0,587852.0,3479560.0,2845077.0
1991-02-01,3866693.0,1477844.0,466975.0,176429.0,118511.0,106565.0,65470.0,1010869.0,397861.0,196968.0,123722.0,292318.0,2388849.0,2310320.0,715858.0,537525.0,122871.0,125531.0,267713.0,242608.0,298214.0,78529.0,351745.0,273216.0,3247593.0,2657338.0,221239.0,1701077.0,590255.0,3498647.0,2880154.0
1991-03-01,3912999.0,1514016.0,495396.0,201566.0,119965.0,107680.0,66185.0,1018620.0,405704.0,199029.0,117597.0,296290.0,2398983.0,2320250.0,723308.0,538687.0,122411.0,125830.0,267535.0,244084.0,298396.0,78733.0,352444.0,273712.0,3286529.0,2694595.0,220766.0,1703880.0,591934.0,3544244.0,2918384.0
1991-04-01,3907079.0,1491650.0,474416.0,180654.0,120350.0,107247.0,66164.0,1017234.0,402920.0,202047.0,117634.0,294633.0,2415429.0,2336377.0,727204.0,545232.0,122265.0,124937.0,271476.0,246417.0,298847.0,79052.0,356963.0,277911.0,3282329.0,2687702.0,221830.0,1716606.0,594627.0,3539418.0,2915280.0
1991-05-01,3933221.0,1500287.0,473542.0,178067.0,120609.0,108345.0,66521.0,1026746.0,408986.0,200303.0,120703.0,296754.0,2432933.0,2353499.0,739051.0,546584.0,123013.0,125966.0,274040.0,246520.0,298324.0,79435.0,357879.0,278444.0,3289992.0,2693054.0,234243.0,1722456.0,596938.0,3566510.0,2923892.0
1991-06-01,3940495.0,1499103.0,477787.0,185609.0,118677.0,108564.0,64937.0,1021315.0,406983.0,198531.0,120410.0,295390.0,2441393.0,2361420.0,734659.0,552460.0,123024.0,127085.0,276756.0,248621.0,298815.0,79973.0,361601.0,281628.0,3306501.0,2707228.0,227011.0,1735519.0,599274.0,3571178.0,2937796.0
1991-07-01,3965995.0,1510538.0,485355.0,192130.0,119436.0,108927.0,64862.0,1025183.0,406233.0,201894.0,119828.0,297229.0,2455457.0,2375197.0,738900.0,556275.0,123800.0,127735.0,276435.0,251818.0,300234.0,80259.0,363547.0,283288.0,3332079.0,2730056.0,227683.0,1745578.0,602023.0,3594055.0,2960749.0
1991-08-01,3969105.0,1506149.0,479764.0,187295.0,118999.0,108736.0,64734.0,1026385.0,405834.0,203170.0,119195.0,298186.0,2462956.0,2382302.0,737626.0,561852.0,123555.0,127058.0,276206.0,254760.0,301245.0,80654.0,366550.0,285897.0,3339904.0,2735611.0,223367.0,1754491.0,604293.0,3593951.0,2965359.0
1991-09-01,3984708.0,1509497.0,487889.0,195631.0,118402.0,109865.0,63991.0,1021608.0,403140.0,198939.0,120302.0,299227.0,2475211.0,2394285.0,743389.0,565857.0,124271.0,128327.0,274762.0,254894.0,302784.0,80926.0,368805.0,287879.0,3355094.0,2747111.0,226474.0,1761056.0,607983.0,3609128.0,2980121.0
1991-10-01,3976045.0,1492584.0,474135.0,182819.0,118282.0,108963.0,64072.0,1018449.0,401428.0,198100.0,119463.0,299458.0,2483461.0,2402317.0,742395.0,571859.0,125051.0,128810.0,275298.0,255749.0,303155.0,81144.0,372206.0,291062.0,3353021.0,2742130.0,221596.0,1770437.0,610891.0,3601401.0,2978982.0
1991-11-01,4003572.0,1499959.0,477336.0,188196.0,117685.0,107358.0,64096.0,1022624.0,402479.0,199593.0,118650.0,301902.0,2503613.0,2421725.0,753878.0,576313.0,123796.0,129676.0,277272.0,255953.0,304835.0,81888.0,375032.0,293144.0,3372437.0,2758062.0,228656.0,1779231.0,614375.0,3627099.0,2996566.0
1991-12-01,4020479.0,1501920.0,480896.0,193483.0,117786.0,106102.0,63526.0,1021024.0,395746.0,197920.0,123171.0,304187.0,2518558.0,2436153.0,746845.0,583715.0,126651.0,132023.0,279168.0,260627.0,307123.0,82406.0,379491.0,297085.0,3401824.0,2784322.0,222909.0,1801318.0,617502.0,3639838.0,3021780.0
1992-01-01,4084653.0,1535562.0,495581.0,197700.0,121693.0,110084.0,66105.0,1039980.0,405225.0,204232.0,120816.0,309708.0,2549092.0,2465873.0,749955.0,588594.0,128583.0,133807.0,284955.0,269101.0,310878.0,83219.0,381525.0,298306.0,3458533.0,2838122.0,220896.0,1828601.0,620411.0,3701580.0,3076053.0
1992-02-01,4099539.0,1539879.0,501260.0,202486.0,122474.0,109968.0,66333.0,1038618.0,402571.0,208585.0,117271.0,310191.0,2559660.0,2474896.0,749150.0,591765.0,129697.0,134996.0,285438.0,270103.0,313748.0,84764.0,383406.0,298642.0,3482480.0,2860072.0,214489.0,1840034.0,622408.0,3711156.0,3094687.0
1992-03-01,4117009.0,1526104.0,491699.0,195039.0,121773.0,108325.0,66562.0,1034405.0,400380.0,204446.0,122232.0,307347.0,2590905.0,2505342.0,764922.0,598945.0,130199.0,136412.0,284833.0,270497.0,319533.0,85563.0,387686.0,302123.0,3485857.0,2859079.0,230772.0,1855587.0,626778.0,3723605.0,3093040.0
1992-04-01,4131544.0,1533312.0,490006.0,192394.0,122105.0,109104.0,66403.0,1043306.0,403001.0,206699.0,122862.0,310744.0,2598231.0,2511603.0,767111.0,604082.0,131179.0,137024.0,281367.0,272975.0,317864.0,86629.0,390757.0,304128.0,3496678.0,2868370.0,231865.0,1860921.0,628308.0,3737938.0,3103655.0
1992-05-01,4158382.0,1550356.0,501940.0,204165.0,122748.0,108253.0,66775.0,1048416.0,402169.0,208847.0,124918.0,312483.0,2608025.0,2521050.0,765103.0,607614.0,130482.0,138989.0,282989.0,273086.0,322786.0,86975.0,392540.0,305565.0,3526641.0,2896126.0,229572.0,1872856.0,630515.0,3758372.0,3127211.0
1992-06-01,4177056.0,1560953.0,511021.0,210291.0,124051.0,109336.0,67344.0,1049932.0,401578.0,211077.0,124520.0,312756.0,2616103.0,2528473.0,767702.0,611634.0,131378.0,139022.0,277513.0,274313.0,326912.0,87630.0,395075.0,307445.0,3546651.0,2913327.0,228827.0,1878473.0,633324.0,3773923.0,3144095.0
1992-07-01,4204795.0,1563463.0,507248.0,203428.0,124312.0,111305.0,68203.0,1056215.0,404164.0,210522.0,126837.0,314692.0,2641332.0,2552882.0,771903.0,616187.0,137919.0,140151.0,280546.0,276261.0,329916.0,88450.0,398239.0,309789.0,3568273.0,2932179.0,232359.0,1899716.0,636094.0,3798261.0,3162312.0
1992-08-01,4220850.0,1573180.0,511889.0,206257.0,125346.0,111101.0,69185.0,1061291.0,405515.0,213985.0,125924.0,315866.0,2647670.0,2557858.0,770587.0,620517.0,133026.0,140956.0,285499.0,277230.0,330043.0,89812.0,401917.0,312105.0,3587341.0,2949303.0,227994.0,1907563.0,638038.0,3814014.0,3181075.0
1992-09-01,4255267.0,1582781.0,517140.0,209964.0,125724.0,111629.0,69822.0,1065641.0,404871.0,215851.0,127785.0,317134.0,2672486.0,2582130.0,780899.0,624699.0,135140.0,142046.0,286712.0,279242.0,333392.0,90356.0,404573.0,314217.0,3611042.0,2972417.0,239354.0,1922292.0,638625.0,3842991.0,3199333.0
1992-10-01,4284729.0,1596604.0,522696.0,213320.0,126357.0,113093.0,69926.0,1073908.0,408835.0,216180.0,127611.0,321283.0,2688125.0,2597331.0,781545.0,627014.0,136898.0,143482.0,292144.0,283405.0,332843.0,90794.0,405894.0,315100.0,3640974.0,2997689.0,234920.0,1937530.0,643286.0,3870605.0,3227415.0
1992-11-01,4300488.0,1585588.0,514089.0,205335.0,126636.0,112395.0,69722.0,1071499.0,407705.0,215821.0,128674.0,319299.0,2714899.0,2624202.0,794133.0,628614.0,138713.0,144994.0,296843.0,286080.0,334825.0,90697.0,406252.0,315555.0,3647795.0,3001193.0,244988.0,1951983.0,646602.0,3882155.0,3230023.0
1992-12-01,4336398.0,1611430.0,532408.0,217206.0,128238.0,117346.0,69618.0,1079021.0,407558.0,218556.0,130644.0,322264.0,2724968.0,2634643.0,790333.0,633757.0,140251.0,145723.0,296909.0,291644.0,336025.0,90325.0,408821.0,318496.0,3688449.0,3039354.0,240391.0,1966127.0,649095.0,3912920.0,3265529.0
1993-01-01,4340707.0,1616634.0,538135.0,216499.0,129926.0,120444.0,71266.0,1078499.0,405741.0,220839.0,126126.0,325793.0,2724073.0,2634831.0,785352.0,635669.0,140294.0,147247.0,295499.0,296765.0,334006.0,89243.0,409489.0,320247.0,3707476.0,3055428.0,227491.0,1970661.0,652048.0,3912895.0,3280219.0
1993-02-01,4355340.0,1605619.0,524197.0,208907.0,128418.0,117045.0,69828.0,1081422.0,410302.0,214002.0,130112.0,327006.0,2749721.0,2661138.0,804549.0,641249.0,141201.0,147711.0,293272.0,300263.0,332892.0,88583.0,412787.0,324204.0,3696750.0,3042679.0,248288.0,1977474.0,654071.0,3928792.0,3270757.0
1993-03-01,4352498.0,1598690.0,521225.0,207249.0,126650.0,118241.0,69085.0,1077465.0,408823.0,211461.0,129698.0,327484.0,2753808.0,2665140.0,804036.0,639433.0,142348.0,148729.0,291386.0,301543.0,337664.0,88668.0,412080.0,323411.0,3698524.0,3042545.0,245151.0,1982375.0,655979.0,3920629.0,3267207.0
1993-04-01,4393413.0,1625424.0,542978.0,222617.0,129855.0,120335.0,70171.0,1082446.0,409474.0,216428.0,127222.0,329322.0,2767989.0,2679063.0,803246.0,641928.0,142986.0,151375.0,296230.0,305782.0,337516.0,88926.0,414135.0,325209.0,3745771.0,3086267.0,238167.0,1997539.0,659504.0,3955667.0,3308575.0
1993-05-01,4422366.0,1643649.0,551989.0,224199.0,131429.0,125472.0,70889.0,1091661.0,413203.0,218756.0,128386.0,331316.0,2778716.0,2689509.0,801705.0,645193.0,143248.0,150640.0,297136.0,311727.0,339860.0,89207.0,415834.0,326627.0,3773882.0,3112117.0,235280.0,2010056.0,661765.0,3981346.0,3333410.0
1993-06-01,4439965.0,1633433.0,548560.0,224124.0,131179.0,120854.0,72403.0,1084873.0,411576.0,218570.0,123721.0,331005.0,2806532.0,2717046.0,815577.0,647807.0,145074.0,152531.0,299387.0,313934.0,342737.0,89486.0,418103.0,328617.0,3787170.0,3122364.0,241218.0,2024229.0,664806.0,3993856.0,3341605.0
1993-07-01,4468940.0,1650457.0,558589.0,228866.0,132752.0,123315.0,73657.0,1091868.0,413823.0,220064.0,124009.0,333972.0,2818483.0,2728536.0,815885.0,652532.0,145646.0,154937.0,298674.0,316138.0,344723.0,89947.0,421557.0,331610.0,3815705.0,3148797.0,239412.0,2036172.0,666909.0,4018450.0,3365757.0
1993-08-01,4481096.0,1641929.0,551506.0,222550.0,131992.0,123955.0,73009.0,1090423.0,412602.0,219533.0,126165.0,332124.0,2839167.0,2748601.0,823073.0,652166.0,147077.0,156388.0,301341.0,320824.0,347732.0,90565.0,421739.0,331173.0,3823402.0,3153178.0,245092.0,2050016.0,670224.0,4024958.0,3367803.0
1993-09-01,4511530.0,1655111.0,559819.0,226467.0,132955.0,127003.0,73394.0,1095292.0,416877.0,220959.0,124993.0,332463.0,2856419.0,2765486.0,828120.0,653720.0,148299.0,157047.0,304517.0,322662.0,351121.0,90933.0,422658.0,331725.0,3848660.0,3175759.0,245993.0,2062518.0,672901.0,4052569.0,3390236.0
1993-10-01,4532758.0,1669024.0,568851.0,236055.0,133180.0,126445.0,73170.0,1100173.0,417638.0,222026.0,127759.0,332751.0,2863734.0,2772407.0,830193.0,656376.0,149393.0,157989.0,301144.0,327589.0,349724.0,91327.0,424127.0,332800.0,3867488.0,3191681.0,247632.0,2068053.0,675807.0,4072283.0,3407548.0
1993-11-01,4554053.0,1681375.0,574189.0,238271.0,133913.0,128753.0,73252.0,1107186.0,419869.0,223422.0,128587.0,335308.0,2872678.0,2781032.0,826904.0,659310.0,151732.0,157333.0,301069.0,325997.0,358686.0,91647.0,425791.0,334145.0,3892614.0,3213484.0,241570.0,2080564.0,679131.0,4083256.0,3422349.0
1993-12-01,4571141.0,1686816.0,578349.0,240782.0,134153.0,129818.0,73596.0,1108467.0,421738.0,222577.0,125809.0,338343.0,2884325.0,2792076.0,840632.0,660319.0,151517.0,158577.0,301215.0,324771.0,355046.0,92249.0,426656.0,334406.0,3901440.0,3217965.0,247964.0,2078696.0,683475.0,4102940.0,3433767.0
1994-01-01,4585136.0,1689568.0,579642.0,245688.0,131766.0,128096.0,74093.0,1109926.0,421278.0,221578.0,129009.0,338060.0,2895567.0,2802513.0,843362.0,663814.0,152556.0,159500.0,293170.0,327229.0,362883.0,93054.0,427703.0,334650.0,3914507.0,3226733.0,249350.0,2087453.0,687774.0,4107395.0,3437292.0
1994-02-01,4632580.0,1711062.0,593267.0,251140.0,135564.0,131441.0,75122.0,1117796.0,424414.0,224352.0,128872.0,340158.0,2921518.0,2827759.0,848897.0,667319.0,153988.0,160563.0,304637.0,326742.0,365612.0,93759.0,430156.0,336397.0,3959373.0,3265900.0,248792.0,2108123.0,693474.0,4151103.0,3478420.0
1994-03-01,4645953.0,1716375.0,593563.0,244475.0,138261.0,135829.0,74998.0,1122812.0,426134.0,228713.0,124233.0,343733.0,2929578.0,2835032.0,849206.0,670213.0,158220.0,161622.0,307644.0,329465.0,358662.0,94546.0,432137.0,337592.0,3979818.0,3282121.0,240001.0,2116112.0,697697.0,4169268.0,3503654.0
1994-04-01,4671080.0,1733097.0,606989.0,256903.0,138155.0,136536.0,75394.0,1126108.0,428760.0,226759.0,124997.0,345593.0,2937983.0,2842718.0,851010.0,672118.0,158148.0,161949.0,306181.0,328679.0,364634.0,95265.0,433510.0,338246.0,4002530.0,3302326.0,239789.0,2122986.0,700204.0,4187711.0,3519680.0
1994-05-01,4669499.0,1712820.0,588862.0,236924.0,138907.0,138175.0,74856.0,1123958.0,428646.0,223617.0,124143.0,347552.0,2956679.0,2860369.0,858686.0,677405.0,159374.0,162708.0,306404.0,328376.0,367416.0,96310.0,437332.0,341022.0,3998073.0,3294347.0,242780.0,2134316.0,703726.0,4184481.0,3513570.0
1994-06-01,4708909.0,1734527.0,600311.0,243184.0,140723.0,140607.0,75797.0,1134216.0,433047.0,225978.0,125328.0,349864.0,2974382.0,2876933.0,871865.0,676875.0,160242.0,164680.0,310069.0,325940.0,367262.0,97449.0,437499.0,340050.0,4021916.0,3315272.0,253947.0,2139119.0,706644.0,4225339.0,3538859.0
1994-07-01,4720620.0,1741363.0,602087.0,244548.0,140791.0,140294.0,76454.0,1139276.0,431396.0,226458.0,130103.0,351319.0,2979257.0,2880691.0,862520.0,681793.0,161711.0,166944.0,311988.0,325105.0,370631.0,98565.0,441459.0,342894.0,4043197.0,3333429.0,246026.0,2153566.0,709768.0,4233606.0,3556694.0
