date,SLGAssets,SLGWealth,SLGLiab,SLGHousing,FedAssets,FedWealth,FedLiab,FedLiabROW,FedLiabDomCurr,FedLiabPrivDom,FedHousing
2001-10-01,6338713.0,3608046.0,2730667.0,164892.0,2623350.0,-2945803.0,5569153.0,1118317.0,5562996.0,4450836.0,79138.0
2002-01-01,6406547.0,3644900.0,2761647.0,167521.0,2611584.0,-3028825.0,5640409.0,1132419.0,5634300.0,4507990.0,79728.0
2002-04-01,6483535.0,3467759.0,3015776.0,170442.0,2642370.0,-3041038.0,5683408.0,1171398.0,5676889.0,4512010.0,80615.0
2002-07-01,6542919.0,3348033.0,3194886.0,172892.0,2729724.0,-3060570.0,5790294.0,1235008.0,5783813.0,4555286.0,81432.0
2002-10-01,6634205.0,3335035.0,3299170.0,174935.0,2732450.0,-3174431.0,5906881.0,1309248.0,5900220.0,4597633.0,82470.0
2003-01-01,6717303.0,3393002.0,3324301.0,179366.0,2765921.0,-3286902.0,6052823.0,1346200.0,6046092.0,4706623.0,84203.0
2003-04-01,6823772.0,3434543.0,3389229.0,182135.0,2793453.0,-3355748.0,6149201.0,1438701.0,6142337.0,4710500.0,85191.0
2003-07-01,6904822.0,3497359.0,3407463.0,184900.0,2810584.0,-3485018.0,6295602.0,1507599.0,6288597.0,4788003.0,86248.0
2003-10-01,7046591.0,3695865.0,3350726.0,188000.0,2847159.0,-3617629.0,6464788.0,1537171.0,6457507.0,4927617.0,87467.0
2004-01-01,7210767.0,3018179.0,4192588.0,189730.0,2885909.0,-3743078.0,6628987.0,1681490.0,6621733.0,4947497.0,88387.0
2004-04-01,7304303.0,3025408.0,4278895.0,194350.0,2909454.0,-3787553.0,6697007.0,1808885.0,6689823.0,4888122.0,90094.0
2004-07-01,7644817.0,3123966.0,4520851.0,201384.0,2917332.0,-3888461.0,6805793.0,1858531.0,6798596.0,4947262.0,92531.0
2004-10-01,7754896.0,3382245.0,4372651.0,207793.0,2963641.0,-3979672.0,6943313.0,1837394.0,6935704.0,5105919.0,95011.0
2005-01-01,7863435.0,3354604.0,4508831.0,210736.0,3030167.0,-4111843.0,7142010.0,1931016.0,7134608.0,5210994.0,96616.0
2005-04-01,8162234.0,3525902.0,4636332.0,216635.0,3053698.0,-4074070.0,7127768.0,1941639.0,7120631.0,5186129.0,98696.0
2005-07-01,8510652.0,3784222.0,4726430.0,223599.0,3076480.0,-4156627.0,7233107.0,1985771.0,7226005.0,5247336.0,101017.0
2005-10-01,8709093.0,3957592.0,4751501.0,228683.0,3132147.0,-4260163.0,7392310.0,2007205.0,7385307.0,5385105.0,103046.0
2006-01-01,8743317.0,4108874.0,4634443.0,228398.0,3213704.0,-4359125.0,7572829.0,2017002.0,7565770.0,5555827.0,103869.0
2006-04-01,9042235.0,4249388.0,4792847.0,232751.0,3258598.0,-4266925.0,7525523.0,2003985.0,7518275.0,5521538.0,105058.0
2006-07-01,9325784.0,4500162.0,4825622.0,235075.0,3297985.0,-4291472.0,7589457.0,2081215.0,7582223.0,5508242.0,105727.0
2006-10-01,9678060.0,4824284.0,4853776.0,239943.0,3320373.0,-4363944.0,7684317.0,2152176.0,7676946.0,5532141.0,106792.0
2007-01-01,10050092.0,5059051.0,4991041.0,242836.0,3378479.0,-4487781.0,7866260.0,2248439.0,7858861.0,5617821.0,106611.0
2007-04-01,10114325.0,5223211.0,4891114.0,241483.0,3384211.0,-4427567.0,7811778.0,2220098.0,7804352.0,5591680.0,106105.0
2007-07-01,10357619.0,5361346.0,4996273.0,240110.0,3506060.0,-4443912.0,7949972.0,2275972.0,7942345.0,5674000.0,105593.0
2007-10-01,10543332.0,5386107.0,5157225.0,239274.0,3519413.0,-4559266.0,8078679.0,2408247.0,8070937.0,5670432.0,105225.0
2008-01-01,10628325.0,5233582.0,5394743.0,237102.0,3596738.0,-4721521.0,8318259.0,2590432.0,8310202.0,5727827.0,104398.0
2008-04-01,10644970.0,5166207.0,5478763.0,234343.0,3583491.0,-4734792.0,8318283.0,2623911.0,8310279.0,5694372.0,103525.0
2008-07-01,10709997.0,4883053.0,5826944.0,233316.0,4051935.0,-4820335.0,8872270.0,2871518.0,8864640.0,6000752.0,102662.0
2008-10-01,10873593.0,4563474.0,6310119.0,233991.0,4340804.0,-5107760.0,9448564.0,3293613.0,9441017.0,6154951.0,101641.0
2009-01-01,10860784.0,4315303.0,6545481.0,235968.0,4430475.0,-5490422.0,9920897.0,3460711.0,9913572.0,6460186.0,101650.0
2009-04-01,10964117.0,4419288.0,6544829.0,233629.0,4501185.0,-5774062.0,10275247.0,3506061.0,10267642.0,6769186.0,99964.0
2009-07-01,10976011.0,4594149.0,6381862.0,231211.0,4566634.0,-6153224.0,10719858.0,3684100.0,10663905.0,7035758.0,98672.0
2009-10-01,11011497.0,4597112.0,6414385.0,230999.0,4536344.0,-6471646.0,11007990.0,3769602.0,10952626.0,7238388.0,98474.0
2010-01-01,11112014.0,4607744.0,6504270.0,231357.0,4688711.0,-6850468.0,11539179.0,3962876.0,11485561.0,7576303.0,98264.0
2010-04-01,11126845.0,4371336.0,6755509.0,232292.0,4807200.0,-7129856.0,11937056.0,4171958.0,11884828.0,7765098.0,97982.0
2010-07-01,11295830.0,4554809.0,6741021.0,232943.0,4922267.0,-7458533.0,12380800.0,4515645.0,12325842.0,7865155.0,98108.0
2010-10-01,11436570.0,4646415.0,6790155.0,233903.0,5046135.0,-7768785.0,12814920.0,4568229.0,12760533.0,8246691.0,98301.0
2011-01-01,11490067.0,4748317.0,6741750.0,234082.0,4969794.0,-8131449.0,13101243.0,4655215.0,13045250.0,8446028.0,98267.0
2011-04-01,11569671.0,4818777.0,6750894.0,235341.0,4982551.0,-8341455.0,13324006.0,4807427.0,13267485.0,8516579.0,98462.0
2011-07-01,11684870.0,4593651.0,7091219.0,236956.0,4955150.0,-8680624.0,13635774.0,5092479.0,13580624.0,8543295.0,98700.0
2011-10-01,11916663.0,4834484.0,7082179.0,237906.0,4970663.0,-9027709.0,13998372.0,5122904.0,13944153.0,8875468.0,98769.0
2012-01-01,12006720.0,5100619.0,6906101.0,240478.0,5037916.0,-9386021.0,14423937.0,5266173.0,14369230.0,9157764.0,99312.0
2012-04-01,12095982.0,5064929.0,7031053.0,243221.0,5073597.0,-9576846.0,14650443.0,5433554.0,14596850.0,9216889.0,100056.0
2012-07-01,12264286.0,5250163.0,7014123.0,245140.0,5122758.0,-9774168.0,14896926.0,5598409.0,14842463.0,9298517.0,100733.0
2012-10-01,12267109.0,5265518.0,7001591.0,246089.0,5074089.0,-10177501.0,15251590.0,5697866.0,15197313.0,9553724.0,101143.0
2013-01-01,12413988.0,5283095.0,7130893.0,250727.0,5148807.0,-10453892.0,15602699.0,5846589.0,15549754.0,9756110.0,102029.0
2013-04-01,12442201.0,5088867.0,7353334.0,255536.0,5104398.0,-10522440.0,15626838.0,5721738.0,15573725.0,9905100.0,103025.0
2013-07-01,12510963.0,5054074.0,7456889.0,260430.0,5153842.0,-10671460.0,15825302.0,5782504.0,15771125.0,10042798.0,103929.0
2013-10-01,12679527.0,5096134.0,7583393.0,265892.0,5387269.0,-10734778.0,16122047.0,5924936.0,16067661.0,10197111.0,105091.0
2014-01-01,12774164.0,5097382.0,7676782.0,269165.0,5516414.0,-10878998.0,16395412.0,6082185.0,16340827.0,10313227.0,105744.0
2014-04-01,12817084.0,5185388.0,7631696.0,272205.0,5466401.0,-10897837.0,16364238.0,6154868.0,16309644.0,10209370.0,106139.0
2014-07-01,12824113.0,5136278.0,7687835.0,275374.0,5317410.0,-11265436.0,16582846.0,6204886.0,16530488.0,10377960.0,106888.0
2014-10-01,12967462.0,5208500.0,7758962.0,277644.0,5392558.0,-11447164.0,16839722.0,6293083.0,16788556.0,10546639.0,107129.0
2015-01-01,13056581.0,5247146.0,7809435.0,278519.0,5367226.0,-11628223.0,16995449.0,6307132.0,16946731.0,10688317.0,107467.0
2015-04-01,13080701.0,5183572.0,7897129.0,281151.0,5493979.0,-11569339.0,17063318.0,6300759.0,17013650.0,10762559.0,107773.0
2015-07-01,13080159.0,4922263.0,8157896.0,283083.0,5465863.0,-11740163.0,17206026.0,6246957.0,17156452.0,10959069.0,108153.0
2015-10-01,13168868.0,4981263.0,8187605.0,283884.0,5606686.0,-11982343.0,17589029.0,6288264.0,17540091.0,11300765.0,108319.0
2016-01-01,13230430.0,4952782.0,8277648.0,286460.0,5723897.0,-12148407.0,17872304.0,6431011.0,17822551.0,11441293.0,109143.0
2016-04-01,13421793.0,5081596.0,8340197.0,292681.0,5803443.0,-12095706.0,17899149.0,6425941.0,17849748.0,11473208.0,110875.0
2016-07-01,13546872.0,5201673.0,8345199.0,296399.0,5837459.0,-12319734.0,18157193.0,6303744.0,18107899.0,11853449.0,112319.0
2016-10-01,13659476.0,5237242.0,8422234.0,301553.0,5882568.0,-12568234.0,18450802.0,6151624.0,18403326.0,12299178.0,113951.0
2017-01-01,13814945.0,5435420.0,8379525.0,304107.0,5697129.0,-12808635.0,18505764.0,6226146.0,18457846.0,12279618.0,114531.0
2017-04-01,13911731.0,5547408.0,8364323.0,306011.0,5746995.0,-12807458.0,18554453.0,6306466.0,18505315.0,12247987.0,115068.0
2017-07-01,14090277.0,5788362.0,8301915.0,309673.0,5834268.0,-12923188.0,18757456.0,6458670.0,18707544.0,12298786.0,115839.0
2017-10-01,14320268.0,6042831.0,8277437.0,311972.0,6178973.0,-12885455.0,19064428.0,6369901.0,19014134.0,12694527.0,116383.0
2018-01-01,14399627.0,6066978.0,8332649.0,315737.0,6372260.0,-13198950.0,19571210.0,6387420.0,19519866.0,13183790.0,117454.0
2018-04-01,14651161.0,6274454.0,8376707.0,321009.0,6422014.0,-13215126.0,19637140.0,6387127.0,19587466.0,13250013.0,118806.0
2018-07-01,14842422.0,6457192.0,8385230.0,323842.0,6538066.0,-13437971.0,19976037.0,6388544.0,19926763.0,13587493.0,119686.0
2018-10-01,15001820.0,6247938.0,8753882.0,328266.0,6633010.0,-13740376.0,20373386.0,6437805.0,20324269.0,13935581.0,120671.0
2019-01-01,15138859.0,6536127.0,8602732.0,330025.0,6679957.0,-14068007.0,20747964.0,6646240.0,20698937.0,14101724.0,121369.0
2019-04-01,15377070.0,6847775.0,8529295.0,335149.0,6612984.0,-14153509.0,20766493.0,6795801.0,20717397.0,13970692.0,121969.0
2019-07-01,15474044.0,6883498.0,8590546.0,337505.0,6733626.0,-14481469.0,21215095.0,7130801.0,21166949.0,14084294.0,122376.0
2019-10-01,15580007.0,7095014.0,8484993.0,339265.0,6790023.0,-14800441.0,21590464.0,7095945.0,21541629.0,14494519.0,122726.0
2020-01-01,15664980.0,6589477.0,9075503.0,342543.0,7018215.0,-15116833.0,22135048.0,7241273.0,22086849.0,14893775.0,124335.0
2020-04-01,15861193.0,7055042.0,8806151.0,342436.0,8588305.0,-16610116.0,25198421.0,7384528.0,25149837.0,17813893.0,125070.0
2020-07-01,16158099.0,7396819.0,8761280.0,348331.0,8789646.0,-17176769.0,25966415.0,7442126.0,25916706.0,18524289.0,127448.0
2020-10-01,16390733.0,7976151.0,8414582.0,352264.0,8825537.0,-17788669.0,26614206.0,7485058.0,26563342.0,19129148.0,129372.0
2021-01-01,16682450.0,8251684.0,8430766.0,356589.0,8271272.0,-18656308.0,26927580.0,7491595.0,26877530.0,19435985.0,133507.0
2021-04-01,17412827.0,9112686.0,8300141.0,364258.0,8066199.0,-19187213.0,27253412.0,7716619.0,27203037.0,19536793.0,139216.0
2021-07-01,17870407.0,9413517.0,8456890.0,370082.0,7866191.0,-19574448.0,27440639.0,7883026.0,27278813.0,19557613.0,144023.0
2021-10-01,18480054.0,10253927.0,8226127.0,380993.0,8213527.0,-19850307.0,28063834.0,8056224.0,27903074.0,20007610.0,149704.0
2022-01-01,18885812.0,10741864.0,8143948.0,387118.0,8744871.0,-20016555.0,28761426.0,7921067.0,28602641.0,20840359.0,154490.0
2022-04-01,19539026.0,11223628.0,8315398.0,395731.0,8897318.0,-19861262.0,28758580.0,7732308.0,28606069.0,21026272.0,159946.0
2022-07-01,19865476.0,11541625.0,8323851.0,398830.0,8777544.0,-20339466.0,29117010.0,7564949.0,28970001.0,21552061.0,162756.0
2022-10-01,20153121.0,12254009.0,7899112.0,398434.0,8734053.0,-20634065.0,29368118.0,7519527.0,29215255.0,21848591.0,165359.0
2023-01-01,20469119.0,12529359.0,7939760.0,403392.0,8689448.0,-21169688.0,29859136.0,7800312.0,29704620.0,22058824.0,165916.0
2023-04-01,20558281.0,12597473.0,7960808.0,404837.0,8766948.0,-21597954.0,30364902.0,7897136.0,30212127.0,22467766.0,165288.0
2023-07-01,20519173.0,12352855.0,8166318.0,404868.0,8970428.0,-22283048.0,31253476.0,7845123.0,31102435.0,23408353.0,164448.0
2023-10-01,20768450.0,12809982.0,7958468.0,406750.0,9138411.0,-22772484.0,31910895.0,8285193.0,31756788.0,23625702.0,164138.0
2024-01-01,20939776.0,13100473.0,7839303.0,414146.0,9345755.0,-23146358.0,32492113.0,8458222.0,32340030.0,24033891.0,164518.0
2024-04-01,21081335.0,13177143.0,7904192.0,419775.0,9356756.0,-23265594.0,32622350.0,8604887.0,32471267.0,24017463.0,164965.0
2024-07-01,21405203.0,13606238.0,7798965.0,427505.0,9668281.0,-23671645.0,33339926.0,9079334.0,33184131.0,24260592.0,164804.0
2024-10-01,21481164.0,13513951.0,7967213.0,434054.0,9593648.0,-24330114.0,33923762.0,8923623.0,33773967.0,25000139.0,164404.0
2025-01-01,21743625.0,13592716.0,8150909.0,439130.0,9613966.0,-24664611.0,34278577.0,9421284.0,34125961.0,24857293.0,166587.0
2025-04-01,22024213.0,14187603.0,7836610.0,443032.0,9704611.0,-24690350.0,34394961.0,9485129.0,34237140.0,24909832.0,167420.0
2025-07-01,22258169.0,14557579.0,7700590.0,446300.0,10408792.0,-25070918.0,35479710.0,9620246.0,35322237.0,25859464.0,168296.0
2025-10-01,22540040.0,14889951.0,7650089.0,452175.0,10751390.0,-25298595.0,36049985.0,9657450.0,35892681.0,26392535.0,170030.0
2026-01-01,22831874.0,14953106.0,7878768.0,458356.0,11111155.0,-25737363.0,36848518.0,9707227.0,36692720.0,27141291.0,172361.0
