date,FRM,Spread
2003-04-01,5.8125,1.85333
2003-05-01,5.484,1.924
2003-06-01,5.23,1.86
2003-07-01,5.6325,1.75
2003-08-01,6.264,1.826
2003-09-01,6.1475,1.94
2003-10-01,5.952,1.656
2003-11-01,5.9325,1.635
2003-12-01,5.876,1.66
2004-01-01,5.7125,1.595
2004-02-01,5.635,1.535
2004-03-01,5.445,1.6225
2004-04-01,5.83,1.532
2004-05-01,6.27,1.57
2004-06-01,6.2875,1.565
2004-07-01,6.056,1.528
2004-08-01,5.8675,1.5825
2004-09-01,5.754,1.622
2004-10-01,5.7225,1.625
2004-11-01,5.73,1.58
2004-12-01,5.752,1.488
2005-01-01,5.71,1.49
2005-02-01,5.6275,1.445
2005-03-01,5.928,1.44
2005-04-01,5.855,1.5125
2005-05-01,5.72,1.58
2005-06-01,5.582,1.61
2005-07-01,5.695,1.515
2005-08-01,5.82,1.5625
2005-09-01,5.774,1.6
2005-10-01,6.065,1.595
2005-11-01,6.33,1.7975
2005-12-01,6.272,1.818
2006-01-01,6.145,1.7225
2006-02-01,6.2525,1.6875
2006-03-01,6.324,1.6
2006-04-01,6.5075,1.4875
2006-05-01,6.5975,1.485
2006-06-01,6.682,1.556
2006-07-01,6.7625,1.67
2006-08-01,6.524,1.662
2006-09-01,6.4025,1.685
2006-10-01,6.3575,1.6275
2006-11-01,6.24,1.658
2006-12-01,6.135,1.55
2007-01-01,6.2175,1.4725
2007-02-01,6.285,1.535
2007-03-01,6.156,1.586
2007-04-01,6.18,1.4825
2007-05-01,6.262,1.492
2007-06-01,6.6575,1.5025
2007-07-01,6.695,1.665
2007-08-01,6.572,1.914
2007-09-01,6.3825,1.815
2007-10-01,6.375,1.8525
2007-11-01,6.208,2.058
2007-12-01,6.095,1.9825
2008-01-01,5.758,1.992
2008-02-01,5.9175,2.15
2008-03-01,5.97,2.45
2008-04-01,5.9175,2.2225
2008-05-01,6.036,2.156
2008-06-01,6.32,2.175
2008-07-01,6.426,2.444
2008-08-01,6.4775,2.6175
2008-09-01,6.0375,2.3625
2008-10-01,6.2,2.376
2008-11-01,6.0875,2.6675
2008-12-01,5.286,2.942
2009-01-01,5.0475,2.5
2009-02-01,5.13,2.2475
2009-03-01,5.0025,2.23
2009-04-01,4.81,1.868
2009-05-01,4.8575,1.505
2009-06-01,5.42,1.6675
2009-07-01,5.222,1.636
2009-08-01,5.1925,1.625
2009-09-01,5.0575,1.68
2009-10-01,4.952,1.564
2009-11-01,4.875,1.4625
2009-12-01,4.93,1.32
2010-01-01,5.03,1.3025
2010-02-01,4.99,1.295
2010-03-01,4.9675,1.235
2010-04-01,5.098,1.254
2010-05-01,4.8875,1.5
2010-06-01,4.7375,1.47
2010-07-01,4.564,1.566
2010-08-01,4.4275,1.7375
2010-09-01,4.346,1.694
2010-10-01,4.225,1.6775
2010-11-01,4.3,1.55667
2010-12-01,4.714,1.414
2011-01-01,4.755,1.3375
2011-02-01,4.9525,1.3725
2011-03-01,4.836,1.418
2011-04-01,4.84,1.3775
2011-05-01,4.6375,1.4775
2011-06-01,4.51,1.492
2011-07-01,4.545,1.505
2011-08-01,4.27,1.99
2011-09-01,4.106,2.116
2011-10-01,4.0675,1.8625
2011-11-01,3.9925,1.9975
2011-12-01,3.958,1.978
2012-01-01,3.915,1.9325
2012-02-01,3.89,1.92
2012-03-01,3.954,1.79
2012-04-01,3.91,1.8525
2012-05-01,3.798,2.016
2012-06-01,3.675,2.0425
2012-07-01,3.55,2.0225
2012-08-01,3.602,1.934
2012-09-01,3.4975,1.775
2012-10-01,3.3825,1.6025
2012-11-01,3.352,1.7
2012-12-01,3.345,1.625
2013-01-01,3.414,1.49
2013-02-01,3.5325,1.565
2013-03-01,3.565,1.6
2013-04-01,3.445,1.68
2013-05-01,3.536,1.638
2013-06-01,4.07,1.7775
2013-07-01,4.37,1.7975
2013-08-01,4.456,1.708
2013-09-01,4.49,1.66
2013-10-01,4.192,1.584
2013-11-01,4.255,1.5425
2013-12-01,4.4575,1.53
2014-01-01,4.432,1.564
2014-02-01,4.3025,1.585
2014-03-01,4.3425,1.6225
2014-04-01,4.3375,1.6175
2014-05-01,4.192,1.642
2014-06-01,4.1625,1.5775
2014-07-01,4.13,1.576
2014-08-01,4.115,1.72
2014-09-01,4.1625,1.6275
2014-10-01,4.036,1.724
2014-11-01,3.9975,1.6675
2014-12-01,3.864,1.644
2015-01-01,3.67,1.8025
2015-02-01,3.71,1.72
2015-03-01,3.77,1.72
2015-04-01,3.672,1.712
2015-05-01,3.84,1.6575
2015-06-01,3.9825,1.62
2015-07-01,4.046,1.718
2015-08-01,3.905,1.7325
2015-09-01,3.89,1.7025
2015-10-01,3.796,1.708
2015-11-01,3.9425,1.68
2015-12-01,3.964,1.698
2016-01-01,3.8725,1.8025
2016-02-01,3.66,1.92
2016-03-01,3.694,1.822
2016-04-01,3.605,1.8
2016-05-01,3.6,1.8025
2016-06-01,3.568,1.91
2016-07-01,3.44,1.935
2016-08-01,3.435,1.8875
2016-09-01,3.46,1.844
2016-10-01,3.47,1.6925
2016-11-01,3.77,1.615
2016-12-01,4.198,1.7
2017-01-01,4.15,1.7225
2017-02-01,4.1675,1.74
2017-03-01,4.196,1.706
2017-04-01,4.045,1.765
2017-05-01,4.01,1.7025
2017-06-01,3.904,1.708
2017-07-01,3.9675,1.64
2017-08-01,3.88,1.692
2017-09-01,3.805,1.5975
2017-10-01,3.895,1.5275
2017-11-01,3.922,1.564
2017-12-01,3.95,1.5425
2018-01-01,4.0325,1.47
2018-02-01,4.33,1.4675
2018-03-01,4.444,1.632
2018-04-01,4.4675,1.5725
2018-05-01,4.586,1.62
2018-06-01,4.57,1.6675
2018-07-01,4.5275,1.65
2018-08-01,4.55,1.658
2018-09-01,4.6275,1.6325
2018-10-01,4.83,1.67
2018-11-01,4.866,1.75
2018-12-01,4.6375,1.8025
2019-01-01,4.464,1.784
2019-02-01,4.37,1.6875
2019-03-01,4.265,1.715
2019-04-01,4.1425,1.61
2019-05-01,4.072,1.686
2019-06-01,3.8025,1.7425
2019-07-01,3.765,1.7125
2019-08-01,3.616,1.964
2019-09-01,3.605,1.8925
2019-10-01,3.688,2.002
2019-11-01,3.695,1.875
2019-12-01,3.72,1.84
2020-01-01,3.624,1.854
2020-02-01,3.465,1.945
2020-03-01,3.45,2.5125
2020-04-01,3.306,2.662
2020-05-01,3.2325,2.5725
2020-06-01,3.1625,2.445
2020-07-01,3.016,2.404
2020-08-01,2.935,2.2725
2020-09-01,2.89,2.2225
2020-10-01,2.834,2.05
2020-11-01,2.765,1.9125
2020-12-01,2.684,1.754
2021-01-01,2.735,1.63
2021-02-01,2.81,1.525
2021-03-01,3.0825,1.4775
2021-04-01,3.06,1.438
2021-05-01,2.9625,1.3425
2021-06-01,2.975,1.4525
2021-07-01,2.868,1.54
2021-08-01,2.8425,1.55
2021-09-01,2.9,1.528
2021-10-01,3.0675,1.48
2021-11-01,3.0675,1.4875
2021-12-01,3.098,1.62
2022-01-01,3.445,1.6775
2022-02-01,3.7625,1.8175
2022-03-01,4.172,2.032
2022-04-01,4.9825,2.1725
2022-05-01,5.23,2.36
2022-06-01,5.522,2.46
2022-07-01,5.4125,2.5225
2022-08-01,5.2225,2.3575
2022-09-01,6.112,2.62
2022-10-01,6.9,2.9
2022-11-01,6.805,2.945
2022-12-01,6.364,2.774
2023-01-01,6.2725,2.7675
2023-02-01,6.2575,2.555
2023-03-01,6.544,2.844
2023-04-01,6.3425,2.8875
2023-05-01,6.425,2.865
2023-06-01,6.714,2.972
2023-07-01,6.84,2.9225
2023-08-01,7.072,2.89
2023-09-01,7.2,2.79
2023-10-01,7.62,2.805
2023-11-01,7.442,2.936
2023-12-01,6.815,2.8675
2024-01-01,6.6425,2.58
2024-02-01,6.776,2.608
2024-03-01,6.82,2.6075
2024-04-01,6.9925,2.44
2024-05-01,7.06,2.574
2024-06-01,6.9175,2.6525
2024-07-01,6.8475,2.59
2024-08-01,6.5,2.574
2024-09-01,6.18,2.4475
2024-10-01,6.428,2.324
2024-11-01,6.805,2.45
2024-12-01,6.715,2.305
2025-01-01,6.958,2.352
2025-02-01,6.8425,2.4025
2025-03-01,6.65,2.355
2025-04-01,6.725,2.445
2025-05-01,6.816,2.408
2025-06-01,6.8175,2.4675
2025-07-01,6.72,2.326
2025-08-01,6.5875,2.32
2025-09-01,6.3525,2.235
2025-10-01,6.254,2.184
2025-11-01,6.2375,2.1575
2025-12-01,6.19,2.05
2026-01-01,6.1025,1.8875
2026-02-01,6.0475,1.9475
2026-03-01,6,1.87
2026-03-12,6.11,1.84
