date,VALUE
2005-10-01,1.3888851801185589
2005-11-01,1.393579818181818
2005-12-01,1.3988725623582765
2006-01-01,1.40522444545043
2006-02-01,1.4033980144404332
2006-03-01,1.404123796671165
2006-04-01,1.4031947958725883
2006-05-01,1.4024014311270125
2006-06-01,1.3974647058823528
2006-07-01,1.3916225577264651
2006-08-01,1.3895278514588858
2006-09-01,1.3835237340378688
2006-10-01,1.379610701754386
2006-11-01,1.3783809523809523
2006-12-01,1.3722798260869564
2007-01-01,1.3724430040813496
2007-02-01,1.3669174372893642
2007-03-01,1.3683029742575108
2007-04-01,1.3655757575757574
2007-05-01,1.3556588124975912
2007-06-01,1.3475080637926098
2007-07-01,1.3372169112008587
2007-08-01,1.327625992835014
2007-09-01,1.318280592057884
2007-10-01,1.3015753895460391
