date,RESPPLLOP_N.WW,RESPPMA_N.WW,RESH4SCS_N.WW,RESPPALGASMO_N.WW,RESPPALGUO_N.WW,RESPPALDJ_N.WW,RESPPALD_N.WW,RESPPALGTR_N.WW,RESPPALSD_N.WW,RESPPALSP_N.WW,RESPPA_N.WW
2006-12-06,0,862178,0,0,774215,0,266,32000,-3962,8583,864015
2006-12-13,0,853851,0,0,775603,0,936,21250,-3953,8564,855534
2006-12-20,0,865010,0,0,777638,0,90,33500,-3935,8732,866962
2006-12-27,0,869988,0,0,778938,0,488,36000,-3906,8719,871162
2007-01-03,0,874626,0,0,778910,0,1262,39750,-3898,8700,875886
2007-01-10,0,854819,0,0,778898,0,21,21500,-3871,8680,856084
2007-01-17,0,859363,0,0,778887,0,1756,19750,-3855,8661,860802
2007-01-24,0,851755,0,0,778875,0,26,19000,-3829,8642,852556
2007-01-31,0,865730,0,0,778863,0,1326,32000,-3829,8622,866559
2007-02-07,0,855057,0,0,778876,0,23,19750,-3811,8603,855950
2007-02-14,0,867199,0,0,778889,0,49,30000,-3806,8583,868051
2007-02-21,0,869235,0,0,778902,0,41,34000,-3822,8564,870820
2007-02-28,0,877409,0,0,780793,0,22,45250,-3858,8546,878205
2007-03-07,0,864505,0,0,780818,0,43,31250,-3871,8527,865685
2007-03-14,0,876108,0,0,780842,0,27,43000,-3878,8508,876868
2007-03-21,0,863067,0,0,780866,0,29,29750,-3885,8489,863755
2007-03-28,0,869803,0,0,780890,0,28,36000,-3878,8470,870656
2007-04-04,0,862319,0,0,780926,0,32,28000,-3866,8451,863206
2007-04-11,0,865441,0,0,782816,0,49,28750,-3834,8712,866525
2007-04-18,0,861335,0,0,782860,0,52,24000,-3794,8692,862347
2007-04-25,0,879686,0,0,787149,0,57,38000,-3775,8676,880456
2007-05-02,0,890857,0,0,787210,0,76,48000,-3758,8656,892372
2007-05-09,0,875270,0,0,790025,0,82,29000,-3728,8641,876213
2007-05-16,0,859559,0,0,790103,0,93,18000,-3767,8622,860378
2007-05-23,0,873935,0,0,790182,0,118,31250,-3741,8604,874929
2007-05-30,0,876986,0,0,790260,0,121,31000,-3729,8585,878220
2007-06-06,0,872706,0,0,790322,0,154,28500,-3746,8567,873911
2007-06-13,0,864989,0,0,790380,0,142,22000,-3759,8548,865881
2007-06-20,0,866089,0,0,790439,0,933,21000,-3769,8530,867099
2007-06-27,0,865105,0,0,790497,0,187,20000,-3770,8511,865949
2007-07-04,0,876611,0,0,790553,0,186,30250,-3788,8493,878608
2007-07-11,0,869407,0,0,790606,0,208,20500,-3791,8475,873060
2007-07-18,0,872916,0,0,790660,0,252,27250,-3791,8455,873966
2007-07-25,0,863890,0,0,790714,0,246,18750,-3791,8428,864700
2007-08-01,0,870261,0,0,790802,0,235,24750,-3851,8401,871042
2007-08-08,0,865453,0,0,790820,0,255,18750,-3856,8374,866294
2007-08-15,0,864931,0,0,789601,0,264,24000,-3974,8347,865720
2007-08-22,0,862775,0,0,789619,0,2262,19000,-3977,8321,863509
2007-08-29,0,872873,0,0,784637,0,1357,33750,-3898,8295,873589
2007-09-05,0,871156,0,0,779640,0,1338,35000,-3895,8269,872896
2007-09-12,0,886314,0,0,779638,0,7386,45000,-3892,8243,887233
2007-09-19,0,867732,0,0,779635,0,1359,32750,-3854,8217,868615
2007-09-26,0,889900,0,0,779633,0,207,56000,-3791,8191,890671
2007-10-03,0,869051,0,0,779624,0,179,35250,-3715,8165,869874
2007-10-10,0,886363,0,0,779608,0,173,50000,-3658,8138,888061
2007-10-17,0,869509,0,0,779591,0,108,36250,-3615,8112,870193
2007-10-24,0,881395,0,0,779574,0,502,46000,-3579,8086,881978
2007-10-31,0,883385,0,0,779586,0,92,48500,-3544,8060,884044
2007-11-07,0,885724,0,0,779613,0,1344,48000,-3505,8034,886556
2007-11-14,0,889537,0,0,779639,0,60,49500,-3483,8008,890831
2007-11-21,0,891028,0,0,779670,0,58,55000,-3443,8082,891596
2007-11-28,0,879417,0,0,779693,0,54,46000,-3432,8067,879893
2007-12-05,0,882764,0,0,779715,0,2146,46500,-3401,8050,883464
2007-12-12,0,881750,0,0,774735,0,4547,47750,-3347,8034,882436
2007-12-19,0,887983,0,0,769755,0,4765,57750,-3293,8017,888692
2007-12-26,0,890662,14000,0,754612,0,4535,42500,-3096,8000,891158
2008-01-02,0,922187,24000,0,740627,0,4923,56750,-2917,7983,923058
2008-01-09,0,880754,24000,0,728203,0,1015,30500,-2743,7966,881323
2008-01-16,0,893581,24000,0,728259,0,5567,39000,-2722,7949,894245
2008-01-23,0,877253,24000,0,723315,0,20,22000,-2659,7933,878400
2008-01-30,0,900264,24000,0,718371,0,46,50000,-2582,7916,900810
2008-02-06,0,871022,24000,0,713376,0,459,15500,-2533,7899,871610
2008-02-13,0,883005,24000,0,713369,0,39,28000,-2502,7882,883544
2008-02-20,0,878949,10000,0,713362,0,1371,38750,-2583,7865,880047
2008-02-27,0,893825,10000,0,713355,0,687,54500,-2531,7849,894294
2008-03-05,0,881208,0,0,713388,0,37,52250,-2494,7832,881822
2008-03-12,0,896565,0,0,703436,0,28,77000,-2392,7816,897089
2008-03-19,0,888646,0,0,660484,0,28925,62000,-2101,7799,889065
2008-03-26,0,893965,0,0,612305,0,37607,106750,-1803,7765,894437
2008-04-02,0,883708,21000,0,581240,0,44796,76000,-1695,7749,884297
2008-04-09,0,893029,21000,0,560114,0,33838,120000,-1629,7706,893609
2008-04-16,0,881904,36000,0,548632,0,34508,104250,-1582,7689,882426
2008-04-23,0,885781,36000,0,548661,0,32043,109500,-1565,7667,886483
2008-04-30,0,888131,36000,0,548692,0,29763,115500,-1562,7645,888721
2008-05-07,0,889228,36000,0,536714,0,27789,130500,-1511,7558,889757
2008-05-14,0,880175,52000,0,515656,0,27905,100000,-1419,7533,880605
2008-05-21,0,898487,52000,0,502863,0,28871,134000,-1530,7512,898913
2008-05-28,0,904054,62000,0,491091,0,29222,115000,-1497,7473,904977
2008-06-04,0,895939,62000,0,486937,0,20793,119750,-1476,7452,896444
2008-06-11,0,890610,62000,0,482073,0,22037,118250,-1454,7431,891195
2008-06-18,0,902304,62000,0,478734,0,21889,133500,-1439,7410,902927
2008-06-25,0,892713,62000,0,478796,0,15402,129750,-1424,7389,893196
2008-07-02,0,902962,62000,0,478866,0,12920,113000,-1419,7368,903620
2008-07-09,0,898034,62000,0,478951,0,13332,107000,-1404,7347,898653
2008-07-16,0,910681,62000,0,479036,0,16192,116750,-1390,7326,911291
2008-07-23,0,899665,62000,0,479121,0,17830,103750,-1379,7306,900292
2008-07-30,0,918625,62000,0,479206,0,17377,123250,-1367,7285,919115
2008-08-06,0,901710,62000,0,479330,0,17504,104750,-1418,7264,902873
2008-08-13,0,914632,62000,0,479434,0,17651,118250,-1406,7243,915164
2008-08-20,0,898611,67000,0,479538,0,18563,100750,-1502,7227,899120
2008-08-27,0,909982,67000,0,479642,0,19002,111000,-1493,7212,910543
2008-09-03,0,905253,62000,0,479726,0,19089,109000,-1485,7197,905996
2008-09-10,0,925725,62000,0,479782,0,23556,126750,-1476,7182,926372
2008-09-17,0,995093,62000,0,479839,0,121294,98000,-1432,7174,995589
2008-09-24,0,1.21182e+06,141900,0,476578,0,262341,86000,-1498,7159,1.2123e+06
2008-10-01,0,1.50399e+06,286432,0,476621,0,409522,83000,-1527,7144,1.5045e+06
2008-10-08,0,1.59159e+06,335184,0,476579,0,430866,100000,-1512,7129,1.59205e+06
2008-10-15,0,1.77081e+06,406882,0,476555,0,441370,80000,-1622,7114,1.77163e+06
2008-10-22,0,1.8026e+06,477159,0,476512,0,408156,80000,-1606,7099,1.80304e+06
2008-10-29,0,1.96909e+06,498860,0,476469,0,369763,80000,-1594,7084,1.96944e+06
2008-11-05,0,2.07420e+06,528355,0,476456,0,346531,80000,-1616,7069,2.07464e+06
2008-11-12,0,2.21285e+06,569716,0,476440,0,316077,80000,-1603,7054,2.21333e+06
2008-11-19,0,2.18714e+06,562090,0,476425,0,288702,80000,-1549,7039,2.1876e+06
2008-11-26,0,2.10612e+06,475435,0,476407,0,259048,80000,-1534,7022,2.10662e+06
2008-12-03,0,2.13692e+06,506819,0,476354,0,248751,80000,-1534,7009,2.13744e+06
2008-12-10,0,2.25001e+06,582575,0,476246,0,233115,80000,-1522,7149,2.25046e+06
2008-12-17,0,2.25498e+06,583135,0,476138,0,206544,80000,-1503,7512,2.25537e+06
2008-12-24,0,2.23231e+06,552728,0,476014,0,186630,80000,-1491,8068,2.23283e+06
2008-12-31,0,2.23946e+06,553728,0,475921,0,193874,80000,-1489,8049,2.23985e+06
2009-01-07,0,2.12144e+06,538162,0,475718,0,178277,60000,-1480,8027,2.12195e+06
2009-01-14,0,2.04971e+06,510514,5634,475515,0,155245,40000,-1471,8693,2.05012e+06
2009-01-21,0,2.03711e+06,462796,5991,475322,0,149324,20000,-1475,8825,2.03776e+06
2009-01-28,0,1.92708e+06,465672,7377,475129,0,154790,0,-1467,9096,1.92744e+06
2009-02-04,0,1.85144e+06,387448,7377,474982,0,149030,0,-1465,9196,1.85181e+06
2009-02-11,0,1.8434e+06,390829,7377,474869,0,142851,0,-1457,9318,1.84374e+06
2009-02-18,0,1.91556e+06,375005,65292,474756,0,140493,0,-1474,10731,1.91622e+06
2009-02-25,0,1.91612e+06,374947,68745,474643,0,138899,0,-1466,11185,1.91646e+06
2009-03-04,0,1.90132e+06,315211,68902,474619,0,140343,0,-1480,11146,1.90183e+06
2009-03-11,0,1.89951e+06,312461,68958,474661,0,134669,0,-1472,11475,1.89997e+06
2009-03-18,0,2.06694e+06,329012,236489,474704,0,135342,0,-1678,14329,2.06727e+06
2009-03-25,0,2.07156e+06,327778,236156,474746,0,136227,0,-1671,14466,2.07185e+06
2009-04-01,0,2.07894e+06,308792,236637,492330,0,133084,0,-1479,16420,2.07941e+06
2009-04-08,0,2.08857e+06,313396,236651,508414,0,115230,0,-1433,18341,2.08898e+06
2009-04-15,0,2.1865e+06,293533,355637,526103,0,111202,0,-1459,21338,2.18703e+06
2009-04-22,0,2.19681e+06,282863,367590,534969,0,102988,0,-1457,22891,2.19716e+06
2009-04-29,0,2.06671e+06,249513,366153,549046,0,101531,0,-1438,23645,2.06713e+06
2009-05-06,0,2.07976e+06,249302,365820,560601,0,121037,0,-1499,25971,2.08045e+06
2009-05-13,0,2.19635e+06,246838,431545,577091,0,132049,0,-1484,28543,2.19688e+06
2009-05-20,0,2.18163e+06,235112,431480,583271,0,126349,0,-1528,29905,2.18199e+06
2009-05-27,0,2.08012e+06,181647,427552,600142,0,123572,0,-1544,31534,2.08064e+06
2009-06-03,0,2.0777e+06,175742,427633,606168,0,124239,0,-1546,32097,2.07824e+06
2009-06-10,0,2.0523e+06,164234,427416,628690,0,123992,0,-1524,33395,2.05263e+06
2009-06-17,0,2.07253e+06,148563,455964,638668,0,122972,0,-1712,33205,2.07294e+06
2009-06-24,0,2.02557e+06,119430,467226,653193,0,132659,0,-1756,34950,2.02583e+06
2009-07-01,0,2.00563e+06,114585,462444,663470,0,119070,0,-1776,36309,2.00622e+06
2009-07-08,0,1.99274e+06,109144,462453,673500,0,112482,0,-1847,37498,1.99305e+06
2009-07-15,0,2.07245e+06,111641,526418,684030,0,113286,0,-2371,37545,2.07285e+06
2009-07-22,0,2.039e+06,89582,545466,692726,0,109137,0,-2480,37944,2.03939e+06
2009-07-29,0,2.00055e+06,87738,542888,695758,0,109888,0,-2506,38319,2.00097e+06
2009-08-05,0,1.9892e+06,76271,542885,705331,0,105737,0,-2531,39344,1.98965e+06
2009-08-12,0,2.0149e+06,75211,542885,728974,0,109184,0,-2732,40261,2.0152e+06
2009-08-19,0,2.06064e+06,69141,609531,736086,0,106292,0,-3148,40205,2.06128e+06
2009-08-26,0,2.0749e+06,60210,622864,744878,0,105842,0,-3252,41498,2.07524e+06
2009-09-02,0,2.08372e+06,63287,625253,752841,0,108562,0,-3057,41738,2.08403e+06
2009-09-09,0,2.08795e+06,61607,625278,757772,0,106429,0,-3042,42213,2.08852e+06
2009-09-16,0,2.13978e+06,61101,685056,759803,0,111879,0,-3120,44083,2.14025e+06
2009-09-23,0,2.15863e+06,59121,693595,765633,0,109981,0,-3131,44217,2.1589e+06
2009-09-30,0,2.14102e+06,56756,692365,769160,0,110330,0,-3137,44288,2.1413e+06
2009-10-07,0,2.13809e+06,49831,692291,769185,0,111204,0,-3130,44289,2.13859e+06
2009-10-14,0,2.19279e+06,43627,762990,773460,0,111758,0,-3174,46451,2.19358e+06
2009-10-21,0,2.20112e+06,41637,776868,773486,0,107455,0,-3149,46730,2.20145e+06
2009-10-28,0,2.16154e+06,32930,774066,774561,0,109179,0,-3136,46894,2.16183e+06
2009-11-04,0,2.16507e+06,31884,774394,776512,0,109966,0,-3143,46927,2.16536e+06
