date,RESPPLLOP_N.WW,RESPPMA_N.WW,RESH4SCS_N.WW,RESPPALGASMO_N.WW,RESPPALGUO_N.WW,RESPPALDJ_N.WW,RESPPALD_N.WW,RESPPALGTR_N.WW,RESPPALSD_N.WW,RESPPALSP_N.WW,RESPPA_N.WW
2014-10-01,1683,4.45026e+06,240,1.69642e+06,2.45174e+06,0,228,0,-18758,209173,4.45026e+06
2014-10-08,1540,4.4554e+06,0,1.69643e+06,2.45446e+06,0,221,0,-18757,208999,4.4554e+06
2014-10-15,1578,4.47436e+06,0,1.71348e+06,2.45534e+06,0,234,0,-18719,209379,4.47436e+06
2014-10-22,1539,4.48162e+06,0,1.71544e+06,2.4592e+06,0,240,0,-18726,209172,4.48162e+06
2014-10-29,1648,4.48675e+06,0,1.71789e+06,2.46158e+06,0,206,0,-18694,209140,4.48675e+06
2014-11-05,1169,4.48658e+06,1,1.7179e+06,2.46158e+06,0,145,0,-18662,208770,4.48658e+06
2014-11-12,1869,4.4889e+06,0,1.7179e+06,2.4616e+06,0,131,0,-18632,208425,4.4889e+06
2014-11-19,1852,4.49276e+06,0,1.73489e+06,2.46162e+06,0,131,0,-18597,208656,4.49276e+06
2014-11-26,2042,4.48593e+06,1,1.72979e+06,2.46164e+06,0,111,0,-18555,208133,4.48593e+06
2014-12-03,1407,4.48619e+06,1,1.7298e+06,2.46162e+06,0,99,0,-18529,207816,4.48619e+06
2014-12-10,2130,4.48886e+06,2,1.72982e+06,2.46156e+06,0,117,0,-18498,207473,4.48886e+06
2014-12-17,1826,4.50225e+06,2,1.74196e+06,2.4615e+06,0,90,0,-18463,207632,4.50225e+06
2014-12-24,1853,4.50946e+06,30,1.74738e+06,2.46142e+06,0,119,0,-18425,207466,4.50946e+06
2014-12-31,1161,4.49766e+06,1528,1.73683e+06,2.46136e+06,0,145,0,-18394,206835,4.49766e+06
2015-01-07,1769,4.49952e+06,1528,1.73684e+06,2.46122e+06,0,23,0,-18363,206465,4.49952e+06
2015-01-14,2229,4.51608e+06,0,1.75173e+06,2.46108e+06,0,31,0,-18332,206747,4.51608e+06
2015-01-21,1102,4.51294e+06,10,1.75053e+06,2.46094e+06,0,155,0,-18295,206458,4.51294e+06
2015-01-28,1256,4.50006e+06,1,1.73867e+06,2.4608e+06,0,30,0,-18258,205742,4.50006e+06
2015-02-04,927,4.50035e+06,0,1.73868e+06,2.46065e+06,0,14,0,-18227,205371,4.50035e+06
2015-02-11,1672,4.50168e+06,0,1.7387e+06,2.46049e+06,0,17,0,-18196,205027,4.50168e+06
2015-02-18,1960,4.49685e+06,0,1.74903e+06,2.46033e+06,0,6,0,-18159,205218,4.49685e+06
2015-02-25,1366,4.48672e+06,3,1.74021e+06,2.46017e+06,0,8,0,-18122,204622,4.48672e+06
2015-03-04,2038,4.48758e+06,0,1.74022e+06,2.46003e+06,0,18,0,-18091,204251,4.48758e+06
2015-03-11,1426,4.48928e+06,2,1.74025e+06,2.45991e+06,0,9,0,-18061,203921,4.48928e+06
2015-03-18,1848,4.49589e+06,2,1.74591e+06,2.45979e+06,0,10,0,-18023,203778,4.49589e+06
2015-03-25,1723,4.4806e+06,3,1.73191e+06,2.45967e+06,0,15,0,-17984,202935,4.4806e+06
2015-04-01,1564,4.4818e+06,810,1.73193e+06,2.45958e+06,0,59,0,-17953,202565,4.4818e+06
2015-04-08,2226,4.48342e+06,0,1.73193e+06,2.45969e+06,0,32,0,-17923,202242,4.48342e+06
2015-04-15,1597,4.48537e+06,0,1.73443e+06,2.45981e+06,0,38,0,-17882,202119,4.48537e+06
2015-04-22,2061,4.4897e+06,0,1.73707e+06,2.45992e+06,0,61,0,-17850,201775,4.4897e+06
2015-04-29,2259,4.4715e+06,0,1.71885e+06,2.46003e+06,0,61,0,-17811,200860,4.4715e+06
2015-05-06,2445,4.4727e+06,0,1.71886e+06,2.46018e+06,0,61,0,-17780,200492,4.4727e+06
2015-05-13,2229,4.50119e+06,0,1.74384e+06,2.46033e+06,0,85,0,-17750,201011,4.50119e+06
2015-05-20,1225,4.48038e+06,0,1.73746e+06,2.46049e+06,0,95,620,-17719,200464,4.48038e+06
2015-05-27,1371,4.46398e+06,2,1.72243e+06,2.46064e+06,0,96,0,-17681,199646,4.46398e+06
2015-06-03,2522,4.46536e+06,0,1.72244e+06,2.46075e+06,0,124,0,-17650,199276,4.46536e+06
2015-06-10,2285,4.46800e+06,0,1.72244e+06,2.4608e+06,0,132,0,-17620,198952,4.46800e+06
2015-06-17,1785,4.48782e+06,114,1.74088e+06,2.46086e+06,0,193,0,-17582,199138,4.48782e+06
2015-06-24,1844,4.49506e+06,115,1.74639e+06,2.46091e+06,0,207,0,-17550,198918,4.49506e+06
2015-07-01,1857,4.47913e+06,635,1.73206e+06,2.46098e+06,0,170,0,-17512,198111,4.47913e+06
2015-07-08,2332,4.48129e+06,155,1.73206e+06,2.46111e+06,0,172,0,-17482,197786,4.48129e+06
2015-07-15,1627,4.49360e+06,308,1.74381e+06,2.46124e+06,0,185,0,-17459,197777,4.49360e+06
2015-07-22,1686,4.5005e+06,659,1.74946e+06,2.46137e+06,0,197,0,-17428,197502,4.5005e+06
2015-07-29,2036,4.48548e+06,359,1.73483e+06,2.4615e+06,0,197,0,-17389,196679,4.48548e+06
2015-08-05,1958,4.48633e+06,308,1.73486e+06,2.4616e+06,0,200,0,-17358,196311,4.48633e+06
2015-08-12,2636,4.48925e+06,229,1.73488e+06,2.46169e+06,0,238,0,-17328,195988,4.48925e+06
2015-08-19,1832,4.48721e+06,132,1.74808e+06,2.46178e+06,0,322,0,-17305,196046,4.48721e+06
2015-08-26,2237,4.47510e+06,134,1.73661e+06,2.46188e+06,0,253,0,-17267,195313,4.47510e+06
2015-09-02,1844,4.47589e+06,137,1.73668e+06,2.46194e+06,0,247,0,-17235,194945,4.47589e+06
2015-09-09,1976,4.47821e+06,136,1.73671e+06,2.46194e+06,0,247,0,-17205,194617,4.47821e+06
2015-09-16,2112,4.48781e+06,145,1.74512e+06,2.46194e+06,0,264,0,-17167,194636,4.48781e+06
2015-09-23,1660,4.49748e+06,683,1.75262e+06,2.46195e+06,0,283,0,-17119,194460,4.49748e+06
2015-09-30,1848,4.48411e+06,681,1.74123e+06,2.46195e+06,0,252,0,-17017,193677,4.48411e+06
2015-10-07,2005,4.48618e+06,143,1.74125e+06,2.46191e+06,0,226,0,-16986,193338,4.48618e+06
2015-10-14,2119,4.5047e+06,145,1.75649e+06,2.46187e+06,0,220,0,-16953,193504,4.5047e+06
2015-10-21,1525,4.50137e+06,140,1.7552e+06,2.46184e+06,0,187,0,-16907,193143,4.50137e+06
2015-10-28,1444,4.48934e+06,140,1.74409e+06,2.4618e+06,0,167,0,-16871,192433,4.48934e+06
2015-11-04,1642,4.4897e+06,143,1.7441e+06,2.46176e+06,0,132,0,-16839,192064,4.4897e+06
2015-11-11,3424,4.49201e+06,141,1.7441e+06,2.46172e+06,0,112,0,-16809,191733,4.49201e+06
2015-11-18,1388,4.48672e+06,150,1.7535e+06,2.46168e+06,0,104,0,-16772,191836,4.48672e+06
2015-11-25,1887,4.47709e+06,145,1.74479e+06,2.46163e+06,0,94,0,-16732,191166,4.47709e+06
2015-12-02,1719,4.47807e+06,135,1.74479e+06,2.4616e+06,0,72,590,-16706,190849,4.47807e+06
2015-12-09,2665,4.48044e+06,136,1.7448e+06,2.46159e+06,0,81,0,-16675,190518,4.48044e+06
2015-12-16,1870,4.48959e+06,138,1.75316e+06,2.46158e+06,0,74,0,-16641,190418,4.48959e+06
2015-12-23,1781,4.49652e+06,926,1.75776e+06,2.46157e+06,0,73,0,-16609,190224,4.49652e+06
2015-12-30,1837,4.48659e+06,997,1.74747e+06,2.46155e+06,0,635,0,-16575,189539,4.48659e+06
2016-01-06,1714,4.48661e+06,997,1.74747e+06,2.46150e+06,0,151,0,-16544,189170,4.48661e+06
2016-01-13,2147,4.5017e+06,118,1.7606e+06,2.46145e+06,0,29,0,-16514,189290,4.5017e+06
2016-01-20,1801,4.48884e+06,125,1.75028e+06,2.4614e+06,0,20,0,-16477,188545,4.48884e+06
2016-01-27,1431,4.48235e+06,102,1.74418e+06,2.46134e+06,0,124,0,-16437,188025,4.48235e+06
2016-02-03,2141,4.4835e+06,91,1.74418e+06,2.46127e+06,0,10,0,-16411,187656,4.4835e+06
2016-02-10,2088,4.48628e+06,91,1.74418e+06,2.46117e+06,0,11,0,-16380,187319,4.48628e+06
2016-02-17,1517,4.48363e+06,98,1.75677e+06,2.46108e+06,0,73,0,-16365,187468,4.48363e+06
2016-02-24,1790,4.4898e+06,89,1.76092e+06,2.46121e+06,0,19,0,-16333,187387,4.4898e+06
2016-03-02,1559,4.47848e+06,88,1.75183e+06,2.46115e+06,0,11,0,-16437,186743,4.47848e+06
2016-03-09,2283,4.48108e+06,95,1.75183e+06,2.4612e+06,0,12,0,-16406,186413,4.48108e+06
2016-03-16,1899,4.48633e+06,76,1.75808e+06,2.46124e+06,0,37,0,-16367,186371,4.48633e+06
2016-03-23,2025,4.49286e+06,53,1.76293e+06,2.46128e+06,0,18,0,-16335,186225,4.49286e+06
2016-03-30,1954,4.48284e+06,48,1.75308e+06,2.46133e+06,0,32,0,-16301,185557,4.48284e+06
2016-04-06,2327,4.48407e+06,146,1.75309e+06,2.46134e+06,0,37,0,-16349,185271,4.48407e+06
2016-04-13,1744,4.49973e+06,45,1.76612e+06,2.46137e+06,0,41,0,-16318,185357,4.49973e+06
2016-04-20,1494,4.49013e+06,33,1.75962e+06,2.46139e+06,0,64,0,-16284,184786,4.49013e+06
2016-04-27,1430,4.47466e+06,0,1.74483e+06,2.46141e+06,0,70,0,-16082,183791,4.47466e+06
2016-05-04,2678,4.47727e+06,1200,1.74483e+06,2.46149e+06,0,60,0,-16082,183430,4.47727e+06
2016-05-11,1954,4.47841e+06,0,1.74483e+06,2.46160e+06,0,68,0,-16051,183103,4.47841e+06
2016-05-18,1571,4.47374e+06,1006,1.75473e+06,2.46172e+06,0,74,0,-16135,183091,4.47374e+06
2016-05-25,1233,4.46111e+06,1006,1.74307e+06,2.46164e+06,0,120,610,-16089,182397,4.46111e+06
2016-06-01,2202,4.46139e+06,801,1.74308e+06,2.46176e+06,0,89,0,-16059,182112,4.46139e+06
2016-06-08,2504,4.46354e+06,0,1.74308e+06,2.4619e+06,0,94,0,-16028,181790,4.46354e+06
2016-06-15,1672,4.47282e+06,6,1.75132e+06,2.46203e+06,0,121,0,-15991,181739,4.47282e+06
2016-06-22,2063,4.48201e+06,0,1.75851e+06,2.46217e+06,0,144,0,-15958,181634,4.48201e+06
2016-06-29,1647,4.46648e+06,2,1.74354e+06,2.4623e+06,0,156,0,-15910,180818,4.46648e+06
2016-07-06,2391,4.47060e+06,2994,1.74354e+06,2.46243e+06,0,147,0,-15924,180466,4.47060e+06
2016-07-13,1843,4.4722e+06,2220,1.74354e+06,2.46254e+06,0,289,0,-15893,180146,4.4722e+06
2016-07-20,1066,4.48097e+06,185,1.75725e+06,2.46265e+06,0,200,0,-15786,180399,4.48097e+06
2016-07-27,1643,4.4645e+06,180,1.74109e+06,2.46276e+06,0,297,0,-15744,179557,4.4645e+06
2016-08-03,2584,4.46679e+06,930,1.7411e+06,2.46286e+06,0,186,0,-15730,179205,4.46679e+06
2016-08-10,2080,4.46893e+06,575,1.74111e+06,2.46296e+06,0,200,0,-15699,178885,4.46893e+06
2016-08-17,1784,4.46648e+06,105,1.75335e+06,2.46345e+06,0,212,0,-15677,179130,4.46648e+06
2016-08-24,1736,4.47384e+06,22,1.75902e+06,2.46354e+06,0,228,0,-15643,179107,4.47384e+06
2016-08-31,1187,4.45791e+06,1351,1.74398e+06,2.46364e+06,0,207,0,-15615,178323,4.45791e+06
2016-09-07,2172,4.45939e+06,350,1.74398e+06,2.4636e+06,0,188,0,-15583,177973,4.45939e+06
2016-09-14,1828,4.48164e+06,6,1.76347e+06,2.46355e+06,0,215,0,-15551,178425,4.48164e+06
2016-09-21,1192,4.47303e+06,2,1.75734e+06,2.46351e+06,0,229,0,-15513,178060,4.47303e+06
2016-09-28,1317,4.452e+06,291,1.73688e+06,2.46346e+06,0,242,0,-15477,177089,4.452e+06
2016-10-05,1665,4.45941e+06,7003,1.73688e+06,2.46347e+06,0,173,0,-15448,176741,4.45941e+06
2016-10-12,1679,4.4577e+06,3220,1.73688e+06,2.4635e+06,0,150,0,-15417,176434,4.4577e+06
2016-10-19,1677,4.46738e+06,180,1.75073e+06,2.46352e+06,0,94,0,-15379,176735,4.46738e+06
2016-10-26,689,4.45433e+06,3541,1.73584e+06,2.46354e+06,0,76,0,-15343,176056,4.45433e+06
2016-11-02,2283,4.45309e+06,1015,1.73585e+06,2.46359e+06,0,35,0,-15294,175708,4.45309e+06
2016-11-09,1659,4.45509e+06,1000,1.73585e+06,2.46365e+06,0,32,0,-15263,175402,4.45509e+06
2016-11-16,1102,4.45363e+06,971,1.74779e+06,2.46372e+06,0,28,0,-15258,175535,4.45363e+06
2016-11-23,1568,4.46578e+06,201,1.75904e+06,2.4638e+06,0,47,0,-15218,175630,4.46578e+06
2016-11-30,1156,4.44631e+06,1340,1.74067e+06,2.46386e+06,0,40,0,-15229,174779,4.44631e+06
2016-12-07,2263,4.44862e+06,1329,1.74068e+06,2.4635e+06,0,79,59,-15197,174450,4.44862e+06
2016-12-14,1715,4.47097e+06,1476,1.76042e+06,2.46353e+06,0,50,0,-15165,174478,4.47097e+06
2016-12-21,864,4.46909e+06,4743,1.75848e+06,2.46357e+06,0,42,0,-15127,173967,4.46909e+06
2016-12-28,1397,4.45145e+06,4826,1.74139e+06,2.4636e+06,0,47,0,-15092,173109,4.45145e+06
2017-01-04,960,4.4531e+06,5563,1.74139e+06,2.46359e+06,0,40,0,-15083,172789,4.4531e+06
2017-01-11,1961,4.45251e+06,2626,1.7414e+06,2.46355e+06,0,5,0,-15054,172520,4.45251e+06
2017-01-18,1962,4.46076e+06,615,1.75094e+06,2.4635e+06,0,48,0,-15102,172216,4.46076e+06
2017-01-25,1116,4.45284e+06,465,1.74459e+06,2.46346e+06,0,4,0,-15071,171505,4.45284e+06
2017-02-01,1214,4.45388e+06,392,1.74464e+06,2.46343e+06,0,10,0,-15070,171203,4.45388e+06
2017-02-08,1857,4.45624e+06,265,1.74464e+06,2.46344e+06,0,11,0,-15040,170931,4.45624e+06
2017-02-15,1150,4.45468e+06,236,1.7597e+06,2.46345e+06,0,15,0,-15061,170972,4.45468e+06
2017-02-22,1769,4.4687e+06,143,1.77362e+06,2.46346e+06,0,3,0,-15031,171046,4.4687e+06
2017-03-01,1974,4.45802e+06,1132,1.76319e+06,2.46349e+06,0,2,0,-15052,170434,4.45802e+06
2017-03-08,1873,4.45984e+06,491,1.76319e+06,2.46365e+06,0,15,0,-15025,170171,4.45984e+06
2017-03-15,1879,4.46958e+06,917,1.77118e+06,2.46381e+06,0,15,0,-15004,170126,4.46958e+06
2017-03-22,2242,4.47824e+06,1019,1.77764e+06,2.46397e+06,0,9,0,-14976,170019,4.47824e+06
2017-03-29,1562,4.46962e+06,1007,1.76912e+06,2.46434e+06,0,11,0,-14948,169503,4.46962e+06
2017-04-05,1454,4.47463e+06,5075,1.76912e+06,2.46445e+06,0,13,0,-14966,169214,4.47463e+06
2017-04-12,1876,4.48449e+06,45,1.78109e+06,2.46455e+06,0,24,0,-14941,169292,4.48449e+06
2017-04-19,1690,4.47927e+06,35,1.77692e+06,2.46464e+06,0,73,0,-14909,168863,4.47927e+06
2017-04-26,1295,4.47014e+06,80,1.76901e+06,2.46473e+06,0,44,0,-14869,168285,4.47014e+06
2017-05-03,1852,4.47125e+06,35,1.76902e+06,2.46479e+06,0,63,0,-14860,167992,4.47125e+06
2017-05-10,1569,4.47346e+06,35,1.76902e+06,2.46482e+06,0,45,62,-14830,167731,4.47346e+06
2017-05-17,2074,4.46711e+06,36,1.77811e+06,2.46464e+06,0,67,0,-14879,167838,4.46711e+06
2017-05-24,1559,4.47085e+06,41,1.78038e+06,2.46466e+06,0,57,62,-14849,167646,4.47085e+06
2017-05-31,1455,4.45991e+06,35,1.77096e+06,2.4647e+06,0,67,0,-14856,167082,4.45991e+06
2017-06-07,1879,4.46244e+06,40,1.77096e+06,2.46478e+06,0,69,0,-14827,166822,4.46244e+06
2017-06-14,1875,4.47627e+06,36,1.7826e+06,2.46487e+06,0,77,0,-14798,166981,4.47627e+06
2017-06-21,947,4.47426e+06,42,1.7811e+06,2.46496e+06,0,107,0,-14765,166663,4.47426e+06
2017-06-28,1534,4.46335e+06,35,1.77028e+06,2.46505e+06,0,192,0,-14733,166068,4.46335e+06
2017-07-05,1625,4.46727e+06,3070,1.77028e+06,2.4651e+06,0,130,0,-14738,165787,4.46727e+06
2017-07-12,1666,4.4667e+06,55,1.77028e+06,2.46512e+06,0,151,0,-14709,165544,4.4667e+06
2017-07-19,1663,4.4769e+06,41,1.77939e+06,2.46514e+06,0,218,0,-14669,165633,4.4769e+06
2017-07-26,1066,4.46528e+06,85,1.769e+06,2.46517e+06,0,197,0,-14636,165024,4.46528e+06
2017-08-02,1786,4.46685e+06,35,1.76903e+06,2.4652e+06,0,200,0,-14622,164745,4.46685e+06
2017-08-09,1502,4.46908e+06,36,1.76903e+06,2.46522e+06,0,208,0,-14593,164503,4.46908e+06
2017-08-16,1097,4.46287e+06,36,1.77798e+06,2.46525e+06,0,213,0,-14628,164467,4.46287e+06
2017-08-23,1560,4.46384e+06,36,1.7787e+06,2.46527e+06,0,236,0,-14598,164153,4.46384e+06
2017-08-30,1279,4.45236e+06,36,1.76755e+06,2.4653e+06,0,223,0,-14566,163542,4.45236e+06
2017-09-06,1503,4.45347e+06,35,1.76755e+06,2.46529e+06,0,212,0,-14547,163260,4.45347e+06
2017-09-13,1307,4.47117e+06,87,1.78235e+06,2.46547e+06,0,220,0,-14515,163562,4.47117e+06
2017-09-20,1060,4.45858e+06,37,1.77052e+06,2.46545e+06,0,228,0,-14481,162828,4.45858e+06
2017-09-27,806,4.45566e+06,37,1.76816e+06,2.46543e+06,0,233,0,-14448,162553,4.45566e+06
2017-10-04,1497,4.46042e+06,3620,1.76816e+06,2.46547e+06,0,177,0,-14432,162278,4.46042e+06
2017-10-11,1804,4.45942e+06,36,1.76816e+06,2.46555e+06,0,158,0,-14403,162046,4.45942e+06
2017-10-18,1148,4.46972e+06,35,1.77794e+06,2.46564e+06,0,160,0,-14365,162045,4.46972e+06
2017-10-25,1065,4.46112e+06,37,1.77056e+06,2.46573e+06,0,149,0,-14333,161540,4.46112e+06
2017-11-01,1367,4.45589e+06,40,1.77063e+06,2.45983e+06,0,52,0,-14310,161274,4.45589e+06
2017-11-08,1674,4.45855e+06,37,1.77063e+06,2.45998e+06,0,56,65,-14281,161052,4.45855e+06
2017-11-15,1733,4.44829e+06,35,1.77585e+06,2.45664e+06,0,51,0,-14284,161032,4.44829e+06
2017-11-22,1938,4.45062e+06,35,1.77868e+06,2.45682e+06,0,56,0,-14251,160744,4.45062e+06
2017-11-29,1126,4.43859e+06,35,1.7671e+06,2.45696e+06,0,67,0,-14225,160163,4.43859e+06
2017-12-06,1407,4.43715e+06,35,1.7671e+06,2.45447e+06,0,43,0,-14219,159883,4.43715e+06
2017-12-13,1455,4.45273e+06,42,1.78024e+06,2.45426e+06,0,35,0,-14187,160036,4.45273e+06
2017-12-20,1090,4.44747e+06,57,1.77545e+06,2.45424e+06,0,112,0,-14153,159519,4.44747e+06
2017-12-27,1179,4.44868e+06,12008,1.76493e+06,2.45422e+06,0,141,0,-14121,158921,4.44868e+06
2018-01-03,681,4.44372e+06,12067,1.76493e+06,2.44821e+06,0,44,0,-14146,158640,4.44372e+06
2018-01-10,1471,4.44606e+06,12067,1.76493e+06,2.44821e+06,0,109,0,-14116,158401,4.44606e+06
2018-01-17,1631,4.43914e+06,118,1.77035e+06,2.44701e+06,0,98,0,-14113,158252,4.43914e+06
2018-01-24,1500,4.44132e+06,72,1.77105e+06,2.44701e+06,0,54,0,-14082,157925,4.44132e+06
2018-01-31,1264,4.41922e+06,673,1.76074e+06,2.43621e+06,0,54,0,-14094,157337,4.41922e+06
2018-02-07,1287,4.42074e+06,39,1.76074e+06,2.43619e+06,0,31,0,-14063,157078,4.42074e+06
2018-02-14,1672,4.43486e+06,62,1.77193e+06,2.43617e+06,0,17,0,-14036,157095,4.43486e+06
2018-02-21,933,4.41166e+06,67,1.7693e+06,2.43207e+06,0,33,0,-14105,156605,4.41166e+06
2018-02-28,1435,4.3934e+06,72,1.75997e+06,2.42424e+06,0,27,0,-14128,156044,4.3934e+06
2018-03-07,1867,4.3961e+06,65,1.75999e+06,2.4244e+06,0,11,0,-14100,155799,4.3961e+06
2018-03-14,1606,4.40726e+06,64,1.76859e+06,2.42456e+06,0,15,0,-14080,155674,4.40726e+06
2018-03-21,1189,4.40122e+06,77,1.76317e+06,2.42472e+06,0,14,0,-14054,155105,4.40122e+06
2018-03-28,1383,4.3922e+06,79,1.75437e+06,2.42488e+06,0,16,0,-13995,154546,4.3922e+06
2018-04-04,974,4.3861e+06,5011,1.75437e+06,2.41303e+06,0,24,0,-14038,154279,4.3861e+06
2018-04-11,1644,4.38368e+06,79,1.75437e+06,2.41306e+06,0,30,0,-14009,154051,4.38368e+06
2018-04-18,1309,4.3859e+06,82,1.75629e+06,2.41308e+06,0,43,0,-13981,153776,4.3859e+06
2018-04-25,631,4.37289e+06,82,1.74497e+06,2.41322e+06,0,87,0,-13950,153073,4.37289e+06
2018-05-02,1297,4.35613e+06,117,1.74497e+06,2.39546e+06,0,221,0,-13936,152775,4.35613e+06
2018-05-09,1334,4.35821e+06,80,1.74497e+06,2.39553e+06,0,60,64,-13907,152544,4.35821e+06
2018-05-16,1185,4.33761e+06,80,1.74551e+06,2.38697e+06,0,73,65,-13953,152249,4.33761e+06
2018-05-23,1158,4.3373e+06,82,1.74418e+06,2.38704e+06,0,106,0,-13926,151837,4.3373e+06
2018-05-30,1201,4.32752e+06,63,1.73459e+06,2.3871e+06,0,123,0,-13896,151289,4.32752e+06
2018-06-06,1350,4.31919e+06,70,1.73459e+06,2.37787e+06,0,119,0,-14006,151027,4.31919e+06
2018-06-13,1521,4.32491e+06,91,1.73973e+06,2.378e+06,0,168,0,-13985,150901,4.32491e+06
2018-06-20,830,4.3159e+06,95,1.73149e+06,2.37812e+06,0,162,0,-13954,150291,4.3159e+06
2018-06-27,1120,4.30549e+06,90,1.72127e+06,2.37825e+06,0,181,0,-13924,149733,4.30549e+06
2018-07-04,2487,4.28976e+06,1091,1.72127e+06,2.36038e+06,0,169,0,-13932,149476,4.28976e+06
2018-07-11,985,4.2912e+06,96,1.72128e+06,2.3605e+06,0,200,0,-13904,149265,4.2912e+06
2018-07-18,1060,4.29162e+06,91,1.72229e+06,2.35977e+06,0,224,0,-13879,148967,4.29162e+06
2018-07-25,1105,4.27768e+06,122,1.70953e+06,2.35989e+06,0,236,0,-13849,148257,4.27768e+06
2018-08-01,1229,4.25565e+06,100,1.70954e+06,2.33688e+06,0,228,0,-13833,148003,4.25565e+06
2018-08-08,1253,4.25803e+06,100,1.70954e+06,2.33692e+06,0,255,0,-13804,147790,4.25803e+06
2018-08-15,824,4.22892e+06,106,1.70819e+06,2.32439e+06,0,246,0,-13844,147461,4.22892e+06
2018-08-22,1474,4.22882e+06,68,1.70673e+06,2.32454e+06,0,285,0,-13815,147068,4.22882e+06
2018-08-29,1078,4.21891e+06,92,1.69701e+06,2.32459e+06,0,311,0,-13785,146528,4.21891e+06
2018-09-05,1120,4.2085e+06,90,1.69701e+06,2.3132e+06,0,261,0,-13776,146268,4.2085e+06
2018-09-12,1282,4.21081e+06,91,1.69702e+06,2.3132e+06,0,317,0,-13747,146053,4.21081e+06
2018-09-19,1116,4.20806e+06,100,1.69522e+06,2.31321e+06,0,442,0,-13720,145694,4.20806e+06
2018-09-26,832,4.19291e+06,90,1.68176e+06,2.31321e+06,0,359,0,-13688,144968,4.19291e+06
2018-10-03,535,4.1747e+06,74,1.68178e+06,2.29421e+06,0,397,0,-13658,144710,4.1747e+06
2018-10-10,1240,4.17691e+06,90,1.68178e+06,2.29423e+06,0,189,0,-13629,144492,4.17691e+06
2018-10-17,1109,4.17545e+06,89,1.68011e+06,2.29424e+06,0,209,0,-13602,144137,4.17545e+06
2018-10-24,855,4.17307e+06,80,1.67696e+06,2.29422e+06,0,234,0,-13572,143722,4.17307e+06
2018-10-31,764,4.13973e+06,80,1.66899e+06,2.2704e+06,0,230,0,-13540,143237,4.13973e+06
2018-11-07,1309,4.14194e+06,79,1.66899e+06,2.27044e+06,0,103,0,-13510,143010,4.14194e+06
2018-11-14,1073,4.14589e+06,47,1.67082e+06,2.27042e+06,0,176,0,-13480,142788,4.14589e+06
2018-11-21,1336,4.1062e+06,58,1.66183e+06,2.25308e+06,0,71,0,-13538,142177,4.1062e+06
2018-11-28,522,4.09717e+06,68,1.65347e+06,2.25312e+06,0,84,0,-13512,141721,4.09717e+06
2018-12-05,1318,4.08604e+06,194,1.65347e+06,2.24055e+06,0,57,66,-13539,141473,4.08604e+06
2018-12-12,1309,4.08831e+06,120,1.65347e+06,2.24061e+06,0,69,0,-13510,141265,4.08831e+06
2018-12-19,1243,4.08427e+06,70,1.64869e+06,2.24066e+06,0,95,0,-13479,140884,4.08427e+06
2018-12-26,966,4.07564e+06,4207,1.63712e+06,2.24072e+06,0,77,0,-13448,140257,4.07564e+06
2019-01-02,172,4.05838e+06,4207,1.63712e+06,2.22252e+06,0,6,0,-13418,140008,4.05838e+06
2019-01-09,1224,4.05656e+06,86,1.63712e+06,2.22241e+06,0,7,0,-13387,139789,4.05656e+06
2019-01-16,725,4.05004e+06,88,1.63273e+06,2.22022e+06,0,15,0,-13354,139410,4.05004e+06
2019-01-23,990,4.04705e+06,86,1.6289e+06,2.22012e+06,0,19,0,-13322,138996,4.04705e+06
2019-01-30,845,4.03968e+06,77,1.62181e+06,2.22001e+06,0,34,0,-13289,138538,4.03968e+06
2019-02-06,573,4.02635e+06,66,1.62181e+06,2.20571e+06,0,16,0,-13258,138281,4.02635e+06
2019-02-13,668,4.02843e+06,71,1.62196e+06,2.2056e+06,0,18,0,-13226,138063,4.02843e+06
2019-02-20,838,3.98142e+06,68,1.61415e+06,2.1822e+06,0,23,0,-13250,137544,3.98142e+06
2019-02-27,793,3.97459e+06,88,1.60761e+06,2.18209e+06,0,12,0,-13218,137099,3.97459e+06
2019-03-06,1270,3.96913e+06,65,1.60761e+06,2.17542e+06,0,6,0,-13213,136856,3.96913e+06
2019-03-13,1212,3.97156e+06,67,1.60777e+06,2.17548e+06,0,11,0,-13184,136656,3.97156e+06
2019-03-20,931,3.96275e+06,68,1.59947e+06,2.17554e+06,0,11,0,-13153,136138,3.96275e+06
2019-03-27,972,3.95562e+06,66,1.59272e+06,2.1756e+06,0,27,0,-13122,135705,3.95562e+06
2019-04-03,773,3.93551e+06,1365,1.59272e+06,2.15331e+06,0,11,0,-13093,135468,3.93551e+06
2019-04-10,1307,3.93678e+06,55,1.59291e+06,2.15344e+06,0,21,0,-13065,135283,3.93678e+06
2019-04-17,1090,3.93183e+06,55,1.58794e+06,2.15341e+06,0,19,0,-13034,134913,3.93183e+06
2019-04-24,1030,3.92827e+06,55,1.58339e+06,2.15354e+06,0,32,0,-12998,134493,3.92827e+06
2019-05-01,1235,3.88969e+06,55,1.57543e+06,2.12395e+06,0,34,0,-12971,134032,3.88969e+06
2019-05-08,1322,3.89222e+06,55,1.57543e+06,2.12413e+06,0,66,65,-12943,133856,3.89222e+06
2019-05-15,1157,3.86475e+06,50,1.56958e+06,2.11444e+06,0,64,0,-13064,133469,3.86475e+06
2019-05-22,1116,3.86044e+06,17,1.56443e+06,2.11457e+06,0,50,0,-13034,133034,3.86044e+06
