date,A191RX
1995-08-01,11418113.666666666
1995-09-01,11450310.0
1995-10-01,11476229.0
1995-11-01,11502148.0
1995-12-01,11528067.0
1996-01-01,11556850.666666666
1996-02-01,11585634.333333334
1996-03-01,11614418.0
1996-04-01,11678992.0
1996-05-01,11743566.0
1996-06-01,11808140.0
1996-07-01,11843447.666666666
1996-08-01,11878755.333333334
1996-09-01,11914063.0
1996-10-01,11955300.333333334
1996-11-01,11996537.666666666
1996-12-01,12037775.0
1997-01-01,12063674.0
1997-02-01,12089573.0
1997-03-01,12115472.0
1997-04-01,12182721.666666666
1997-05-01,12249971.333333334
1997-06-01,12317221.0
1997-07-01,12368484.0
1997-08-01,12419747.0
1997-09-01,12471010.0
1997-10-01,12506505.0
1997-11-01,12542000.0
1997-12-01,12577495.0
1998-01-01,12619577.333333334
1998-02-01,12661659.666666666
1998-03-01,12703742.0
1998-04-01,12742941.0
1998-05-01,12782140.0
1998-06-01,12821339.0
1998-07-01,12875143.333333334
1998-08-01,12928947.666666666
1998-09-01,12982752.0
1998-10-01,13052391.333333334
1998-11-01,13122030.666666666
1998-12-01,13191670.0
1999-01-01,13232979.0
1999-02-01,13274288.0
1999-03-01,13315597.0
1999-04-01,13352647.333333334
1999-05-01,13389697.666666666
1999-06-01,13426748.0
1999-07-01,13486089.0
1999-08-01,13545430.0
1999-09-01,13604771.0
1999-10-01,13679174.0
1999-11-01,13753577.0
1999-12-01,13827980.0
2000-01-01,13844702.333333334
2000-02-01,13861424.666666666
2000-03-01,13878147.0
2000-04-01,13962400.666666666
2000-05-01,14046654.333333334
2000-06-01,14130908.0
2000-07-01,14135709.333333334
2000-08-01,14140510.666666666
2000-09-01,14145312.0
2000-10-01,14173463.0
2000-11-01,14201614.0
2000-12-01,14229765.0
2001-01-01,14214216.666666666
2001-02-01,14198668.333333334
2001-03-01,14183120.0
2001-04-01,14212644.666666666
2001-05-01,14242169.333333334
2001-06-01,14271694.0
2001-07-01,14252634.666666666
2001-08-01,14233575.333333334
2001-09-01,14214516.0
2001-10-01,14227535.333333334
2001-11-01,14240554.666666666
2001-12-01,14253574.0
2002-01-01,14293311.0
2002-02-01,14333048.0
2002-03-01,14372785.0
2002-04-01,14402139.333333334
2002-05-01,14431493.666666666
2002-06-01,14460848.0
2002-07-01,14480443.0
2002-08-01,14500038.0
2002-09-01,14519633.0
2002-10-01,14525615.333333334
2002-11-01,14531597.666666666
2002-12-01,14537580.0
2003-01-01,14563100.333333334
2003-02-01,14588620.666666666
2003-03-01,14614141.0
2003-04-01,14657283.0
2003-05-01,14700425.0
2003-06-01,14743567.0
2003-07-01,14825305.333333334
2003-08-01,14907043.666666666
2003-09-01,14988782.0
2003-10-01,15046774.666666666
2003-11-01,15104767.333333334
2003-12-01,15162760.0
2004-01-01,15191400.0
2004-02-01,15220040.0
2004-03-01,15248680.0
2004-04-01,15288070.0
2004-05-01,15327460.0
2004-06-01,15366850.0
2004-07-01,15415439.666666666
2004-08-01,15464029.333333334
2004-09-01,15512619.0
2004-10-01,15565372.666666666
2004-11-01,15618126.333333334
2004-12-01,15670880.0
2005-01-01,15728829.0
2005-02-01,15786778.0
2005-03-01,15844727.0
2005-04-01,15870745.333333334
2005-05-01,15896763.666666666
2005-06-01,15922782.0
2005-07-01,15964383.666666666
2005-08-01,16005985.333333334
2005-09-01,16047587.0
2005-10-01,16077302.666666666
2005-11-01,16107018.333333334
2005-12-01,16136734.0
2006-01-01,16209101.0
2006-02-01,16281468.0
2006-03-01,16353835.0
2006-04-01,16367940.333333334
2006-05-01,16382045.666666666
2006-06-01,16396151.0
2006-07-01,16404346.666666666
2006-08-01,16412542.333333334
2006-09-01,16420738.0
2006-10-01,16467780.666666666
2006-11-01,16514823.333333334
2006-12-01,16561866.0
2007-01-01,16578474.0
2007-02-01,16595082.0
2007-03-01,16611690.0
2007-04-01,16645564.666666666
2007-05-01,16679439.333333334
2007-06-01,16713314.0
2007-07-01,16745405.0
2007-08-01,16777496.0
2007-09-01,16809587.0
2007-10-01,16844788.333333332
2007-11-01,16879989.666666668
2007-12-01,16915191.0
2008-01-01,16891128.333333332
2008-02-01,16867065.666666668
2008-03-01,16843003.0
2008-04-01,16876432.333333332
2008-05-01,16909861.666666668
2008-06-01,16943291.0
2008-07-01,16913625.666666668
2008-08-01,16883960.333333332
2008-09-01,16854295.0
2008-10-01,16731313.333333334
2008-11-01,16608331.666666666
2008-12-01,16485350.0
2009-01-01,16422987.333333334
2009-02-01,16360624.666666666
2009-03-01,16298262.0
2009-04-01,16288556.333333334
2009-05-01,16278850.666666666
2009-06-01,16269145.0
2009-07-01,16288190.333333334
2009-08-01,16307235.666666666
2009-09-01,16326281.0
2009-10-01,16385105.333333334
2009-11-01,16443929.666666666
2009-12-01,16502754.0
2010-01-01,16529406.0
2010-02-01,16556058.0
2010-03-01,16582710.0
2010-04-01,16636194.0
2010-05-01,16689678.0
2010-06-01,16743162.0
2010-07-01,16786196.666666668
2010-08-01,16829231.333333332
2010-09-01,16872266.0
2010-10-01,16901798.666666668
2010-11-01,16931331.333333332
2010-12-01,16960864.0
2011-01-01,16947453.333333332
2011-02-01,16934042.666666668
2011-03-01,16920632.0
2011-04-01,16958792.666666668
2011-05-01,16996953.333333332
2011-06-01,17035114.0
2011-07-01,17033847.0
2011-08-01,17032580.0
2011-09-01,17031313.0
2011-10-01,17095069.666666668
2011-11-01,17158826.333333332
2011-12-01,17222583.0
2012-01-01,17270725.333333332
2012-02-01,17318867.666666668
2012-03-01,17367010.0
2012-04-01,17392848.333333332
2012-05-01,17418686.666666668
2012-06-01,17444525.0
2012-07-01,17452900.0
2012-08-01,17461275.0
2012-09-01,17469650.0
2012-10-01,17476384.0
2012-11-01,17483118.0
2012-12-01,17489852.0
2013-01-01,17547368.0
2013-02-01,17604884.0
2013-03-01,17662400.0
2013-04-01,17678157.0
2013-05-01,17693914.0
2013-06-01,17709671.0
2013-07-01,17759930.666666668
2013-08-01,17810190.333333332
2013-09-01,17860450.0
2013-10-01,17912349.0
2013-11-01,17964248.0
2013-12-01,18016147.0
2014-01-01,17995422.666666668
2014-02-01,17974698.333333332
2014-03-01,17953974.0
2014-04-01,18031286.333333332
2014-05-01,18108598.666666668
2014-06-01,18185911.0
2014-07-01,18259587.666666668
2014-08-01,18333264.333333332
2014-09-01,18406941.0
2014-10-01,18437971.0
2014-11-01,18469001.0
2014-12-01,18500031.0
2015-01-01,18555561.0
2015-02-01,18611091.0
2015-03-01,18666621.0
2015-04-01,18705161.666666668
2015-05-01,18743702.333333332
2015-06-01,18782243.0
2015-07-01,18807301.333333332
2015-08-01,18832359.666666668
2015-09-01,18857418.0
2015-10-01,18869014.0
2015-11-01,18880610.0
2015-12-01,18892206.0
2016-01-01,18928700.666666668
2016-02-01,18965195.333333332
2016-03-01,19001690.0
2016-04-01,19022029.666666668
2016-05-01,19042369.333333332
2016-06-01,19062709.0
2016-07-01,19107785.333333332
2016-08-01,19152861.666666668
2016-09-01,19197938.0
2016-10-01,19233409.333333332
2016-11-01,19268880.666666668
2016-12-01,19304352.0
2017-01-01,19335682.333333332
2017-02-01,19367012.666666668
2017-03-01,19398343.0
2017-04-01,19434545.0
2017-05-01,19470747.0
2017-06-01,19506949.0
2017-07-01,19558221.333333332
2017-08-01,19609493.666666668
2017-09-01,19660766.0
2017-10-01,19734628.0
2017-11-01,19808490.0
2017-12-01,19882352.0
2018-01-01,19936260.333333332
2018-02-01,19990168.666666668
2018-03-01,20044077.0
2018-04-01,20079543.333333332
2018-05-01,20115009.666666668
2018-06-01,20150476.0
2018-07-01,20192368.666666668
2018-08-01,20234261.333333332
2018-09-01,20276154.0
2018-10-01,20285727.333333332
2018-11-01,20295300.666666668
2018-12-01,20304874.0
2019-01-01,20347129.666666668
2019-02-01,20389385.333333332
2019-03-01,20431641.0
2019-04-01,20488519.0
2019-05-01,20545397.0
2019-06-01,20602275.0
2019-07-01,20682624.0
2019-08-01,20762973.0
2019-09-01,20843322.0
2019-10-01,20890697.333333332
2019-11-01,20938072.666666668
2019-12-01,20985448.0
2020-01-01,20893369.333333332
2020-02-01,20801290.666666668
2020-03-01,20709212.0
2020-04-01,20165472.0
2020-05-01,19621732.0
2020-06-01,19077992.0
2020-07-01,19571621.0
2020-08-01,20065250.0
2020-09-01,20558879.0
2020-10-01,20636558.333333332
2020-11-01,20714237.666666668
2020-12-01,20791917.0
2021-01-01,20888656.0
2021-02-01,20985395.0
2021-03-01,21082134.0
2021-04-01,21201732.333333332
2021-05-01,21321330.666666668
2021-06-01,21440929.0
2021-07-01,21499895.333333332
2021-08-01,21558861.666666668
2021-09-01,21617828.0
2021-10-01,21741464.333333332
2021-11-01,21865100.666666668
2021-12-01,21988737.0
2022-01-01,21970061.333333332
2022-02-01,21951385.666666668
2022-03-01,21932710.0
2022-04-01,21944155.0
2022-05-01,21955600.0
2022-06-01,21967045.0
2022-07-01,22019905.0
2022-08-01,22072765.0
2022-09-01,22125625.0
2022-10-01,22176531.666666668
2022-11-01,22227438.333333332
2022-12-01,22278345.0
2023-01-01,22332099.0
2023-02-01,22385853.0
2023-03-01,22439607.0
2023-04-01,22486571.0
2023-05-01,22533535.0
2023-06-01,22580499.0
2023-07-01,22667329.0
2023-08-01,22754159.0
2023-09-01,22840989.0
2023-10-01,22905252.666666668
2023-11-01,22969516.333333332
2023-12-01,23033780.0
2024-01-01,23049893.0
2024-02-01,23066006.0
2024-03-01,23082119.0
2024-04-01,23150248.666666668
2024-05-01,23218378.333333332
2024-06-01,23286508.0
2024-07-01,23350528.666666668
2024-08-01,23414549.333333332
2024-09-01,23478570.0
2024-10-01,23514560.666666668
2024-11-01,23550551.333333332
2024-12-01,23586542.0
2025-01-01,23573764.666666668
2025-02-01,23560987.333333332
2025-03-01,23548210.0
2025-04-01,23622465.333333332
2025-05-01,23696720.666666668
2025-06-01,23770976.0
2025-07-01,23898067.523184
2025-08-01,24025159.046368
2025-09-01,24152250.569552
