date,AM
1990-05-17,369.1
1990-05-18,369.7
1990-05-21,373.4
1990-05-22,372.4
1990-05-23,363.25
1990-05-24,367.65
1990-05-25,366.35
1990-05-29,368.35
1990-05-30,365.7
1990-05-31,363.7
1990-06-01,363.1
1990-06-04,358.75
1990-06-05,357.85
1990-06-06,359.8
1990-06-07,353.25
1990-06-08,353.6
1990-06-11,354.7
1990-06-12,356.0
1990-06-13,353.0
1990-06-14,346.75
1990-06-15,347.05
1990-06-18,349.0
1990-06-19,348.45
1990-06-20,347.05
1990-06-21,350.0
1990-06-22,349.35
1990-06-25,351.4
1990-06-26,353.1
1990-06-27,350.3
1990-06-28,350.9
1990-06-29,352.4
1990-07-02,357.1
1990-07-03,357.4
1990-07-04,361.25
1990-07-05,358.85
1990-07-06,360.35
1990-07-09,359.9
1990-07-10,357.55
1990-07-11,353.7
1990-07-12,353.2
1990-07-13,359.1
1990-07-16,362.5
1990-07-17,361.3
1990-07-18,360.1
1990-07-19,361.55
1990-07-20,360.75
1990-07-23,361.8
1990-07-24,368.25
1990-07-25,367.4
1990-07-26,370.6
1990-07-27,368.5
1990-07-30,367.8
1990-07-31,371.1
1990-08-01,371.1
1990-08-02,382.6
1990-08-03,375.8
1990-08-06,380.0
1990-08-07,383.95
1990-08-08,384.75
1990-08-09,385.85
1990-08-10,388.75
1990-08-13,399.9
1990-08-14,411.0
1990-08-15,401.5
1990-08-16,399.25
1990-08-17,410.5
1990-08-20,410.9
1990-08-21,407.85
1990-08-22,410.0
1990-08-23,415.7
1990-08-24,412.0
1990-08-28,392.55
1990-08-29,389.1
1990-08-30,385.8
1990-08-31,388.1
1990-09-03,387.5
1990-09-04,386.75
1990-09-05,384.6
1990-09-06,388.25
1990-09-07,388.85
1990-09-10,382.5
1990-09-11,378.4
1990-09-12,380.65
1990-09-13,382.15
1990-09-14,384.3
1990-09-17,387.9
1990-09-18,390.55
1990-09-19,386.45
1990-09-20,386.0
1990-09-21,390.1
1990-09-24,390.15
1990-09-25,406.35
1990-09-26,401.75
1990-09-27,401.9
1990-09-28,406.1
1990-10-01,400.0
1990-10-02,389.25
1990-10-03,389.85
1990-10-04,392.75
1990-10-05,393.0
1990-10-08,391.25
1990-10-09,394.8
1990-10-10,392.2
1990-10-11,389.6
1990-10-12,388.3
1990-10-15,381.85
1990-10-16,375.15
1990-10-17,365.75
1990-10-18,370.0
1990-10-19,371.75
1990-10-22,368.5
1990-10-23,370.75
1990-10-24,371.1
1990-10-25,373.9
1990-10-26,377.3
1990-10-29,371.0
1990-10-30,373.35
1990-10-31,379.25
1990-11-01,380.1
1990-11-02,379.75
1990-11-05,377.05
1990-11-06,381.4
1990-11-07,383.5
1990-11-08,386.3
1990-11-09,384.85
1990-11-12,381.9
1990-11-13,383.2
1990-11-14,383.45
1990-11-15,378.5
1990-11-16,380.3
1990-11-19,377.6
1990-11-20,379.5
1990-11-21,377.35
1990-11-22,380.2
1990-11-23,380.0
1990-11-26,387.05
1990-11-27,384.25
1990-11-28,384.75
1990-11-29,385.25
1990-11-30,384.8
1990-12-03,381.75
1990-12-04,377.0
1990-12-05,377.3
1990-12-06,373.8
1990-12-07,371.1
1990-12-10,372.25
1990-12-11,374.3
1990-12-12,371.9
1990-12-13,373.0
1990-12-14,373.15
1990-12-17,376.85
1990-12-18,376.0
1990-12-19,376.8
1990-12-20,384.45
1990-12-21,383.25
1990-12-24,382.0
1990-12-27,383.75
1990-12-28,385.4
1990-12-31,391.0
1991-01-02,392.5
1991-01-03,386.75
1991-01-04,388.1
1991-01-07,391.0
1991-01-08,392.8
1991-01-09,390.7
1991-01-10,388.5
1991-01-11,390.4
1991-01-14,395.35
1991-01-15,398.0
1991-01-16,403.7
1991-01-17,383.5
1991-01-18,380.0
1991-01-21,378.25
1991-01-22,381.25
1991-01-23,377.9
1991-01-24,377.05
1991-01-25,373.8
1991-01-28,374.5
1991-01-29,377.6
1991-01-30,369.75
1991-01-31,369.6
1991-02-01,367.95
1991-02-04,367.0
1991-02-05,367.15
1991-02-06,360.9
1991-02-07,363.5
1991-02-08,368.3
1991-02-11,368.0
1991-02-12,362.05
1991-02-13,367.05
1991-02-14,366.85
1991-02-15,366.25
1991-02-18,364.6
1991-02-19,361.6
1991-02-20,363.75
1991-02-21,361.5
1991-02-22,358.9
1991-02-25,357.5
1991-02-26,359.1
1991-02-27,360.0
1991-02-28,363.0
1991-03-01,367.45
1991-03-04,365.5
1991-03-05,364.3
1991-03-06,363.6
1991-03-07,366.25
1991-03-08,367.5
1991-03-11,369.25
1991-03-12,363.95
1991-03-13,365.2
1991-03-14,365.7
1991-03-15,363.6
1991-03-18,363.4
1991-03-19,362.0
1991-03-20,364.2
1991-03-21,362.1
1991-03-22,362.95
1991-03-25,361.75
1991-03-26,358.0
1991-03-27,357.1
1991-03-28,354.0
1991-04-02,357.9
1991-04-03,357.85
1991-04-04,358.1
1991-04-05,358.3
1991-04-08,358.8
1991-04-09,361.2
1991-04-10,363.65
1991-04-11,360.75
1991-04-12,361.45
1991-04-15,360.6
1991-04-16,360.3
1991-04-17,361.0
1991-04-18,361.2
1991-04-19,357.1
1991-04-22,356.25
1991-04-23,356.9
1991-04-24,355.9
1991-04-25,353.0
1991-04-26,354.15
1991-04-29,351.3
1991-04-30,353.45
1991-05-01,356.25
1991-05-02,355.35
1991-05-03,356.45
1991-05-07,356.25
1991-05-08,356.4
1991-05-09,356.85
1991-05-10,356.3
1991-05-13,356.75
1991-05-14,358.0
1991-05-15,360.25
1991-05-16,358.35
1991-05-17,354.95
1991-05-20,353.9
1991-05-21,356.75
1991-05-22,356.75
1991-05-23,355.0
1991-05-24,355.5
1991-05-28,356.3
1991-05-29,360.75
1991-05-30,360.8
1991-05-31,361.55
1991-06-03,361.5
1991-06-04,362.0
1991-06-05,361.6
1991-06-06,363.4
1991-06-07,365.8
1991-06-10,367.6
1991-06-11,372.75
1991-06-12,370.7
1991-06-13,368.4
1991-06-14,369.0
1991-06-17,367.3
1991-06-18,368.0
1991-06-19,367.3
1991-06-20,367.8
1991-06-21,367.4
1991-06-24,365.2
1991-06-25,363.25
1991-06-26,366.0
1991-06-27,365.3
1991-06-28,366.9
1991-07-01,368.65
1991-07-02,366.65
1991-07-03,367.75
1991-07-04,369.4
1991-07-05,370.25
1991-07-08,371.35
1991-07-09,369.0
1991-07-10,370.2
1991-07-11,368.85
1991-07-12,367.9
1991-07-15,369.1
1991-07-16,368.5
1991-07-17,369.2
1991-07-18,370.35
1991-07-19,370.3
1991-07-22,370.1
1991-07-23,368.05
1991-07-24,367.0
1991-07-25,365.1
1991-07-26,364.7
1991-07-29,366.0
1991-07-30,362.3
1991-07-31,363.6
1991-08-01,364.3
1991-08-02,360.35
1991-08-05,355.6
1991-08-06,357.2
1991-08-07,355.85
1991-08-08,357.0
1991-08-09,357.85
1991-08-12,357.75
1991-08-13,357.25
1991-08-14,356.5
1991-08-15,358.0
1991-08-16,357.25
1991-08-19,360.75
1991-08-20,358.5
1991-08-21,356.2
1991-08-22,356.5
1991-08-23,354.4
1991-08-27,354.1
1991-08-28,355.3
1991-08-29,353.5
1991-08-30,347.0
1991-09-02,347.6
1991-09-03,349.15
1991-09-04,348.6
1991-09-05,347.3
1991-09-06,347.0
1991-09-09,350.1
1991-09-10,351.2
1991-09-11,347.5
1991-09-12,345.45
1991-09-13,343.5
1991-09-16,344.9
1991-09-17,346.35
1991-09-18,348.0
1991-09-19,349.55
1991-09-20,347.55
1991-09-23,349.05
1991-09-24,351.25
1991-09-25,352.4
1991-09-26,352.3
1991-09-27,348.4
1991-09-30,350.5
1991-10-01,353.0
1991-10-02,354.4
1991-10-03,357.2
1991-10-04,357.0
1991-10-07,359.2
1991-10-08,358.5
1991-10-09,357.6
1991-10-10,359.55
1991-10-11,357.25
1991-10-14,360.3
1991-10-15,358.6
1991-10-16,356.4
1991-10-17,357.75
1991-10-18,360.25
1991-10-21,363.1
1991-10-22,362.9
1991-10-23,362.9
1991-10-24,359.8
1991-10-25,362.0
1991-10-28,359.5
1991-10-29,358.6
1991-10-30,359.8
1991-10-31,357.4
1991-11-01,357.5
1991-11-04,356.65
1991-11-05,356.45
1991-11-06,354.4
1991-11-07,355.3
1991-11-08,353.35
1991-11-11,354.9
1991-11-12,355.1
1991-11-13,356.45
1991-11-14,356.15
1991-11-15,355.3
1991-11-18,360.05
1991-11-19,359.85
1991-11-20,362.55
1991-11-21,363.75
1991-11-22,367.2
1991-11-25,368.4
1991-11-26,367.0
1991-11-27,366.5
1991-11-28,365.45
1991-11-29,366.85
1991-12-02,368.25
1991-12-03,366.0
1991-12-04,365.7
1991-12-05,365.75
1991-12-06,367.9
1991-12-09,370.2
1991-12-10,370.75
1991-12-11,367.7
1991-12-12,366.1
1991-12-13,358.9
1991-12-16,360.05
1991-12-17,357.1
1991-12-18,357.5
1991-12-19,357.95
1991-12-20,356.25
1991-12-23,359.2
1991-12-24,359.4
1991-12-27,356.1
1991-12-30,353.3
1991-12-31,353.4
1992-01-02,351.2
1992-01-03,352.4
1992-01-06,351.15
1992-01-07,349.3
1992-01-08,350.3
1992-01-09,351.75
1992-01-10,356.65
1992-01-13,354.9
1992-01-14,353.4
1992-01-15,355.6
1992-01-16,354.6
1992-01-17,357.3
1992-01-20,356.6
1992-01-21,357.35
1992-01-22,356.85
1992-01-23,356.55
1992-01-24,354.5
1992-01-27,354.85
1992-01-28,356.3
1992-01-29,355.4
1992-01-30,356.5
1992-01-31,354.15
1992-02-03,357.1
1992-02-04,356.35
1992-02-05,354.95
1992-02-06,356.25
1992-02-07,355.4
1992-02-10,354.7
1992-02-11,355.25
1992-02-12,356.35
1992-02-13,356.65
1992-02-14,355.35
1992-02-17,354.2
1992-02-18,353.5
1992-02-19,352.35
1992-02-20,353.05
1992-02-21,353.25
1992-02-24,349.0
1992-02-25,350.65
1992-02-26,348.8
1992-02-27,350.85
1992-02-28,353.05
1992-03-02,350.55
1992-03-03,351.0
1992-03-04,350.2
1992-03-05,349.6
1992-03-06,350.55
1992-03-09,349.0
1992-03-10,348.9
1992-03-11,349.0
1992-03-12,348.65
1992-03-13,347.25
1992-03-16,346.75
1992-03-17,343.35
1992-03-18,340.0
1992-03-19,338.5
1992-03-20,337.6
1992-03-23,338.0
1992-03-24,337.75
1992-03-25,340.1
1992-03-26,340.75
1992-03-27,340.35
1992-03-30,342.75
1992-03-31,341.5
1992-04-01,343.75
1992-04-02,341.25
1992-04-03,340.25
1992-04-06,340.5
1992-04-07,338.5
1992-04-08,337.7
1992-04-09,338.4
1992-04-10,341.0
1992-04-13,342.0
1992-04-14,338.8
1992-04-15,339.6
1992-04-16,336.8
1992-04-21,338.2
1992-04-22,338.3
1992-04-23,338.6
1992-04-24,336.55
1992-04-27,336.5
1992-04-28,336.85
1992-04-29,334.75
1992-04-30,336.25
1992-05-01,337.1
1992-05-05,336.5
1992-05-06,336.75
1992-05-07,336.25
1992-05-08,334.85
1992-05-11,336.5
1992-05-12,334.9
1992-05-13,334.75
1992-05-14,336.5
1992-05-15,338.15
1992-05-18,339.2
1992-05-19,340.0
1992-05-20,337.45
1992-05-21,337.45
1992-05-22,337.2
1992-05-26,337.0
1992-05-27,338.45
1992-05-28,337.2
1992-05-29,337.55
1992-06-01,336.8
1992-06-02,337.75
1992-06-03,339.85
1992-06-04,338.65
1992-06-05,338.85
1992-06-08,338.5
1992-06-09,337.7
1992-06-10,337.85
1992-06-11,338.0
1992-06-12,340.25
1992-06-15,342.25
1992-06-16,342.15
1992-06-17,342.1
1992-06-18,340.9
1992-06-19,343.5
1992-06-22,341.6
1992-06-23,344.1
1992-06-24,344.0
1992-06-25,343.15
1992-06-26,343.35
1992-06-29,342.55
1992-06-30,343.4
1992-07-01,343.6
1992-07-02,344.65
1992-07-03,345.8
1992-07-06,346.2
1992-07-07,345.8
1992-07-08,347.7
1992-07-09,347.2
1992-07-10,348.75
1992-07-13,348.9
1992-07-14,350.4
1992-07-15,350.95
1992-07-16,353.15
1992-07-17,352.65
1992-07-20,358.8
1992-07-21,357.4
1992-07-22,357.1
1992-07-23,359.3
1992-07-24,357.9
1992-07-27,358.0
1992-07-28,359.25
1992-07-29,358.2
1992-07-30,356.75
1992-07-31,357.95
1992-08-03,357.3
1992-08-04,352.75
1992-08-05,352.9
1992-08-06,349.25
1992-08-07,349.85
1992-08-10,350.75
1992-08-11,348.5
1992-08-12,346.5
1992-08-13,339.25
1992-08-14,336.0
1992-08-17,337.5
1992-08-18,336.55
1992-08-19,338.6
1992-08-20,336.7
1992-08-21,337.35
1992-08-24,341.85
1992-08-25,340.85
1992-08-26,340.35
1992-08-27,338.75
1992-08-28,340.5
1992-09-01,342.65
1992-09-02,340.4
1992-09-03,339.05
1992-09-04,341.3
1992-09-07,343.25
1992-09-08,341.9
1992-09-09,343.1
1992-09-10,341.75
1992-09-11,341.05
1992-09-14,342.75
1992-09-15,346.2
1992-09-16,346.2
1992-09-17,350.75
1992-09-18,348.65
1992-09-21,348.25
1992-09-22,347.5
1992-09-23,348.9
1992-09-24,348.9
1992-09-25,348.35
1992-09-28,349.0
1992-09-29,347.7
1992-09-30,349.0
1992-10-01,347.6
1992-10-02,348.0
1992-10-05,348.75
1992-10-06,350.5
1992-10-07,349.5
1992-10-08,350.0
1992-10-09,349.8
1992-10-12,348.1
1992-10-13,343.45
1992-10-14,343.3
1992-10-15,341.75
1992-10-16,341.75
1992-10-19,342.25
1992-10-20,342.55
1992-10-21,343.5
1992-10-22,342.8
1992-10-23,343.6
1992-10-26,341.3
1992-10-27,339.1
1992-10-28,338.2
1992-10-29,339.5
1992-10-30,338.8
1992-11-02,339.3
1992-11-03,338.75
1992-11-04,336.9
1992-11-05,337.45
1992-11-06,336.7
1992-11-09,335.0
1992-11-10,330.2
1992-11-11,331.95
1992-11-12,333.2
1992-11-13,334.25
1992-11-16,336.0
1992-11-17,333.85
1992-11-18,335.4
1992-11-19,333.6
1992-11-20,335.55
1992-11-23,334.25
1992-11-24,333.95
1992-11-25,334.75
1992-11-26,334.65
1992-11-27,334.0
1992-11-30,333.7
1992-12-01,334.6
1992-12-02,335.1
1992-12-03,335.9
1992-12-04,335.9
1992-12-07,335.5
1992-12-08,335.25
1992-12-09,333.4
1992-12-10,333.9
1992-12-11,334.2
1992-12-14,335.3
1992-12-15,334.7
1992-12-16,334.9
1992-12-17,337.75
1992-12-18,337.15
1992-12-21,336.35
1992-12-22,334.35
1992-12-23,332.55
1992-12-24,332.9
1992-12-29,332.9
1992-12-30,332.3
1992-12-31,332.9
1993-01-04,329.4
1993-01-05,328.8
1993-01-06,328.85
1993-01-07,329.7
1993-01-08,329.1
1993-01-11,328.4
1993-01-12,328.5
1993-01-13,327.85
1993-01-14,328.2
1993-01-15,327.45
1993-01-18,327.9
1993-01-19,329.05
1993-01-20,328.65
1993-01-21,329.85
1993-01-22,329.4
1993-01-25,328.6
1993-01-26,329.1
1993-01-27,330.6
1993-01-28,329.7
1993-01-29,330.75
1993-02-01,329.5
1993-02-02,329.35
1993-02-03,329.6
1993-02-04,328.15
1993-02-05,327.8
1993-02-08,327.6
1993-02-09,327.75
1993-02-10,328.7
1993-02-11,331.65
1993-02-12,330.0
1993-02-15,328.35
1993-02-16,329.2
1993-02-17,331.5
1993-02-18,329.0
1993-02-19,331.1
1993-02-22,328.9
1993-02-23,329.2
1993-02-24,330.35
1993-02-25,329.75
1993-02-26,328.75
1993-03-01,328.4
1993-03-02,328.9
1993-03-03,329.55
1993-03-04,328.5
1993-03-05,329.7
1993-03-08,328.7
1993-03-09,327.2
1993-03-10,326.5
1993-03-11,326.65
1993-03-12,326.5
1993-03-15,327.9
1993-03-16,329.0
1993-03-17,328.65
1993-03-18,329.5
1993-03-19,331.3
1993-03-22,332.2
1993-03-23,331.9
1993-03-24,331.3
1993-03-25,332.65
1993-03-26,332.7
1993-03-29,331.6
1993-03-30,333.2
1993-03-31,336.9
1993-04-01,337.0
1993-04-02,339.4
1993-04-05,339.35
1993-04-06,338.45
1993-04-07,337.15
1993-04-08,337.85
1993-04-13,336.95
1993-04-14,337.55
1993-04-15,339.2
1993-04-16,337.0
1993-04-19,340.4
1993-04-20,341.55
1993-04-21,339.15
1993-04-22,337.7
1993-04-23,340.95
1993-04-26,348.55
1993-04-27,352.8
1993-04-28,349.7
1993-04-29,354.8
1993-04-30,353.45
1993-05-04,353.4
1993-05-05,352.75
1993-05-06,356.1
1993-05-07,357.5
1993-05-10,356.25
1993-05-11,355.35
1993-05-12,356.0
1993-05-13,367.0
1993-05-14,366.6
1993-05-17,367.85
1993-05-18,366.6
1993-05-19,378.75
1993-05-20,376.05
1993-05-21,374.05
1993-05-24,380.0
1993-05-25,374.35
1993-05-26,377.25
1993-05-27,377.0
1993-05-28,381.0
1993-06-01,378.25
1993-06-02,368.25
1993-06-03,370.4
1993-06-04,377.5
1993-06-07,375.45
1993-06-08,373.75
1993-06-09,370.65
1993-06-10,369.6
1993-06-11,370.2
1993-06-14,366.3
1993-06-15,365.0
1993-06-16,370.0
1993-06-17,369.4
1993-06-18,370.65
1993-06-21,369.55
1993-06-22,369.1
1993-06-23,367.0
1993-06-24,374.1
1993-06-25,374.6
1993-06-28,378.1
1993-06-29,375.25
1993-06-30,379.0
1993-07-01,377.85
1993-07-02,390.0
1993-07-05,387.25
1993-07-06,388.0
1993-07-07,397.25
1993-07-08,398.4
1993-07-09,389.4
1993-07-12,394.4
1993-07-13,390.4
1993-07-14,395.7
1993-07-15,391.8
1993-07-16,393.65
1993-07-19,392.8
1993-07-20,391.5
1993-07-21,391.6
1993-07-22,389.0
1993-07-23,392.6
1993-07-26,389.75
1993-07-27,393.6
1993-07-28,391.8
1993-07-29,394.3
1993-07-30,403.7
1993-08-02,406.7
1993-08-03,404.95
1993-08-04,400.65
1993-08-05,396.45
1993-08-06,381.9
1993-08-09,382.5
1993-08-10,382.2
1993-08-11,381.35
1993-08-12,375.35
1993-08-13,370.45
1993-08-16,373.5
1993-08-17,372.5
1993-08-18,372.85
1993-08-19,373.65
1993-08-20,370.35
1993-08-23,373.6
1993-08-24,372.75
1993-08-25,371.75
1993-08-26,371.6
1993-08-27,370.05
1993-08-31,370.6
1993-09-01,371.8
1993-09-02,369.2
1993-09-03,363.7
1993-09-06,364.2
1993-09-07,362.95
1993-09-08,352.25
1993-09-09,351.35
1993-09-10,356.0
1993-09-13,348.25
1993-09-14,342.05
1993-09-15,345.25
1993-09-16,350.4
1993-09-17,352.3
1993-09-20,353.5
1993-09-21,354.3
1993-09-22,355.0
1993-09-23,353.75
1993-09-24,357.4
1993-09-27,357.25
1993-09-28,354.25
1993-09-29,354.55
1993-09-30,352.65
1993-10-01,353.9
1993-10-04,355.5
1993-10-05,353.95
1993-10-06,353.5
1993-10-07,356.9
1993-10-08,357.85
1993-10-11,360.55
1993-10-12,359.6
1993-10-13,366.6
1993-10-14,365.9
1993-10-15,365.35
1993-10-18,365.0
1993-10-19,368.85
1993-10-20,371.6
1993-10-21,371.55
1993-10-22,370.65
1993-10-25,371.5
1993-10-26,368.5
1993-10-27,368.65
1993-10-28,369.1
1993-10-29,369.1
1993-11-01,367.95
1993-11-02,362.5
1993-11-03,363.0
1993-11-04,369.1
1993-11-05,374.4
1993-11-08,377.9
1993-11-09,376.35
1993-11-10,375.5
1993-11-11,377.15
1993-11-12,376.75
1993-11-15,373.9
1993-11-16,375.25
1993-11-17,373.7
1993-11-18,374.25
1993-11-19,375.75
1993-11-22,378.15
1993-11-23,378.05
1993-11-24,376.1
1993-11-25,377.1
1993-11-26,376.3
1993-11-29,376.7
1993-11-30,370.8
1993-12-01,370.1
1993-12-02,374.5
1993-12-03,372.75
1993-12-06,376.15
1993-12-07,374.35
1993-12-08,377.15
1993-12-09,382.5
1993-12-10,382.3
1993-12-13,387.55
1993-12-14,387.6
1993-12-15,385.9
1993-12-16,386.5
1993-12-17,385.8
1993-12-20,389.75
1993-12-21,388.65
1993-12-22,386.4
1993-12-23,385.75
1993-12-24,386.6
1993-12-29,385.65
1993-12-30,391.5
1993-12-31,390.65
1994-01-04,395.0
1994-01-05,394.0
1994-01-06,390.6
1994-01-07,390.7
1994-01-10,382.2
1994-01-11,384.35
