date,SS,Medicare,Medicaid
1999-07-01,3.96627,2.18062,1.92608
1999-08-01,3.95522,2.17374,1.94055
1999-09-01,3.93772,2.16707,1.94805
1999-10-01,3.9267,2.1568,1.95142
1999-11-01,3.87043,2.14679,1.94669
1999-12-01,3.88539,2.13693,1.94021
2000-01-01,3.93841,2.13578,1.90252
2000-02-01,3.93376,2.13584,1.90518
2000-03-01,3.94078,2.13757,1.91622
2000-04-01,3.91796,2.13058,1.94149
2000-05-01,4.0813,2.12535,1.951
2000-06-01,3.94238,2.12172,1.95802
2000-07-01,3.90766,2.13171,1.9831
2000-08-01,3.92265,2.14316,1.99233
2000-09-01,3.93896,2.1562,1.99128
2000-10-01,3.89636,2.16739,1.96544
2000-11-01,3.84958,2.18011,1.96484
2000-12-01,3.92677,2.19423,1.97851
2001-01-01,4.01262,2.21582,2.01791
2001-02-01,4.02095,2.23622,2.05229
2001-03-01,4.03705,2.25565,2.09669
2001-04-01,4.0233,2.2671,2.17819
2001-05-01,4.00581,2.27732,2.19377
2001-06-01,3.98313,2.28644,2.16756
2001-07-01,4.07893,2.30372,2.03165
2001-08-01,4.02527,2.31998,2.041
2001-09-01,4.02177,2.33512,2.08114
2001-10-01,4.01016,2.34444,2.27245
2001-11-01,4.01946,2.35271,2.33241
2001-12-01,4.05168,2.3596,2.34643
2002-01-01,4.13968,2.36272,2.31015
2002-02-01,4.14839,2.36572,2.27459
2002-03-01,4.08,2.36858,2.25455
2002-04-01,4.11754,2.37272,2.24462
2002-05-01,4.10281,2.37672,2.24423
2002-06-01,4.09416,2.38059,2.2512
2002-07-01,4.08819,2.38487,2.27037
2002-08-01,4.09364,2.38901,2.29348
2002-09-01,4.09226,2.39304,2.31315
2002-10-01,4.05874,2.39832,2.34678
2002-11-01,4.0825,2.40348,2.36238
2002-12-01,4.1242,2.40851,2.36571
2003-01-01,4.11192,2.41086,2.35898
2003-02-01,4.10916,2.41421,2.34019
2003-03-01,4.12046,2.41856,2.323
2003-04-01,4.10157,2.42204,2.30281
2003-05-01,4.12794,2.42649,2.29753
2003-06-01,4.10123,2.43193,2.32585
2003-07-01,4.06019,2.43009,2.37552
2003-08-01,4.05909,2.42928,2.37468
2003-09-01,4.02425,2.42947,2.34769
2003-10-01,4.00213,2.434,2.27569
2003-11-01,3.98315,2.43946,2.25527
2003-12-01,4.01425,2.44581,2.2787
2004-01-01,4.01075,2.45683,2.34505
2004-02-01,4.06168,2.46756,2.39109
2004-03-01,4.04776,2.47802,2.42551
2004-04-01,4.03832,2.48557,2.44417
2004-05-01,4.0236,2.49287,2.43893
2004-06-01,4.0082,2.5011,2.41277
2004-07-01,3.93765,2.51132,2.37337
2004-08-01,4.02605,2.51988,2.35011
2004-09-01,3.95137,2.53179,2.34117
2004-10-01,3.94365,2.53062,2.35717
2004-11-01,3.92654,2.53209,2.37233
2004-12-01,3.96707,2.53633,2.3651
2005-01-01,3.97441,2.54428,2.36789
2005-02-01,4.02139,2.54748,2.36818
2005-03-01,3.98042,2.54988,2.38942
2005-04-01,4.00317,2.55178,2.43274
2005-05-01,3.97641,2.55729,2.4204
2005-06-01,3.97479,2.56293,2.39083
2005-07-01,3.94794,2.56315,2.32459
2005-08-01,3.94092,2.56437,2.28833
2005-09-01,3.91096,2.5653,2.27652
2005-10-01,3.90353,2.56823,2.3227
2005-11-01,3.87829,2.57122,2.31241
2005-12-01,3.92327,2.57436,2.2728
2006-01-01,4.0123,2.88866,2.19827
2006-02-01,3.96166,2.88511,2.14371
2006-03-01,3.97613,2.87828,2.12882
2006-04-01,3.97089,2.88301,2.12251
2006-05-01,3.96213,2.88695,2.15072
2006-06-01,3.97022,2.89176,2.18357
2006-07-01,3.94934,2.89927,2.23651
2006-08-01,3.93912,2.90745,2.25042
2006-09-01,3.95653,2.9157,2.20979
2006-10-01,3.91822,2.92059,2.13535
2006-11-01,3.90295,2.92572,2.13499
2006-12-01,3.94812,2.93109,2.19612
2007-01-01,4.00813,2.93623,2.3252
2007-02-01,4.00929,2.94156,2.37416
2007-03-01,4.02487,2.94709,2.34581
2007-04-01,3.99709,2.95209,2.24291
2007-05-01,4.02966,2.95728,2.18095
2007-06-01,4.00299,2.96265,2.16088
2007-07-01,3.96923,2.96988,2.18207
2007-08-01,3.97985,2.97729,2.20265
2007-09-01,4.00576,2.98487,2.22379
2007-10-01,3.94379,2.99338,2.24531
2007-11-01,3.93955,3.00206,2.25291
2007-12-01,4.00391,3.0109,2.25102
2008-01-01,4.0373,3.03082,2.24647
2008-02-01,4.04192,3.05077,2.25063
2008-03-01,4.10335,3.07074,2.26584
2008-04-01,4.06259,3.07903,2.28303
2008-05-01,4.0821,3.08729,2.29241
2008-06-01,4.06499,3.09549,2.29352
2008-07-01,4.09171,3.11242,2.2936
2008-08-01,4.08645,3.12933,2.28993
2008-09-01,4.09089,3.14624,2.28416
2008-10-01,4.11657,3.18622,2.29063
2008-11-01,4.15719,3.22674,2.31739
2008-12-01,4.23521,3.26783,2.36466
2009-01-01,4.45431,3.30087,2.42772
2009-02-01,4.49918,3.33328,2.47847
2009-03-01,4.54316,3.36506,2.5153
2009-04-01,4.59166,3.38615,2.53561
2009-05-01,4.56626,3.40639,2.56025
2009-06-01,4.64473,3.42577,2.59159
2009-07-01,4.61768,3.43493,2.62139
2009-08-01,4.5889,3.44315,2.62978
2009-09-01,4.68317,3.45045,2.61464
2009-10-01,4.63601,3.44612,2.5694
2009-11-01,4.60442,3.44094,2.55183
2009-12-01,4.6582,3.43492,2.54789
2010-01-01,4.60342,3.43498,2.58569
2010-02-01,4.60807,3.43551,2.60005
2010-03-01,4.6174,3.4365,2.59748
2010-04-01,4.64295,3.43005,2.57644
2010-05-01,4.62733,3.42413,2.57938
2010-06-01,4.5997,3.41872,2.60561
2010-07-01,4.61198,3.41792,2.65829
2010-08-01,4.57788,3.41758,2.69422
2010-09-01,4.60133,3.41769,2.71185
2010-10-01,4.58235,3.41777,2.71236
2010-11-01,4.55956,3.4183,2.71385
2010-12-01,4.60559,3.41927,2.71815
2011-01-01,4.587,3.43005,2.7367
2011-02-01,4.57463,3.44034,2.73386
2011-03-01,4.59181,3.45015,2.72161
2011-04-01,4.62252,3.4472,2.68555
2011-05-01,4.59451,3.44381,2.64643
2011-06-01,4.57451,3.43998,2.60283
2011-07-01,4.58576,3.44426,2.56448
2011-08-01,4.5827,3.44806,2.5333
2011-09-01,4.58563,3.45138,2.51611
2011-10-01,4.5698,3.44658,2.5316
2011-11-01,4.55593,3.44137,2.53434
2011-12-01,4.59959,3.43574,2.52566
2012-01-01,4.70663,3.42741,2.492
2012-02-01,4.70313,3.41974,2.49513
2012-03-01,4.71882,3.41272,2.52781
2012-04-01,4.69622,3.41255,2.59089
2012-05-01,4.68297,3.41295,2.62065
2012-06-01,4.71782,3.41391,2.61559
2012-07-01,4.69141,3.41725,2.57865
2012-08-01,4.66522,3.42115,2.56522
2012-09-01,4.74081,3.42559,2.57624
2012-10-01,4.66631,3.43138,2.61116
2012-11-01,4.68587,3.43771,2.62413
2012-12-01,4.7592,3.44458,2.6162
2013-01-01,4.75698,3.44298,2.57443
2013-02-01,4.76328,3.44137,2.55505
2013-03-01,4.78048,3.43965,2.55974
2013-04-01,4.71508,3.38749,2.59696
2013-05-01,4.7764,3.39551,2.62734
2013-06-01,4.79256,3.40341,2.65059
2013-07-01,4.7563,3.40137,2.65848
2013-08-01,4.76295,3.39924,2.65802
2013-09-01,4.74137,3.39703,2.64905
2013-10-01,4.71659,3.39385,2.63033
2013-11-01,4.7297,3.39061,2.61891
2013-12-01,4.72929,3.38728,2.6151
2014-01-01,4.78552,3.40188,2.63929
2014-02-01,4.79186,3.4167,2.67011
2014-03-01,4.81258,3.43175,2.70654
2014-04-01,4.79597,3.42609,2.73218
2014-05-01,4.77784,3.42074,2.76369
2014-06-01,4.75592,3.41567,2.79998
2014-07-01,4.73622,3.41315,2.84404
2014-08-01,4.7215,3.41087,2.86983
2014-09-01,4.71281,3.40884,2.87766
2014-10-01,4.71536,3.41837,2.87909
2014-11-01,4.7142,3.42808,2.88212
2014-12-01,4.76121,3.43796,2.88742
2015-01-01,4.78458,3.44711,2.89168
2015-02-01,4.7814,3.45555,2.90491
2015-03-01,4.78739,3.46328,2.92325
2015-04-01,4.77619,3.46618,2.94644
2015-05-01,4.78079,3.4684,2.95843
2015-06-01,4.75302,3.46995,2.95737
2015-07-01,4.76118,3.47681,2.95012
2015-08-01,4.76406,3.48298,2.94309
2015-09-01,4.75373,3.48849,2.93709
2015-10-01,4.76457,3.4989,2.93474
2015-11-01,4.77769,3.50866,2.93989
2015-12-01,4.83449,3.51777,2.94698
2016-01-01,4.78571,3.52247,2.96563
2016-02-01,4.79729,3.5274,2.97642
2016-03-01,4.7888,3.53254,2.98634
2016-04-01,4.80397,3.53188,2.98965
2016-05-01,4.792,3.53145,2.99858
2016-06-01,4.77213,3.53126,3.00127
2016-07-01,4.77862,3.5316,3.0021
2016-08-01,4.77835,3.53217,3.00695
2016-09-01,4.77047,3.53297,3.01557
2016-10-01,4.80296,3.53301,3.02825
2016-11-01,4.75477,3.53327,3.02751
2016-12-01,4.74933,3.53377,3.01685
2017-01-01,4.76823,3.52701,3.00221
2017-02-01,4.76145,3.5308,2.97903
2017-03-01,4.77528,3.53456,2.95483
2017-04-01,4.75327,3.54024,2.93045
2017-05-01,4.75466,3.54588,2.92381
2017-06-01,4.76074,3.55148,2.93395
2017-07-01,4.75007,3.55125,2.95427
2017-08-01,4.73764,3.551,2.95737
2017-09-01,4.73027,3.55076,2.94442
2017-10-01,4.74234,3.54509,2.91116
2017-11-01,4.68865,3.53948,2.88634
2017-12-01,4.67425,3.53392,2.8737
2018-01-01,4.76435,3.53178,2.87315
2018-02-01,4.73556,3.5309,2.87547
2018-03-01,4.74458,3.53126,2.87996
2018-04-01,4.72806,3.53509,2.88895
2018-05-01,4.72575,3.54011,2.89387
2018-06-01,4.7193,3.54631,2.89097
2018-07-01,4.72223,3.55564,2.88613
2018-08-01,4.72038,3.5661,2.87353
2018-09-01,4.69663,3.5777,2.85347
2018-10-01,4.73303,3.59608,2.83055
2018-11-01,4.70045,3.61559,2.81959
2018-12-01,4.70376,3.63622,2.82053
2019-01-01,4.84476,3.65767,2.83052
2019-02-01,4.83919,3.67607,2.84279
2019-03-01,4.84338,3.69145,2.86047
2019-04-01,4.8273,3.69845,2.87558
2019-05-01,4.81855,3.7025,2.88563
2019-06-01,4.81315,3.70364,2.89177
2019-07-01,4.79802,3.70002,2.88584
2019-08-01,4.7855,3.6936,2.87994
2019-09-01,4.77634,3.68441,2.874
2019-10-01,4.79845,3.67829,2.87016
2019-11-01,4.78098,3.6694,2.845
2019-12-01,4.72916,3.65777,2.80181
2020-01-01,4.87044,3.66684,2.75977
2020-02-01,4.89754,3.67824,2.76504
2020-03-01,4.93481,3.692,2.82272
2020-04-01,5.08638,3.80095,3.00849
2020-05-01,5.2412,3.98785,3.19216
2020-06-01,5.38885,4.1174,3.37472
2020-07-01,5.25645,4.01268,3.35177
2020-08-01,5.12346,3.9162,3.28662
2020-09-01,4.98813,3.8273,3.18657
2020-10-01,4.99867,3.8235,3.11679
2020-11-01,4.95096,3.82209,3.08127
2020-12-01,4.92718,3.82305,3.08032
2021-01-01,4.95629,3.81466,3.10537
2021-02-01,4.91864,3.80616,3.1355
2021-03-01,4.89319,3.79755,3.17384
2021-04-01,4.83895,3.782,3.21521
2021-05-01,4.79042,3.76652,3.23079
2021-06-01,4.76269,3.75112,3.22361
2021-07-01,4.72886,3.74418,3.19239
2021-08-01,4.71239,3.73711,3.1586
2021-09-01,4.67535,3.72991,3.11868
2021-10-01,4.66419,3.70711,3.0603
2021-11-01,4.59533,3.68461,3.03583
2021-12-01,4.53635,3.6624,3.04584
2022-01-01,4.79751,3.66075,3.11769
2022-02-01,4.77577,3.66011,3.16459
2022-03-01,4.76853,3.66048,3.19426
2022-04-01,4.74154,3.62259,3.20637
2022-05-01,4.71531,3.61775,3.20525
2022-06-01,4.68504,3.61394,3.18475
2022-07-01,4.66532,3.58499,3.15886
2022-08-01,4.65548,3.58881,3.13456
2022-09-01,4.63351,3.5935,3.11412
2022-10-01,4.65043,3.59923,3.09673
2022-11-01,4.60686,3.60581,3.10427
2022-12-01,4.57623,3.61322,3.13832
2023-01-01,4.96779,3.62289,3.19465
2023-02-01,4.95837,3.63137,3.24746
2023-03-01,4.95018,3.63868,3.30069
2023-04-01,4.94875,3.6511,3.34816
2023-05-01,4.95112,3.66236,3.34846
2023-06-01,4.94023,3.67247,3.30028
2023-07-01,4.91415,3.67148,3.19531
2023-08-01,4.89816,3.66944,3.11202
2023-09-01,4.8739,3.66637,3.0528
2023-10-01,4.90922,3.67032,3.02303
2023-11-01,4.85998,3.6732,3.0266
2023-12-01,4.85448,3.67502,3.06294
2024-01-01,5.00563,3.67589,3.13201
2024-02-01,4.99738,3.67876,3.17871
2024-03-01,5.00536,3.68362,3.20833
2024-04-01,4.99347,3.68764,3.20758
2024-05-01,4.98077,3.69361,3.20303
2024-06-01,4.97846,3.70152,3.19274
2024-07-01,4.97246,3.71278,3.17894
2024-08-01,4.96599,3.72592,3.18156
2024-09-01,4.96274,3.74091,3.20085
2024-10-01,4.98672,3.75812,3.17965
2024-11-01,4.95407,3.77714,3.18265
2024-12-01,4.93316,3.79794,3.21046
2025-01-01,5.04399,3.82525,3.20419
2025-02-01,5.06531,3.85016,3.20548
2025-03-01,5.2381,3.87272,3.20383
2025-04-01,5.57437,3.89213,3.23856
2025-05-01,5.1437,3.91122,3.25998
2025-06-01,5.22461,3.93001,3.27262
2025-07-01,5.156,3.94438,3.27215
