date,Materials,Industrials,Consumer \\[-1ex] Discretionary,Consumer \\[-1ex] Staples,Health Care,Financials,Information \\[-1ex] Technology,Communication \\[-1ex] Services,Utilities,Real Estate,Energy,\textbf{S\&P 500}
1993-06-10,89.989998,96.050003,100.440002,87.110001,89.379997,101.360001,79.616158,109.959999,121.970001,,104.580002,445.380005
1993-06-11,89.599998,96.650002,101.059998,87.989998,90.669998,102.82,80.616104,110.699997,122.18,,101.910004,447.26001
1993-06-14,89.239998,96.279999,100.800003,88.190002,91.089996,103.309998,81.27607,111.269997,121.669998,,102.220001,447.709991
1993-06-15,88.550003,96.489998,100.059998,87.580002,90.379997,103.440002,80.7061,111.269997,121.690002,,102.18,446.269989
1993-06-16,88.75,96.839996,99.889999,87.830002,91.529999,103.489998,79.85614,110.980003,122.099998,,103.480003,447.429993
1993-06-17,89.589996,96.690002,100.029999,88.25,91.959999,104.160004,78.866188,111.290001,122.300003,,103.940002,448.540009
1993-06-18,89.279999,96.260002,98.910004,87.43,89.019997,103.639999,77.856239,110.129997,121.650002,,102.25,443.679993
1993-06-21,89.669998,97.089996,99.089996,87.889999,88.68,105.010002,78.136223,111.260002,122.449997,,102.809998,446.220001
1993-06-22,89.349998,96.650002,98.330002,87.769997,87.919998,106.150002,78.066223,111.910004,122.75,,103.230003,445.929993
1993-06-23,88.720001,96.610001,97.519997,87.540001,87.519997,105.489998,77.436256,111.68,123.040001,,100.900002,443.190002
1993-06-24,89.07,96.989998,98.769997,88.309998,88.32,107.199997,77.946228,112.220001,123.690002,,101.010002,446.619995
1993-06-25,89.010002,96.690002,99.260002,88.489998,88.790001,107.220001,79.37616,111.910004,124.199997,,101.18,447.600006
1993-06-28,89.599998,97.550003,100.489998,89.169998,88.099998,109.550003,79.976143,113.050003,125.440002,,102.239998,451.850006
1993-06-29,89.080002,97.400002,99.889999,89.32,88.730003,108.739998,78.816185,113.309998,125.470001,,101.870003,450.690002
1993-06-30,89.650002,97.379997,99.989998,89.18,87.489998,109.139999,78.57621,113.790001,125.370003,,101.699997,450.529999
1993-07-01,90.519997,96.959999,99.290001,88.900002,86.07,109.260002,77.846237,113.82,125.57,,101.379997,449.019989
1993-07-02,90.239998,96.739998,98.540001,88.309998,85.050003,108.290001,77.616249,112.870003,125.019997,,100.089996,445.839996
1993-07-06,89.279999,95.720001,97.379997,87.110001,84.040001,108.129997,75.466354,112.089996,124.970001,,99.260002,441.429993
1993-07-07,89.209999,95.580002,97.790001,87.709999,84.730003,108.949997,75.256363,112.089996,125.309998,,99.629997,442.829987
1993-07-08,89.849998,96.699997,99.639999,88.82,86.080002,111.07,76.226318,113.410004,126.389999,,100.199997,448.640015
1993-07-09,90.019997,96.790001,99.690002,88.57,85.68,110.620003,76.866287,113.129997,126.269997,,99.800003,448.109985
1993-07-12,89.980003,96.800003,99.349998,89.190002,85.699997,110.75,77.806236,113.839996,126.360001,,99.879997,448.980011
1993-07-13,89.900002,96.690002,99.629997,88.540001,86.529999,109.970001,77.456253,112.870003,125.959999,,99.940002,448.089996
1993-07-14,90.43,97.449997,100.870003,89.029999,86.669998,109.239998,77.366257,113.639999,126.449997,,100.099998,450.079987
1993-07-15,90.199997,97.730003,100.940002,88.940002,84.790001,109.980003,76.586288,114.610001,126.269997,,98.769997,449.220001
1993-07-16,89.989998,97.849998,100.25,87.730003,83.330002,109.639999,73.826431,114.080002,126.239998,,97.940002,445.75
1993-07-19,89.769997,97.769997,99.510002,87.709999,83.279999,110.269997,72.616501,115.040001,126.489998,,99.25,446.029999
1993-07-20,89.639999,97.639999,100.370003,87.589996,84.650002,109.940002,73.756432,115.470001,126.5,,99.120003,447.309998
1993-07-21,89.839996,97.769997,100.150002,87.309998,83.910004,110.010002,73.92643,115.400002,126.68,,99.669998,447.179993
1993-07-22,89.389999,97.309998,99.309998,86.790001,83.0,109.029999,73.296463,114.669998,126.510002,,99.809998,444.51001
1993-07-23,89.739998,97.839996,100.150002,86.540001,84.209999,109.910004,74.03643,114.699997,126.690002,,100.849998,447.100006
1993-07-26,90.699997,98.290001,100.870003,86.18,83.900002,110.610001,74.086411,115.739998,127.32,,101.589996,449.089996
1993-07-27,90.300003,97.860001,100.169998,86.019997,83.940002,110.699997,74.136414,115.25,127.059998,,102.279999,448.23999
1993-07-28,89.760002,97.639999,100.410004,85.709999,82.489998,110.309998,73.796432,115.260002,126.970001,,102.760002,447.190002
1993-07-29,90.230003,98.449997,101.800003,86.519997,81.68,111.900002,73.61644,116.019997,128.100006,,102.760002,450.23999
1993-07-30,89.900002,98.089996,101.410004,85.970001,80.75,111.089996,73.776428,115.269997,127.790001,,102.610001,448.130005
1993-08-02,90.080002,98.540001,102.230003,85.93,80.75,111.650002,74.796387,115.599998,128.320007,,103.230003,450.149994
1993-08-03,90.18,98.540001,102.019997,85.769997,80.989998,111.669998,74.946381,114.559998,128.460007,,102.260002,449.269989
1993-08-04,89.889999,98.239998,102.160004,85.169998,80.870003,112.0,75.94632,114.029999,128.529999,,101.400002,448.540009
1993-08-05,89.25,98.580002,102.099998,85.269997,79.919998,112.150002,76.276314,114.510002,128.979996,,100.309998,448.130005
1993-08-06,89.370003,98.790001,102.279999,85.150002,80.110001,112.519997,76.80629,113.690002,128.610001,,100.980003,448.679993
1993-08-09,89.739998,99.400002,103.0,85.699997,79.099998,113.220001,77.136276,114.699997,129.029999,,101.379997,450.720001
1993-08-10,89.959999,99.57,102.269997,85.010002,78.199997,113.239998,76.506302,114.980003,128.910004,,101.330002,449.450012
1993-08-11,90.089996,99.720001,102.860001,85.650002,77.339996,113.150002,76.696289,115.260002,129.630005,,101.589996,450.459991
1993-08-12,89.269997,99.199997,102.529999,84.760002,76.889999,113.260002,76.426308,114.699997,129.559998,,102.349998,448.959991
1993-08-13,90.25,99.330002,102.68,84.989998,77.089996,113.190002,76.726295,115.110001,129.770004,,102.730003,450.140015
1993-08-16,91.309998,99.279999,103.360001,85.139999,78.959999,112.870003,77.926231,114.849998,129.860001,,103.610001,452.380005
1993-08-17,91.25,99.389999,102.830002,86.830002,80.889999,111.889999,78.946182,114.099998,129.869995,,102.839996,453.130005
1993-08-18,91.900002,99.879997,102.589996,88.989998,83.709999,112.110001,78.926186,113.279999,129.630005,,103.470001,456.040009
1993-08-19,91.510002,100.050003,102.940002,89.879997,84.360001,111.919998,78.356209,111.940002,129.490005,,103.809998,456.429993
1993-08-20,91.629997,100.089996,102.989998,89.059998,84.110001,111.720001,78.206223,112.419998,129.729996,,104.150002,456.160004
1993-08-23,91.610001,99.559998,102.949997,88.900002,83.239998,111.779999,79.086174,111.550003,129.649994,,104.059998,455.230011
1993-08-24,92.57,100.599998,104.050003,89.769997,83.18,113.339996,79.166176,113.599998,130.589996,,105.120003,459.769989
1993-08-25,92.709999,101.059998,104.07,88.730003,82.379997,113.5,78.626205,115.18,131.25,,105.809998,460.130005
1993-08-26,92.5,100.849998,104.150002,88.25,83.900002,113.720001,77.776245,116.43,131.639999,,106.510002,461.040009
1993-08-27,91.980003,100.660004,104.400002,88.169998,83.599998,113.209999,78.116226,117.360001,131.320007,,105.720001,460.540009
1993-08-30,91.980003,100.93,104.580002,88.540001,83.629997,113.260002,78.676193,118.889999,131.669998,,105.589996,461.899994
1993-08-31,92.010002,101.400002,104.379997,89.099998,83.779999,113.800003,79.446152,119.779999,132.059998,,105.900002,463.559998
1993-09-01,91.489998,101.029999,104.440002,89.309998,83.449997,113.660004,79.106178,120.160004,131.940002,,105.93,463.149994
1993-09-02,90.769997,100.32,103.010002,88.949997,85.419998,113.080002,79.046181,119.790001,131.479996,,105.459999,461.299988
1993-09-03,90.779999,100.099998,102.68,89.129997,84.82,113.459999,78.876183,119.830002,131.830002,,106.160004,461.339996
1993-09-07,89.379997,99.580002,102.139999,88.830002,83.739998,113.510002,77.676247,119.32,132.009995,,105.110001,458.519989
1993-09-08,89.440002,98.970001,101.739998,89.040001,82.040001,113.459999,76.926277,119.0,132.100006,,104.510002,456.649994
1993-09-09,89.269997,99.120003,102.480003,88.489998,82.339996,115.129997,78.036224,118.300003,131.649994,,103.940002,457.5
1993-09-10,89.669998,99.790001,104.019997,89.410004,82.269997,116.510002,78.786186,119.599998,132.610001,,104.839996,461.720001
1993-09-13,90.010002,100.580002,104.639999,89.760002,81.199997,116.139999,77.736244,120.160004,133.220001,,104.18,462.059998
1993-09-14,89.300003,100.199997,103.120003,89.290001,83.18,115.190002,76.636292,119.349998,132.669998,,104.32,459.899994
1993-09-15,90.07,100.510002,103.290001,89.669998,83.040001,115.209999,77.386253,119.949997,132.910004,,105.209999,461.600006
1993-09-16,90.110001,100.400002,103.160004,89.419998,82.099998,114.839996,76.966278,118.720001,132.460007,,103.980003,459.429993
1993-09-17,89.860001,100.269997,103.040001,89.029999,82.370003,114.879997,77.156281,119.050003,132.779999,,102.900002,458.829987
1993-09-20,88.809998,99.510002,102.440002,87.870003,80.879997,114.330002,77.076279,118.010002,132.100006,,102.160004,455.049988
1993-09-21,87.82,98.849998,101.739998,87.239998,82.550003,112.919998,76.866287,117.169998,131.199997,,102.400002,452.950012
1993-09-22,87.949997,99.480003,103.529999,87.419998,82.690002,114.120003,78.50621,117.849998,131.440002,,102.32,456.200012
1993-09-23,87.970001,99.410004,104.800003,87.279999,84.269997,114.419998,79.406158,118.080002,130.830002,,101.779999,457.73999
1993-09-24,87.839996,99.150002,104.949997,87.470001,83.790001,114.93,79.546158,116.559998,130.190002,,102.910004,457.630005
1993-09-27,88.230003,100.160004,105.669998,88.019997,83.650002,116.339996,80.756104,118.260002,131.339996,,104.260002,461.799988
1993-09-28,87.980003,100.209999,105.199997,87.529999,82.620003,116.769997,81.51606,118.779999,131.449997,,104.629997,461.529999
1993-09-29,87.690002,99.849998,104.080002,86.910004,82.610001,116.330002,80.646103,117.860001,130.5,,107.059998,460.109985
1993-09-30,88.089996,99.589996,103.690002,86.769997,82.830002,115.709999,79.756142,117.669998,130.270004,,106.690002,458.929993
1993-10-01,88.830002,100.019997,104.239998,86.82,83.169998,116.209999,80.206116,117.980003,130.800003,,108.099998,461.279999
1993-10-04,89.160004,100.110001,104.849998,86.989998,82.410004,116.459999,80.526108,117.309998,130.350006,,107.709999,461.339996
1993-10-05,89.330002,99.809998,106.080002,87.529999,82.879997,115.849998,78.956184,116.690002,129.860001,,107.169998,461.200012
1993-10-06,89.32,99.639999,106.220001,87.580002,82.209999,115.959999,78.786186,116.75,129.770004,,106.75,460.73999
1993-10-07,89.019997,99.089996,106.089996,87.599998,82.580002,115.470001,78.416206,115.529999,128.649994,,106.519997,459.179993
1993-10-08,89.279999,99.25,106.059998,87.980003,82.550003,115.940002,79.406158,115.779999,128.910004,,106.610001,460.309998
1993-10-11,89.370003,99.260002,106.339996,88.739998,84.480003,115.790001,78.6362,114.309998,128.429993,,106.730003,460.880005
1993-10-12,89.32,98.68,105.919998,88.919998,84.480003,116.389999,79.536156,114.68,127.790001,,107.199997,461.119995
1993-10-13,88.830002,98.650002,107.209999,89.599998,84.400002,116.519997,78.676193,114.93,127.540001,,106.0,461.48999
1993-10-14,88.449997,98.620003,108.860001,92.120003,85.57,115.720001,79.456154,120.370003,128.979996,,106.010002,466.829987
1993-10-15,88.660004,99.440002,109.739998,93.870003,85.949997,114.489998,80.976089,120.349998,129.740005,,106.410004,469.5
1993-10-18,89.410004,99.690002,110.260002,93.190002,87.5,111.809998,80.926086,118.330002,129.199997,,106.839996,468.450012
1993-10-19,90.260002,99.769997,109.330002,92.269997,86.800003,110.830002,78.896187,119.050003,129.050003,,106.43,466.209991
1993-10-20,90.809998,99.0,109.330002,92.220001,87.760002,110.660004,79.256172,119.139999,128.839996,,105.989998,466.070007
1993-10-21,89.82,98.660004,109.669998,92.110001,88.010002,110.660004,81.326073,117.669998,127.949997,,105.269997,465.359985
1993-10-22,90.110001,98.82,109.290001,91.279999,86.790001,110.660004,81.296074,116.190002,126.800003,,104.93,463.269989
1993-10-25,90.68,99.260002,109.779999,91.5,86.860001,109.949997,81.036087,116.599998,126.059998,,105.760002,464.200012
1993-10-26,92.010002,99.730003,109.480003,91.589996,86.400002,108.889999,81.426071,116.809998,125.769997,,105.93,464.299988
1993-10-27,91.610001,99.93,109.809998,91.330002,86.18,108.43,82.625999,117.220001,126.260002,,105.769997,464.609985
1993-10-28,92.040001,100.580002,111.739998,92.639999,86.57,108.620003,81.68605,117.480003,127.169998,,106.110001,467.730011
1993-10-29,91.57,100.599998,111.309998,92.68,87.370003,108.849998,81.806046,117.849998,127.269997,,105.82,467.829987
1993-11-01,92.400002,101.239998,111.660004,92.489998,87.529999,108.949997,83.065979,117.940002,127.18,,105.669998,469.100006
1993-11-02,93.0,101.379997,112.230003,91.940002,87.75,107.440002,83.715958,118.309998,124.940002,,105.220001,468.440002
1993-11-03,92.32,100.440002,111.849998,90.690002,88.610001,104.730003,81.606049,116.199997,121.089996,,104.669998,463.019989
1993-11-04,92.080002,99.279999,110.459999,89.830002,87.580002,103.120003,79.356171,114.419998,119.230003,,104.300003,457.48999
1993-11-05,91.900002,99.370003,110.169998,90.970001,87.449997,105.110001,80.7061,114.709999,119.830002,,104.220001,459.570007
1993-11-08,91.82,99.449997,111.199997,91.110001,87.330002,105.589996,81.176071,113.849998,119.610001,,103.949997,460.209991
1993-11-09,91.169998,99.82,111.160004,91.550003,87.410004,106.230003,81.406075,113.260002,119.480003,,103.279999,460.329987
1993-11-10,92.339996,100.370003,112.5,92.269997,88.5,106.279999,83.555962,113.040001,119.639999,,103.629997,463.720001
1993-11-11,92.989998,100.190002,112.239998,91.970001,88.690002,105.169998,84.625908,113.559998,118.790001,,102.089996,462.640015
1993-11-12,94.410004,100.610001,113.099998,92.809998,89.330002,105.849998,84.485909,113.290001,119.489998,,102.709999,465.390015
1993-11-15,94.190002,100.5,113.419998,93.019997,89.629997,105.010002,83.135979,112.68,118.559998,,101.230003,463.75
1993-11-16,94.209999,101.059998,114.129997,93.699997,90.889999,105.589996,84.585907,113.260002,120.43,,100.82,466.73999
1993-11-17,93.599998,100.879997,113.75,92.870003,90.110001,104.589996,82.676003,112.230003,120.089996,,103.129997,464.809998
1993-11-18,93.480003,100.669998,113.540001,92.690002,90.269997,104.150002,82.036034,111.599998,119.889999,,102.870003,463.619995
1993-11-19,94.029999,100.839996,112.82,92.93,90.290001,103.68,81.376068,110.989998,119.0,,102.639999,462.600006
1993-11-22,93.779999,100.349998,111.239998,92.650002,89.610001,102.540001,80.426117,109.610001,119.190002,,102.290001,459.130005
1993-11-23,93.639999,100.32,111.550003,92.389999,89.949997,103.940002,81.926041,110.18,120.669998,,102.389999,461.029999
1993-11-24,93.639999,100.639999,112.599998,92.550003,89.610001,103.849998,83.195976,110.809998,120.599998,,102.110001,462.359985
1993-11-26,93.790001,101.110001,113.260002,93.220001,89.480003,104.400002,83.805946,111.849998,121.099998,,99.059998,463.059998
1993-11-29,93.339996,100.970001,113.339996,93.029999,89.220001,105.010002,82.116035,111.650002,120.720001,,98.300003,461.899994
1993-11-30,93.760002,101.040001,112.5,92.910004,89.290001,104.949997,82.816002,111.150002,119.800003,,99.43,461.790009
1993-12-01,94.300003,101.010002,113.150002,92.580002,89.330002,105.419998,83.265976,110.379997,118.589996,,99.120003,461.890015
1993-12-02,94.339996,101.459999,112.660004,92.940002,89.489998,105.940002,84.26593,111.18,118.93,,99.150002,463.109985
1993-12-03,94.75,101.800003,113.449997,93.190002,89.620003,106.43,84.895897,111.790001,118.650002,,99.269997,464.890015
1993-12-06,94.699997,102.089996,113.669998,93.690002,90.089996,107.580002,83.72596,112.57,119.599998,,99.300003,466.429993
1993-12-07,94.720001,102.239998,113.379997,94.400002,89.800003,107.639999,83.795952,112.309998,119.910004,,99.519997,466.76001
1993-12-08,95.93,102.589996,113.199997,94.309998,89.519997,107.720001,83.875938,111.449997,118.959999,,98.779999,466.290009
1993-12-09,95.089996,102.839996,113.339996,93.860001,88.370003,107.279999,82.096031,110.739998,118.440002,,98.480003,464.179993
1993-12-10,95.669998,102.870003,113.199997,93.459999,87.980003,106.470001,81.706047,110.779999,118.470001,,99.650002,463.929993
1993-12-13,96.959999,103.449997,113.220001,93.699997,88.110001,106.699997,82.935989,111.360001,119.279999,,99.309998,465.700012
1993-12-14,96.480003,103.550003,111.940002,93.029999,87.68,105.989998,82.12603,111.120003,118.940002,,98.699997,463.059998
1993-12-15,96.110001,103.879997,111.169998,92.580002,87.720001,105.339996,82.726006,110.900002,119.099998,,98.019997,461.839996
1993-12-16,96.199997,104.080002,111.300003,93.0,87.629997,106.370003,83.045982,110.93,119.93,,98.489998,463.339996
1993-12-17,96.339996,104.989998,112.160004,93.010002,88.260002,107.599998,83.645958,111.510002,121.110001,,99.120003,466.380005
1993-12-20,96.330002,104.739998,111.330002,93.059998,88.419998,107.959999,83.17598,111.330002,121.220001,,99.400002,465.850006
1993-12-21,96.029999,104.660004,110.889999,93.440002,88.860001,107.209999,83.245979,111.290001,121.309998,,99.019997,465.299988
1993-12-22,96.190002,105.019997,111.32,94.050003,89.290001,107.510002,83.765945,111.330002,122.029999,,99.870003,467.320007
1993-12-23,96.029999,104.970001,111.169998,93.940002,90.019997,107.389999,83.675957,111.190002,122.089996,,100.169998,467.380005
1993-12-27,96.940002,105.610001,111.419998,94.510002,91.290001,108.190002,84.26593,111.360001,122.900002,,101.360001,470.540009
1993-12-28,97.040001,105.529999,111.839996,94.489998,91.379997,108.230003,84.415916,111.419998,123.199997,,101.230003,470.940002
1993-12-29,97.120003,105.559998,111.959999,94.580002,91.629997,107.639999,84.585907,110.900002,122.879997,,100.940002,470.579987
1993-12-30,96.910004,105.290001,111.349998,94.059998,91.199997,107.18,84.535912,109.879997,122.150002,,101.0,468.640015
1993-12-31,96.790001,105.0,110.959999,93.629997,90.720001,106.82,83.95594,109.18,120.709999,,100.400002,466.450012
1994-01-03,97.470001,104.199997,110.459999,93.860001,90.790001,106.019997,83.58596,108.489998,119.860001,,101.25,465.440002
1994-01-04,98.32,104.459999,111.18,93.540001,91.830002,106.110001,85.235878,106.629997,119.790001,,102.110001,466.890015
1994-01-05,99.610001,104.660004,110.879997,92.959999,92.519997,105.559998,86.755806,105.830002,119.029999,,103.389999,467.549988
1994-01-06,100.190002,105.389999,110.199997,92.860001,91.739998,105.050003,86.675804,106.839996,117.529999,,103.389999,467.119995
1994-01-07,99.519997,105.830002,110.809998,93.660004,92.239998,107.099998,87.335777,107.839996,118.050003,,103.160004,469.899994
1994-01-10,100.82,106.980003,112.629997,95.120003,93.120003,108.25,88.415726,108.849998,118.739998,,103.639999,475.269989
1994-01-11,100.610001,107.160004,112.839996,94.32,92.470001,108.309998,88.535721,108.629997,117.779999,,102.93,474.130005
1994-01-12,100.519997,107.300003,112.839996,94.389999,92.07,108.459999,89.395683,108.489998,117.760002,,102.540001,474.170013
1994-01-13,100.419998,107.07,112.690002,93.449997,91.629997,108.459999,88.905708,108.059998,116.690002,,102.330002,472.470001
1994-01-14,101.300003,107.919998,113.400002,93.459999,91.910004,109.410004,90.075645,108.339996,116.970001,,102.309998,474.910004
1994-01-17,101.919998,108.0,112.709999,92.75,91.790001,108.760002,89.365685,107.160004,116.150002,,102.900002,473.299988
1994-01-18,102.690002,108.629997,112.379997,92.650002,92.050003,108.470001,89.495674,107.980003,116.580002,,103.230003,474.25
1994-01-19,103.300003,109.089996,112.550003,93.150002,90.32,107.610001,87.795761,109.68,116.540001,,103.629997,474.299988
1994-01-20,103.220001,109.0,112.349998,93.339996,90.099998,108.18,87.75576,110.489998,116.870003,,104.099998,474.980011
1994-01-21,103.0,109.0,112.589996,93.040001,89.970001,108.209999,88.225731,110.019997,116.43,,104.110001,474.720001
1994-01-24,102.830002,108.889999,111.559998,92.43,88.449997,107.68,89.045692,108.739998,115.129997,,103.849998,471.970001
1994-01-25,102.379997,107.860001,111.260002,92.580002,89.099998,107.629997,88.345726,108.650002,115.040001,,103.589996,470.920013
1994-01-26,102.589996,107.809998,111.620003,93.389999,89.790001,108.849998,87.395782,110.260002,116.800003,,103.389999,473.200012
1994-01-27,102.900002,108.269997,112.949997,93.769997,90.089996,110.459999,87.985748,112.010002,119.07,,103.43,477.049988
1994-01-28,103.209999,108.739998,113.330002,93.760002,90.68,111.360001,88.215736,112.099998,118.93,,103.940002,478.700012
1994-01-31,104.470001,109.550003,113.970001,93.910004,91.050003,112.269997,88.135735,112.809998,119.110001,,105.120003,481.609985
1994-02-01,105.139999,109.25,113.940002,93.519997,90.559998,111.620003,87.805756,110.870003,118.099998,,104.760002,479.619995
1994-02-02,105.220001,110.129997,114.510002,93.779999,91.050003,111.529999,88.66571,111.239998,118.139999,,106.169998,482.0
1994-02-03,105.269997,109.970001,115.029999,93.790001,90.68,110.400002,88.005753,110.339996,117.730003,,105.709999,480.709991
1994-02-04,102.779999,107.660004,112.629997,92.230003,88.589996,107.260002,84.665909,108.050003,115.300003,,103.459999,469.809998
1994-02-07,103.330002,108.440002,113.019997,92.370003,88.760002,107.400002,86.175835,108.309998,115.360001,,103.830002,471.76001
1994-02-08,103.419998,108.720001,112.830002,91.779999,88.129997,107.110001,87.20578,107.790001,114.699997,,103.800003,471.049988
1994-02-09,104.059998,109.089996,113.18,92.349998,88.029999,107.860001,87.715759,107.769997,115.150002,,104.029999,472.769989
1994-02-10,103.279999,107.949997,112.25,91.620003,87.790001,106.919998,87.14579,106.669998,113.160004,,103.669998,468.929993
1994-02-11,102.25,108.040001,112.0,92.519997,87.739998,107.129997,87.14579,107.959999,113.93,,104.559998,470.179993
1994-02-14,102.300003,108.389999,112.309998,92.739998,87.489998,107.120003,87.675758,107.330002,113.559998,,104.0,470.230011
1994-02-15,102.809998,109.330002,112.860001,93.540001,87.510002,107.510002,88.815712,107.760002,113.32,,103.940002,472.519989
1994-02-16,103.459999,109.800003,112.57,94.129997,86.82,107.5,90.025642,107.389999,112.160004,,103.690002,472.790009
1994-02-17,103.25,109.43,112.489998,93.169998,86.190002,106.769997,89.335678,105.989998,111.839996,,103.620003,470.339996
1994-02-18,102.639999,108.260002,112.029999,92.900002,85.910004,106.080002,89.485672,105.440002,110.220001,,103.059998,467.690002
1994-02-22,102.330002,109.110001,112.919998,94.209999,86.18,107.290001,91.265587,106.029999,111.760002,,103.239998,471.459991
1994-02-23,101.989998,108.75,113.480003,94.059998,86.169998,107.089996,91.005608,104.949997,111.260002,,103.230003,470.690002
1994-02-24,100.519997,107.120003,112.010002,92.709999,84.5,105.169998,90.025642,105.120003,110.190002,,101.25,464.26001
1994-02-25,101.190002,107.019997,112.459999,92.860001,85.080002,106.029999,90.325645,106.169998,110.540001,,101.190002,466.070007
1994-02-28,101.459999,107.32,112.839996,92.93,85.419998,106.019997,90.495621,106.110001,111.800003,,101.290001,467.140015
1994-03-01,100.5,106.699997,112.32,92.349998,85.129997,104.879997,90.335632,105.519997,111.120003,,100.940002,464.440002
1994-03-02,100.07,106.699997,112.550003,92.400002,84.82,104.220001,90.575623,105.580002,112.129997,,101.959999,464.809998
1994-03-03,99.870003,106.669998,112.400002,91.459999,83.760002,103.370003,91.06559,104.739998,111.910004,,102.099998,463.01001
1994-03-04,100.410004,107.32,113.870003,91.419998,83.650002,103.589996,91.815552,104.660004,112.82,,101.419998,464.73999
1994-03-07,101.169998,108.199997,114.279999,92.059998,84.510002,103.440002,92.425537,104.949997,113.5,,101.269997,466.910004
1994-03-08,100.82,108.0,114.370003,91.650002,84.440002,103.32,92.765511,104.480003,112.699997,,100.699997,465.880005
1994-03-09,101.269997,108.07,114.900002,91.580002,85.550003,103.57,93.595474,104.440002,111.940002,,100.639999,467.059998
1994-03-10,100.800003,107.480003,113.629997,91.0,84.57,102.919998,93.415482,103.75,111.07,,100.32,463.899994
1994-03-11,101.050003,108.010002,114.230003,91.529999,84.769997,104.370003,93.185501,104.050003,111.599998,,101.239998,466.440002
1994-03-14,101.610001,108.129997,114.129997,91.830002,84.800003,104.989998,94.655426,103.870003,111.190002,,101.07,467.390015
1994-03-15,101.410004,107.989998,113.779999,91.620003,84.230003,105.730003,94.805412,104.690002,110.449997,,100.690002,467.01001
1994-03-16,101.989998,107.889999,114.07,91.730003,84.389999,107.18,95.465385,105.25,110.790001,,102.190002,469.420013
1994-03-17,103.18,108.050003,113.849998,92.050003,84.75,106.790001,95.705368,105.860001,110.980003,,103.510002,470.899994
