date,RXI$US_N.B.AL,RXI$US_N.B.EU,RXI$US_N.B.UK,RXI_N.B.CA,RXI_N.B.CH,RXI_N.B.JA,RXI_N.B.MX,JRXWTFB_N.B,JRXWTFN_N.B,JRXWTFO_N.B
2000-05-31,0.5708,0.9328,1.4968,1.4977,8.2773,107.74,9.511,,,
2000-06-01,0.5721,0.9307,1.4915,1.491,8.2771,108.74,9.49,,,
2000-06-02,0.579,0.9432,1.5079,1.4785,8.2771,108.15,9.5575,,,
2000-06-05,0.5812,0.9471,1.5135,1.4779,8.277,107.44,9.547,,,
2000-06-06,0.5887,0.957,1.5235,1.478,8.2773,105.64,9.675,,,
2000-06-07,0.59,0.96,1.5225,1.4785,8.2773,105.5,9.784,,,
2000-06-08,0.5878,0.9548,1.506,1.48,8.2775,105.86,9.9,,,
2000-06-09,0.5864,0.9526,1.5079,1.4765,8.2772,106.78,9.9325,,,
2000-06-12,0.5912,0.9544,1.512,1.4765,8.2771,106.65,9.857,,,
2000-06-13,0.5973,0.9619,1.513,1.4697,8.277,106.79,9.788,,,
2000-06-14,0.6007,0.959,1.5023,1.4695,8.2768,106.89,9.7875,,,
2000-06-15,0.6015,0.953,1.5103,1.4758,8.2768,106.52,9.847,,,
2000-06-16,0.6083,0.9648,1.5165,1.4708,8.2768,106.22,9.9235,,,
2000-06-19,0.6024,0.9622,1.5154,1.4657,8.2768,105.74,9.909,,,
2000-06-20,0.6037,0.9557,1.51,1.4708,8.2772,105.42,9.879,,,
2000-06-21,0.6026,0.9455,1.497,1.4729,8.2772,105.5,9.815,,,
2000-06-22,0.5993,0.9398,1.511,1.4725,8.2771,104.4,9.879,,,
2000-06-23,0.5964,0.9358,1.501,1.4793,8.2769,104.59,9.975,,,
2000-06-26,0.5965,0.9382,1.499,1.483,8.2773,105.66,10.023,,,
2000-06-27,0.6012,0.9444,1.5,1.4825,8.2774,105.53,10.087,,,
2000-06-28,0.6023,0.9444,1.5107,1.4838,8.2775,105.51,9.9685,,,
2000-06-29,0.6029,0.9515,1.5194,1.482,8.278,105.09,9.888,,,
2000-06-30,0.5971,0.9545,1.513,1.4798,8.2782,106.14,9.843,,,
2000-07-03,0.5996,0.9526,1.5135,1.4793,8.2786,105.64,9.5525,,,
2000-07-04,,,,,,,,,,
2000-07-05,0.5907,0.9548,1.512,1.4909,8.2787,106.91,9.515,,,
2000-07-06,0.5909,0.9527,1.512,1.485,8.2791,107.37,9.557,,,
2000-07-07,0.5901,0.9484,1.5143,1.481,8.2793,107.81,9.508,,,
2000-07-10,0.5912,0.9521,1.5137,1.4798,8.2795,107.1,9.5,,,
2000-07-11,0.5891,0.9497,1.514,1.4785,8.2794,106.93,9.439,,,
2000-07-12,0.589,0.9401,1.5068,1.4815,8.2795,108.36,9.4815,,,
2000-07-13,0.5855,0.9339,1.499,1.4809,8.2791,108.27,9.4375,,,
2000-07-14,0.5847,0.9374,1.499,1.4845,8.2796,107.88,9.424,,,
2000-07-17,0.5855,0.9351,1.492,1.4813,8.2791,108.53,9.342,,,
2000-07-18,0.5844,0.9322,1.4945,1.4783,8.2796,108.3,9.3385,,,
2000-07-19,0.575,0.9237,1.4942,1.4758,8.2796,108.2,9.415,,,
2000-07-20,0.5816,0.9292,1.5094,1.4748,8.2796,107.89,9.38,,,
2000-07-21,0.5865,0.9343,1.5167,1.4715,8.2795,109.08,9.343,,,
2000-07-24,0.586,0.9314,1.514,1.4639,8.2798,108.92,9.329,,,
2000-07-25,0.5849,0.9391,1.519,1.4653,8.2797,109.3,9.3585,,,
2000-07-26,0.5904,0.9413,1.5154,1.4665,8.2796,109.28,9.362,,,
2000-07-27,0.5891,0.9331,1.5116,1.4713,8.2793,109.15,9.37,,,
2000-07-28,0.5872,0.9246,1.5025,1.4776,8.2794,109.63,9.364,,,
2000-07-31,0.5787,0.9266,1.4983,1.488,8.2792,109.68,9.368,,,
2000-08-01,0.5805,0.9228,1.4992,1.4892,8.2788,109.47,9.345,,,
2000-08-02,0.583,0.9137,1.4926,1.4813,8.2791,108.77,9.345,,,
2000-08-03,0.5844,0.9042,1.4947,1.4844,8.2796,108.36,9.388,,,
2000-08-04,0.5832,0.9075,1.5022,1.4889,8.2798,108.54,9.357,,,
2000-08-07,0.5862,0.9105,1.507,1.4875,8.2799,108.99,9.337,,,
2000-08-08,0.5868,0.9019,1.5022,1.4889,8.2799,108.64,9.35,,,
2000-08-09,0.5786,0.8991,1.4992,1.4848,8.2798,107.99,9.327,,,
2000-08-10,0.5818,0.9077,1.498,1.4826,8.2799,108.7,9.322,,,
2000-08-11,0.5795,0.9046,1.504,1.4839,8.2796,108.68,9.279,,,
2000-08-14,0.581,0.9037,1.506,1.4847,8.2795,109.52,9.246,,,
2000-08-15,0.5831,0.9135,1.5056,1.487,8.2788,109.0,9.24,,,
2000-08-16,0.5897,0.9143,1.4988,1.4774,8.2797,108.55,9.183,,,
2000-08-17,0.5935,0.9152,1.4992,1.4759,8.2799,108.48,9.189,,,
2000-08-18,0.5905,0.9068,1.4895,1.4747,8.2797,108.43,9.25,,,
2000-08-21,0.589,0.9027,1.49,1.4765,8.2799,108.53,9.261,,,
2000-08-22,0.5802,0.8965,1.4797,1.4756,8.2799,108.34,9.239,,,
2000-08-23,0.5708,0.8967,1.4813,1.4877,8.2793,107.02,9.2725,,,
2000-08-24,0.5725,0.9028,1.4806,1.4871,8.2799,106.89,9.244,,,
2000-08-25,0.5737,0.9024,1.4745,1.4828,8.2799,107.17,9.232,,,
2000-08-28,0.5715,0.9002,1.4716,1.4845,8.2799,106.45,9.213,,,
2000-08-29,0.5713,0.8966,1.4616,1.4868,8.2799,106.2,9.2325,,,
2000-08-30,0.572,0.8924,1.456,1.4805,8.2788,106.47,9.214,,,
2000-08-31,0.5764,0.8878,1.4515,1.472,8.2786,106.66,9.2,,,
2000-09-01,0.5765,0.8993,1.4605,1.4742,8.2787,105.78,9.2075,,,
2000-09-04,,,,,,,,,,
2000-09-05,0.5699,0.8876,1.4522,1.4752,8.279,105.88,9.255,,,
2000-09-06,0.5655,0.8702,1.4455,1.4843,8.2794,106.08,9.318,,,
2000-09-07,0.5579,0.874,1.438,1.4777,8.279,105.1,9.314,,,
2000-09-08,0.5557,0.8664,1.4196,1.4781,8.2794,106.03,9.327,,,
2000-09-11,0.559,0.8624,1.4123,1.48,8.2786,105.97,9.2825,,,
2000-09-12,0.5586,0.8596,1.402,1.4825,8.2787,106.93,9.251,,,
2000-09-13,0.555,0.864,1.4125,1.4838,8.277,107.11,9.283,,,
2000-09-14,0.549,0.8617,1.406,1.4869,8.2773,107.25,9.307,,,
2000-09-15,0.545,0.8572,1.4005,1.4844,8.2771,107.33,9.361,,,
2000-09-18,0.5417,0.8523,1.4015,1.4905,8.2772,106.87,9.4225,,,
2000-09-19,0.542,0.8514,1.408,1.488,8.2779,107.02,9.422,,,
2000-09-20,0.5372,0.8462,1.4107,1.4833,8.2775,106.77,9.456,,,
2000-09-21,0.5428,0.8558,1.428,1.4873,8.2778,106.5,9.436,,,
2000-09-22,0.5455,0.8793,1.4568,1.4892,8.2787,107.94,9.475,,,
2000-09-25,0.549,0.8738,1.454,1.489,8.2793,107.63,9.428,,,
2000-09-26,0.5506,0.8815,1.46,1.488,8.2791,107.63,9.4035,,,
2000-09-27,0.551,0.8805,1.4607,1.4962,8.2795,107.44,9.4145,,,
2000-09-28,0.549,0.8826,1.4635,1.503,8.2799,107.59,9.426,,,
2000-09-29,0.5415,0.8837,1.4787,1.507,8.2798,107.9,9.44,,,
2000-10-02,0.545,0.8806,1.4675,1.5108,8.279,108.81,9.4075,,,
2000-10-03,0.54,0.8741,1.4565,1.506,8.279,108.66,9.399,,,
2000-10-04,0.5365,0.8726,1.4558,1.499,8.279,109.29,9.44,,,
2000-10-05,0.535,0.8685,1.4502,1.4954,8.279,109.3,9.4575,,,
2000-10-06,0.5339,0.868,1.4445,1.5013,8.279,108.81,9.466,,,
2000-10-09,,,,,,,,,,
2000-10-10,0.5339,0.8682,1.4484,1.5014,8.2789,107.9,9.465,,,
2000-10-11,0.536,0.8715,1.462,1.5043,8.2786,107.63,9.48,,,
2000-10-12,0.532,0.8644,1.4735,1.5085,8.2786,107.58,9.52,,,
2000-10-13,0.5297,0.8568,1.4597,1.5135,8.2784,107.67,9.595,,,
2000-10-16,0.523,0.8489,1.4455,1.5195,8.2781,108.3,9.548,,,
2000-10-17,0.5188,0.8507,1.4426,1.5184,8.2784,108.15,9.547,,,
2000-10-18,0.5187,0.8391,1.4464,1.52,8.2781,107.78,9.578,,,
2000-10-19,0.521,0.8406,1.4422,1.5112,8.278,108.55,9.545,,,
2000-10-20,0.528,0.84,1.4448,1.5119,8.2778,109.04,9.558,,,
2000-10-23,0.5274,0.8364,1.455,1.508,8.2784,108.45,9.573,,,
2000-10-24,0.5256,0.8364,1.449,1.5118,8.2784,108.08,9.571,,,
2000-10-25,0.5191,0.827,1.4335,1.5164,8.2782,108.05,9.627,,,
2000-10-26,0.5185,0.8271,1.4313,1.5187,8.2785,108.36,9.696,,,
2000-10-27,0.5233,0.8406,1.4517,1.5275,8.2788,108.75,9.635,,,
2000-10-30,0.5235,0.8432,1.453,1.5311,8.278,108.99,9.604,,,
2000-10-31,0.5181,0.8486,1.4505,1.5273,8.2775,109.15,9.564,,,
2000-11-01,0.5227,0.8584,1.4452,1.5263,8.2773,108.48,9.581,,,
2000-11-02,0.5208,0.8594,1.444,1.5333,8.277,108.39,9.581,,,
2000-11-03,0.5249,0.8614,1.4484,1.5348,8.2768,107.58,9.61,,,
2000-11-06,0.528,0.8584,1.432,1.5305,8.2771,107.34,9.64,,,
2000-11-07,0.528,0.8583,1.431,1.5315,8.2769,107.3,9.6475,,,
2000-11-08,0.5264,0.8559,1.4236,1.5432,8.2772,107.57,9.618,,,
2000-11-09,0.5252,0.8574,1.4242,1.5455,8.2768,107.41,9.648,,,
2000-11-10,0.522,0.8625,1.4305,1.546,8.2772,107.83,9.605,,,
2000-11-13,0.5205,0.8607,1.4388,1.5472,8.2768,107.7,9.5705,,,
2000-11-14,0.519,0.8573,1.4306,1.5445,8.2773,108.15,9.495,,,
2000-11-15,0.5203,0.857,1.4257,1.551,8.2768,108.75,9.465,,,
2000-11-16,0.5183,0.8532,1.4228,1.5523,8.2773,109.08,9.497,,,
2000-11-17,0.519,0.8516,1.423,1.56,8.2769,108.86,9.478,,,
2000-11-20,0.5134,0.8486,1.4222,1.5592,8.2779,109.79,9.457,,,
2000-11-21,0.5112,0.8458,1.416,1.5553,8.2786,110.29,9.414,,,
2000-11-22,0.5194,0.8423,1.4077,1.5473,8.2782,110.16,9.376,,,
2000-11-23,,,,,,,,,,
2000-11-24,0.5215,0.8382,1.3997,1.5396,8.2779,111.38,9.399,,,
2000-11-27,0.5261,0.85,1.4155,1.5348,8.278,110.7,9.371,,,
2000-11-28,0.5223,0.8547,1.4182,1.5371,8.2777,110.23,9.412,,,
2000-11-29,0.5228,0.8577,1.4209,1.5405,8.2774,111.28,9.396,,,
2000-11-30,0.5262,0.8694,1.421,1.5355,8.2777,110.93,9.41,,,
2000-12-01,0.5372,0.8765,1.4373,1.5389,8.2775,111.15,9.42,,,
2000-12-04,0.5431,0.8875,1.4523,1.5458,8.2771,111.07,9.414,,,
2000-12-05,0.5405,0.8804,1.441,1.5438,8.277,111.0,9.375,,,
2000-12-06,0.5448,0.8877,1.4365,1.5323,8.277,110.42,9.408,,,
2000-12-07,0.547,0.8891,1.44,1.5223,8.277,110.7,9.429,,,
2000-12-08,0.5445,0.8838,1.4442,1.5205,8.2769,111.29,9.399,,,
2000-12-11,0.54,0.8771,1.4554,1.5227,8.2773,110.77,9.4465,,,
2000-12-12,0.542,0.8775,1.448,1.5249,8.2771,111.5,9.471,,,
2000-12-13,0.538,0.8755,1.451,1.5205,8.277,112.4,9.4505,,,
2000-12-14,0.5397,0.8858,1.4665,1.5165,8.2768,112.42,9.417,,,
2000-12-15,0.5458,0.8981,1.4763,1.5174,8.2768,112.55,9.409,,,
2000-12-18,0.5416,0.8929,1.4677,1.5254,8.2774,112.06,9.38,,,
2000-12-19,0.5435,0.8902,1.462,1.522,8.2772,112.55,9.37,,,
2000-12-20,0.5491,0.9058,1.4737,1.5215,8.2769,112.58,9.435,,,
2000-12-21,0.5533,0.9112,1.4707,1.5185,8.2768,112.18,9.585,,,
2000-12-22,0.555,0.923,1.4783,1.5168,8.2777,112.75,9.604,,,
2000-12-25,,,,,,,,,,
2000-12-26,0.5588,0.9292,1.48,1.5099,8.2769,113.62,9.53,,,
2000-12-27,0.559,0.9304,1.4912,1.511,8.277,114.2,9.577,,,
2000-12-28,0.5522,0.9257,1.4907,1.5073,8.2781,114.62,9.607,,,
2000-12-29,0.556,0.9388,1.4955,1.4995,8.2774,114.35,9.618,,,
2001-01-01,,,,,,,,,,
2001-01-02,0.5592,0.9465,1.4977,1.4963,8.2779,114.73,9.714,,,
2001-01-03,0.5635,0.9473,1.5045,1.4982,8.2773,114.26,9.836,,,
2001-01-04,0.5655,0.9448,1.493,1.4985,8.2781,115.47,9.698,,,
2001-01-05,0.5712,0.9535,1.499,1.5003,8.2775,116.19,9.753,,,
2001-01-08,0.566,0.9486,1.4969,1.4944,8.2778,115.97,9.691,,,
2001-01-09,0.5628,0.9397,1.49,1.4973,8.2771,116.64,9.746,,,
2001-01-10,0.5572,0.9387,1.491,1.4993,8.2769,116.26,9.8145,,,
2001-01-11,0.5595,0.952,1.4965,1.4978,8.2767,117.56,9.845,,,
2001-01-12,0.5557,0.9486,1.4778,1.4967,8.2768,117.76,9.8775,,,
2001-01-15,,,,,,,,,,
2001-01-16,0.5549,0.9374,1.4675,1.5037,8.2766,117.28,9.972,,,
2001-01-17,0.5514,0.9306,1.4723,1.5123,8.2764,118.35,9.88,,,
2001-01-18,0.5562,0.9446,1.4755,1.5162,8.2764,117.78,9.885,,,
2001-01-19,0.557,0.9363,1.4683,1.5155,8.2764,117.23,9.79,,,
2001-01-22,0.5544,0.9374,1.465,1.5072,8.2782,116.62,9.785,,,
2001-01-23,0.5528,0.9389,1.4715,1.5073,8.2786,116.95,9.768,,,
2001-01-24,0.5449,0.9258,1.4616,1.5126,8.2786,118.18,9.692,,,
2001-01-25,0.5451,0.9219,1.4605,1.508,8.2786,116.91,9.687,,,
2001-01-26,0.5432,0.9213,1.459,1.5066,8.2786,117.16,9.697,,,
2001-01-29,0.5432,0.9181,1.457,1.501,8.2786,116.67,9.6695,,,
2001-01-30,0.5474,0.9264,1.4615,1.4985,8.2786,115.75,9.665,,,
2001-01-31,0.548,0.9308,1.4613,1.4995,8.2781,116.39,9.679,,,
2001-02-01,0.554,0.9384,1.4775,1.4948,8.2772,115.33,9.733,,,
2001-02-02,0.5521,0.9357,1.4692,1.4933,8.2774,115.65,9.769,,,
2001-02-05,0.5508,0.9395,1.475,1.505,8.277,114.99,9.78,,,
2001-02-06,0.549,0.9304,1.4585,1.508,8.2766,114.88,9.689,,,
2001-02-07,0.5462,0.9331,1.4633,1.511,8.2765,116.21,9.694,,,
2001-02-08,0.5361,0.9184,1.444,1.5117,8.2763,116.3,9.657,,,
2001-02-09,0.5367,0.9267,1.449,1.509,8.2764,117.57,9.764,,,
2001-02-12,0.5381,0.9287,1.4513,1.5205,8.2774,117.62,9.741,,,
2001-02-13,0.5337,0.9204,1.451,1.5214,8.2765,117.3,9.704,,,
2001-02-14,0.5282,0.9197,1.4578,1.5287,8.2764,116.65,9.718,,,
2001-02-15,0.524,0.9057,1.449,1.5275,8.2772,115.67,9.68,,,
2001-02-16,0.5305,0.9162,1.4505,1.5368,8.277,115.46,9.703,,,
2001-02-19,,,,,,,,,,
2001-02-20,0.5224,0.9096,1.4436,1.5399,8.2767,115.57,9.68,,,
2001-02-21,0.5234,0.9077,1.4385,1.537,8.2772,116.45,9.7,,,
2001-02-22,0.5246,0.9069,1.4447,1.5378,8.2769,116.53,9.735,,,
2001-02-23,0.5218,0.9095,1.447,1.5378,8.2774,116.15,9.714,,,
2001-02-26,0.5213,0.9093,1.444,1.5314,8.2776,116.63,9.668,,,
2001-02-27,0.5236,0.9128,1.4405,1.5261,8.2781,116.2,9.684,,,
2001-02-28,0.5248,0.9212,1.4433,1.532,8.2783,117.28,9.6925,,,
2001-03-01,0.5262,0.9291,1.4553,1.5465,8.2778,117.33,9.706,,,
2001-03-02,0.5292,0.934,1.4725,1.5489,8.2782,119.06,9.667,,,
2001-03-05,0.5218,0.9289,1.4687,1.5475,8.2777,119.08,9.639,,,
2001-03-06,0.517,0.9313,1.4655,1.5388,8.2778,118.87,9.6385,,,
2001-03-07,0.509,0.9274,1.4612,1.5492,8.2773,119.86,9.652,,,
2001-03-08,0.5089,0.9281,1.4667,1.5497,8.277,119.51,9.644,,,
2001-03-09,0.5085,0.9315,1.4675,1.548,8.2774,119.71,9.671,,,
2001-03-12,0.5096,0.93,1.467,1.5505,8.2784,120.63,9.665,,,
2001-03-13,0.5031,0.9148,1.4513,1.5477,8.2783,120.2,9.631,,,
2001-03-14,0.4981,0.9133,1.4497,1.5528,8.2778,120.97,9.571,,,
2001-03-15,0.4944,0.9046,1.4436,1.5595,8.2776,122.23,9.593,,,
2001-03-16,0.494,0.8929,1.4265,1.5669,8.2771,122.85,9.622,,,
2001-03-19,0.4984,0.8985,1.4237,1.5698,8.2772,122.57,9.573,,,
2001-03-20,0.4997,0.9054,1.4285,1.5611,8.2772,122.73,9.515,,,
2001-03-21,0.4936,0.897,1.431,1.573,8.2771,123.62,9.535,,,
2001-03-22,0.4913,0.8881,1.4223,1.5742,8.2768,123.84,9.585,,,
2001-03-23,0.4963,0.8926,1.4292,1.5667,8.2773,122.64,9.663,,,
2001-03-26,0.499,0.8955,1.4345,1.5545,8.2771,122.81,9.538,,,
2001-03-27,0.4963,0.891,1.429,1.5693,8.2773,122.99,9.516,,,
2001-03-28,0.4936,0.8882,1.4352,1.5668,8.2777,122.62,9.541,,,
2001-03-29,0.4921,0.8807,1.4302,1.5725,8.2779,123.45,9.527,,,
2001-03-30,0.4881,0.8794,1.419,1.5784,8.2777,125.54,9.485,,,
2001-04-02,0.4828,0.8824,1.42,1.575,8.2776,126.75,9.414,,,
2001-04-03,0.486,0.893,1.4305,1.579,8.2772,125.41,9.394,,,
2001-04-04,0.4893,0.9013,1.435,1.5697,8.2771,125.38,9.4225,,,
2001-04-05,0.4898,0.8976,1.4266,1.5788,8.2768,124.33,9.3875,,,
2001-04-06,0.4958,0.9002,1.4383,1.5615,8.2767,124.03,9.405,,,
2001-04-09,0.4948,0.9014,1.447,1.5635,8.277,124.85,9.36,,,
2001-04-10,0.4945,0.8884,1.436,1.5555,8.2769,124.48,9.3225,,,
2001-04-11,0.5025,0.8856,1.434,1.5626,8.2769,124.82,9.29,,,
2001-04-12,0.5082,0.8922,1.4391,1.56,8.2772,123.51,9.313,,,
2001-04-13,0.5081,0.8888,1.4354,1.5627,8.2769,124.15,9.305,,,
2001-04-16,0.5105,0.8862,1.436,1.5625,8.2769,124.64,9.332,,,
2001-04-17,0.5055,0.8814,1.4287,1.5575,8.2775,123.67,9.287,,,
2001-04-18,0.499,0.8816,1.4257,1.5692,8.2775,122.35,9.187,,,
2001-04-19,0.5085,0.8909,1.4366,1.547,8.2773,121.87,9.2725,,,
2001-04-20,0.5178,0.9032,1.4428,1.5425,8.2775,122.52,9.373,,,
2001-04-23,0.5061,0.896,1.4377,1.546,8.277,121.68,9.388,,,
2001-04-24,0.5035,0.8946,1.4365,1.549,8.2769,122.08,9.289,,,
2001-04-25,0.5045,0.8972,1.4397,1.5474,8.2767,122.21,9.3145,,,
2001-04-26,0.5065,0.9011,1.4378,1.546,8.2769,123.13,9.258,,,
2001-04-27,0.5102,0.8924,1.4362,1.5417,8.2773,123.76,9.304,,,
2001-04-30,0.5096,0.8874,1.4306,1.536,8.2774,123.57,9.261,,,
2001-05-01,0.5177,0.8937,1.434,1.5338,8.2774,121.92,9.2725,,,
2001-05-02,0.5213,0.8925,1.4345,1.531,8.2774,121.72,9.2915,,,
2001-05-03,0.5187,0.8891,1.4322,1.533,8.2774,121.19,9.287,,,
2001-05-04,0.5189,0.8934,1.4362,1.5353,8.2774,121.05,9.257,,,
2001-05-07,0.5186,0.8916,1.44,1.5405,8.2774,121.34,9.222,,,
2001-05-08,0.5182,0.8848,1.4315,1.5445,8.2785,121.66,9.212,,,
2001-05-09,0.5222,0.8845,1.4209,1.5407,8.2775,122.25,9.2115,,,
2001-05-10,0.5241,0.8792,1.4186,1.5391,8.2771,122.71,9.1945,,,
2001-05-11,0.5207,0.8759,1.4177,1.5503,8.2771,122.5,9.227,,,
2001-05-14,0.518,0.8748,1.4176,1.5541,8.2771,123.12,9.193,,,
2001-05-15,0.5193,0.8788,1.4236,1.5493,8.2709,123.26,9.166,,,
2001-05-16,0.5233,0.8842,1.4293,1.5405,8.2769,123.59,9.166,,,
2001-05-17,0.5273,0.8828,1.431,1.536,8.2767,122.68,9.0,,,
2001-05-18,0.5251,0.8774,1.4333,1.5328,8.2768,123.67,8.98,,,
2001-05-21,0.529,0.8762,1.438,1.5325,8.2778,122.91,8.946,,,
2001-05-22,0.5231,0.8657,1.4278,1.5415,8.2774,122.79,8.98,,,
2001-05-23,0.5188,0.8598,1.4245,1.5452,8.2771,120.39,9.05,,,
2001-05-24,0.5175,0.857,1.4103,1.5474,8.277,120.15,9.088,,,
2001-05-25,0.5193,0.8577,1.4207,1.5455,8.2771,120.75,9.09,,,
2001-05-28,,,,,,,,,,
2001-05-29,0.5166,0.8547,1.4187,1.5376,8.2768,120.1,9.081,,,
2001-05-30,0.513,0.8576,1.4251,1.5464,8.2777,120.27,9.165,,,
2001-05-31,0.5068,0.8455,1.4175,1.5461,8.277,118.88,9.165,,,
2001-06-01,0.5084,0.8452,1.416,1.5324,8.2777,119.13,9.18,,,
2001-06-04,0.5062,0.8449,1.4123,1.5347,8.277,119.5,9.139,,,
2001-06-05,0.5093,0.8504,1.4113,1.5328,8.2769,120.27,9.1725,,,
2001-06-06,0.5141,0.8452,1.3906,1.5248,8.2772,120.35,9.125,,,
2001-06-07,0.5191,0.8506,1.39,1.521,8.2767,119.91,9.119,,,
2001-06-08,0.5243,0.8505,1.3817,1.5215,8.2767,120.6,9.074,,,
2001-06-11,0.5223,0.8425,1.373,1.5162,8.2767,122.02,9.045,,,
2001-06-12,0.5237,0.8479,1.3781,1.5246,8.2771,121.74,9.089,,,
2001-06-13,0.5276,0.8536,1.3909,1.5183,8.2779,121.89,9.102,,,
2001-06-14,0.5261,0.8598,1.4005,1.5208,8.2773,121.42,9.047,,,
2001-06-15,0.5257,0.8628,1.4056,1.522,8.277,122.97,9.054,,,
2001-06-18,0.5238,0.861,1.4034,1.5336,8.277,123.2,9.053,,,
2001-06-19,0.521,0.8558,1.4008,1.5337,8.2779,122.97,9.09,,,
2001-06-20,0.5182,0.8506,1.3952,1.531,8.277,123.3,9.085,,,
2001-06-21,0.5178,0.8544,1.4167,1.5265,8.2769,124.4,9.055,,,
2001-06-22,0.5168,0.857,1.414,1.5293,8.2767,124.25,9.073,,,
2001-06-25,0.5157,0.8611,1.413,1.5195,8.2768,124.02,9.063,,,
2001-06-26,0.5198,0.8623,1.4154,1.5142,8.2768,123.82,9.0645,,,
2001-06-27,0.5178,0.8621,1.419,1.5176,8.2768,124.25,9.0725,,,
2001-06-28,0.511,0.847,1.407,1.5233,8.277,124.63,9.0875,,,
2001-06-29,0.51,0.8474,1.4077,1.5175,8.2767,124.73,9.06,,,
2001-07-02,0.5106,0.8455,1.4168,1.5153,8.277,124.22,9.027,,,
2001-07-03,0.5162,0.8477,1.4058,1.5128,8.2767,124.48,9.03,,,
2001-07-04,,,,,,,,,,
2001-07-05,0.5147,0.837,1.3998,1.5102,8.2767,125.77,9.057,,,
2001-07-06,0.5083,0.8465,1.4106,1.52,8.2768,125.85,9.155,,,
2001-07-09,0.5096,0.8474,1.4081,1.5203,8.2767,125.43,9.1175,,,
2001-07-10,0.5106,0.8557,1.4098,1.5213,8.277,125.53,9.1475,,,
2001-07-11,0.507,0.8614,1.4121,1.5255,8.2769,124.06,9.295,,,
2001-07-12,0.5048,0.853,1.4065,1.528,8.2769,124.1,9.36,,,
2001-07-13,0.5074,0.8527,1.3995,1.5398,8.2767,124.75,9.34,,,
2001-07-16,0.508,0.8549,1.4011,1.54,8.2767,125.44,9.304,,,
2001-07-17,0.5065,0.8549,1.4037,1.54,8.2769,124.89,9.165,,,
2001-07-18,0.5142,0.8701,1.416,1.535,8.277,124.35,9.145,,,
2001-07-19,0.5126,0.869,1.419,1.5418,8.2768,123.61,9.19,,,
2001-07-20,0.5055,0.8713,1.429,1.545,8.2768,122.85,9.177,,,
2001-07-23,0.5079,0.8676,1.4185,1.545,8.277,124.19,9.1025,,,
2001-07-24,0.508,0.8752,1.4223,1.5383,8.2773,124.0,9.107,,,
2001-07-25,0.5073,0.8797,1.428,1.5381,8.277,123.64,9.16,,,
2001-07-26,0.5072,0.8765,1.4265,1.5335,8.2771,123.83,9.16,,,
2001-07-27,0.5064,0.8749,1.4256,1.5352,8.277,123.29,9.1875,,,
2001-07-30,0.5057,0.875,1.426,1.5305,8.2767,125.18,9.155,,,
2001-07-31,0.508,0.8752,1.4252,1.531,8.277,125.0,9.151,,,
2001-08-01,0.5167,0.8793,1.433,1.5358,8.2769,124.87,9.217,,,
2001-08-02,0.519,0.8813,1.4295,1.5417,8.2768,123.72,9.167,,,
2001-08-03,0.5176,0.8843,1.4268,1.5356,8.2768,123.46,9.1675,,,
2001-08-06,0.5166,0.8802,1.4175,1.5275,8.277,123.85,9.129,,,
2001-08-07,0.5155,0.8775,1.4169,1.5343,8.2772,123.83,9.1185,,,
2001-08-08,0.5185,0.8778,1.4135,1.5333,8.2773,123.2,9.095,,,
2001-08-09,0.5103,0.8886,1.4218,1.5395,8.2773,123.03,9.0875,,,
2001-08-10,0.513,0.894,1.4273,1.5405,8.2768,121.97,9.124,,,
2001-08-13,0.5174,0.8983,1.4217,1.539,8.2771,122.46,9.093,,,
2001-08-14,0.5196,0.9025,1.4285,1.5413,8.2773,121.6,9.127,,,
2001-08-15,0.5268,0.9114,1.4379,1.529,8.2771,119.92,9.087,,,
2001-08-16,0.5274,0.9138,1.4438,1.5314,8.277,120.11,9.085,,,
2001-08-17,0.5354,0.9165,1.4465,1.5428,8.2768,120.37,9.1175,,,
2001-08-20,0.5323,0.9127,1.4445,1.5461,8.2768,120.72,9.1375,,,
2001-08-21,0.5297,0.9115,1.4468,1.549,8.2768,119.91,9.122,,,
2001-08-22,0.5362,0.9194,1.4538,1.5438,8.2769,119.91,9.116,,,
2001-08-23,0.5338,0.9166,1.4478,1.5423,8.2768,119.84,9.123,,,
2001-08-24,0.5311,0.9116,1.4443,1.5414,8.2773,120.13,9.146,,,
2001-08-27,0.5285,0.9098,1.443,1.5423,8.277,120.12,9.1125,,,
2001-08-28,0.5292,0.9102,1.4501,1.5401,8.2768,120.48,9.144,,,
2001-08-29,0.53,0.9097,1.4515,1.5462,8.2769,119.79,9.151,,,
2001-08-30,0.533,0.9154,1.4577,1.546,8.2767,119.4,9.1888,,,
2001-08-31,0.5277,0.909,1.451,1.5478,8.2769,118.75,9.2075,,,
2001-09-03,,,,,,,,,,
2001-09-04,0.5212,0.8868,1.4444,1.5535,8.2768,119.49,9.199,,,
2001-09-05,0.5198,0.8897,1.4553,1.5603,8.277,120.76,9.2535,,,
2001-09-06,0.523,0.8943,1.4561,1.559,8.2768,120.95,9.2845,,,
2001-09-07,0.5199,0.9044,1.4626,1.568,8.2767,120.07,9.329,,,
2001-09-10,0.5135,0.8988,1.4585,1.5656,8.2767,121.08,9.364,,,
2001-09-11,,,,,,,,,,
