date,Close,High,Low,Open,Volume
2026-04-22,7137.89990234375,7138.64013671875,7102.91015625,7102.91015625,4919460000
2026-04-23,7108.39990234375,7147.77978515625,7046.5498046875,7118.7998046875,5307260000
2026-04-24,7165.080078125,7168.58984375,7112.81982421875,7136.47998046875,4608830000
2026-04-27,7173.91015625,7178.740234375,7146.72021484375,7152.72021484375,4783750000
2026-04-28,7138.7998046875,7152.52001953125,7115.169921875,7133.740234375,4900650000
2026-04-29,7135.9501953125,7145.6298828125,7107.85986328125,7131.60986328125,5123100000
2026-04-30,7209.009765625,7219.830078125,7126.14990234375,7161.75,5723790000
2026-05-01,7230.1201171875,7272.52001953125,7229.31982421875,7234.5400390625,4847390000
2026-05-04,7200.75,7244.5400390625,7174.1201171875,7228.3798828125,5215480000
2026-05-05,7259.22021484375,7273.259765625,7233.6201171875,7233.6201171875,5279760000
2026-05-06,7365.1201171875,7369.22021484375,7294.14013671875,7294.14013671875,6579640000
2026-05-07,7337.10986328125,7385.02001953125,7321.25,7376.77978515625,6237040000
2026-05-08,7398.93017578125,7401.5,7362.97021484375,7362.97021484375,5302740000
2026-05-11,7412.83984375,7428.97021484375,7384.2001953125,7385.31005859375,5821910000
2026-05-12,7400.9599609375,7409.56982421875,7338.5400390625,7390.6298828125,3217693000
