date,P_Treasury_Bonds,P_Agency_Bonds,P_Corporate_Bonds,P_Corporate_Stocks,P_Foreign_Bonds,P_Foreign_Stocks,S_Treasury_Bonds,S_Agency_Bonds,S_Corporate_Bonds,S_Corporate_Stocks,S_Foreign_Bonds,S_Foreign_Stocks
2021-08-01,2288041.0,457141.0,213470.0,2315323.0,1424571.0,628630.0,2255616.0,439105.0,198667.0,2306690.0,1405915.0,641740.0
2021-09-01,2027266.0,464027.0,221513.0,2611532.0,1637201.0,674906.0,2025902.0,441301.0,220421.0,2622483.0,1615123.0,684565.0
2021-10-01,2122388.0,407251.0,230478.0,2322441.0,1582306.0,613024.0,2165910.0,375991.0,218483.0,2344268.0,1549009.0,617160.0
2021-11-01,2548327.0,390276.0,205040.0,2690540.0,1676551.0,663444.0,2482272.0,370725.0,195215.0,2682188.0,1648673.0,657199.0
2021-12-01,1948968.0,368531.0,161170.0,3192787.0,1052617.0,687950.0,1904766.0,362281.0,165185.0,3162337.0,1020111.0,682829.0
2022-01-01,2326066.0,397572.0,179476.0,2840691.0,1273443.0,637272.0,2251447.0,374938.0,171840.0,2891319.0,1250228.0,656162.0
2022-02-01,2435692.0,445664.0,195421.0,2686492.0,1399828.0,616571.0,2357317.0,424387.0,175094.0,2711866.0,1364485.0,601533.0
2022-03-01,2771982.0,397474.0,276634.0,3272777.0,1873715.0,848197.0,2723028.0,365082.0,243217.0,3367199.0,1866370.0,852232.0
2022-04-01,1960674.0,377103.0,208496.0,2518247.0,1475461.0,562976.0,1962063.0,340389.0,186037.0,2525129.0,1446230.0,555493.0
2022-05-01,2416831.0,320381.0,204690.0,2962272.0,1682411.0,602874.0,2316967.0,283098.0,200228.0,2971422.0,1669255.0,593229.0
2022-06-01,2025331.0,306002.0,194736.0,2710400.0,1558462.0,648716.0,1966433.0,282284.0,180744.0,2735764.0,1525679.0,630981.0
2022-07-01,1672877.0,119783.0,165417.0,2012280.0,1650961.0,479973.0,1649858.0,97166.0,156633.0,2072599.0,1614823.0,488885.0
2022-08-01,2460698.0,116798.0,183556.0,2391818.0,1781059.0,521229.0,2285536.0,98269.0,174052.0,2419212.0,1757496.0,522325.0
2022-09-01,2042012.0,126686.0,180370.0,2460113.0,1948280.0,517412.0,1981582.0,98418.0,174847.0,2460942.0,1936631.0,504796.0
2022-10-01,1851099.0,131462.0,160700.0,2374136.0,1677646.0,494188.0,1789192.0,107215.0,158805.0,2398505.0,1666686.0,500990.0
2022-11-01,1936713.0,118559.0,180586.0,2603147.0,1835847.0,598442.0,1882504.0,96562.0,159077.0,2560240.0,1807234.0,596161.0
