date,Imports Canada,Imports China,Imports EU,Imports Japan,Imports Mexico,Imports SA,Exports Canada,Exports China,Exports EU,Exports Japan,Exports Mexico,Exports SA,Balance Canada,Balance China,Balance EU,Balance Japan,Balance Mexico,Balance SA
1994-07-01,1.66368,0.496728,,1.61076,0.628893,0.507103,1.50069,0.137556,,0.707631,0.652318,0.544621,-0.162989,-0.359172,,-0.903125,0.0234256,0.0375178
1994-08-01,1.68559,0.507404,,1.62553,0.642472,0.514479,1.51517,0.139089,,0.720319,0.665828,0.547496,-0.170422,-0.368315,,-0.905212,0.0233553,0.0330174
1994-09-01,1.70188,0.51589,,1.62582,0.651765,0.519946,1.53032,0.135451,,0.724422,0.676194,0.553393,-0.171558,-0.380439,,-0.901395,0.0244291,0.0334466
1994-10-01,1.71814,0.524691,,1.63414,0.659994,0.522651,1.54446,0.134673,,0.730571,0.688761,0.556863,-0.173684,-0.390018,,-0.903567,0.0287669,0.0342124
1994-11-01,1.74316,0.530798,,1.64186,0.672621,0.525931,1.55982,0.132127,,0.73585,0.693556,0.564739,-0.183343,-0.398671,,-0.906015,0.0209353,0.0388084
1994-12-01,1.77101,0.534958,,1.64343,0.68263,0.530448,1.57837,0.128016,,0.737715,0.701247,0.575251,-0.192641,-0.406942,,-0.905713,0.0186168,0.0448028
1995-01-01,1.80201,0.541763,,1.64583,0.696099,0.536368,1.60524,0.130047,,0.743054,0.700574,0.582684,-0.196776,-0.411716,,-0.902779,0.00447554,0.0463159
1995-02-01,1.82537,0.546045,,1.64954,0.708815,0.539998,1.62463,0.132264,,0.748776,0.697106,0.591262,-0.200749,-0.413781,,-0.900763,-0.0117086,0.051264
1995-03-01,1.83982,0.553419,,1.65739,0.722868,0.544244,1.63494,0.135548,,0.755363,0.687673,0.603982,-0.204877,-0.41787,,-0.902031,-0.0351951,0.0597375
1995-04-01,1.85429,0.559921,,1.66919,0.73193,0.546761,1.64437,0.13745,,0.765999,0.678752,0.613975,-0.209913,-0.422471,,-0.903191,-0.0531781,0.0672138
1995-05-01,1.87164,0.56678,,1.68945,0.746138,0.552685,1.65665,0.137891,,0.77593,0.667934,0.626816,-0.214983,-0.42889,,-0.913522,-0.0782042,0.074131
1995-06-01,1.87868,0.571342,,1.69353,0.757712,0.554068,1.66053,0.136533,,0.786072,0.65586,0.633422,-0.218152,-0.434809,,-0.907456,-0.101851,0.0793544
1995-07-01,1.88018,0.578093,,1.69459,0.770349,0.556574,1.66485,0.13622,,0.798022,0.643457,0.639312,-0.21533,-0.441873,,-0.896564,-0.126892,0.0827375
1995-08-01,1.88973,0.584388,,1.6849,0.780689,0.555301,1.67073,0.135096,,0.802141,0.637409,0.647157,-0.218994,-0.449291,,-0.882761,-0.14328,0.0918559
1995-09-01,1.89493,0.588082,,1.68022,0.791086,0.552248,1.67163,0.138967,,0.814006,0.630691,0.652112,-0.223292,-0.449116,,-0.866212,-0.160395,0.0998634
1995-10-01,1.90261,0.593986,,1.65962,0.803142,0.553126,1.67778,0.144782,,0.821512,0.625848,0.655388,-0.224828,-0.449204,,-0.838104,-0.177294,0.102263
1995-11-01,1.89925,0.596238,,1.63943,0.810096,0.556174,1.67814,0.150542,,0.832122,0.615819,0.657959,-0.221104,-0.445697,,-0.807304,-0.194277,0.101785
1995-12-01,1.89628,0.598205,,1.62189,0.815682,0.557872,1.6711,0.154384,,0.845135,0.608042,0.656632,-0.225183,-0.443822,,-0.776753,-0.20764,0.09876
1996-01-01,1.89875,0.598783,,1.61245,0.824357,0.562045,1.66776,0.156245,,0.851668,0.609476,0.65484,-0.230995,-0.442537,,-0.760784,-0.214881,0.0927957
1996-02-01,1.90462,0.60361,,1.6045,0.831711,0.56354,1.67535,0.156475,,0.860123,0.61497,0.655977,-0.229274,-0.447135,,-0.74438,-0.216741,0.0924367
1996-03-01,1.89944,0.600741,,1.57911,0.831454,0.56186,1.66753,0.156179,,0.867698,0.619664,0.648614,-0.231915,-0.444562,,-0.711417,-0.21179,0.0867535
1996-04-01,1.90503,0.599559,,1.55624,0.844412,0.570983,1.67229,0.154824,,0.86611,0.629746,0.643147,-0.232731,-0.444735,,-0.690126,-0.214666,0.0721637
1996-05-01,1.91257,0.600734,,1.53088,0.85499,0.575984,1.66528,0.154783,,0.873427,0.639284,0.640862,-0.247289,-0.445951,,-0.657452,-0.215706,0.0648781
1996-06-01,1.91728,0.599764,,1.49886,0.862441,0.57636,1.66215,0.151792,,0.870523,0.647176,0.641195,-0.25513,-0.447972,,-0.628336,-0.215265,0.0648354
1996-07-01,1.93223,0.603332,,1.48189,0.874473,0.583286,1.66964,0.151224,,0.865814,0.658122,0.644726,-0.262596,-0.452107,,-0.616074,-0.216351,0.0614403
1996-08-01,1.9351,0.609235,,1.46206,0.884516,0.586168,1.66298,0.149196,,0.865585,0.663158,0.646873,-0.272121,-0.460039,,-0.596479,-0.221358,0.060705
1996-09-01,1.939,0.617689,,1.44448,0.894349,0.594195,1.66645,0.145886,,0.857375,0.671245,0.646523,-0.272557,-0.471802,,-0.587105,-0.223104,0.0523277
1996-10-01,1.93382,0.628518,,1.44387,0.907617,0.603776,1.66708,0.143045,,0.857009,0.684532,0.65158,-0.266736,-0.485473,,-0.58686,-0.223085,0.0478044
1996-11-01,1.93794,0.634387,,1.43758,0.914711,0.606038,1.67219,0.148115,,0.85189,0.695515,0.653898,-0.265752,-0.486272,,-0.585689,-0.219196,0.0478596
1996-12-01,1.94077,0.641303,,1.43401,0.924955,0.61683,1.67083,0.149301,,0.841661,0.707021,0.654822,-0.269933,-0.492002,,-0.592348,-0.217934,0.0379918
1997-01-01,1.94923,0.650572,,1.43269,0.927466,0.620949,1.68013,0.14866,,0.835567,0.711388,0.658378,-0.269096,-0.501911,,-0.597119,-0.216078,0.0374282
1997-02-01,1.95271,0.656193,,1.42725,0.934505,0.627563,1.68261,0.14503,,0.825927,0.720922,0.659919,-0.270101,-0.511163,,-0.60132,-0.213583,0.0323552
1997-03-01,1.95887,0.662258,,1.42871,0.945194,0.631713,1.69129,0.143429,,0.818953,0.729117,0.669814,-0.267576,-0.51883,,-0.609758,-0.216078,0.0381007
1997-04-01,1.96249,0.673555,,1.42683,0.953932,0.630901,1.70468,0.144217,,0.814239,0.742092,0.679277,-0.257816,-0.529337,,-0.612587,-0.211841,0.0483759
1997-05-01,1.95988,0.680432,,1.4208,0.957622,0.632109,1.71472,0.145631,,0.807196,0.746669,0.687269,-0.245158,-0.5348,,-0.613607,-0.210952,0.0551597
1997-06-01,1.95435,0.690419,,1.42509,0.964319,0.635469,1.72066,0.146715,,0.804825,0.759354,0.694464,-0.233684,-0.543704,,-0.62027,-0.204965,0.0589949
1997-07-01,1.9539,0.698499,,1.42691,0.971287,0.637115,1.72965,0.147168,,0.800506,0.772577,0.700227,-0.224258,-0.551331,,-0.626407,-0.19871,0.0631125
1997-08-01,1.94856,0.701816,,1.42686,0.975946,0.638065,1.73654,0.14832,,0.793739,0.785834,0.70655,-0.212019,-0.553496,,-0.633124,-0.190112,0.0684847
1997-09-01,1.95001,0.710974,,1.43048,0.985192,0.638554,1.74802,0.150946,,0.785738,0.79806,0.714092,-0.201996,-0.560028,,-0.644741,-0.187132,0.0755383
1997-10-01,1.95727,0.716699,,1.42857,0.995997,0.636638,1.76235,0.156218,,0.777114,0.812145,0.724588,-0.194922,-0.560481,,-0.651455,-0.183852,0.0879506
1997-11-01,1.95224,0.722974,,1.42336,1.00174,0.633548,1.76196,0.152065,,0.773918,0.825733,0.732657,-0.190282,-0.570909,,-0.649442,-0.176011,0.0991087
1997-12-01,1.95931,0.732923,1.88505,1.4254,1.00684,0.629111,1.77809,0.150693,1.68629,0.767964,0.836384,0.73834,-0.181215,-0.58223,-0.198756,-0.657437,-0.170456,0.109229
1998-01-01,1.94435,0.738483,1.89023,1.41832,1.01144,0.622891,1.77384,0.153832,1.69738,0.765218,0.847629,0.7419,-0.170508,-0.584651,-0.192854,-0.653104,-0.163809,0.119009
1998-02-01,1.94054,0.738328,1.89482,1.41359,1.01145,0.616753,1.77473,0.154311,1.6981,0.752217,0.856154,0.745716,-0.165809,-0.584017,-0.196715,-0.661375,-0.155294,0.128963
1998-03-01,1.94643,0.748252,1.9128,1.40718,1.02234,0.611503,1.78428,0.153709,1.70058,0.737535,0.86917,0.748372,-0.162147,-0.594543,-0.21222,-0.669645,-0.153169,0.136869
1998-04-01,1.94696,0.754167,1.9219,1.40043,1.02581,0.60715,1.78323,0.153225,1.69061,0.728129,0.872885,0.748002,-0.163725,-0.600942,-0.231294,-0.672305,-0.152921,0.140852
1998-05-01,1.94324,0.759313,1.92299,1.39976,1.03073,0.598984,1.78174,0.150876,1.69084,0.714557,0.880296,0.747139,-0.161509,-0.608437,-0.232145,-0.685201,-0.150431,0.148154
1998-06-01,1.94126,0.765253,1.94118,1.39464,1.03628,0.595182,1.78405,0.154359,1.6927,0.699891,0.882633,0.744971,-0.157204,-0.610894,-0.248482,-0.694745,-0.153644,0.149788
1998-07-01,1.93171,0.770809,1.94828,1.38506,1.0355,0.588017,1.76965,0.153739,1.69247,0.69189,0.880638,0.743784,-0.162052,-0.61707,-0.255812,-0.693172,-0.154861,0.155767
1998-08-01,1.92564,0.77548,1.95925,1.37716,1.03876,0.581972,1.76058,0.15231,1.69628,0.680462,0.875847,0.738543,-0.165062,-0.623169,-0.262976,-0.696703,-0.162909,0.156572
1998-09-01,1.92507,0.778489,1.96961,1.3667,1.04136,0.57353,1.7513,0.153625,1.69824,0.672307,0.878498,0.728242,-0.173763,-0.624864,-0.27137,-0.694395,-0.162862,0.154712
1998-10-01,1.92481,0.783626,1.97957,1.35744,1.04252,0.567404,1.74251,0.157597,1.69532,0.664142,0.875712,0.71982,-0.182309,-0.626029,-0.284248,-0.693297,-0.166804,0.152416
1998-11-01,1.927,0.79052,1.99678,1.35714,1.04523,0.564116,1.74224,0.157042,1.69275,0.650613,0.875627,0.710055,-0.184762,-0.633478,-0.30403,-0.706524,-0.169599,0.145939
1998-12-01,1.92105,0.789113,2.00192,1.35101,1.04924,0.557347,1.73641,0.157906,1.685,0.641227,0.873426,0.702919,-0.184642,-0.631207,-0.316924,-0.709784,-0.175815,0.145571
1999-01-01,1.92621,0.787456,2.00112,1.34203,1.04891,0.552779,1.72807,0.151726,1.67936,0.632153,0.866788,0.694659,-0.198139,-0.635729,-0.321758,-0.709879,-0.182127,0.14188
1999-02-01,1.93128,0.794586,2.01138,1.33639,1.05439,0.550329,1.7209,0.14993,1.67172,0.631234,0.858068,0.683675,-0.21038,-0.644656,-0.339659,-0.705154,-0.196324,0.133346
1999-03-01,1.94035,0.795077,2.01407,1.33864,1.05985,0.550755,1.71685,0.149642,1.66327,0.628826,0.853791,0.668873,-0.223501,-0.645434,-0.350803,-0.709815,-0.206059,0.118117
1999-04-01,1.94309,0.797167,2.01477,1.33286,1.0613,0.552146,1.71055,0.149443,1.66391,0.624783,0.852282,0.65707,-0.232537,-0.647724,-0.350862,-0.708077,-0.209016,0.104924
1999-05-01,1.95044,0.802104,2.0227,1.32429,1.0668,0.554102,1.7086,0.150889,1.65541,0.616464,0.850742,0.643214,-0.241842,-0.651216,-0.367286,-0.70783,-0.216058,0.0891115
1999-06-01,1.97043,0.809909,2.03106,1.32766,1.07834,0.556459,1.71285,0.15185,1.64421,0.611015,0.853173,0.631562,-0.257573,-0.658059,-0.386848,-0.716642,-0.225169,0.0751033
1999-07-01,1.98593,0.814962,2.03857,1.33065,1.0924,0.561865,1.71504,0.150805,1.63824,0.602355,0.859392,0.618491,-0.270891,-0.664157,-0.400339,-0.728295,-0.233004,0.0566269
1999-08-01,2.01313,0.824127,2.05336,1.33371,1.10517,0.571775,1.72449,0.15305,1.63215,0.598553,0.868881,0.606854,-0.28864,-0.671077,-0.421211,-0.735162,-0.23629,0.0350791
1999-09-01,2.02604,0.831385,2.05958,1.34332,1.11564,0.582265,1.72826,0.153456,1.62156,0.596385,0.874178,0.600753,-0.297785,-0.67793,-0.438023,-0.746939,-0.241463,0.0184882
1999-10-01,2.0376,0.83591,2.06239,1.34916,1.12092,0.589435,1.72805,0.144383,1.61844,0.594634,0.882302,0.591487,-0.309549,-0.691527,-0.443957,-0.754526,-0.238622,0.00205152
1999-11-01,2.05837,0.843849,2.08144,1.35523,1.13402,0.599357,1.73508,0.140574,1.6164,0.598758,0.89056,0.583612,-0.323295,-0.703275,-0.465037,-0.75647,-0.243456,-0.0157448
1999-12-01,2.07409,0.853681,2.08809,1.36592,1.14523,0.610237,1.73892,0.13685,1.61601,0.599813,0.907129,0.575666,-0.335166,-0.716831,-0.472077,-0.766104,-0.238101,-0.0345707
2000-01-01,2.09475,0.862201,2.09873,1.3691,1.1615,0.623081,1.74515,0.136987,1.60479,0.598234,0.922591,0.570262,-0.349599,-0.725214,-0.493947,-0.770863,-0.238907,-0.0528194
2000-02-01,2.1129,0.86833,2.11316,1.37986,1.1807,0.639318,1.75604,0.136789,1.60365,0.596771,0.943145,0.567052,-0.356862,-0.731541,-0.509516,-0.783089,-0.237553,-0.0722658
2000-03-01,2.13985,0.876478,2.13975,1.38327,1.19886,0.653338,1.76876,0.138713,1.59825,0.59997,0.966448,0.567962,-0.371092,-0.737765,-0.541495,-0.783302,-0.232414,-0.0853757
2000-04-01,2.15402,0.884537,2.15022,1.3967,1.2141,0.658978,1.76602,0.139931,1.59749,0.598602,0.985715,0.567132,-0.387996,-0.744606,-0.552737,-0.798098,-0.228384,-0.0918463
2000-05-01,2.17714,0.894574,2.17149,1.41379,1.23179,0.669437,1.77299,0.143321,1.60145,0.603675,1.00532,0.565674,-0.404152,-0.751253,-0.570035,-0.810111,-0.226476,-0.103763
2000-06-01,2.19684,0.903528,2.17209,1.41809,1.2485,0.683577,1.77724,0.141375,1.61018,0.612354,1.02283,0.567541,-0.419604,-0.762153,-0.561912,-0.805739,-0.225664,-0.116035
2000-07-01,2.20679,0.916786,2.17066,1.42443,1.2592,0.690096,1.77332,0.14627,1.6084,0.615339,1.03664,0.567718,-0.433475,-0.770516,-0.562257,-0.809093,-0.222565,-0.122378
2000-08-01,2.22039,0.932033,2.18185,1.43391,1.27858,0.69767,1.77864,0.148238,1.61592,0.621756,1.06063,0.57313,-0.441752,-0.783795,-0.565935,-0.812154,-0.217943,-0.12454
2000-09-01,2.22918,0.945675,2.19462,1.42853,1.29674,0.701909,1.77355,0.147542,1.62789,0.627209,1.07447,0.577066,-0.45563,-0.798133,-0.566721,-0.801317,-0.222266,-0.124843
2000-10-01,2.245,0.964769,2.21224,1.44064,1.31797,0.709449,1.7737,0.150948,1.62854,0.628657,1.08766,0.576688,-0.471298,-0.81382,-0.583704,-0.811982,-0.230309,-0.132761
2000-11-01,2.25219,0.975269,2.22173,1.44262,1.33091,0.716224,1.76603,0.154427,1.63594,0.631385,1.09957,0.579105,-0.486158,-0.820842,-0.585788,-0.811235,-0.231334,-0.137119
2000-12-01,2.26172,0.979963,2.22314,1.43518,1.33179,0.71865,1.75324,0.15858,1.64781,0.63612,1.09098,0.580843,-0.508483,-0.821383,-0.575327,-0.799064,-0.240805,-0.137807
2001-01-01,2.28022,0.990759,2.2494,1.43836,1.33719,0.725902,1.74653,0.161084,1.65726,0.638154,1.0931,0.583342,-0.533694,-0.829675,-0.59214,-0.800203,-0.244087,-0.142559
2001-02-01,2.27283,0.984793,2.25275,1.42933,1.33121,0.719137,1.72393,0.163525,1.66242,0.63786,1.09171,0.583576,-0.548903,-0.821268,-0.59033,-0.791472,-0.239501,-0.135561
2001-03-01,2.25664,0.992364,2.24388,1.41683,1.32998,0.71674,1.70229,0.167994,1.66544,0.635436,1.08401,0.584066,-0.554346,-0.82437,-0.578443,-0.78139,-0.24597,-0.132675
