date,PCE,CORE
2015-06-01,0.29133001864511954,1.2665716253042802
2015-07-01,0.2307811651539815,1.1800809308989413
2015-08-01,0.2550674037435696,1.2280803623272663
2015-09-01,0.09405422177404255,1.2440071141354592
2015-10-01,0.11444865813798888,1.179186062233195
2015-11-01,0.2630531639180367,1.1905106460980308
2015-12-01,0.35390658421809995,1.1827988085254093
2016-01-01,0.9172250766796397,1.422207651959262
2016-02-01,0.6875231612412547,1.4834079853585758
2016-03-01,0.657977983044411,1.45419572012504
2016-04-01,0.915173795491242,1.5236906533531824
2016-05-01,0.8324278174480115,1.5466635982701815
2016-06-01,0.8356249273790528,1.544738026604353
2016-07-01,0.8087765803068692,1.627486437613035
2016-08-01,0.9741421841293008,1.7437691800269661
2016-09-01,1.2467426788983715,1.7032164440583308
2016-10-01,1.4754749518024468,1.8393196330905859
2016-11-01,1.4521937807381091,1.784777903839374
2016-12-01,1.733258409548899,1.8415837811059044
2017-01-01,2.0123314587709107,1.88711532793977
2017-02-01,2.1811771770608335,1.8765127426320527
2017-03-01,1.8933423584586384,1.6712959890792245
2017-04-01,1.7867640681167751,1.6540258364698968
2017-05-01,1.6135860675454472,1.60431342184284
2017-06-01,1.536408069983386,1.6344122529047933
2017-07-01,1.518205024855579,1.5279896062814213
2017-08-01,1.5903429775819156,1.452666196852248
2017-09-01,1.8303417658540377,1.5301285120204122
2017-10-01,1.7681203696631842,1.6533263351266259
2017-11-01,1.90472555156882,1.660749913356252
2017-12-01,1.8456263987429278,1.6801219865852035
2018-01-01,1.8008957036587336,1.697271675437606
2018-02-01,1.9232409785874927,1.7422576677971202
2018-03-01,2.1485579797481336,2.043822843822829
2018-04-01,2.128445231354781,1.9983068349908262
2018-05-01,2.3644266005094394,2.107787102350356
2018-06-01,2.3964667719573507,2.0674616062729134
2018-07-01,2.4531120018150165,2.128133084819317
2018-08-01,2.2859298377970516,2.0283224199090455
2018-09-01,2.0971727630626935,2.074761689026139
2018-10-01,2.0826297422042117,1.908572903796868
2018-11-01,1.971195265385628,2.0399513507536993
2018-12-01,1.8841812928382495,2.080170756166444
2019-01-01,1.4745083418771454,1.8451064766815461
2019-02-01,1.3717357339483538,1.687698027508655
2019-03-01,1.5004134266098035,1.5825734178834594
2019-04-01,1.616835859639365,1.691004113499761
2019-05-01,1.4948568045585642,1.6046382510080281
2019-06-01,1.4555798767929229,1.7101088251070484
2019-07-01,1.534430101772477,1.74420716205419
2019-08-01,1.5221640359935007,1.865451475567581
2019-09-01,1.3859618446360633,1.7219046928922843
2019-10-01,1.4345316865166824,1.737116386797899
2019-11-01,1.4399456347056194,1.5847073483466811
2019-12-01,1.6446704234659215,1.6213926492059771
2020-01-01,1.878352560805352,1.7540224500459445
2020-02-01,1.8449033512839108,1.8695123598541086
2020-03-01,1.3409365503606274,1.6541637433212797
2020-04-01,0.476238265105966,0.9265155659996527
2020-05-01,0.5413780532263823,1.0059839472552623
2020-06-01,0.9194439639869101,1.1360995405545582
2020-07-01,1.0087057668890065,1.2573957896427679
2020-08-01,1.2414294147028215,1.4276039067512736
2020-09-01,1.353399838427105,1.5289131092945718
2020-10-01,1.1959013200213864,1.4006474103585687
2020-11-01,1.1216628493314396,1.337765886525455
2020-12-01,1.2270880361173742,1.4083882468759024
2021-01-01,1.3667877782486126,1.4298488698438971
2021-02-01,1.570072243140519,1.4276747907108422
2021-03-01,2.4169730032425063,1.9484484085901643
2021-04-01,3.621142094414842,3.1077262143860196
2021-05-01,3.9133745490146365,3.3931976409028453
