date,RESPPMA_N.WW
2009-12-23,2.2358
2009-12-30,2.23407
2010-01-06,2.2353
2010-01-13,2.2917
2010-01-20,2.25181
2010-01-27,2.24689
2010-02-03,2.24932
2010-02-10,2.25668
2010-02-17,2.27757
2010-02-24,2.28613
2010-03-03,2.28015
2010-03-10,2.28247
2010-03-17,2.308
2010-03-24,2.31315
2010-03-31,2.30715
2010-04-07,2.30757
2010-04-14,2.33934
2010-04-21,2.33756
2010-04-28,2.33047
2010-05-05,2.32616
2010-05-12,2.3361
2010-05-19,2.35089
2010-05-26,2.33404
2010-06-02,2.33622
2010-06-09,2.33153
2010-06-16,2.34432
2010-06-23,2.3445
2010-06-30,2.33085
2010-07-07,2.33202
2010-07-14,2.34072
2010-07-21,2.33232
2010-07-28,2.3253
2010-08-04,2.32648
2010-08-11,2.32753
2010-08-18,2.31366
2010-08-25,2.30102
2010-09-01,2.302
2010-09-08,2.3058
2010-09-15,2.29608
2010-09-22,2.30717
2010-09-29,2.29869
2010-10-06,2.30809
2010-10-13,2.30988
2010-10-20,2.30523
2010-10-27,2.29539
2010-11-03,2.30035
2010-11-10,2.31277
2010-11-17,2.31476
2010-11-24,2.346
2010-12-01,2.34692
2010-12-08,2.38229
2010-12-15,2.38575
2010-12-22,2.42792
2010-12-29,2.42057
2011-01-05,2.43606
2011-01-12,2.46813
2011-01-19,2.42516
2011-01-26,2.44353
2011-02-02,2.46942
2011-02-09,2.50048
2011-02-16,2.50887
2011-02-23,2.53322
2011-03-02,2.54512
2011-03-09,2.57708
2011-03-16,2.58305
2011-03-23,2.60134
2011-03-30,2.62252
2011-04-06,2.64868
2011-04-13,2.66541
2011-04-20,2.68578
2011-04-27,2.69098
2011-05-04,2.71876
2011-05-11,2.7445
2011-05-18,2.75801
2011-05-25,2.775
2011-06-01,2.78872
2011-06-08,2.81121
2011-06-15,2.82755
2011-06-22,2.8564
2011-06-29,2.86525
2011-07-06,2.8701
2011-07-13,2.87807
2011-07-20,2.8713
2011-07-27,2.86358
2011-08-03,2.86721
2011-08-10,2.87242
2011-08-17,2.85791
2011-08-24,2.85943
2011-08-31,2.85389
2011-09-07,2.85866
2011-09-14,2.86354
2011-09-21,2.85775
2011-09-28,2.85092
2011-10-05,2.8597
2011-10-12,2.86082
2011-10-19,2.85239
2011-10-26,2.84569
2011-11-02,2.82203
2011-11-09,2.83979
2011-11-16,2.83158
2011-11-23,2.82198
2011-11-30,2.81424
2011-12-07,2.82069
2011-12-14,2.90249
2011-12-21,2.91608
2011-12-28,2.9261
2012-01-04,2.91769
2012-01-11,2.89915
2012-01-18,2.91942
2012-01-25,2.91954
2012-02-01,2.92495
2012-02-08,2.92828
2012-02-15,2.93789
2012-02-22,2.93281
2012-02-29,2.92572
2012-03-07,2.88475
2012-03-14,2.89356
2012-03-21,2.89265
2012-03-28,2.87814
2012-04-04,2.86548
2012-04-11,2.8672
2012-04-18,2.87547
2012-04-25,2.86656
2012-05-02,2.86428
2012-05-09,2.86415
2012-05-16,2.85098
2012-05-23,2.85949
2012-05-30,2.84265
2012-06-06,2.85202
2012-06-13,2.86907
2012-06-20,2.87085
2012-06-27,2.86355
2012-07-04,2.86586
2012-07-11,2.86628
2012-07-18,2.85581
2012-07-25,2.84676
2012-08-01,2.85112
2012-08-08,2.85618
2012-08-15,2.83332
2012-08-22,2.82566
2012-08-29,2.81281
2012-09-05,2.82217
2012-09-12,2.82345
2012-09-19,2.82157
2012-09-26,2.80446
2012-10-03,2.80851
2012-10-10,2.81162
2012-10-17,2.84692
2012-10-24,2.84096
2012-10-31,2.82314
2012-11-07,2.83079
2012-11-14,2.87724
2012-11-21,2.87116
2012-11-28,2.85136
2012-12-05,2.85981
2012-12-12,2.91726
2012-12-19,2.92023
2012-12-26,2.9073
2013-01-02,2.91719
2013-01-09,2.92873
2013-01-16,2.96381
2013-01-23,3.0117
2013-01-30,3.0087
2013-02-06,3.01498
2013-02-13,3.07423
2013-02-20,3.09515
2013-02-27,3.0906
2013-03-06,3.1088
2013-03-13,3.1654
2013-03-20,3.20689
2013-03-27,3.20226
2013-04-03,3.21543
2013-04-10,3.22776
2013-04-17,3.29511
2013-04-24,3.31865
2013-05-01,3.31719
2013-05-08,3.32462
2013-05-15,3.35427
2013-05-22,3.39871
2013-05-29,3.38513
2013-06-05,3.40018
2013-06-12,3.41084
2013-06-19,3.47053
2013-06-26,3.47867
2013-07-03,3.49274
2013-07-10,3.50409
2013-07-17,3.53786
2013-07-24,3.57457
2013-07-31,3.5718
2013-08-07,3.58536
2013-08-14,3.64632
2013-08-21,3.64567
2013-08-28,3.64446
2013-09-04,3.65418
2013-09-11,3.66203
2013-09-18,3.72219
2013-09-25,3.73402
2013-10-02,3.74739
2013-10-09,3.75866
2013-10-16,3.8136
2013-10-23,3.83903
2013-10-30,3.8434
2013-11-06,3.85162
2013-11-13,3.90742
2013-11-20,3.90662
2013-11-27,3.92588
2013-12-04,3.93263
2013-12-11,3.99396
2013-12-18,4.00806
2013-12-25,4.03257
2014-01-01,4.02364
2014-01-08,4.02818
2014-01-15,4.07153
2014-01-22,4.09791
2014-01-29,4.10214
2014-02-05,4.10928
2014-02-12,4.11947
2014-02-19,4.14922
2014-02-26,4.15997
2014-03-05,4.17176
2014-03-12,4.18136
2014-03-19,4.22208
2014-03-26,4.22697
2014-04-02,4.23644
2014-04-09,4.24419
2014-04-16,4.28397
2014-04-23,4.29634
2014-04-30,4.29605
2014-05-07,4.30314
2014-05-14,4.33665
2014-05-21,4.32756
2014-05-28,4.32265
2014-06-04,4.33092
2014-06-11,4.3409
2014-06-18,4.36817
2014-06-25,4.36835
2014-07-02,4.37703
2014-07-09,4.3834
2014-07-16,4.3982
2014-07-23,4.41075
2014-07-30,4.40664
2014-08-06,4.41011
2014-08-13,4.43192
2014-08-20,4.41292
2014-08-27,4.41374
2014-09-03,4.41559
2014-09-10,4.42141
2014-09-17,4.44959
2014-09-24,4.45905
2014-10-01,4.45026
2014-10-08,4.4554
2014-10-15,4.47436
2014-10-22,4.48162
2014-10-29,4.48675
2014-11-05,4.48658
2014-11-12,4.4889
2014-11-19,4.49276
2014-11-26,4.48593
2014-12-03,4.48619
2014-12-10,4.48886
2014-12-17,4.50225
2014-12-24,4.50946
2014-12-31,4.49766
2015-01-07,4.49952
2015-01-14,4.51608
2015-01-21,4.51294
2015-01-28,4.50006
2015-02-04,4.50035
2015-02-11,4.50169
2015-02-18,4.49685
2015-02-25,4.48672
2015-03-04,4.48758
2015-03-11,4.48928
2015-03-18,4.49589
2015-03-25,4.4806
2015-04-01,4.4818
2015-04-08,4.48342
2015-04-15,4.48537
2015-04-22,4.4897
2015-04-29,4.4715
2015-05-06,4.4727
2015-05-13,4.50119
2015-05-20,4.48038
2015-05-27,4.46398
2015-06-03,4.46536
2015-06-10,4.468
2015-06-17,4.48782
2015-06-24,4.49505
2015-07-01,4.47913
2015-07-08,4.48129
2015-07-15,4.4936
2015-07-22,4.5005
2015-07-29,4.48548
2015-08-05,4.48633
2015-08-12,4.48925
2015-08-19,4.48721
2015-08-26,4.47511
2015-09-02,4.47589
2015-09-09,4.47821
2015-09-16,4.48781
2015-09-23,4.49748
2015-09-30,4.48411
2015-10-07,4.48618
2015-10-14,4.5047
2015-10-21,4.50137
2015-10-28,4.48934
2015-11-04,4.4897
2015-11-11,4.49201
2015-11-18,4.48672
2015-11-25,4.47709
2015-12-02,4.47807
2015-12-09,4.48044
2015-12-16,4.48959
2015-12-23,4.49652
2015-12-30,4.48659
2016-01-06,4.48661
2016-01-13,4.50169
2016-01-20,4.48884
2016-01-27,4.48235
2016-02-03,4.48349
2016-02-10,4.48628
2016-02-17,4.48363
2016-02-24,4.4898
2016-03-02,4.47849
2016-03-09,4.48108
2016-03-16,4.48633
2016-03-23,4.49286
2016-03-30,4.48284
2016-04-06,4.48407
2016-04-13,4.49973
2016-04-20,4.49013
2016-04-27,4.47466
2016-05-04,4.47727
2016-05-11,4.47841
2016-05-18,4.47374
2016-05-25,4.46111
2016-06-01,4.46139
2016-06-08,4.46354
2016-06-15,4.47282
2016-06-22,4.48201
2016-06-29,4.46648
2016-07-06,4.4706
2016-07-13,4.4722
2016-07-20,4.48097
2016-07-27,4.4645
2016-08-03,4.46679
2016-08-10,4.46893
2016-08-17,4.46648
2016-08-24,4.47384
2016-08-31,4.45791
2016-09-07,4.45939
2016-09-14,4.48163
2016-09-21,4.47303
2016-09-28,4.452
2016-10-05,4.45941
2016-10-12,4.4577
2016-10-19,4.46738
2016-10-26,4.45433
2016-11-02,4.45309
2016-11-09,4.45509
2016-11-16,4.45363
2016-11-23,4.46578
2016-11-30,4.44631
2016-12-07,4.44862
2016-12-14,4.47097
2016-12-21,4.46909
2016-12-28,4.45145
2017-01-04,4.4531
2017-01-11,4.45251
2017-01-18,4.46076
2017-01-25,4.45284
2017-02-01,4.45388
2017-02-08,4.45624
2017-02-15,4.45468
2017-02-22,4.4687
2017-03-01,4.45802
2017-03-08,4.45984
2017-03-15,4.46958
2017-03-22,4.47824
2017-03-29,4.46962
2017-04-05,4.47463
2017-04-12,4.48449
2017-04-19,4.47927
2017-04-26,4.47014
2017-05-03,4.47125
2017-05-10,4.47346
2017-05-17,4.46711
2017-05-24,4.47085
2017-05-31,4.45991
2017-06-07,4.46244
2017-06-14,4.47627
2017-06-21,4.47426
2017-06-28,4.46335
2017-07-05,4.46727
2017-07-12,4.4667
2017-07-19,4.4769
2017-07-26,4.46528
2017-08-02,4.46685
2017-08-09,4.46908
2017-08-16,4.46287
2017-08-23,4.46384
2017-08-30,4.45236
2017-09-06,4.45347
2017-09-13,4.47117
2017-09-20,4.45858
2017-09-27,4.45566
2017-10-04,4.46042
2017-10-11,4.45941
2017-10-18,4.46972
2017-10-25,4.46112
2017-11-01,4.45589
2017-11-08,4.45855
2017-11-15,4.44829
2017-11-22,4.45061
2017-11-29,4.43859
2017-12-06,4.43715
2017-12-13,4.45273
2017-12-20,4.44747
2017-12-27,4.44868
2018-01-03,4.44372
2018-01-10,4.44606
2018-01-17,4.43914
2018-01-24,4.44132
2018-01-31,4.41922
2018-02-07,4.42075
2018-02-14,4.43486
2018-02-21,4.41166
2018-02-28,4.3934
2018-03-07,4.3961
2018-03-14,4.40726
2018-03-21,4.40122
2018-03-28,4.3922
2018-04-04,4.3861
2018-04-11,4.38368
2018-04-18,4.3859
2018-04-25,4.37289
2018-05-02,4.35613
2018-05-09,4.35821
2018-05-16,4.33761
2018-05-23,4.3373
2018-05-30,4.32752
2018-06-06,4.31919
2018-06-13,4.32491
2018-06-20,4.3159
2018-06-27,4.30549
2018-07-04,4.28976
2018-07-11,4.2912
2018-07-18,4.29162
2018-07-25,4.27768
2018-08-01,4.25565
2018-08-08,4.25803
2018-08-15,4.22892
2018-08-22,4.22882
2018-08-29,4.21891
2018-09-05,4.2085
2018-09-12,4.21081
2018-09-19,4.20806
2018-09-26,4.19291
2018-10-03,4.1747
2018-10-10,4.17691
2018-10-17,4.17545
2018-10-24,4.17307
2018-10-31,4.13973
2018-11-07,4.14194
2018-11-14,4.14589
2018-11-21,4.1062
2018-11-28,4.09717
2018-12-05,4.08604
2018-12-12,4.08831
2018-12-19,4.08427
2018-12-26,4.07564
2019-01-02,4.05838
2019-01-09,4.05656
2019-01-16,4.05004
2019-01-23,4.04705
2019-01-30,4.03968
2019-02-06,4.02635
2019-02-13,4.02843
2019-02-20,3.98142
2019-02-27,3.97459
2019-03-06,3.96913
2019-03-13,3.97156
2019-03-20,3.96275
2019-03-27,3.95562
2019-04-03,3.93551
2019-04-10,3.93678
2019-04-17,3.93183
2019-04-24,3.92827
2019-05-01,3.88969
2019-05-08,3.89222
2019-05-15,3.86475
2019-05-22,3.86043
2019-05-29,3.85144
2019-06-05,3.84764
2019-06-12,3.84996
2019-06-19,3.84402
2019-06-26,3.82682
2019-07-03,3.8132
2019-07-10,3.81504
2019-07-17,3.80811
2019-07-24,3.80344
2019-07-31,3.7791
2019-08-07,3.78154
2019-08-14,3.78602
2019-08-21,3.76487
2019-08-28,3.75995
2019-09-04,3.76151
2019-09-11,3.76967
2019-09-18,3.8447
2019-09-25,3.85771
2019-10-02,3.94583
2019-10-09,3.94996
2019-10-16,3.96647
2019-10-23,3.9687
2019-10-30,4.01982
2019-11-06,4.03944
2019-11-13,4.04788
2019-11-20,4.03025
2019-11-27,4.05288
2019-12-04,4.0657
2019-12-11,4.09549
2019-12-18,4.13705
2019-12-25,4.16559
2020-01-01,4.17363
2020-01-08,4.14954
2020-01-15,4.17585
2020-01-22,4.14591
2020-01-29,4.15163
2020-02-05,4.16671
2020-02-12,4.18269
2020-02-19,4.17157
2020-02-26,4.15864
2020-03-04,4.24151
2020-03-11,4.31191
2020-03-18,4.66821
2020-03-25,5.25428
2020-04-01,5.81161
2020-04-08,6.08314
2020-04-15,6.36789
2020-04-22,6.57314
2020-04-29,6.65593
2020-05-06,6.72142
2020-05-13,6.93423
2020-05-20,7.03726
2020-05-27,7.09732
2020-06-03,7.16522
2020-06-10,7.16894
2020-06-17,7.09469
2020-06-24,7.0823
2020-07-01,7.00904
2020-07-08,6.92072
2020-07-15,6.9586
2020-07-22,6.96476
2020-07-29,6.94903
2020-08-05,6.94524
2020-08-12,6.95728
2020-08-19,7.01064
2020-08-26,6.99042
2020-09-02,7.01749
2020-09-09,7.01061
2020-09-16,7.06447
2020-09-23,7.09316
2020-09-30,7.05613
2020-10-07,7.07465
2020-10-14,7.15143
2020-10-21,7.17727
2020-10-28,7.14631
2020-11-04,7.15748
2020-11-11,7.17542
2020-11-18,7.24308
2020-11-25,7.21648
2020-12-02,7.22241
2020-12-09,7.24266
2020-12-16,7.36259
2020-12-23,7.40404
2020-12-30,7.36335
2021-01-06,7.33481
2021-01-13,7.33397
2021-01-20,7.41494
2021-01-27,7.40493
2021-02-03,7.4106
2021-02-10,7.44222
2021-02-17,7.5574
2021-02-24,7.59011
2021-03-03,7.55752
2021-03-10,7.5799
2021-03-17,7.69351
2021-03-24,7.71962
2021-03-31,7.68899
2021-04-07,7.70888
2021-04-14,7.7931
2021-04-21,7.82095
2021-04-28,7.78096
2021-05-05,7.81049
2021-05-12,7.83066
2021-05-19,7.92288
2021-05-26,7.90354
2021-06-02,7.9357
2021-06-09,7.95233
2021-06-16,8.06426
2021-06-23,8.10195
2021-06-30,8.07854
2021-07-07,8.09777
2021-07-14,8.20165
2021-07-21,8.24053
2021-07-28,8.22147
2021-08-04,8.23507
2021-08-11,8.25716
2021-08-18,8.3426
2021-08-25,8.33274
2021-09-01,8.34917
2021-09-08,8.35731
2021-09-15,8.44877
2021-09-22,8.48982
2021-09-29,8.44798
2021-10-06,8.46403
2021-10-13,8.48094
2021-10-20,8.56494
2021-10-27,8.55618
2021-11-03,8.57487
2021-11-10,8.66312
2021-11-17,8.67497
2021-11-24,8.68177
2021-12-01,8.6504
2021-12-08,8.66452
2021-12-15,8.75667
2021-12-22,8.79049
2021-12-29,8.75746
2022-01-05,8.76572
2022-01-12,8.78828
2022-01-19,8.86783
2022-01-26,8.86049
2022-02-02,8.87321
2022-02-09,8.87801
2022-02-16,8.91103
2022-02-23,8.92813
2022-03-02,8.90446
2022-03-09,8.91075
2022-03-16,8.95431
2022-03-23,8.96247
2022-03-30,8.93714
2022-04-06,8.93759
2022-04-13,8.96549
2022-04-20,8.95585
2022-04-27,8.9392
2022-05-04,8.93997
2022-05-11,8.94201
2022-05-18,8.9459
2022-05-25,8.91428
2022-06-01,8.91505
2022-06-08,8.91825
2022-06-15,8.93242
2022-06-22,8.93435
2022-06-29,8.91355
2022-07-06,8.89185
2022-07-13,8.89587
2022-07-20,8.89921
2022-07-27,8.89
2022-08-03,8.87462
2022-08-10,8.87914
2022-08-17,8.84976
2022-08-24,8.85144
2022-08-31,8.82609
2022-09-07,8.8224
2022-09-14,8.83276
2022-09-21,8.8168
2022-09-28,8.79557
2022-10-05,8.75905
2022-10-12,8.75897
2022-10-19,8.74392
2022-10-26,8.72309
2022-11-02,8.67687
2022-11-09,8.67889
2022-11-16,8.62562
2022-11-23,8.62139
2022-11-30,8.58458
2022-12-07,8.58273
2022-12-14,8.58341
2022-12-21,8.56441
2022-12-28,8.55117
2023-01-04,8.50743
2023-01-11,8.50859
