date,p10,p25,p50,p75,p90,p10_3M,p25_3M,p50_3M,p75_3M,p90_3M,p10_gr,p25_gr,p50_gr,p75_gr,p90_gr,p10_3M_gr,p25_3M_gr,p50_3M_gr,p75_3M_gr,p90_3M_gr
2023-09-01,597.617,770.263,1148.89,1818.49,2875.64,589.218,755.528,1109.23,1770.85,2790.52,3.10351,4.1191,4.47947,5.07365,10.2867,4.30702,3.83096,3.41976,4.78617,7.76793
2023-10-01,590.285,770.113,1136.82,1742.95,2684.22,590.939,762.347,1122.99,1761.81,2755.68,5.58018,5.4894,5.06246,0.917108,2.6919,3.83538,4.00531,3.80038,2.80643,5.97066
2023-11-01,575.717,760.305,1114.9,1742.9,2721.92,587.873,766.894,1133.54,1768.11,2760.59,1.01722,4.14308,3.25134,5.10857,8.23786,3.21802,4.5818,4.26628,3.68175,7.05454
2023-12-01,600.934,788.365,1154.46,1769.24,2826,588.979,772.928,1135.39,1751.69,2744.05,4.30335,6.92452,8.67199,4.55158,8.3868,3.62366,5.52364,5.64521,3.49721,6.41416
2024-01-01,599.655,776.755,1142.78,1831.78,2882.59,592.102,775.142,1137.38,1781.31,2810.17,3.26502,4.60447,3.81408,4.34596,5.50422,2.86957,5.22609,5.21808,4.66177,7.33637
2024-02-01,592.238,770.527,1127.63,1832.74,2758.55,597.609,778.549,1141.62,1811.25,2822.38,4.9087,3.19042,0.405555,3.70132,0.50628,4.1516,4.89852,4.21962,4.19422,4.73707
2024-03-01,596.564,774.882,1150.48,1802.16,2707.58,596.152,774.054,1140.29,1822.23,2782.91,3.15786,5.42219,4.82544,3.44653,0.37083,3.76744,4.39999,2.99574,3.83195,2.13208
2024-04-01,600.733,783.988,1143.88,1852.42,2901.36,596.512,776.466,1140.66,1829.11,2789.16,3.50788,4.77333,3.62968,7.27938,6.66889,3.84933,4.45717,2.93526,4.79649,2.51514
2024-05-01,586.242,757.718,1116.69,1760.23,2675.41,594.513,772.196,1137.02,1804.94,2761.45,0.80468,2.98105,2.98647,1.8813,-0.707493,2.48819,4.39398,3.81684,4.19972,2.1244
2024-06-01,601.503,788.445,1166.09,1879.11,2883.93,596.159,776.717,1142.22,1830.59,2820.23,2.37452,6.00468,5.44389,8.16352,6.45838,2.22866,4.59249,4.02703,5.77885,4.15201
2024-07-01,609.039,780.59,1147.06,1823.92,2806.02,598.928,775.584,1143.28,1821.09,2788.45,4.0879,4.12634,4.70311,3.04266,0.619817,2.42558,4.37503,4.38593,4.35876,2.11394
2024-08-01,617.219,789.612,1150.48,1821.27,2882.57,609.254,786.216,1154.55,1841.43,2857.51,5.52265,5.7518,6.2048,5.6418,6.47819,3.9926,5.2918,5.44776,5.59981,4.48047
2024-09-01,599.979,789.796,1177.98,1883.42,2996.05,608.746,786.666,1158.51,1842.87,2894.88,0.395226,2.53583,2.53139,3.57032,4.18738,3.31422,4.12129,4.44217,4.06674,3.73975
2024-10-01,609.309,802.163,1180,1859.21,2880.68,608.836,793.857,1169.49,1854.63,2919.77,3.22289,4.16176,3.79831,6.6705,7.31925,3.02846,4.13327,4.14005,5.26832,5.95443
2024-11-01,607.014,801.018,1177.37,1809.12,2843.03,605.434,797.659,1178.45,1850.59,2906.59,5.43619,5.35477,5.60315,3.79996,4.44912,2.98722,4.01166,3.96201,4.66446,5.28848
2024-12-01,619.655,811.078,1207.29,1903.28,2892.23,611.992,804.753,1188.22,1857.21,2871.98,3.11524,2.88098,4.57635,7.57628,2.34335,3.90743,4.11748,4.65277,6.02341,4.66208
2025-01-01,628.72,822.926,1210.72,1894.18,2907.86,618.463,811.674,1198.46,1868.86,2881.04,4.84701,5.94405,5.94558,3.40608,0.876765,4.4521,4.71294,5.37043,4.91519,2.52177
2025-02-01,635.131,827.961,1194.54,1898.33,2909.16,627.835,820.655,1204.18,1898.6,2903.08,7.2426,7.45392,5.93409,3.57912,5.45972,5.05789,5.40826,5.48025,4.82227,2.85936
2025-03-01,614.236,801.397,1203.43,1908.02,2917.35,626.029,817.428,1202.9,1900.18,2911.46,2.96227,3.42189,4.60272,5.87388,7.74741,5.01162,5.60343,5.49017,4.27763,4.61927
2025-04-01,619.562,811.367,1218.97,1894.89,2979.01,622.977,813.575,1205.65,1900.41,2935.17,3.13438,3.49217,6.56409,2.2927,2.67637,4.4366,4.77927,5.69707,3.8985,5.23488
2025-05-01,614.668,814.931,1194.33,1888.07,2898.66,616.155,809.231,1205.58,1896.99,2931.67,4.8489,7.55067,6.95223,7.26281,8.34452,3.64037,4.79613,6.02963,5.10025,6.16426
2025-06-01,611.657,795.23,1171.92,1877.46,2879.23,615.296,807.176,1195.07,1886.81,2918.97,1.68812,0.860519,0.500467,-0.0877922,-0.163064,3.20997,3.92145,4.62714,3.07119,3.50087
2025-07-01,609.802,814.535,1182.28,1860.07,2891.66,612.042,808.232,1182.84,1875.2,2889.85,0.125211,4.34858,3.07009,1.98213,3.05206,2.18963,4.20939,3.46042,2.97157,3.63629
2025-08-01,615.854,820.554,1222.31,1911.68,2905.17,612.438,810.106,1192.17,1883.07,2892.02,-0.221159,3.91866,6.24335,4.96461,0.784254,0.522588,3.03867,3.25902,2.26131,1.20787
2025-09-01,616.804,811.32,1208.39,1899.71,2960.81,614.153,815.47,1204.33,1890.49,2919.22,2.80428,2.72528,2.58189,0.865226,-1.17623,0.888307,3.66149,3.95505,2.58414,0.840651
2025-11-01,636.845,837.4,1216.4,1888.27,2903.58,623.168,823.091,1215.7,1899.89,2923.19,4.51926,4.39279,3.08529,1.56308,0.794933,2.35402,3.6826,3.95186,2.44029,0.117198
2025-12-01,619.911,821.235,1195.38,1895.03,2918.52,624.52,823.318,1206.73,1894.34,2927.64,2.12462,2.52389,1.52965,4.74843,2.65534,3.15245,3.21684,2.39948,2.36433,0.72423
2026-01-01,623.529,842.381,1224.53,1914.83,2975.35,626.761,833.672,1212.11,1899.38,2932.49,0.625201,3.85946,1.42815,0.607026,2.87417,2.41327,3.59354,2.01023,2.27078,2.10678
2026-02-01,636.826,842.752,1242.49,1912.01,2986.09,626.755,835.456,1220.8,1907.29,2959.99,1.2892,2.40925,2.62418,0.941618,2.69011,1.34076,2.93001,1.86414,2.05641,2.74026
