date,JRXWTFB_N.B,RXI$US_N.B.AL,RXI$US_N.B.EU,RXI$US_N.B.NZ,RXI$US_N.B.UK,RXI_N.B.BZ,RXI_N.B.CA,RXI_N.B.CH,RXI_N.B.DN,RXI_N.B.HK,RXI_N.B.IN,RXI_N.B.JA,RXI_N.B.KO,RXI_N.B.MA,RXI_N.B.MX,RXI_N.B.NO,RXI_N.B.SD,RXI_N.B.SF,RXI_N.B.SI,RXI_N.B.SZ,RXI_N.B.TA,V0.JRXWTFB_N.B,V0.JRXWTFN_N.B
1989-08-02,,0.7694,,0.5995,1.6628,,1.1757,3.7314,7.205,7.8075,16.43,136.15,669.9,2.6645,,6.822,6.359,2.63,1.9465,1.5922,25.7325,,93.0854
1989-08-03,,0.7661,,0.5993,1.6415,,1.1718,3.7314,7.258,7.8075,16.5,136.95,670.0,2.6645,,6.857,6.39,2.65,1.947,1.6073,25.74,,93.5417
1989-08-04,,0.7649,,0.5965,1.6145,,1.177,3.7314,7.38,7.807,16.57,139.45,670.15,2.667,,6.96,6.477,2.68,1.954,1.635,25.68,,94.8079
1989-08-07,,0.7648,,0.5985,1.6073,,1.174,3.7314,7.41,7.8065,16.62,139.5,670.5,2.675,,6.9875,6.4975,2.7,1.9545,1.638,,,94.9196
1989-08-08,,0.7696,,0.5985,1.6255,,1.1722,3.7314,7.3605,7.806,16.56,138.8,670.8,2.6725,,6.943,6.4605,2.68,1.952,1.6268,25.7,,94.3808
1989-08-09,,0.768,,0.598,1.6177,,1.1713,3.7314,7.385,7.806,16.57,139.25,670.7,2.672,,6.96,6.472,2.69,1.951,1.6355,25.645,,94.6369
1989-08-10,,0.7641,,0.5964,1.6275,,1.1724,3.7314,7.355,7.806,16.57,139.08,670.8,2.6665,,6.9385,6.455,2.67,1.9505,1.631,25.65,,94.4599
1989-08-11,,0.759,,0.591,1.585,,1.176,3.7314,7.534,7.805,16.63,141.94,670.7,2.674,,7.08,6.584,2.74,1.9545,1.6725,25.68,,96.1233
1989-08-14,,0.7604,,0.587,1.5835,,1.178,3.7314,7.5535,7.807,16.65,141.7,671.0,2.677,,7.1,6.595,2.73,1.9585,1.6752,25.67,,96.1371
1989-08-15,,0.7546,,0.5855,1.5725,,1.1826,3.7314,7.5675,7.8075,16.62,142.19,,2.68,,7.081,6.604,2.73,1.958,1.6785,25.7,,96.5079
1989-08-16,,0.7573,,0.5862,1.5785,,1.179,3.7314,7.56,7.8075,16.62,142.15,671.3,2.684,,7.11,6.6,2.74,1.957,1.6725,25.68,,96.3107
1989-08-17,,0.7555,,0.5845,1.559,,1.1825,3.7314,7.6575,7.8075,16.68,143.8,671.2,2.6875,,7.1825,6.6625,2.77,1.961,1.697,25.695,,97.2567
1989-08-18,,0.7756,,0.591,1.5685,,1.184,3.7314,7.6025,7.81,16.8,145.85,673.0,2.698,,7.1325,6.61,2.82,1.983,1.685,25.79,,97.3061
1989-08-21,,0.7613,,0.5913,1.578,,1.1745,3.7314,7.592,7.808,16.62,142.42,671.4,2.6945,,7.124,6.615,2.76,1.9645,1.6817,,,96.4053
1989-08-22,,0.7657,,0.5913,1.5845,,1.1729,3.7314,7.5475,7.808,16.55,142.58,671.5,2.694,,7.1,6.5925,2.74,1.965,1.6725,25.67,,96.1811
1989-08-23,,0.7655,,0.5927,1.5705,,1.1762,3.7314,7.6,7.8075,16.62,143.23,671.4,2.688,,7.135,6.62,2.75,1.965,1.6875,,,96.6873
1989-08-24,,0.76,,0.591,1.5697,,1.1768,3.7314,7.613,7.808,16.62,143.34,671.5,2.694,,7.145,6.628,2.76,1.9705,1.688,25.67,,96.7999
1989-08-25,,0.758,,0.587,1.572,,1.1735,3.7314,7.597,7.8085,16.64,143.3,671.7,2.6965,,7.131,6.615,2.77,1.971,1.6847,25.66,,96.6379
1989-08-28,,0.7604,,0.5885,1.5665,,1.1723,3.7314,7.608,7.8075,16.7,144.2,671.8,2.697,,7.141,6.623,2.78,1.9715,1.688,25.655,,96.8797
1989-08-29,,0.7669,,0.5922,1.5835,,1.1727,3.7314,7.5435,7.812,16.67,143.13,671.9,2.698,,7.083,6.5725,2.75,1.968,1.6695,25.6525,,96.2203
1989-08-30,,0.7665,,0.591,1.5822,,1.1765,3.7314,7.559,7.811,16.66,143.73,671.8,2.6935,,7.095,6.568,2.75,1.966,1.677,25.6575,,96.5426
1989-08-31,,0.7647,,0.594,1.573,,1.1763,3.7314,7.614,7.811,16.65,144.6,671.9,2.695,,7.1408,6.621,2.71,1.9685,1.688,25.6675,,96.9841
1989-09-01,,0.7593,,0.595,1.557,,1.182,3.7314,7.665,7.8105,16.69,145.85,672.2,2.696,,7.209,6.686,2.78,1.97,1.71,25.676,,97.8022
1989-09-04,,,,,,,,,,,,,,,,,,,,,,,
1989-09-05,,0.7579,,0.589,1.5375,,1.1814,3.7314,7.735,7.81,16.74,147.05,672.6,2.7065,,7.242,6.714,2.81,1.981,1.7177,25.71,,98.324
1989-09-06,,0.7619,,0.5892,1.553,,1.18,3.7314,7.683,7.811,16.72,146.25,672.8,2.704,,7.203,6.672,2.8,1.9785,1.705,25.7,,97.7977
1989-09-07,,0.7615,,0.5887,1.546,,1.1843,3.7314,7.713,7.81,16.76,146.9,672.7,2.704,,7.23,6.69,2.81,1.981,1.713,25.7,,98.1987
1989-09-08,,0.7665,,0.5925,1.548,,1.1878,3.7314,7.6985,7.809,16.74,146.3,672.9,2.701,,7.2115,6.679,2.81,1.9815,1.709,25.7025,,98.048
1989-09-11,,0.7637,,0.5878,1.546,,1.1874,3.7314,7.7255,7.8095,16.77,146.82,673.0,2.705,,7.23,6.6975,2.82,1.985,1.7155,,,98.2759
1989-09-12,,0.7643,,0.5878,1.547,,1.1893,3.7314,7.73,7.8095,16.74,147.15,673.1,2.7025,,7.2325,6.695,2.81,1.9845,1.716,25.75,,98.3817
1989-09-13,,0.7763,,0.5928,1.553,,1.1859,3.7314,7.695,7.8095,16.7,146.95,,2.702,,7.21,6.675,2.81,1.981,1.7096,25.9,,98.0839
1989-09-14,,0.7752,,0.5888,1.5595,,1.185,3.7314,7.65,7.81,16.77,146.55,673.0,2.702,,7.17,6.65,2.81,1.979,1.6985,,,97.7833
1989-09-15,,0.7725,,0.587,1.538,,1.1882,3.7314,7.79,7.81,16.82,148.75,,2.708,,7.28,6.744,2.85,1.9875,1.7269,25.855,,98.9101
1989-09-18,,0.7756,,0.591,1.5685,,1.184,3.7314,7.6025,7.81,16.8,145.85,673.0,2.698,,7.1325,6.61,2.82,1.983,1.685,25.79,,97.3172
1989-09-19,,0.7752,,0.5917,1.5735,,1.1836,3.7314,7.599,7.809,16.8,145.65,672.9,2.6985,,7.122,6.61,2.82,1.98,1.6875,25.785,,97.2328
1989-09-20,,0.775,,0.5927,1.5815,,1.1828,3.7314,7.553,7.808,16.77,145.05,672.78,2.696,,7.0875,6.585,2.8,1.98,1.6805,25.72,,96.9015
1989-09-21,,0.7723,,0.591,1.5805,,1.1845,3.7314,7.565,7.8075,16.77,145.35,672.68,2.6955,,7.1025,6.595,2.8,1.98,1.6837,25.69,,97.0526
1989-09-22,,0.7833,,0.594,1.5755,,1.1808,3.7314,7.5915,7.807,16.8,145.6,672.57,2.698,,7.11,6.599,2.8,1.981,1.689,25.675,,97.1098
1989-09-25,,0.7905,,0.5965,1.608,,1.1775,3.7314,7.42,7.805,16.69,142.7,672.6,2.687,,6.988,6.5,2.745,1.9655,1.657,25.57,,95.5886
1989-09-26,,0.79,,0.598,1.6215,,1.1745,3.7314,7.363,7.8025,16.69,141.88,672.5,2.689,,6.96,6.472,2.74,1.967,1.64,25.77,,95.0473
1989-09-27,,0.7825,,0.5955,1.613,,1.1777,3.7314,7.33,7.8015,16.7,140.6,672.6,2.687,,6.946,6.446,2.716,1.966,1.632,25.69,,94.8135
1989-09-28,,0.7758,,0.5902,1.6077,,1.1805,3.7314,7.327,7.8035,16.74,140.55,672.5,2.691,,6.945,6.4555,2.73,1.9675,1.6323,25.84,,94.9399
1989-09-29,,0.7748,,0.5895,1.6145,,1.1789,3.7314,7.3085,7.803,16.69,139.6,672.7,2.6895,,6.9175,6.431,2.693,1.96,1.6228,,,94.5714
1989-10-02,,0.7773,,0.588,1.6178,,1.1776,3.7314,7.309,7.803,16.67,139.48,,2.6905,,6.922,6.434,2.695,1.963,1.6245,25.7,,94.5271
1989-10-03,,0.7778,,0.5875,1.6055,,1.1764,3.7314,7.36,7.802,16.86,141.13,,2.695,,6.97,6.47,2.69,1.9705,1.6255,25.7,,95.0746
1989-10-04,,0.7768,,0.578,1.604,,1.1749,3.7314,7.3165,7.803,16.78,141.05,672.9,2.694,,6.938,6.445,2.687,1.9645,1.6275,25.665,,94.9061
1989-10-05,,0.7775,,0.582,1.61,,1.1753,3.7314,7.352,7.804,16.77,142.4,673.0,2.69,,6.988,6.485,2.7025,1.9615,1.637,25.665,,95.2853
1989-10-06,,0.7823,,0.5888,1.6025,,1.1765,3.7314,7.38,7.805,16.8,142.8,673.2,2.696,,6.985,6.48,2.71,1.9695,1.6455,25.66,,95.5144
1989-10-09,,,,,,,,,,,,,,,,,,,,,,,
1989-10-10,,0.7764,,0.585,1.5575,,1.1734,3.7314,7.391,7.807,16.85,143.95,673.5,2.696,,7.0275,6.515,2.715,1.968,1.657,,,96.0592
1989-10-11,,0.7755,,0.5842,1.5445,,1.1758,3.7314,7.485,7.808,16.9,144.8,673.8,2.7005,,7.0875,6.57,2.745,1.974,1.67,25.705,,96.6796
1989-10-12,,0.7682,,0.5812,1.5515,,1.1755,3.7314,7.458,7.809,16.86,144.2,674.1,2.697,,7.073,6.564,2.7275,1.969,1.673,25.7025,,96.4183
1989-10-13,,0.7683,,0.5835,1.564,,1.1745,3.7314,7.383,7.811,16.86,143.2,674.0,2.6985,,7.018,6.52,2.707,1.9705,1.6615,25.72,,95.8725
1989-10-16,,0.7618,,0.5838,1.5745,,1.1767,3.7314,7.2825,7.812,16.8,141.8,673.9,2.692,,6.96,6.4725,2.6575,1.9525,1.635,,,95.1866
1989-10-17,,0.7678,,0.5865,1.5815,,1.1759,3.7314,7.222,7.81,16.78,141.5,673.8,2.696,,6.922,6.446,2.6575,1.959,1.6235,25.705,,94.8581
1989-10-18,,0.7707,,0.5886,1.5878,,1.1739,3.7314,7.225,7.81,16.8,141.7,674.1,2.695,,6.935,6.452,2.656,1.957,1.6255,25.7225,,94.8335
1989-10-19,,0.7755,,0.5923,1.594,,1.1743,3.7314,7.218,7.8095,16.81,141.95,674.0,2.691,,6.919,6.438,2.653,1.956,1.622,25.745,,94.7869
1989-10-20,,0.7717,,0.59,1.59,,1.1735,3.7314,7.242,7.8105,16.81,142.3,673.9,2.692,,6.942,6.455,2.66,1.959,1.626,25.7375,,94.9416
1989-10-23,,0.7704,,0.59,1.5935,,1.1725,3.7314,7.232,7.81,16.82,142.35,674.1,2.695,,6.932,6.4505,2.66,1.9595,1.625,25.77,,94.9001
1989-10-24,,0.7651,,0.5885,1.606,,1.1723,3.7314,7.1675,7.8085,16.77,141.55,674.2,2.6925,,6.8825,6.3995,2.639,1.958,1.612,25.791,,94.4234
1989-10-25,,0.7739,,0.592,1.6088,,1.1747,3.7314,7.1715,7.808,16.81,141.65,674.1,2.692,,6.8805,6.4005,2.635,1.957,1.612,,,94.4615
1989-10-26,,0.7782,,0.5922,1.612,,1.1752,3.7314,7.19,7.809,16.82,141.65,674.0,2.694,,6.895,6.402,2.65,1.961,1.609,25.805,,94.4162
1989-10-27,,0.7775,,0.5925,1.575,,1.1754,3.7314,7.1335,7.811,16.85,142.0,674.2,2.697,,6.8805,6.393,2.645,1.963,1.602,25.8175,,94.5811
1989-10-30,,0.7831,,0.587,1.5783,,1.1747,3.7314,7.159,7.809,16.9,142.15,674.3,2.6945,,6.8905,6.406,2.635,1.956,1.607,25.9575,,94.6392
1989-10-31,,0.7826,,0.5881,1.5775,,1.1741,3.7314,7.163,7.811,16.88,142.73,674.2,2.697,,6.907,6.42,2.639,1.957,1.6145,,,94.8221
1989-11-01,,0.7812,,0.5873,1.5818,,1.1743,3.7314,7.153,7.813,16.89,143.11,674.4,2.7,,6.902,6.413,2.635,1.962,1.614,,,94.8191
1989-11-02,,0.7798,,0.586,1.564,,1.1727,3.7314,7.194,7.8145,16.91,143.7,674.6,2.6975,,6.932,6.44,2.6425,1.9595,1.6235,25.8525,,95.1806
1989-11-03,,0.7797,,0.587,1.5705,,1.1725,3.7314,7.182,7.8125,16.91,143.18,674.7,2.697,,6.9395,6.432,2.6375,1.957,1.622,25.81,,95.0298
1989-11-06,,0.7814,,0.587,1.5785,,1.1714,3.7314,7.1905,7.8145,16.91,143.7,674.6,2.702,,6.9395,6.439,2.64,1.962,1.6242,,,95.1068
1989-11-07,,0.7846,,0.5885,1.5812,,1.171,3.7314,7.1575,7.814,16.88,143.44,674.8,2.701,,6.9225,6.425,2.635,1.9625,1.6195,25.9175,,94.9027
1989-11-08,,0.7853,,0.5885,1.5865,,1.1698,3.7314,7.165,7.8125,16.88,143.14,674.7,2.6995,,6.91,6.42,2.625,1.959,1.617,25.95,,94.7875
1989-11-09,,0.7891,,0.5873,1.5862,,1.1678,3.7314,7.182,7.815,16.9,142.86,674.6,2.698,,6.9205,6.427,2.635,1.958,1.6217,25.9825,,94.7327
1989-11-10,,0.7859,,0.586,1.5763,,1.1697,3.7314,7.225,7.8135,16.93,143.3,674.7,2.6995,,6.965,6.46,2.656,1.96,1.6377,26.0,,95.154
1989-11-13,,0.7893,,0.5862,1.58,,1.1678,3.7314,7.23,7.8145,16.93,143.88,674.8,2.701,,6.9575,6.485,2.655,1.962,1.641,,,95.2105
1989-11-14,,0.7871,,0.588,1.5815,,1.1705,3.7314,7.1855,7.8145,16.89,143.68,675.0,2.7025,,6.941,6.45,2.64,1.9635,1.6315,26.06,,95.0215
1989-11-15,,0.7834,,0.588,1.5816,,1.173,3.7314,7.168,7.814,16.92,143.75,674.9,2.702,,6.912,6.448,2.626,1.961,1.623,26.0,,94.9658
1989-11-16,,0.7808,,0.591,1.577,,1.1698,3.7314,7.155,7.814,16.9,143.8,674.8,2.705,,6.902,6.45,2.63,1.9605,1.6285,25.993,,94.9542
1989-11-17,,0.7825,,0.5884,1.5675,,1.1697,3.7314,7.164,7.8135,16.92,144.4,674.9,2.706,,6.915,6.4475,2.64,1.9615,1.632,25.99,,95.1722
1989-11-20,,0.7813,,0.5897,1.559,,1.1715,3.7314,7.135,7.8145,16.95,144.5,675.0,2.71,,6.92,6.452,2.628,1.962,1.6325,26.02,,95.2303
1989-11-21,,0.7773,,0.5872,1.567,,1.1703,3.7314,7.095,7.814,16.92,143.75,675.1,2.709,,6.895,6.44,2.63,1.96,1.6183,26.05,,94.791
1989-11-22,,0.7761,,0.5834,1.565,,1.1705,3.7314,7.05,7.8145,16.91,143.85,675.0,2.7075,,6.895,6.435,2.6175,1.961,1.6147,26.115,,94.7326
1989-11-23,,,,,,,,,,,,,,,,,,,,,,,
1989-11-24,,0.7832,,0.5875,1.562,,1.1675,3.7314,7.019,7.8125,16.92,143.5,675.8,2.705,,6.874,6.421,2.62,1.955,1.615,26.165,,94.4796
1989-11-27,,0.7846,,0.588,1.56,,1.1675,3.7314,6.96,7.811,17.03,143.4,675.3,2.702,,6.837,6.404,2.6065,1.954,1.6055,26.15,,94.2336
1989-11-28,,0.7863,,0.5885,1.562,,1.1678,3.7314,6.9475,7.8155,16.98,143.72,675.2,2.707,,6.827,6.395,2.61,1.957,1.596,26.169,,94.2383
1989-11-29,,0.7806,,0.589,1.5665,,1.166,3.7314,6.915,7.8145,16.98,142.65,675.5,2.704,,6.8075,6.38,2.603,1.952,1.5885,26.158,,93.8858
1989-11-30,,0.7825,,0.5895,1.5695,,1.1633,3.7314,6.9175,7.8165,16.96,142.91,675.3,2.703,,6.807,6.38,2.608,1.9455,1.5915,26.138,,93.8116
1989-12-01,,0.78,,0.5895,1.566,,1.1663,3.7314,6.929,7.8155,16.97,143.1,675.3,2.7055,,6.822,6.385,2.608,1.95,1.5925,26.135,,93.9799
1989-12-04,,0.7809,,0.5895,1.5635,,1.1646,3.7314,6.908,7.815,16.98,143.58,675.6,2.707,,6.813,6.381,2.602,1.9485,1.6,26.15,,94.0442
1989-12-05,,0.7815,,0.5917,1.5706,,1.1631,3.7314,6.9075,7.8145,16.96,143.8,675.9,2.707,,6.81,6.374,2.592,1.947,1.59,26.1975,,93.9439
1989-12-06,,0.7831,,0.5925,1.5765,,1.1607,3.7314,6.89,7.815,16.95,143.85,676.2,2.7055,,6.77,6.347,2.578,1.941,1.5865,26.05,,93.6938
1989-12-07,,0.7816,,0.5938,1.575,,1.1627,3.7314,6.882,7.8145,16.94,144.32,676.1,2.707,,6.792,6.356,2.589,1.9345,1.5925,26.04,,93.9409
1989-12-08,,0.7825,,0.5935,1.5742,,1.1617,3.7314,6.8975,7.814,16.94,144.28,676.0,2.706,,6.8,6.365,2.594,1.9345,1.598,26.105,,93.9274
1989-12-11,,0.7836,,0.5937,1.5892,,1.1635,3.7314,6.863,7.811,16.93,144.5,676.5,2.712,,6.7675,6.35,2.59,1.931,1.597,26.1,,93.8222
1989-12-12,,0.7863,,0.5985,1.603,,1.163,3.7314,6.7275,7.808,16.93,143.9,676.4,2.706,,6.685,6.27,2.5575,1.9215,1.578,26.155,,93.0944
1989-12-13,,0.7852,,0.5985,1.5945,,1.1595,3.7314,6.748,7.8055,16.92,144.17,676.2,2.7015,,6.6965,6.28,2.569,1.908,1.576,26.14,,93.2221
1989-12-14,,0.785,,0.5968,1.5975,,1.163,3.7314,6.75,7.805,16.93,144.1,676.1,2.6995,,6.702,6.286,2.5703,1.913,1.564,26.149,,93.2206
1989-12-15,,0.7837,,0.5925,1.6045,,1.1605,3.7314,6.705,7.809,16.92,144.15,677.0,2.701,,6.659,6.26,2.555,1.92,1.55,26.15,,92.9103
1989-12-18,,0.7835,,0.594,1.6018,,1.1611,4.7339,6.72,7.8085,16.94,144.1,677.9,2.701,,6.675,6.2775,2.555,1.912,1.5477,26.16,,92.9628
1989-12-19,,0.7853,,0.594,1.6,,1.1612,4.7339,6.7465,7.8075,16.93,143.85,677.8,2.699,,6.696,6.282,2.563,1.908,1.562,26.1575,,93.0842
1989-12-20,,0.787,,0.5965,1.603,,1.162,4.7339,6.785,7.8065,16.94,144.02,678.5,2.704,,6.705,6.298,2.575,1.909,1.5625,26.156,,93.1841
1989-12-21,,0.7864,,0.5962,1.6125,,1.1607,4.7339,6.727,7.81,16.93,143.7,679.4,2.7025,,6.676,6.269,2.565,1.903,1.558,26.1575,,92.8129
1989-12-22,,0.7885,,0.596,1.621,,1.1595,4.7339,6.66,7.808,16.9,142.88,679.3,2.7,,6.615,6.24,2.56,1.905,1.5495,,,92.3182
1989-12-25,,,,,,,,,,,,,,,,,,,,,,,
1989-12-26,,0.7915,,0.5965,1.6255,,1.1598,4.7339,6.618,7.809,16.9,142.15,680.1,2.699,,6.594,6.21,2.527,1.894,1.551,26.136,,92.0165
1989-12-27,,0.7987,,0.5977,1.6245,,1.1589,4.7339,6.585,7.81,16.88,142.1,680.8,2.7,,6.576,6.192,2.535,1.892,1.536,26.1576,,91.8029
1989-12-28,,0.7936,,0.5965,1.6133,,1.157,4.7339,6.58,7.8095,16.89,143.35,680.6,2.699,,6.585,6.21,2.54,1.891,1.5395,26.17,,92.0563
1989-12-29,,0.7893,,0.5937,1.6145,,1.158,4.7339,6.591,7.807,16.96,143.8,681.4,2.701,,6.602,6.2065,2.533,1.9025,1.541,26.165,,92.1973
1990-01-01,,,,,,,,,,,,,,,,,,,,,,,
1990-01-02,,0.7855,,0.593,1.611,,1.1605,4.7339,6.635,7.812,16.96,146.25,,2.707,,6.6375,6.23,2.565,1.903,1.5768,,,93.0698
1990-01-03,,0.7818,,0.594,1.61,,1.1613,4.7339,6.6975,7.814,16.99,145.7,683.5,2.7085,,6.6575,6.27,2.577,1.9085,1.5785,,,93.2095
1990-01-04,,0.7867,,0.5973,1.6293,,1.1614,4.7339,6.5525,7.815,16.94,143.37,684.2,2.705,,6.57,6.176,2.535,1.9,1.542,26.11,,91.9952
1990-01-05,,0.786,,0.597,1.637,,1.16,4.7339,6.557,7.814,16.93,143.82,683.7,2.7075,,6.55,6.172,2.5225,1.909,1.537,26.025,,91.9587
1990-01-08,,0.7849,,0.5985,1.653,,1.1601,4.7339,6.486,7.8125,16.93,144.1,683.6,2.703,,6.507,6.14,2.53,1.896,1.5238,25.915,,91.6824
1990-01-09,,0.7866,,0.604,1.6537,,1.1614,4.7339,6.535,7.812,16.93,145.2,684.0,2.7055,,6.522,6.151,2.5425,1.9005,1.527,25.99,,92.1002
1990-01-10,,0.7886,,0.607,1.662,,1.1589,4.7339,6.53,7.809,16.92,145.25,684.7,2.7035,,6.51,6.142,2.55,1.8955,1.5125,,,91.9325
1990-01-11,,0.791,,0.6084,1.6568,,1.157,4.7339,6.534,7.8105,16.93,145.4,685.2,2.7005,,6.516,6.148,2.553,1.8955,1.516,26.0775,,91.9775
1990-01-12,,0.7939,,0.6115,1.6695,,1.1571,4.7339,6.5175,7.8095,16.94,145.4,685.6,2.699,,6.492,6.126,2.545,1.8935,1.4945,26.05,,91.7976
1990-01-15,,,,,,,,,,,,,,,,,,,,,,,
1990-01-16,,0.7894,,0.609,1.657,,1.165,4.7339,6.575,7.81,16.97,145.48,685.7,2.7055,,6.532,6.168,2.5525,1.8935,1.5165,,,92.3405
1990-01-17,,0.7917,,0.612,1.6495,,1.164,4.7339,6.5525,7.811,16.97,145.49,686.6,2.703,,6.527,6.164,2.5525,1.889,1.5067,26.0825,,92.2604
1990-01-18,,0.7941,,0.614,1.6445,,1.1713,4.7339,6.617,7.8105,16.98,146.12,686.5,2.7045,,6.574,6.2025,2.57,1.89,1.5185,26.125,,92.8334
1990-01-19,,0.7935,,0.6106,1.6465,,1.179,4.7339,6.625,7.81,16.97,145.65,687.2,2.706,,6.585,6.2175,2.5575,1.877,1.5145,26.09,,92.8662
1990-01-22,,0.7954,,0.6118,1.639,,1.183,4.7339,6.6705,7.8105,17.03,146.43,687.9,2.7065,,6.6185,6.258,2.569,1.8795,1.532,26.15,,93.4137
1990-01-23,,0.7751,,0.6052,1.649,,1.178,4.7339,6.5755,7.8105,17.0,146.09,688.4,2.7045,,6.558,6.2055,2.55,1.882,1.508,,,92.8181
1990-01-24,,0.7622,,0.5915,1.655,,1.1855,4.7339,6.5275,7.813,16.98,145.32,687.9,2.7055,,6.525,6.165,2.557,1.876,1.4965,26.16,,92.6225
1990-01-25,,0.7583,,0.5945,1.6572,,1.1905,4.7339,6.5335,7.813,16.99,144.42,687.8,2.7045,,6.5375,6.17,2.5625,1.8775,1.488,26.151,,92.5621
1990-01-26,,0.7605,,0.5928,1.657,,1.1939,4.7339,6.555,7.8115,16.97,143.35,,2.7045,,6.54,6.18,2.5625,1.872,1.498,,,92.5336
1990-01-29,,0.7635,,0.595,1.678,,1.1885,4.7339,6.4875,7.8115,16.97,143.13,687.7,2.704,,6.4925,6.14,2.555,1.869,1.486,,,91.9957
1990-01-30,,0.766,,0.597,1.6818,,1.1906,4.7339,6.5075,7.812,16.96,144.1,688.3,2.699,,6.505,6.145,2.545,1.8615,1.491,,,92.2313
1990-01-31,,0.7685,,0.602,1.6794,,1.1858,4.7339,6.5315,7.812,16.97,144.55,689.0,2.699,,6.513,6.16,2.5635,1.864,1.504,26.132,,92.3441
1990-02-01,,0.7702,,0.5983,1.6815,,1.1864,4.7339,6.505,7.812,16.96,144.9,689.5,2.6975,,6.495,6.11,2.56,1.865,1.4982,26.0575,,92.279
1990-02-02,,0.7735,,0.6003,1.6817,,1.1887,4.7339,6.524,7.812,16.96,145.38,690.1,2.699,,6.508,6.15,2.5575,1.8675,1.497,26.08,,92.4831
1990-02-05,,0.7655,,0.5998,1.695,,1.1899,4.7339,6.46,7.811,16.95,145.39,690.8,2.7,,6.458,6.116,2.54,1.866,1.4802,26.105,,92.1497
1990-02-06,,0.7665,,0.601,1.702,,1.1879,4.7339,6.455,7.811,16.95,145.13,690.7,2.701,,6.445,6.08,2.537,1.857,1.4769,26.0825,,91.8486
1990-02-07,,0.7575,,0.5936,1.699,,1.1935,4.7339,6.4125,7.8115,16.95,145.47,690.5,2.706,,6.43,6.06,2.532,1.8595,1.4815,26.0875,,92.0297
1990-02-08,,0.7545,,0.5915,1.687,,1.1971,4.7339,6.4675,7.812,16.96,145.4,691.0,2.706,,6.473,6.125,2.546,1.863,1.4948,26.119,,92.4707
1990-02-09,,0.7493,,0.593,1.6925,,1.1956,4.7339,6.479,7.811,16.96,145.2,691.8,2.7055,,6.4715,6.1385,2.5475,1.8645,1.497,26.1301,,92.44
1990-02-12,,0.7521,,0.5926,1.695,,1.2024,4.7339,6.4545,7.812,16.99,144.2,691.7,2.7055,,6.4495,6.123,2.539,1.8635,1.4958,26.12,,92.2762
1990-02-13,,0.7521,,0.5925,1.6905,,1.1999,4.7339,6.48,7.8115,16.98,144.4,691.6,2.7055,,6.47,6.14,2.539,1.866,1.497,26.121,,92.4009
1990-02-14,,0.7457,,0.5815,1.696,,1.2068,4.7339,6.465,7.81,16.97,144.27,692.4,2.705,,6.47,6.13,2.5405,1.8635,1.4923,26.121,,92.4125
1990-02-15,,0.75,,0.585,1.693,,1.206,4.7339,6.4935,7.8095,16.97,144.4,692.3,2.7005,,6.4865,6.14,2.5475,1.865,1.4955,26.111,,92.5644
1990-02-16,,0.7567,,0.5883,1.6955,,1.199,4.7339,6.482,7.81,16.96,144.15,692.8,2.7055,,6.4805,6.142,2.545,1.869,1.4935,26.1175,,92.3088
1990-02-19,,,,,,,,,,,,,,,,,,,,,,,
1990-02-20,,0.7595,,0.5898,1.704,,1.202,4.7339,6.4675,7.81,17.0,145.45,693.1,2.702,,6.479,6.285,2.54,1.86,1.485,26.1275,,92.5102
1990-02-21,,0.7586,,0.5887,1.715,,1.2013,4.7339,6.4365,7.809,17.03,145.32,693.1,2.702,,6.454,6.102,2.534,1.861,1.4747,26.1425,,92.1825
1990-02-22,,0.7646,,0.5897,1.7147,,1.1945,4.7339,6.438,7.8075,17.0,145.89,693.5,2.7025,,6.4525,6.0935,2.54,1.864,1.4725,,,92.1595
1990-02-23,,0.7652,,0.5902,1.71,,1.197,4.7339,6.46,7.809,17.02,146.92,694.3,2.704,,6.47,6.089,2.545,1.866,1.477,26.135,,92.5421
1990-02-26,,0.765,,0.5882,1.693,,1.198,4.7339,6.495,7.81,17.05,148.85,695.1,2.7045,,6.515,6.1125,2.553,1.865,1.487,26.153,,93.2172
1990-02-27,,0.7605,,0.5877,1.692,,1.1948,4.7339,6.49,7.8085,17.07,148.63,696.0,2.704,,6.5075,6.1115,2.5525,1.8655,1.4833,26.153,,93.0419
1990-02-28,,0.7601,,0.588,1.6892,,1.1923,4.7339,6.52,7.809,17.07,148.82,696.7,2.704,,6.529,6.1265,2.557,1.867,1.4915,26.1515,,93.215
1990-03-01,,0.7635,,0.5872,1.665,,1.1902,4.7339,6.593,7.8095,17.07,149.67,,2.707,,6.585,6.175,2.582,1.875,1.506,26.1545,,93.7835
1990-03-02,,0.7596,,0.5884,1.651,,1.194,4.7339,6.6,7.811,17.08,150.28,696.7,2.707,,6.605,6.185,2.585,1.875,1.5135,,,94.1408
1990-03-05,,0.7585,,0.5878,1.6388,,1.1906,4.7339,6.5475,7.8115,17.05,149.78,695.9,2.708,,6.5775,6.1575,2.58,1.8725,1.5,26.155,,93.7824
1990-03-06,,0.7611,,0.5891,1.649,,1.187,4.7339,6.542,7.811,17.07,149.8,697.4,2.707,,6.575,6.155,2.578,1.873,1.4995,26.1605,,93.6213
