GeoName,LineCode,2005:Q1,2005:Q2,2005:Q3,2005:Q4,2006:Q1,2006:Q2,2006:Q3,2006:Q4,2007:Q1,2007:Q2,2007:Q3,2007:Q4,2008:Q1,2008:Q2,2008:Q3,2008:Q4,2009:Q1,2009:Q2,2009:Q3,2009:Q4,2010:Q1,2010:Q2,2010:Q3,2010:Q4,2011:Q1,2011:Q2,2011:Q3,2011:Q4,2012:Q1,2012:Q2,2012:Q3,2012:Q4,2013:Q1,2013:Q2,2013:Q3,2013:Q4,2014:Q1,2014:Q2,2014:Q3,2014:Q4,2015:Q1,2015:Q2,2015:Q3,2015:Q4,2016:Q1,2016:Q2,2016:Q3,2016:Q4,2017:Q1,2017:Q2,2017:Q3,2017:Q4,2018:Q1,2018:Q2,2018:Q3,2018:Q4,2019:Q1,2019:Q2,2019:Q3,2019:Q4,2020:Q1,2020:Q2,2020:Q3,2020:Q4,2021:Q1,2021:Q2,2021:Q3,2021:Q4,2022:Q1,2022:Q2,2022:Q3,2022:Q4,2023:Q1,,,,,,
Plains,70,70725.9,71321.4,72919.1,73212.1,74384.1,74829.4,74712.7,74783.3,74633.4,74965.3,75747.8,76876.9,77623.5,78954.3,80354.1,81508.8,81479.5,81441.8,81174.5,81280.2,80571.1,81348.5,81385.6,83846.9,81478,83116.3,83546.5,83660.7,84914.2,84752.5,85315.4,85873.5,86494,86510.6,86502.8,87120.9,86508.4,87322.4,88342.6,88144.9,91174.9,91184,92003.9,92259.6,93151.8,93434.4,93872.3,94795.9,95398.9,96457.1,96260.9,96973,98450.2,99094.5,99692.1,100052.8,99916.8,101222.5,102662.2,102712.6,101805.7,90676.3,102316.9,105821.1,102410,104038.6,103079.7,105307.7,104757.4,105640.6,106912.3,107729.5,109686.2,,,,,,
Plains,76,7554.3,7767,7662.5,7847.8,7843.7,8186,7689.5,7674.4,7856.3,7829.8,8057,7863.8,7997.8,7997.2,8031.3,8172.7,8008.5,7885.9,7765.1,7712.9,8300.6,8241.4,8185.6,8534,8218.6,8585.6,9091,8982.5,8657.7,8714.1,8375.2,8377.4,9163.3,8533.4,8548.7,8680,9163.9,9029.7,9182.8,9136.8,9081.7,8830.5,9086.3,9432.7,9025.6,8921,8864.7,9130,8725.5,8981.3,9395,9177.4,9133.7,9463.4,9349.5,9313,9020.4,9005,9101.4,9385.1,8842.6,4123.4,6212.1,6542.5,7663,7893.2,8454.5,8868.2,8744.1,9081.6,9528.4,9875.8,10045.2,,,,,,
Plains,79,25237.7,25130.4,25394.2,25253.3,25729.5,25344.4,25217.3,25198.3,25307.9,25370.3,24943.1,25081.2,24753.6,24813,24738.8,24167.6,23276.4,22860.3,22818,22781.8,23079,23472.9,23757.8,23628.6,23723.8,23950.2,23989,23867.9,24412,24301.8,24288.3,24750.6,25266.4,24917.2,25051.2,25135.6,25105.4,25429.9,25718,25715.2,26325.4,26604.9,26693.9,26738.3,26584.9,26441.2,26387.7,26751.4,27066,26786.6,26778.8,26694.6,26620.9,26647.8,26804.3,27421,27094.5,27315.1,27707.3,27285.9,25299,16352.2,23399.8,21533.6,23992.3,26972.9,27452.3,27582.3,27443.7,27825,27795.4,27478.7,27931.4,,,,,,
Plains,82,26313.7,26134.3,26281.1,26128.3,26131,26079.9,25836.1,25644.1,25167.3,24945.6,24818.3,24565.7,24288.1,24089,24134.5,23829.1,23340.4,22944.2,22652.8,22437.5,22328.5,22495.2,22569,22662.8,22478.6,22364,22263.8,22133.6,22420.4,22343.9,22401.9,22370.2,22160.2,22143.7,22244.1,22375.8,22181.3,22617.3,23030.5,22994.3,22984.3,22945.9,22769.8,22698.8,22714.8,22583.6,22650.1,22503,22756.6,22620.4,22645.2,22866.7,23150,23148.7,23161.6,23199.4,22972.6,23197.6,23474.8,23645.1,23289.3,19244.5,22235.1,22358.2,21867.9,22429.9,22932.7,23114.7,23298.1,23271.4,23405.4,23395.5,23308.2,,,,,,
Plains,83,120758.7,120587.9,121116.8,122105.8,122324.7,122906.6,123021.6,122843,121881.7,121920.2,122316.8,122676.8,123504.6,124395.4,124791,123777.1,123776.9,124513.3,124938.1,125826.5,126181.4,126227.9,126477,125970.5,125019.1,125004.9,124128.2,125043.9,124045.2,123927.5,123972.3,123620,122838.9,122852.5,121957.3,121720.3,122125.5,122827.5,122531.7,122663,122657.3,122914.3,122594.6,122855.1,123306.1,123359.5,124442.1,124642.1,124331.3,124620.1,124249.8,125236.9,124377.5,125475.7,125691.5,124933.8,124901.3,126201.1,126990,127789.1,127738.2,121882.2,124648.8,125158.4,123576,124174.2,124216.3,124347.5,123744.7,123205.4,123530.3,123996.7,124968.9,,,,,,
Plains,84,17646.7,17575,17589.9,17845.6,17856.9,17857,17830.1,17645.6,17592.9,17312.9,17237.8,16894.4,16627.8,16467.8,16498,16540.1,16797.9,17445.7,17475.9,17695.7,18244.2,18385.6,18459.1,18310.2,18152.5,17940.2,17569,17620.8,17616.8,17514.5,17409.6,16871.3,16285.2,15729.7,15222.6,15162.3,15562.9,15866.3,16075.4,16358,16753.1,17006.4,17154.3,17295.3,17455.3,17530.6,17731.8,17901.3,18070.7,18264,18499.7,18579.9,18823,18922.2,18979.5,18926.8,18712.6,19184,19279.4,19335,19496.5,19649.5,20066.1,19651.3,19385.4,19129.3,18900.6,18638,18511.7,18312.4,18134.1,18238.4,18435.1,,,,,,
Plains,85,9793.6,9862.8,9958.2,10162,9880.2,9922.5,10079,10047.2,10064.1,10167.6,10404.5,10570.2,10582.7,10642.2,10758.8,10793.6,10946.4,11002.4,11097.3,11198,11197.5,11093.4,10944.7,10862.8,10747.5,10789.5,10753.4,10838.2,10751.1,10636.9,10544.9,10506.9,10460.9,10430.2,10426.8,10174.1,10144.1,10099.4,9853.2,9693.8,9668.6,9577.5,9506.8,9568.9,9519.3,9560.1,9557,9529.1,9288.7,9312.9,9354.3,9400.6,9099.8,9095.5,9091.9,9046.2,8975.5,9227.7,9260.4,9254.6,9239.1,9442,9471.7,9519.6,9790,9810,9741.4,9690.9,9794.6,9434.2,9394.7,9433.1,9588.5,,,,,,
Plains,86,93303.3,93133.2,93552.1,94070.8,94574.6,95118,95099,95142.9,94212,94433,94665.1,95211.2,96305.3,97304,97550.1,96452.1,96035,96061.4,96360,96926.9,96728.6,96738,97063.9,96789.6,96111.8,96270.4,95804.2,96584.7,95675.3,95776.3,96019.5,96241.9,96086.2,96669.9,96274.3,96341.4,96384.7,96831.4,96573.4,96585,96226.5,96326.8,95937.2,96002.1,96343.4,96286.5,97169.1,97232.9,96993,97072.4,96444,97299.7,96505.1,97500.6,97663.5,97008.5,97248.3,97846.9,98503.6,99241.8,99051.8,92971.5,95276.3,96112.9,94557.3,95361.1,95675.4,96091.9,95520.6,95504.6,96022.7,96349.9,96982.7,,,,,,
Southeast,1,3355714.3,3382437.8,3408794.2,3427045,3465386.4,3477060.2,3475798.2,3495522.3,3466083.3,3480152.3,3501140.6,3518234.4,3491796.5,3504308.4,3475975.6,3388989,3340451.9,3330470.4,3337359.4,3368735.4,3363757.4,3398553.6,3425939.5,3439728.9,3409659.8,3430570,3421253.3,3455951.1,3469964.8,3469542.1,3466144.3,3447848.7,3498852.9,3486559.2,3511429.7,3521428.1,3519961.9,3560129.9,3586278.7,3600264,3623189.9,3657264.3,3674108,3683516.9,3695200.1,3714923.2,3743413.5,3773446.4,3799249.2,3806912.8,3827627.6,3866219.1,3880020.6,3898683.7,3922683.4,3929245.4,3959792.2,3978450.4,4014028.3,4031326.2,3994489.3,3659059.3,3965369.8,3993801.8,4064830.3,4144134.8,4173442.8,4250022.1,4247986.4,4245003,4272822.7,4306400.9,4328611.2,,,,,,
Southeast,2,2876526.9,2902423.4,2928819.8,2945493.5,2985700.1,2996534.5,2991361.8,3007430,2976606.2,2990114.5,3006623.9,3020152.5,2991594.2,3002142.3,2970437.6,2888707.7,2836342.2,2824406.2,2831732,2862870,2856423.5,2891323.4,2921091.5,2939279.6,2907132.8,2926178.1,2923690.8,2952553.8,2970499.1,2969987.8,2967945.5,2950694,3003538.1,2993948.2,3024354.1,3037159.4,3033516,3073454.1,3102023.5,3116717.4,3138884.2,3171978.8,3190380.9,3198303,3210241.9,3227459.2,3254094.8,3282165.7,3306761.7,3314420.8,3333319.1,3371413.1,3390764.3,3409430.1,3434019.9,3444335.5,3477282.9,3492663.4,3523908.6,3535434.8,3494504.5,3173980,3474142.6,3501614,3578478.1,3650503.4,3675783.3,3751832.9,3750986.6,3748812.1,3775637.8,3805967.1,3823776.8,,,,,,
Southeast,3,42192,43551.1,44079.3,45551.3,43180.3,46193.8,43207.5,41905.7,36173.8,34907.1,34218.1,33693.5,35331.1,33592.5,30516.3,33360.5,39631.2,38274.5,40518.2,38192.3,31827.7,35023.7,35970.3,35032.7,30411,28242.2,27567,27795.7,33941.8,31372.7,28999.3,26845.3,34146.6,36108.7,40648.8,36938.4,35930.3,35993.7,35274.5,34379.9,40515.3,39474.5,40234,40268.1,40714.4,40045.7,39661.4,38373.7,43523,41889.3,41142.9,42953.9,39552,44091.8,39822.8,40227.6,37569.3,36199.4,36518.5,38173.7,42586.7,27601.4,34478.7,34193.1,38454.7,32221.5,35141,35217.5,36762.1,37486.2,37093.1,40819,39429.8,,,,,,
Southeast,6,48291.3,50142.6,44239.2,44248.5,50208.3,50296.1,52318.3,55125.6,55991.7,54996.2,53097.2,49305.9,47166.7,45350,47786.9,58618.2,60712.6,55598.3,51339,48180.2,45401,50095.2,50708.7,49968.3,46445.3,47115.6,47934.2,49455.8,47381.8,47216.4,43045.9,42986.6,42784.7,42492,42294.3,43196,40857.6,42001.4,42234.1,42714.1,44146.6,39720.3,41358.9,42148.6,42745.1,37206.5,36633.6,36051.3,37547.5,39729.7,41973.8,41513.9,40520.2,41036.1,40501.4,40324.8,42276.1,41957.4,42185.1,42293.7,44998.2,41578.9,41661.1,39885.2,38494.3,37487.5,38098.4,38607,35958.1,35464.9,36943.6,38416.9,38550.6,,,,,,
Southeast,10,49580.2,50840.1,52957.8,53800.6,52643.9,57421.6,57434.9,56283.6,55468.1,56926.7,57413.7,57188.9,59121.6,63284.9,64412.8,55291.8,56174.2,57588.6,58259.1,63116.7,63790.8,66297.6,67135.1,67693.7,64347.8,68084.2,66973.4,71856.8,66609.1,69666.3,70738,67310.3,68599.3,66751.4,66071.8,64717.8,62418.3,64622.4,64162.1,65906.6,60003.9,65228.1,66120.8,66081,65866,67909.4,69588.6,68414.1,66873.1,67174.8,67549.9,69100.6,66201.9,67992.7,65872.9,66517.5,65802.9,68622.9,66860.7,69759.6,71476.3,71122.9,70067,69321.9,66970.5,68860,67982.4,66901.2,68276.4,68567.5,65733.7,66046.7,65018.3,,,,,,
Southeast,11,203708.1,202004.3,201706.8,201355.8,205045.2,203696,198987.1,193841.8,193311.7,193608.4,190256.6,182420,171502.9,168115.4,163254,154045.7,140092.9,136277.3,137003.2,131609.6,128457.2,131776.6,131870.7,129060.8,127332.4,129781.9,127652.1,126023.7,129146.9,125907.6,123770.1,124207.1,122348.5,121176,122580.4,122151.8,124486.1,126717,126793,128933.9,130687,134431,135516,136736.2,140008.5,140230.6,143093.4,146399.5,150355.7,147901.8,148883.4,152577.2,154694.9,155875.6,158317.3,157598.9,159405.6,158714.2,158690.1,158281,156355,149969.9,154959.9,160662.7,160786.2,164499.6,160528.9,155912.4,153305.8,144943.4,137809.9,136996.7,137344.1,,,,,,
Southeast,12,463825.5,469558.5,475480.5,487665.8,495091,493459.2,489559.9,493253.8,478434.7,481724.5,485532.2,492390.9,473232.4,479130.8,467365.8,437345.3,410032.5,421580.3,429625.3,448425.4,448236,445346.4,449183.1,450693.7,446040.7,447088.2,443676.7,446945.5,447867.9,444925.7,433478.8,428133.9,447805.4,446595.7,451077.8,450341.1,444909.4,453423.1,456005.6,458788.6,458951.5,463789.6,461164.9,456827.3,460645.7,460601.9,463510.9,463435.9,467628.4,473655.3,472754.2,480606.7,476321.6,476953.7,476247.2,479619.1,476608.3,485620.3,490936.2,487275,476991,415669.1,472586.7,474808.8,482155.4,494658.9,489723.4,506358.5,503195.9,493663.2,492442.9,496793,490064,,,,,,
Southeast,13,173388,176740.8,180040.1,188965.7,196231.8,199164,199662.3,201474.3,197917.3,199845.5,204152.4,203949.3,202333.6,202853,201458.3,187454,168123.8,163142.6,164018.6,169716.8,174878.4,181037.3,187334.3,188970.5,188001.4,189190.1,192280.1,195343.3,194221.8,198201.3,196974.4,199768.4,206196.5,205434.8,207555.6,209896,205900.1,210800.5,215329.1,214728,214282.9,217052,218782.9,219720.8,221536,220150,222845.2,224739.8,224983.5,226965.9,228387.7,232853.5,233249.7,232606.7,234371.5,238329.8,239498,242571.3,241304,239960.9,236939.8,200291,237269.4,240566.9,248889.4,255292.1,250178.7,259560.4,261072.6,260245.4,259680.5,264430.5,261016.4,,,,,,
Southeast,25,298196.1,300037.2,302210.3,303817.3,302264.6,296314,291184.8,292985.5,280781.9,281971,280602.5,288642.2,269111.9,275058.8,263937.7,248376.3,242205.2,260809.6,268492.9,281957.7,275505.5,265189.8,262090,261911.1,258254.4,258139.9,251542.8,251707,253746.2,246663.6,236427.1,228403.4,241584.4,241130.7,243487.4,240342.7,238947.8,242541,240529,243953.3,244575,246616,242189.4,236841.4,238821.3,240208.3,240352,238296,242314.6,246397.5,244013.9,247383.9,242687.1,243958.3,241448.5,240811.6,236558.7,242517.1,249226.9,246903,239604.9,215258.6,234703.8,233573.8,232531.7,238686,238877.7,246164.2,241657.9,233318.9,232671.2,232483.5,229182.8,,,,,,
Southeast,34,215033.3,217806.7,219635.4,224261.7,225623.1,225358.3,226493.4,227900.6,226811.9,232636.3,233059.4,235085.1,233958.5,233473.7,231174.1,219967.6,203409.3,195324.3,195190.8,203828,200590.7,208261.4,213050,213689.5,210251.9,205980.9,205744.4,214437.8,212071.6,217567,218310.9,215171.9,221730,219256.5,221570.1,223689.6,222111.9,227404.3,235264.2,236257.2,237501.3,240088.4,241723.9,240939,238491.2,241494.2,245386.3,244621.2,246440.6,244759.3,245567.1,245689.2,247960.6,246550.3,248993.8,248111.3,251590.5,247023.1,248899.9,250220.2,256721.2,235678.4,260258.5,261446.9,266751.3,271470.9,268286.9,273089,271770.2,268033.4,272178.2,274849.8,274812.5,,,,,,
Southeast,35,228862,236562.2,241128.1,236028.2,240764.1,244313.5,238379.1,242472.7,237185.2,231502.7,232996.9,232597.4,228914.7,226648,224023.8,216783.5,212472.9,210922.5,208325.9,214391.4,212805.5,217320.2,217400.6,216775.1,215973.6,214641.3,212785.1,215279.2,217469.9,213861.5,217641.2,216687,223689.8,221586.5,221638.6,222476.1,223964.1,226820.1,228198.3,226580.3,229067,233119.7,236975,237351,241815.6,244346.5,246136.5,249351,249798.2,251390.9,255497.6,256880.5,259950.8,258432,262881.6,260387.6,263716.7,264402.8,268385.3,269299.8,262899.6,247918.5,272413.1,271408.2,279077.7,273687.2,264050.6,269485.8,259979.2,260262.4,264534.5,270020.1,276721.8,,,,,,
Southeast,36,100820.6,102404.6,108456.6,110072.7,111615.2,114062.8,113916.1,113925.6,110025.3,114811.7,112358.1,114562.9,112191.4,112450.9,111654.8,110623.2,103201.2,105618.9,105414.8,106867,105703.6,106956.7,110059.6,112312.5,111065.1,111278.2,109765.6,111041,111593.1,110618.7,111374,111104.1,113657.2,112741.3,113591.1,115985.8,114669.3,114901.1,117059.6,117707.6,113376,115648.7,117800.1,117842.5,115510.6,118452,117502.9,120016.3,121446.7,120985.4,121618.8,122608.9,125459.5,124177,125059.6,126119.2,123919.5,125499.6,126072.5,125091.3,122585.5,98554.7,113224.3,114536.4,118687.7,116397,121065,122522.4,121279.8,122215.4,125066.7,126747.5,127806.6,,,,,,
Southeast,45,122851.9,124947.4,126437,122998.8,124445.8,128264.8,132295.3,130792.3,126074.9,129059.9,135068.8,143075.1,133001.6,137568.2,136899.1,131662.8,132105.5,128920.2,129870.1,133387.2,132516.2,132785,136801.6,135779.1,130723.4,132448.1,133468.2,134461.1,125913.3,129441.8,128830,128630.7,134420.9,135092.7,136731,135869,140836.9,140094.6,140580.9,143336.7,148661.4,152894.9,157371.2,160945.1,165229.8,166428.5,169721.6,169800.9,172714.8,173766.5,175609.4,182195.1,175761.9,182829.6,184103.5,182445.7,191986.3,191399.2,194549.1,192347.9,184597.7,183173.1,195430.1,194637.5,206933.9,218814.4,223391,233590.9,244487.6,242709.5,253887.5,260870,265189.6,,,,,,
Southeast,51,176742,176620.4,176164.4,177675.3,182125.5,178079.8,178916,176003.2,174383.1,171058.7,167828.3,161467.8,181420.7,180170.1,167778.9,149403.9,179100.8,190173.9,193498,188065.8,180200.2,174923.8,175817.5,182993.4,185016.2,184840.5,185667.9,185551.5,196325.7,193008.5,195613.4,193388,186323,188704.8,192380.4,196631.4,198000.9,203320.1,200404.2,199589.1,205979.9,209037.6,202197,205856.7,199612.8,203389.8,209759.2,217226,212134.1,206680.3,208854.1,205726.2,209850.3,207828.2,210572,203446.4,209805.3,210417.6,211648.3,221866.4,213252.5,220893.8,228170.4,236994.1,239561,242702.2,246820.4,251388.7,246455.2,249970.2,249057.8,245280.8,241633.6,,,,,,
Southeast,56,406140.2,409538.2,411265.3,412079.4,407761.5,408820.6,413281.6,424320.8,429244.2,434026.3,442040.6,449474.5,446028.9,445167.6,439758.3,437196.7,436687.8,427449.7,427359.6,427705.9,433311.2,438836.1,439307.8,444475.9,439205,448276.4,448462.1,456407.7,454001.1,457051.8,462279.4,459257.3,468676.6,468989.7,476023.6,476130.6,472365.3,473683,476703.2,477569.4,480202.8,480072.7,483313.3,484116.1,485816.8,488441.1,488358.3,488714.3,494022.1,497094,499324.2,504384.6,512129.7,517045.3,522470.4,529254.8,533614.6,538020,542319.1,540388.4,538398.3,518623.2,531497.5,528720.4,537678.2,542841.7,551301.1,563879.5,567183.5,571986,578249,575855.7,581683,,,,,,
Southeast,60,192659.3,192663.6,193909.8,194805.2,202037,202221.2,202993.5,205001.9,203753.3,204681.5,208714,213521.3,214216.2,218202.9,222822.3,223011.6,215096.7,211166.1,210349.9,210072.7,214404.4,217459.5,222566.1,224454.9,222944.8,227236.7,229438.3,230059.2,233217.2,235533.9,236076.5,232101.7,236228.2,232439.8,234400.8,237263.8,236572.8,240324.1,247145.8,247812.3,247663.5,251589.9,254874.2,256950,261387.2,260375,261320.2,263879.8,267515.2,270115.6,272295.8,277056.7,285030,289809.8,292351.4,294632.9,296647.4,297734.7,303654.8,304217.4,306207.2,287944.6,307390.7,307665.8,317267.8,332532,342203.3,352596.3,356149,358761.9,365555.1,373276,374489.9,,,,,,
Southeast,64,57984.8,54732.9,54884,58549.7,56910,56156,53296,53975.2,55196.3,53608,53486.1,52541.8,52880,54298.4,54884.5,53665.8,49732,51036.4,52624.3,52253.6,52966.4,54009,54050.8,55533,56659.9,55187.6,55678.3,55622.1,58872.9,59947.1,62037.2,65024.4,61548.8,62401.2,63811.4,64869.9,67019.9,65581.5,66430.7,67535.7,69022.9,68277.4,69476.2,69456.4,68524.1,69694.1,71129.8,73631.3,73948.3,75425.5,75913.1,80418.7,80636,79339.6,82532.8,85078.3,90780.4,91235.5,92367.8,92210.6,93141.4,91018.9,91392.6,98392.3,98639.7,102441,101803.6,105876,110738.5,111665.1,112964.4,116434.3,116186.7,,,,,,
Southeast,65,100890.1,102533.2,103657.2,104607.8,104794.7,103827.2,103522.4,104664.7,106831.5,108759,110206.1,110526.7,107907.8,107414.5,106440.6,103984.3,99948.7,97648.3,97234.9,99708.6,104176.4,106054.3,107345.5,108397.6,108810.8,109788.1,110226.5,109485.6,112581.2,112317.7,113711.4,113776.9,114560.5,114779.7,115896,117557.9,118193.8,120674.1,121162.1,122028.6,121590.8,121715.8,123155,122531.3,122169.9,122043.8,123223.6,126297.3,128520.6,129760.8,131128.9,132751.8,134540,134993.5,137276.4,140029,139228.8,139645.1,139647.6,140227.4,139422.4,120365.9,135540.7,139177.1,147149.4,150356.3,156240.1,162618.7,166074.9,167909.8,168369.5,167805.2,169254.8,,,,,,
Southeast,69,29240.2,29521.7,30010.2,29550.3,30092.6,30124.9,30208,30311.1,30542.7,30905.6,31542.2,32164,32335.9,33017.2,34032.1,34666.8,36463.2,36387.4,36579.6,36730.1,37185.9,37446.2,37763.9,38079,37839.6,37927.7,37699.8,37644.6,37941.4,37892.9,37287.5,36885.4,36417.5,36166.9,36110.2,36489.3,37054.8,37272.1,37485.5,37262.5,36527.5,36716.6,36720.6,37339.7,37816.9,38226.7,37669.8,37801.4,36940,36648.9,36646.9,36785.3,37175.4,37336,37890.5,38291.3,38961.4,39087.4,39151.2,38543.1,37725.6,33154.7,34888.4,33669.5,34611.4,36063.7,37023.6,37525.8,37930.2,37569.3,38133.1,39041.2,38973.3,,,,,,
Southeast,70,213751.7,215248.4,218723.9,218919.6,224949.5,226736.9,226542.8,228411.5,226445.5,227387,229966,232751.1,237870.5,241892.9,245466,248573.7,249758,250276.7,249988.8,251227.2,250507.3,251608.9,252889.2,253637.9,253895.1,256386.6,257496.1,258374.7,261051.8,260236.2,261067.7,264171.7,266157.6,266079.9,266225.2,267276.7,267767.9,269930.9,273906.2,276361.3,282508.7,283444.4,286691.1,287507.5,290240.6,292093.8,292525.2,295313.5,296763.7,297919.4,298192.4,300381.9,303295.3,304037.6,305802.8,307914.1,310891.4,313468.7,316004.6,317640.6,316788.5,273424,322209.5,325804.4,324125.5,326513.8,328133.9,333385.1,335794.8,338881.4,343976.1,348003.3,355751.6,,,,,,
Southeast,76,29596.5,29633.2,30285.7,29569.2,31027,31027.9,31084.7,30865.3,31492.6,31573.2,32068,32000,31984.7,32284.9,32375.5,32921.7,31301.8,31675.2,31317.7,31552,32618.9,33117.1,33223.8,34432,33801,34039.6,35345.9,34437.6,34816.5,34974.8,35316.4,35309.2,34321.8,33801.1,33902,34472.8,35007.5,35405.9,35766.8,35687.9,34687.1,35111.8,35250.6,35238.6,34984.7,35195.7,35246.7,36738.8,35829,36613.1,38350,38166,37748.7,38847.8,38538.1,38911.5,38852.4,38514.6,39507.8,39383,37009.6,18820.1,25877.6,28773.7,32920.2,33809.4,37554.6,40133.4,38731.5,40199.6,42018.8,42848.8,44091.3,,,,,,
Southeast,79,110370.9,109577.7,110348.2,110473.4,112489.1,111984.8,112888.7,113031.3,112936.4,112412.1,111294.9,111685.3,108510,107696.6,106804,104074,101161.7,99502.7,99221.6,98724.8,102390.9,103959.7,105217.8,105341.6,106976.7,108046.8,108411.5,107790.6,108661.2,107425.8,107503.5,109099.5,110231.9,109486.1,109757.6,110720.5,111621.9,113274,114727.3,115402.2,117363.2,118360.4,119522.7,119430.2,120162.7,119720.5,120837.2,121536.7,123359.7,123029.2,122253.2,122990.2,121423.9,121933.3,122393.8,124207.4,125917,125425.3,126663.2,125810,116791.5,73660.8,107910,104541.3,115193.9,128782.1,130213.2,131767.9,132908.4,135630,135468.7,134139.8,136915.2,,,,,,
Southeast,82,91073.3,91373.4,91845.6,91524.3,92885.6,92861.5,92421.6,92245.1,91773,90954.4,90495.2,89851.1,88516,87683.8,87188.1,86262.9,83329.5,82476.7,81376.8,81005.5,79822.4,80824.6,81654,81593.3,80057.7,79781,79450.6,79235.7,80921.5,80902.5,80822.9,80876.8,79998,79466.1,79865.6,80497.6,79923,81709.9,82851.6,82901,82354,82701.7,81996.7,82223.9,81661,81715.5,82243.4,82024.2,81513.5,81770.7,82221.5,83079.2,83744.1,84271.7,84631.3,84746.8,84104.4,83673.9,85031.6,85631.5,84112.9,70021.5,80092.4,80538.7,78506.7,82089.4,83381.6,83398,83258.9,83432.2,84113.3,84289.9,84272.3,,,,,,
Southeast,83,478866.8,479503.2,479234.5,480756.6,478479.4,479281.8,483409.1,487097.2,488710.8,489206.3,493739.1,497349.4,499652.9,501632.6,505194.6,500092.5,504066.3,506025.1,505553.1,505757.2,507210.3,507122.3,504798.9,500472.2,502481.6,504355,497559.6,503391.4,499469.8,499556.7,498197.4,497149.6,495329.4,492629.8,487208.9,484479.6,486609.1,486954.6,484663.6,484022.9,484857,485962.1,484528,486006.8,485812.3,488325.1,490243.9,492271.9,493546.9,493582.3,495429.5,496069.8,490763.2,490847.9,490401.7,486837.5,484718.5,487953.9,492281.3,497884.4,501553.1,484957.7,493171.6,494231.2,489267.5,496674.6,500654.2,501612.3,500455.5,499655.3,500715.2,504003.9,508395.1,,,,,,
Southeast,84,89951.4,89782,89295.1,89865.9,89687.3,90305.6,90835.2,91054.2,91305,91562,92055.3,92133,92314.7,92569,93160.9,93417.3,94582.6,96309.7,96311.4,96419.6,97085.4,98783,97888.5,97148.9,98049.5,98219.7,97734.7,98363.8,98016.4,98027.1,98108.5,97755.3,98274.7,97304.9,95556.6,95767.5,98503,98644.3,99114.4,99544.6,100725.5,101664.2,102016.5,102590.8,103403.2,103592.6,104230.7,104766.6,105601.9,105738.3,106102.6,106272.6,106438.7,106812.4,106992.5,106722.8,105372.2,107485.5,108141,108244,108935.3,109771.4,112086.9,111103,111257.8,110918.4,110718.5,110090.3,109999.2,109859.4,110035.5,111338.9,112894.4,,,,,,
Southeast,85,65283.5,66117.3,66975.5,67563,66847,66608.7,67279.6,67407.9,67488,67565.9,68420.1,69199,70267.9,71495.8,72540.2,73128.9,72970.7,73171.9,73658.1,73662.7,75019,74590.2,73703.5,73025.6,73190.6,72957.2,72605.7,72251,72184.8,71560.4,71174.7,70657.1,69923.1,69362.5,68970.2,67342.1,67274.7,66570.7,65477,64841.3,65148.5,64877.5,64197.9,63751.2,64076.7,64332.3,64330.2,64224.4,63880.7,63621.3,63365,62689.8,59807.3,59363,59130.6,58657.8,58569.1,59653.6,60456.5,60438.5,60102.4,61372.4,61605.9,62087.9,64564.5,65081.5,65433.7,65499.6,65052,64424,63745.2,63667.6,64579.3,,,,,,
Southeast,86,323774.6,323726.4,323066.1,323401.7,322026.6,322444.5,325379.2,328752.1,330042.3,330197.5,333387.5,336150.4,337186,337658.7,339571.5,333578.7,336549.7,336569.2,335605.1,335697.1,335110.1,333737.8,333206.3,330296.6,331234.6,333181.8,327201.2,332787.2,329265.4,329970.9,328916.2,328736.7,327140.7,325954,322663.7,321336.3,320865.6,321747.6,320085.9,319650.4,319050.9,319502.5,318403.3,319735.5,318466.7,320512.6,321795,323379.4,324166.3,324317.5,326028.3,327132.9,324489.8,324640.2,324255.2,321465.8,320759.4,320905.7,323766.5,329149,332375.6,314290.6,319925,321413.4,314189.9,321223,324952.3,326401.1,325771.3,325697.9,327187.2,329259.1,331272.4,,,,,,
Southwest,1,1623716.9,1625216.1,1630851.3,1644498.7,1716863,1730965.8,1746219.8,1771926.7,1782684.1,1813739.9,1823451.8,1829015.8,1809022.2,1807391.5,1807191.2,1825215.5,1797141.2,1772924.2,1776457.1,1785732.1,1796174.5,1810374.2,1826388.1,1840758.4,1843181.1,1865269.3,1873705.9,1912164.8,1933291.9,1951655.8,1955061.4,1981669.9,1998904.6,2014220.1,2032467.2,2045358.9,2031397.3,2068264.4,2107984,2132151.9,2175850.1,2156846.1,2177814.5,2190018.1,2188411.6,2188257.9,2197805.5,2201597.5,2220361.1,2234787.8,2256221.4,2277419.9,2303447.4,2326449.1,2342132.2,2358953.4,2367210,2380860.4,2421978.3,2440682.6,2416621.5,2240840.6,2388825.5,2402286.7,2424556.4,2444122.7,2452163.9,2490398.6,2486172.7,2491512,2535496.8,2573892.6,2592273.7,,,,,,
