Date,Category,Net worth,Assets,Real estate,Consumer durables,Corporate equities and mutual fund shares,DB pension entitlements,DC pension entitlements,Private businesses,Other assets,Liabilities,Home mortgages,Consumer credit,Other liabilities
1990:Q3,TopPt1,1778069,1817699,186829,172499,217487,25531,18774,617257,579322,39630,16422,13990,9218
1990:Q3,RemainingTop1,2943845,3049051,526606,166528,487031,184626,91605,750884,841772,105207,78805,7970,18432
1990:Q3,Next9,7851785,8411136,2071643,437364,677721,1622262,493251,1056319,2052576,559351,443467,65489,50395
1990:Q3,Next40,7710786,9342398,3501193,832439,355926,1815549,424733,610686,1801872,1631612,1235906,347022,48684
1990:Q3,Bottom50,743793,1823348,876455,407324,22828,133273,54704,42551,286213,1079555,672666,377831,29058
1990:Q4,TopPt1,1867641,1905621,197149,162122,267979,28157,18058,622288,609867,37980,16330,12321,9329
1990:Q4,RemainingTop1,3029474,3141287,528840,167645,536248,194367,96158,755118,862911,111812,82710,8813,20289
1990:Q4,Next9,7985902,8558867,2052962,444098,750869,1632240,514221,1062866,2101612,572966,452490,67767,52709
1990:Q4,Next40,7820820,9467703,3462196,849313,390954,1862831,444700,610833,1846876,1646883,1250838,346581,49464
1990:Q4,Bottom50,768539,1873702,905249,415864,26163,134307,56497,43126,292496,1105162,687442,388909,28811
1991:Q1,TopPt1,1954568,1990467,207487,161619,345614,30774,17736,617531,609706,35899,16321,10118,9460
1991:Q1,RemainingTop1,3127141,3244568,538794,167076,611776,204123,102225,753567,867007,117427,86415,9074,21938
1991:Q1,Next9,8131895,8713150,2062344,443239,861448,1642032,537002,1059504,2107581,581255,461959,64917,54379
1991:Q1,Next40,7957018,9601880,3437090,868540,437744,1909992,471327,608072,1869115,1644862,1264766,330149,49947
1991:Q1,Bottom50,778159,1894395,901688,427310,30832,135325,59254,43739,296248,1116236,700231,387948,28057
1991:Q2,TopPt1,1947892,1982535,218977,153504,341274,33369,16720,618490,600200,34643,16968,8442,9233
1991:Q2,RemainingTop1,3138195,3260088,549423,167377,601945,214154,104848,754583,867759,121894,89425,9648,22821
1991:Q2,Next9,8123861,8725461,2068079,445688,852207,1653957,548942,1061089,2095500,601600,481398,65423,54779
1991:Q2,Next40,8034077,9694886,3451999,882631,445926,1958728,481735,606487,1867380,1660809,1287211,324394,49204
1991:Q2,Bottom50,781581,1916963,914333,434499,31465,136394,59898,44338,296036,1135382,715649,393400,26333
1991:Q3,TopPt1,1978199,2012306,231156,136043,380113,35972,16084,615830,597107,34107,17737,6997,9373
1991:Q3,RemainingTop1,3188222,3314280,551768,169334,635697,224139,109661,753118,870563,126058,90969,10190,24899
1991:Q3,Next9,8185218,8807626,2048028,457846,904688,1665197,568770,1058615,2104482,622408,496908,66587,58913
1991:Q3,Next40,8177739,9845952,3483783,898698,474016,2006990,502691,603633,1876141,1668213,1296217,320863,51133
1991:Q3,Bottom50,834889,1973234,955655,441553,34239,137433,61869,44960,297526,1138345,712672,397863,27810
1991:Q4,TopPt1,2090552,2124332,244455,127273,489087,38578,15544,607969,601426,33780,18521,5626,9633
1991:Q4,RemainingTop1,3309583,3441247,561511,169477,739351,234227,115357,748299,873025,131664,93422,10994,27248
1991:Q4,Next9,8371512,9021240,2057150,460034,1055871,1677090,592929,1050492,2127674,649728,516735,69377,63616
1991:Q4,Next40,8326320,10017927,3489994,912305,532619,2055758,528170,599117,1899964,1691607,1316135,321956,53516
1991:Q4,Bottom50,855579,2016029,977474,448358,40436,138482,64358,45616,301305,1160450,723066,407627,29757
1992:Q1,TopPt1,2069597,2102970,256844,124997,475363,41045,14362,604289,586070,33373,19888,3871,9614
1992:Q1,RemainingTop1,3311813,3445370,576260,168342,718433,246092,116433,745269,874541,133557,94112,11122,28323
1992:Q1,Next9,8334011,9005677,2081607,456016,1032123,1704725,596067,1045876,2089262,671666,541003,67213,63450
1992:Q1,Next40,8378770,10071531,3498428,926406,537106,2115939,530460,595404,1867788,1692761,1332260,307877,52624
1992:Q1,Bottom50,873594,2025265,981407,456443,40660,139974,64105,46268,296409,1151671,721014,403270,27387
1992:Q2,TopPt1,2056219,2089331,268143,120079,477586,40742,13291,603995,565495,33112,20933,2373,9806
1992:Q2,RemainingTop1,3290489,3427699,588907,167704,712824,228980,119239,743622,866424,137210,95251,11655,30304
1992:Q2,Next9,8385376,9081019,2095413,456032,1030261,1776851,610262,1044034,2068167,695644,560711,68225,66708
1992:Q2,Next40,8469207,10171610,3513137,943420,548517,2164236,541947,592281,1868072,1702404,1345206,303198,54000
1992:Q2,Bottom50,888975,2043048,982454,465987,41655,143724,64826,46914,297488,1154073,719142,406881,28050
1992:Q3,TopPt1,2081608,2113695,281275,97660,512047,40476,12519,610194,559523,32087,21471,860,9756
1992:Q3,RemainingTop1,3312837,3455172,590069,170055,738991,211633,123780,745077,875567,142335,98294,12457,31584
1992:Q3,Next9,8500344,9216411,2075162,471817,1073443,1848763,630375,1048045,2068806,716067,577952,70424,67691
1992:Q3,Next40,8621731,10342655,3565371,959707,573870,2212142,561860,590533,1879172,1720924,1365308,301858,53758
1992:Q3,Bottom50,955016,2130828,1052111,472485,44226,147467,66608,47532,300398,1175812,732854,416334,26624
1992:Q4,TopPt1,2212053,2244087,280331,102916,601236,37500,13057,602656,606392,32034,21158,887,9989
1992:Q4,RemainingTop1,3447448,3591817,591907,171029,858780,205473,129597,759768,875263,144369,100909,12314,31146
1992:Q4,Next9,8692235,9407631,2088741,474275,1194130,1925924,650697,1030061,2043803,715396,579478,71090,64828
1992:Q4,Next40,8752746,10494602,3608661,962146,608899,2254943,581785,589088,1889080,1741856,1378091,309350,54415
1992:Q4,Bottom50,968815,2191736,1082563,483102,49300,148378,73412,48704,306277,1222921,761267,431127,30527
1993:Q1,TopPt1,2318925,2350493,275279,133522,629328,34775,14110,613053,650426,31568,20735,403,10430
1993:Q1,RemainingTop1,3532003,3677635,608597,167105,917127,196709,137423,784454,866220,145631,102765,11412,31454
1993:Q1,Next9,8818003,9523465,2153152,449660,1228308,1980958,674278,1028711,2008398,705462,575237,65663,64562
1993:Q1,Next40,8802840,10537537,3599347,961134,617778,2281526,610898,591875,1874980,1734697,1379102,298670,56925
1993:Q1,Bottom50,921757,2166584,1033730,495194,51395,148645,81414,49779,306428,1244827,776864,431114,36849
1993:Q2,TopPt1,2371721,2402931,270880,135816,640544,32082,14707,622875,686027,31210,20391,243,10576
1993:Q2,RemainingTop1,3583981,3731715,609310,168838,958054,187909,142315,809008,856281,147734,105817,11069,30848
1993:Q2,Next9,8874299,9577365,2156426,457355,1238223,2036329,686967,1025771,1976294,703066,577327,64415,61324
1993:Q2,Next40,8906196,10658922,3669780,967308,619387,2308208,625838,594197,1874204,1752725,1394891,300502,57332
1993:Q2,Bottom50,937712,2230558,1073691,507129,52654,148916,87570,50876,309722,1292847,809920,442434,40493
1993:Q3,TopPt1,2454011,2484885,267301,134928,680474,29408,15308,637821,719644,30874,19680,208,10986
1993:Q3,RemainingTop1,3676515,3828402,606646,171172,1027952,179200,147769,836440,859222,151887,109655,10977,31255
1993:Q3,Next9,8967117,9668530,2149519,468076,1288326,2093105,704965,1026796,1937742,701412,574720,64940,61752
1993:Q3,Next40,9039516,10815986,3755157,973580,632905,2335794,644204,597412,1876934,1776470,1408545,307637,60288
1993:Q3,Bottom50,947862,2300168,1117396,518310,55299,149222,93955,51946,314040,1352306,845931,458906,47469
1993:Q4,TopPt1,2565672,2596745,264306,144353,720583,26779,15938,649959,774827,31073,19266,499,11308
1993:Q4,RemainingTop1,3787061,3942083,611269,171833,1097758,170121,151914,862536,876653,155022,112514,11174,31334
1993:Q4,Next9,9077152,9780794,2168871,470749,1338149,2147327,712078,1023972,1919647,703642,573936,68628,61078
1993:Q4,Next40,9146196,10952511,3820188,982784,646261,2361409,655349,599619,1886901,1806316,1419442,324403,62471
1993:Q4,Bottom50,942990,2352450,1142108,532529,57936,149449,99588,53058,317782,1409459,874518,481465,53476
1994:Q1,TopPt1,2615230,2645506,258297,164800,675736,24157,16414,669414,836689,30277,18489,131,11657
1994:Q1,RemainingTop1,3821046,3978624,623296,170091,1079603,161126,154724,892530,897253,157578,115897,10594,31087
1994:Q1,Next9,9100286,9791367,2212800,459113,1266975,2202858,713343,1027186,1909091,691081,567425,65192,58464
1994:Q1,Next40,9208135,11017035,3865865,986893,623803,2387905,660157,603164,1889247,1808899,1425472,319703,63724
1994:Q1,Bottom50,903942,2352936,1122111,545260,56384,149711,104373,54110,320987,1448994,902671,488255,58068
1994:Q2,TopPt1,2671771,2702411,253129,173522,650242,21557,17351,693311,893300,30640,18287,317,12036
1994:Q2,RemainingTop1,3871686,4031668,628411,170838,1080369,151911,159689,924808,915642,159982,118439,10604,30939
1994:Q2,Next9,9115833,9808669,2230995,461686,1222498,2257101,719797,1033582,1883010,692836,569260,67529,56047
1994:Q2,Next40,9286719,11122784,3941517,995208,609156,2413406,674802,607321,1881374,1836065,1438235,332550,65280
1994:Q2,Bottom50,887316,2388761,1136411,558360,55741,149932,110471,55122,322724,1501445,930895,507580,62970
1994:Q3,TopPt1,2744585,2775449,247809,173395,665072,18946,18365,711145,940717,30864,18009,584,12271
1994:Q3,RemainingTop1,3950534,4112852,622872,173361,1122453,142902,166189,954058,931017,162318,121225,10729,30364
1994:Q3,Next9,9180665,9874325,2215724,473873,1234740,2313625,737301,1032835,1866228,693660,570296,70834,52530
1994:Q3,Next40,9406511,11271980,4018768,1005149,611430,2440562,697738,609730,1888602,1865469,1451264,348319,65886
1994:Q3,Bottom50,911149,2468216,1188469,570736,57073,150221,117401,56215,328102,1557067,960752,529488,66827
1994:Q4,TopPt1,2838308,2870152,243426,178525,649457,16363,18781,729194,1034406,31845,17868,1162,12815
1994:Q4,RemainingTop1,4021414,4187248,621614,174617,1132084,133398,166982,983488,975066,165834,123656,11159,31019
1994:Q4,Next9,9189693,9892548,2214378,478273,1203146,2366544,725728,1031064,1873415,702854,572507,77274,53073
1994:Q4,Next40,9434484,11341717,4049979,1011199,600615,2465076,692517,611828,1910503,1907232,1464071,373535,69626
1994:Q4,Bottom50,912214,2533066,1232402,581523,56868,150403,120904,57323,333644,1620853,988341,558038,74474
1995:Q1,TopPt1,2943461,2974682,237138,187546,704574,13710,20036,743263,1068415,31221,17276,888,13057
1995:Q1,RemainingTop1,4137943,4305399,621902,175495,1215329,124840,175406,1011112,981314,167455,126535,10619,30301
1995:Q1,Next9,9336684,10026734,2216394,481553,1271188,2427861,753257,1024133,1852348,690050,566872,74639,48539
1995:Q1,Next40,9563560,11473968,4078305,1021158,619583,2495818,725103,612726,1921276,1910408,1468839,371636,69933
1995:Q1,Bottom50,937489,2594931,1261464,594944,60160,150840,128943,58505,340075,1657442,1012913,566764,77765
1995:Q2,TopPt1,3051172,3082267,231825,180573,764722,13137,21032,759448,1111530,31096,16573,1057,13466
1995:Q2,RemainingTop1,4279796,4451136,610949,178863,1303086,139184,183796,1039900,995358,171340,130368,10732,30240
1995:Q2,Next9,9411222,10097173,2176051,496553,1345150,2426476,788893,1017977,1846072,685950,562766,77291,45893
1995:Q2,Next40,9752584,11690693,4147901,1025748,640187,2569126,759143,613749,1934840,1938109,1480702,385441,71966
1995:Q2,Bottom50,986215,2706227,1341581,602596,63662,154120,136843,59685,347740,1720012,1048427,588605,82980
1995:Q3,TopPt1,3190858,3222601,223821,179397,842688,12570,22499,783136,1158489,31743,16318,1397,14028
1995:Q3,RemainingTop1,4434257,4609553,591584,181058,1408410,153511,193964,1072224,1008802,175297,133329,10915,31053
1995:Q3,Next9,9452758,10144977,2111975,505105,1442693,2421308,825934,1017816,1820146,692219,564242,81289,46688
1995:Q3,Next40,9787075,11762395,4070592,1029112,667592,2641600,800433,615979,1937088,1975321,1495583,403443,76295
1995:Q3,Bottom50,1023995,2808546,1415165,610352,67992,157360,145943,60775,350960,1784551,1080864,612555,91132
1995:Q4,TopPt1,3296519,3331448,226519,178294,922683,13795,24185,788355,1177617,34928,16450,2085,16393
1995:Q4,RemainingTop1,4552289,4732914,606601,181640,1476268,162053,205849,1069533,1030971,180625,136511,11761,32353
1995:Q4,Next9,9724315,10437674,2144225,512339,1566977,2465789,845477,1047109,1855758,713359,571685,91806,49868
1995:Q4,Next40,9979136,11999913,4107318,1044436,725903,2663951,841090,627875,1989341,2020777,1516522,426412,77843
1995:Q4,Bottom50,1017598,2820367,1404586,612598,73923,160772,149967,63660,354862,1802769,1079340,636097,87332
1996:Q1,TopPt1,3330763,3367724,228111,181074,961548,15072,25871,787550,1168498,36961,16758,1780,18423
1996:Q1,RemainingTop1,4615863,4801359,624485,181848,1501530,170292,217542,1063950,1041712,185496,140239,11559,33698
1996:Q1,Next9,9936678,10673645,2189690,518437,1632757,2507418,863645,1070187,1891512,736967,584930,92023,60014
1996:Q1,Next40,10185581,12231828,4163428,1063548,766954,2684246,881135,638493,2034023,2046246,1548170,419096,78980
1996:Q1,Bottom50,1010302,2823926,1384948,617537,77804,164127,153707,66644,359160,1813624,1088762,637749,87113
1996:Q2,TopPt1,3373404,3414129,230063,173282,1006648,16382,27286,791119,1169348,40724,17589,2154,20981
1996:Q2,RemainingTop1,4688556,4878293,634616,183341,1533032,178525,226957,1060255,1061567,189738,142586,11943,35209
1996:Q2,Next9,10095922,10862455,2207686,529772,1706260,2548661,870601,1097210,1902265,766534,603037,98732,64765
1996:Q2,Next40,10357821,12449823,4237267,1075611,810177,2704253,910150,649975,2062391,2092002,1579329,431302,81371
1996:Q2,Bottom50,1016840,2843263,1391176,616810,81947,167495,155930,69563,360341,1826423,1089666,652447,84310
1996:Q3,TopPt1,3365601,3409962,235544,169412,1004796,17729,28977,793198,1160306,44361,18494,2513,23354
1996:Q3,RemainingTop1,4714517,4907839,649646,184495,1516659,186687,237693,1055860,1076799,193322,144895,12304,36123
1996:Q3,Next9,10219847,11016347,2241320,540218,1713874,2588951,880466,1122650,1928868,796500,622326,105234,68940
1996:Q3,Next40,10490275,12627359,4282671,1091966,833434,2723542,945316,661165,2089266,2137085,1612025,443007,82053
1996:Q3,Bottom50,1028506,2867239,1398912,619084,83743,170861,158841,72511,363287,1838733,1091621,666789,80323
1996:Q4,TopPt1,3471381,3518724,241785,177137,1062540,19186,33563,811705,1172809,47344,19082,2997,25265
1996:Q4,RemainingTop1,4822823,5020068,673135,183395,1561076,193732,261041,1058998,1088690,197245,147688,12869,36688
1996:Q4,Next9,10504406,11329227,2310608,538552,1803589,2619453,914566,1163427,1979032,824821,636922,113266,74633
1996:Q4,Next40,10657366,12838473,4277893,1106657,881347,2735681,1037893,675642,2123360,2181107,1641043,459366,80698
1996:Q4,Bottom50,1024587,2880538,1385684,622187,88450,173969,169633,75194,365420,1855951,1093896,685379,76676
1997:Q1,TopPt1,3442923,3493586,245457,179534,1071446,20577,34605,836211,1105755,50663,19821,2612,28230
1997:Q1,RemainingTop1,4835821,5036456,689820,183512,1556185,202126,267933,1065052,1071827,200634,149626,12330,38678
1997:Q1,Next9,10635597,11479731,2353976,543790,1825386,2660903,910672,1209620,1975384,844135,651006,111505,81624
1997:Q1,Next40,10756159,12953483,4298188,1124181,908446,2755697,1055301,691362,2120308,2197324,1665093,447043,85188
1997:Q1,Bottom50,1040036,2884123,1376146,626026,90719,177416,169897,77784,366134,1844087,1087904,680686,75497
1997:Q2,TopPt1,3646006,3700384,248939,170687,1280762,21915,37912,850870,1089298,54377,20585,2822,30970
1997:Q2,RemainingTop1,5085594,5290720,702088,184900,1752298,211590,292952,1066793,1080099,205126,152067,12539,40520
1997:Q2,Next9,11132745,12006320,2376471,553996,2122501,2710986,997851,1246582,1997933,873574,667601,116382,89591
1997:Q2,Next40,11095501,13333804,4371847,1133801,1019949,2781902,1165918,705189,2155198,2238303,1695172,454385,88746
1997:Q2,Bottom50,1077736,2933379,1395824,623581,102873,181132,180612,80539,368818,1855644,1089163,691910,74571
1997:Q3,TopPt1,3775852,3832917,254155,163049,1402893,23298,40921,870204,1078397,57065,21703,3061,32301
1997:Q3,RemainingTop1,5259435,5468372,713505,186574,1859958,220722,314391,1070968,1102254,208937,154851,12834,41252
1997:Q3,Next9,11492719,12404487,2403584,566782,2298686,2757851,1063347,1287967,2026269,911768,692648,121730,97390
1997:Q3,Next40,11358838,13646272,4420895,1149062,1094529,2805669,1258066,720054,2197997,2287434,1738424,463300,85710
1997:Q3,Bottom50,1107670,2986483,1421180,624527,110697,184774,189154,83225,372926,1878812,1101655,704880,72277
1997:Q4,TopPt1,3863065,3925285,258501,174352,1433817,24783,42208,909118,1082506,62219,22890,3589,35740
1997:Q4,RemainingTop1,5355130,5567221,741819,185020,1877938,228743,320560,1084661,1128479,212091,155791,13181,43119
1997:Q4,Next9,11728163,12672895,2490385,563118,2350670,2794823,1044627,1347504,2081768,944732,711615,129250,103867
1997:Q4,Next40,11477643,13811166,4442002,1166122,1131479,2822115,1270284,739014,2240149,2333522,1764191,478066,91265
1997:Q4,Bottom50,1097234,2979738,1397581,629349,114095,188155,188756,85613,376189,1882504,1091871,720079,70554
1998:Q1,TopPt1,4107020,4172889,263308,169454,1681139,26021,45871,913860,1073236,65869,24176,3239,38454
1998:Q1,RemainingTop1,5651497,5865871,759853,186148,2107737,240175,347026,1082783,1142148,214374,157118,12606,44650
1998:Q1,Next9,12329769,13302595,2540174,572885,2696449,2860308,1135135,1376031,2121612,972825,734163,127491,111171
1998:Q1,Next40,11878845,14235780,4519011,1181089,1257807,2859188,1389094,751235,2278356,2356935,1796789,466081,94065
1998:Q1,Bottom50,1161694,3034354,1417323,630484,127993,192359,199997,88540,377657,1872660,1089198,714626,68836
1998:Q2,TopPt1,4184739,4254149,270571,168128,1716828,28550,46788,936270,1087014,69410,25052,3682,40676
1998:Q2,RemainingTop1,5777702,5997086,786758,186851,2131959,264117,354975,1089695,1182731,219384,160223,13173,45988
1998:Q2,Next9,12599318,13608651,2616608,580829,2756493,2928761,1139513,1421222,2165225,1009333,755799,135173,118361
1998:Q2,Next40,12098080,14511874,4636467,1198400,1297703,2873688,1412752,767243,2325621,2413794,1837169,482059,94566
1998:Q2,Bottom50,1156314,3058136,1427640,633500,131716,195132,200086,91203,378858,1901822,1101459,733657,66706
1998:Q3,TopPt1,3958269,4031556,283404,144862,1471319,31167,45431,944014,1111359,73287,26062,3998,43227
1998:Q3,RemainingTop1,5586070,5808871,793673,191556,1884439,286212,343821,1090243,1218927,222801,162924,13539,46338
1998:Q3,Next9,12356053,13397645,2624836,609584,2437357,2983222,1035654,1453737,2253255,1041592,778717,141281,121594
1998:Q3,Next40,12079043,14544391,4746551,1216821,1220416,2878588,1333738,780512,2367766,2465349,1877197,493401,94751
1998:Q3,Bottom50,1216245,3137355,1520793,633906,121758,197524,188903,94099,380372,1921110,1111256,748500,61354
1998:Q4,TopPt1,4280686,4350700,298411,158748,1760496,31288,48376,942049,1111332,70014,25264,3917,40833
1998:Q4,RemainingTop1,6037021,6269730,837852,204746,2196966,302544,371813,1109724,1246085,232709,169845,14233,48631
1998:Q4,Next9,13188927,14247338,2760223,596473,2924056,3026717,1198120,1450924,2290825,1058411,792157,141168,125086
1998:Q4,Next40,12490709,15029738,4785840,1229342,1393179,2943204,1485523,790682,2401968,2539029,1926254,513644,99131
1998:Q4,Bottom50,1214048,3177570,1510484,644453,136651,197480,207121,91421,389959,1963522,1135070,768311,60141
1999:Q1,TopPt1,4215771,4281107,307951,149576,1721916,31515,48342,912454,1109353,65336,24208,3248,37880
1999:Q1,RemainingTop1,6096907,6339449,857420,221610,2191245,317326,377231,1116117,1258500,242542,176866,14295,51381
1999:Q1,Next9,13314661,14379716,2808702,602108,2964231,3056021,1240706,1423655,2284294,1065056,801450,134756,128850
1999:Q1,Next40,12642148,15228904,4844661,1238417,1427229,2997485,1516949,795112,2409051,2586756,1970041,516079,100636
1999:Q1,Bottom50,1258025,3245740,1570603,649559,135599,197015,211900,89180,391883,1987715,1155072,774019,58624
1999:Q2,TopPt1,4347559,4409173,318596,154594,1851996,31675,48877,936895,1066540,61614,23174,2945,35495
1999:Q2,RemainingTop1,6336109,6591153,893580,236468,2352104,332806,388502,1148537,1239156,255044,184432,14842,55770
1999:Q2,Next9,13761169,14847055,2910673,599219,3235818,3090691,1315044,1446585,2249024,1085886,813768,132495,139623
1999:Q2,Next40,12921401,15581290,4962709,1253998,1534200,3055870,1578082,810949,2385482,2659889,2020474,531073,108342
1999:Q2,Bottom50,1240364,3275994,1577925,660566,142992,196700,219904,86311,391595,2035630,1181843,790226,63561
1999:Q3,TopPt1,4242775,4300411,330546,144369,1687500,31952,47085,992534,1066425,57636,22695,2835,32106
1999:Q3,RemainingTop1,6292665,6557259,918863,253997,2222015,346690,378928,1196740,1240026,264593,191451,15540,57602
1999:Q3,Next9,13727353,14836505,2974053,611331,3096257,3110535,1275364,1499594,2269371,1109151,835087,131994,142070
1999:Q3,Next40,12999722,15739653,5089923,1270934,1509580,3103523,1531132,834085,2400476,2739931,2080171,551626,108134
1999:Q3,Bottom50,1253935,3336838,1639785,670071,135746,195943,215807,83264,396222,2082903,1211856,809900,61147
1999:Q4,TopPt1,4649718,4705280,346393,148832,2063742,31923,48534,999732,1066124,55562,22772,2917,29873
1999:Q4,RemainingTop1,6816239,7091923,955355,268688,2631697,364429,403302,1221589,1246863,275684,195934,16115,63635
1999:Q4,Next9,14705308,15853847,3072587,608036,3716427,3163671,1429824,1508586,2354716,1148539,857126,132173,159240
1999:Q4,Next40,13488085,16310027,5152962,1285295,1729796,3175832,1659794,846853,2459495,2821942,2128080,574678,119184
1999:Q4,Bottom50,1312237,3431958,1668708,680242,155780,196168,230909,80854,419297,2119721,1220350,827739,71632
2000:Q1,TopPt1,4701968,4755011,357330,145942,2151748,32047,48977,973146,1045821,53043,22909,2433,27701
2000:Q1,RemainingTop1,7017348,7301807,996664,285131,2756371,380200,413421,1229597,1240423,284459,199531,15943,68985
2000:Q1,Next9,15090879,16268251,3177621,616609,3933951,3198686,1496604,1486319,2358461,1177372,876788,125851,174733
2000:Q1,Next40,13894387,16772049,5369160,1306804,1820929,3235033,1713044,851899,2475179,2877662,2168286,579402,129974
2000:Q1,Bottom50,1353203,3482882,1689823,693432,161463,195855,237931,78804,425574,2129679,1218699,830136,80844
2000:Q2,TopPt1,4570693,4619925,376596,146041,1975335,32270,47349,1020840,1021494,49232,22631,2464,24137
2000:Q2,RemainingTop1,6990686,7282318,1048996,300987,2615910,394753,408332,1275316,1238024,291632,205895,16740,68997
2000:Q2,Next9,15079733,16275267,3313852,622385,3774028,3222036,1482870,1534850,2325246,1195534,899782,126216,169536
2000:Q2,Next40,14052519,17009685,5572081,1328284,1790004,3285923,1689135,874439,2469819,2957167,2226673,604731,125763
2000:Q2,Bottom50,1358236,3524626,1728054,707012,153870,195193,236109,76222,428167,2166390,1243115,851620,71655
2000:Q3,TopPt1,4568282,4614346,388359,132677,1905838,32434,46792,1078578,1029668,46064,22445,2770,20849
2000:Q3,RemainingTop1,7075221,7376053,1083969,318723,2580993,410153,410475,1327027,1244713,300831,212079,17825,70927
2000:Q3,Next9,15265901,16491991,3391422,636929,3761839,3252085,1510625,1594163,2344928,1226090,923877,129200,173013
2000:Q3,Next40,14310786,17361935,5783341,1344410,1805395,3342001,1702315,900069,2484403,3051149,2285554,638636,126959
2000:Q3,Bottom50,1385366,3600728,1794252,715436,151577,194730,238323,73720,432690,2215362,1266492,878643,70227
2000:Q4,TopPt1,4353990,4396197,401446,141272,1567988,32721,44056,1095750,1112964,42208,21532,3140,17536
2000:Q4,RemainingTop1,6904718,7213180,1139238,332959,2262185,424109,395792,1358190,1300706,308462,219389,19138,69935
2000:Q4,Next9,15071911,16304231,3533383,633709,3341364,3268275,1446636,1615351,2465513,1232320,938341,133275,160704
2000:Q4,Next40,14379488,17512671,5974696,1364430,1678841,3388252,1631002,916190,2559260,3133182,2336868,676280,120034
2000:Q4,Bottom50,1335444,3588355,1785334,729385,134817,193851,230845,71587,442537,2252911,1289097,909433,54381
2001:Q1,TopPt1,4151866,4188038,423352,142874,1302974,32899,39839,1096161,1149939,36172,20586,2503,13083
2001:Q1,RemainingTop1,6788758,7102122,1217031,348160,2006155,439671,369949,1380635,1340520,313364,226450,19306,67608
2001:Q1,Next9,14940324,16168186,3734089,634514,3005357,3297949,1344706,1620656,2530914,1227862,951049,126840,149973
2001:Q1,Next40,14660788,17839807,6358342,1380960,1572037,3444716,1508989,928236,2646527,3179020,2384469,683291,111260
2001:Q1,Bottom50,1339593,3604940,1804920,740240,121052,193378,216467,69610,459273,2265347,1307072,917784,40491
2001:Q2,TopPt1,4290206,4321403,435713,137115,1417520,29867,40423,1125283,1135482,31198,19378,2035,9785
2001:Q2,RemainingTop1,7019683,7345899,1262143,364293,2161666,425336,380721,1418566,1333174,326216,236856,20117,69243
2001:Q2,Next9,15438014,16687305,3831506,638405,3260948,3366339,1404492,1654272,2531342,1249291,972619,123906,152766
2001:Q2,Next40,15046121,18319320,6549719,1392116,1679161,3521043,1563271,947802,2666208,3273199,2460455,700008,112736
2001:Q2,Bottom50,1337790,3675146,1846282,746866,128612,194454,223736,67553,467643,2337356,1360709,938184,38463
2001:Q3,TopPt1,4029510,4060280,446819,125590,1066883,26954,35992,1139983,1218059,30770,20165,1834,8771
2001:Q3,RemainingTop1,6724711,7065466,1302112,381470,1792806,409215,353044,1448900,1377919,340755,242085,20559,78111
