Date,Category,Assets,Nonfinancial assets,Real estate,Consumer durables,Financial assets,Deposits,Money market fund shares,Debt securities,U.S. government and municipal securities,Corporate and foreign bonds,Loans (Assets),Other loans and advances (Assets),Mortgages,Corporate equities and mutual fund shares,Life insurance reserves,Annuities,DC pension entitlements,DB pension entitlements,Miscellaneous other equity,Miscellaneous assets,Liabilities,Loans (Liabilities),Home mortgages,Consumer credit,Depository institutions loans n.e.c.,Other loans and advances (Liabilities),Deferred and unpaid life insurance premiums,Net worth,Household count,Minimum Income Cutoff,Maximum Income Cutoff
2013:Q1,pct40to60,7401655,2761840,2068199,693641,4639815,717786,102315,204332,131840,72492,45625,37577,8048,660386,137074,175403,336060,1832358,272768,155709,1737940,1735208,1155954,545755,8357,25142,2733,5663715,24335365,,
2013:Q1,pct20to40,4324572,1986270,1508754,477516,2338303,516159,55861,117930,91029,26901,31048,22136,8912,274710,75428,42937,83810,839588,174208,126624,973710,972217,597886,348655,8852,16824,1492,3350863,24333830,,
2013:Q1,pct00to20,2635022,1210811,935611,275199,1424211,301659,31305,62550,48347,14202,65855,59396,6459,261250,38420,3839,41145,198930,358464,60794,658468,657713,275651,287616,64055,30391,755,1976554,24335797,,
2013:Q2,pct99to100,16804661,2991802,2396040,595762,13812859,1596067,356685,1182801,938163,244638,377113,337256,39857,5932806,283521,41683,715237,220572,3032369,74005,824971,819572,589194,47860,19227,163291,5399,15979690,1221654,,
2013:Q2,pct80to99,39550954,10489497,8794668,1694829,29061456,3157617,863180,1492551,1152692,339859,479309,432136,47173,7473026,671555,1065438,3263780,6892328,3358025,344648,5832975,5818757,4594720,973026,33630,217382,14218,33717979,23205406,,
2013:Q2,pct60to80,14060217,4698069,3665054,1033015,9362148,1187226,179811,321737,241476,80260,103334,89934,13401,1335318,213960,478971,923416,3668695,722029,227650,3047889,3043455,2239133,745384,16490,42448,4434,11012328,24422431,,
2013:Q2,pct40to60,7427649,2787336,2101642,685693,4640313,724827,98662,165991,117437,48553,33364,25823,7540,667117,134191,173754,337656,1865496,282325,156931,1719654,1716995,1132360,551506,8515,24614,2659,5707994,24422291,,
2013:Q2,pct20to40,4347288,2004874,1527596,477279,2342413,509701,54072,106738,88905,17833,29773,21771,8002,273279,74479,45067,83812,866411,169909,129173,979059,977554,593302,359279,8432,16541,1505,3368229,24421432,,
2013:Q2,pct00to20,2613649,1224916,954675,270242,1388733,302748,31053,43362,33767,9594,70659,64683,5975,249398,35924,3849,40322,204597,346222,60600,647842,647089,265889,283138,68220,29840,753,1965807,24422673,,
2013:Q3,pct99to100,17465590,3072390,2472036,600355,14393199,1645617,362212,1132964,906759,226205,370149,328915,41234,6293000,294446,38766,746422,204890,3229363,75372,830948,826050,590378,48981,18392,168299,4898,16634642,1225701,696485,2886258180
2013:Q3,pct80to99,40669892,10719701,9013801,1705900,29950191,3175253,885492,1454689,1148123,306566,480117,432769,47348,7852406,684174,1100554,3381867,7098194,3489356,348089,5867631,5853734,4618161,995565,31125,208883,13897,34802261,23284224,101702,696482
2013:Q3,pct60to80,14486887,4820333,3782755,1037578,9666554,1212715,177168,304797,234465,70331,105675,92681,12995,1398830,213544,499986,992569,3780395,749013,231863,3073600,3069263,2246778,768021,15726,38739,4337,11413287,24505165,59893,101700
2013:Q3,pct40to60,7549502,2829449,2146726,682723,4720053,736113,98008,154799,112348,42451,23623,16556,7067,689443,132392,178357,356795,1901386,290126,159011,1711665,1708995,1115672,561997,7599,23727,2670,5837837,24505013,36545,59893
2013:Q3,pct20to40,4409207,2034780,1558739,476041,2374427,504439,54413,105653,90429,15224,31111,23956,7155,277899,73602,48430,87774,893706,165077,132323,987038,985561,590620,371414,6698,16829,1477,3422168,24504697,20404,36545
2013:Q3,pct00to20,2612524,1242872,979007,263865,1369652,303672,31307,38009,30071,7937,72671,67146,5525,242676,34035,4083,38945,210790,332749,60715,639475,638791,257598,284319,66375,30498,684,1973049,24505330,0,20404
2013:Q4,pct99to100,18159335,3162612,2552404,610208,14996723,1680737,362222,1079472,850565,228906,382787,342570,40217,6763146,298030,41547,796483,224447,3290730,77123,846069,840747,594436,57244,20181,168886,5322,17313266,1229476,,
2013:Q4,pct80to99,41846450,10887788,9188288,1699500,30958662,3222997,892761,1399944,1093767,306177,497246,450171,47075,8320157,689938,1137183,3558497,7310385,3573527,356027,6002715,5988389,4612758,1006403,35478,333750,14326,35843735,23357909,,
2013:Q4,pct60to80,14738766,4863728,3823886,1039841,9875038,1201678,182131,286044,215975,70070,107471,94389,13082,1443316,217005,520332,1052432,3886401,740187,238042,3087453,3082981,2235003,788709,18574,40694,4472,11651313,24582710,,
2013:Q4,pct40to60,7646596,2845999,2160566,685433,4800597,746677,99191,154135,112154,41982,24413,17364,7049,694784,133828,185219,377573,1933551,287260,163966,1721054,1718367,1108849,575234,9122,25162,2687,5925542,24582513,,
2013:Q4,pct20to40,4459473,2063885,1587135,476750,2395588,505343,54794,100365,85196,15169,28853,22199,6654,283876,74464,49306,95071,897885,171285,134347,990699,989190,586546,381601,7985,13058,1509,3468774,24582571,,
2013:Q4,pct00to20,2613389,1241104,975503,265601,1372284,297802,30643,29953,21984,7969,72373,66900,5473,250937,36723,4854,38454,213226,334981,62340,635880,635124,257452,281277,69956,26439,756,1977509,24582754,,
2014:Q1,pct99to100,18790009,3243770,2617676,626094,15546239,1749979,357539,1083956,854789,229167,402196,363072,39124,7194534,300602,43801,818265,230561,3287356,77451,860529,854846,600378,62777,21136,170555,5683,17929480,1232990,,
2014:Q1,pct80to99,42704451,11030422,9345469,1684953,31674029,3338686,890640,1399285,1098183,301102,520814,474146,46668,8749772,693556,1149571,3602446,7384671,3587479,357109,5996998,5982298,4595284,998606,36427,351982,14700,36707453,23426617,,
2014:Q1,pct60to80,14858568,4900714,3861975,1038739,9957854,1205108,185697,287986,219332,68654,111177,98069,13108,1482293,219913,529015,1057116,3920718,719161,239670,3064555,3059957,2211519,787097,20148,41194,4598,11794013,24655209,,
2014:Q1,pct40to60,7707054,2880813,2198167,682646,4826241,771957,99563,160376,119600,40776,24547,17578,6969,698697,134892,186187,377000,1937846,270531,164646,1719046,1716339,1101232,581250,9531,24326,2707,5988007,24654935,,
2014:Q1,pct20to40,4474393,2065311,1587184,478127,2409082,511826,54587,99254,84399,14855,25718,19598,6120,289213,75284,49016,97476,897074,176240,133395,986656,985117,582270,382460,7908,12480,1539,3487737,24655213,,
2014:Q1,pct00to20,2612619,1239090,970580,268510,1373529,291770,29819,29988,22105,7884,72541,67160,5381,258559,39222,5421,38594,210421,334798,62396,639967,639143,258784,284626,66611,29121,825,1972652,24655095,,
2014:Q2,pct99to100,19522839,3341667,2705295,636372,16181171,1783251,337044,1095833,840173,255660,397662,359592,38069,7654531,304752,46224,850566,237271,3395896,78142,882168,875925,608876,72414,22508,172126,6243,18640671,1236269,,
2014:Q2,pct80to99,43710554,11195872,9514708,1681164,32514682,3383199,856326,1430912,1083486,347426,521503,475250,46253,9211021,700454,1168640,3696978,7464044,3721666,359940,6006677,5991438,4589396,1011131,38884,352027,15238,37703877,23490793,,
2014:Q2,pct60to80,15050190,4973439,3930754,1042686,10076751,1193812,184154,295850,215898,79953,107369,94240,13129,1527188,223680,540970,1082897,3957661,720700,242469,3073264,3068513,2195129,809483,22517,41384,4752,11976926,24723094,,
2014:Q2,pct40to60,7841916,2961654,2275074,686580,4880261,781826,97115,171406,123746,47661,26936,20033,6903,705047,136526,188789,384625,1943017,278540,166435,1731502,1728786,1099191,596051,10483,23061,2716,6110414,24722715,,
2014:Q2,pct20to40,4509260,2084749,1605096,479653,2424512,512524,52369,99711,82300,17410,24978,19352,5625,295454,76142,49035,101708,896288,183107,133196,997739,996166,579542,395824,8395,12405,1574,3511521,24723083,,
2014:Q2,pct00to20,2623472,1246479,975389,271089,1376994,286023,28519,29072,19989,9083,70208,64910,5299,266936,42058,6053,38519,207791,338958,62856,639777,638874,261750,279100,65120,32904,903,1983696,24722792,,
2014:Q3,pct99to100,19687143,3429692,2777496,652196,16257451,1825742,341083,1103786,845596,258190,411911,374938,36973,7536855,306698,48091,857654,242646,3504560,78425,901806,896022,617425,81294,23525,173778,5784,18785337,1239338,,
2014:Q3,pct80to99,44028008,11380213,9699909,1680305,32647794,3446206,872067,1435205,1089132,346073,540142,494404,45737,9069716,702714,1162056,3674299,7528876,3855714,360800,5921093,5906169,4593313,1027015,39495,246346,14924,38106915,23550881,,
2014:Q3,pct60to80,15082974,5043607,3994029,1049578,10039367,1186609,190630,298897,219460,79437,109167,96062,13106,1473012,226241,540568,1060598,3987021,722659,243963,3088255,3083495,2186938,832468,24186,39903,4760,11994719,24786799,,
2014:Q3,pct40to60,7888814,3016706,2326163,690542,4872108,795702,99059,177585,130594,46992,27605,20805,6800,677232,137353,185127,373716,1945110,286617,167002,1745999,1743215,1099623,613543,10795,19255,2784,6142815,24786288,,
2014:Q3,pct20to40,4525239,2104654,1620521,484133,2420585,514767,53276,99020,81721,17299,22159,17037,5123,288043,76925,47821,101642,894840,189951,132139,1010468,1008886,577428,408040,8094,15325,1581,3514771,24786643,,
2014:Q3,pct00to20,2625081,1254354,977581,276774,1370726,280280,27938,29384,20289,9096,69541,64348,5193,263026,44460,6468,38937,204589,343235,62868,649842,648908,264627,280586,60168,43528,934,1975239,24786286,,
2014:Q4,pct99to100,20215591,3492967,2823910,669057,16722624,1865603,343710,1091112,840503,250609,396799,360835,35964,7857981,311340,50478,882382,249190,3595147,78882,921946,916525,625629,90306,25108,175481,5421,19293644,1242223,,
2014:Q4,pct80to99,44790255,11512037,9840517,1671520,33278218,3504183,885041,1408775,1083953,324822,531073,485797,45276,9387938,710597,1177950,3735369,7604835,3969961,362495,5917230,5902542,4595864,1039778,42233,224668,14688,38873025,23607325,,
2014:Q4,pct60to80,15189573,5079800,4027685,1052115,10109773,1178550,196752,293213,219222,73991,101833,88732,13101,1495507,230272,551068,1072958,4022149,721453,246019,3104678,3099896,2178151,854953,27024,39768,4781,12084896,24846756,,
2014:Q4,pct40to60,7954435,3048416,2358045,690371,4906020,808490,100764,178580,135380,43200,31184,24447,6738,676348,139160,186957,376232,1949326,290877,168102,1759616,1756771,1099470,627982,11894,17425,2845,6194819,24846091,,
2014:Q4,pct20to40,4544635,2112058,1624782,487276,2432578,516627,54008,96509,80436,16072,22569,17884,4685,291274,77782,47672,104612,893663,196422,131440,1021469,1019878,575097,420318,8594,15870,1591,3523166,24846351,,
2014:Q4,pct00to20,2622024,1252196,970774,281421,1369828,274607,27284,28013,19404,8609,66041,60924,5116,268599,47424,7086,39009,201796,346896,63073,650837,649867,267298,276203,57489,48877,970,1971187,24846018,,
2015:Q1,pct99to100,20720681,3578660,2894867,683794,17142021,1960350,330982,1110448,884371,226077,395357,360743,34615,8061862,315655,52695,906388,255061,3674007,79215,933373,927522,629619,94038,26932,176934,5851,19787308,1244950,,
2015:Q1,pct80to99,45536706,11670812,10005602,1665210,33865894,3671033,866569,1403936,1129244,274692,535018,490667,44350,9584208,717774,1185412,3793936,7673177,4071241,363592,5896503,5881388,4582106,1030688,45803,222791,15114,39640204,23660570,,
2015:Q1,pct60to80,15309529,5127909,4072283,1055626,10181620,1193755,197764,297844,236292,61552,98463,85558,12906,1498427,234122,557528,1084422,4053289,718324,247681,3086942,3082026,2160527,851105,30497,39898,4916,12222588,24903399,,
2015:Q1,pct40to60,8046142,3096285,2404346,691939,4949857,844893,99706,183604,148495,35109,33328,26860,6468,668866,140844,186723,378434,1951882,292739,168838,1755137,1752276,1091100,631779,13346,16052,2860,6291006,24902558,,
2015:Q1,pct20to40,4568877,2121143,1631018,490125,2447733,527568,52779,95923,82647,13276,21248,17161,4087,291813,78621,47112,107470,892098,202624,130477,1015503,1013881,570311,418362,9385,15823,1622,3553373,24902671,,
2015:Q1,pct00to20,2621049,1250188,964541,285647,1370861,268824,26204,31446,24065,7381,63610,58710,4899,271709,50334,7635,39097,198694,350165,63144,657038,655996,267274,281130,54725,52866,1043,1964011,24902427,,
2015:Q2,pct99to100,21002550,3686801,2985676,701125,17315749,1992260,321622,1077886,885787,192099,383495,350181,33314,8122063,316871,54910,916651,260219,3790084,79689,953658,947499,637905,102337,28951,178306,6159,20048892,1247544,,
2015:Q2,pct80to99,45954670,11868048,10194058,1673990,34086622,3713535,854959,1346855,1131037,215817,529322,485900,43422,9630277,718438,1192021,3789712,7733583,4212556,365364,5937971,5922533,4600457,1045684,50161,226230,15437,40016699,23711060,,
2015:Q2,pct60to80,15373369,5212910,4144486,1068424,10160459,1182847,199889,285470,238162,47308,91758,79049,12708,1477238,236278,563610,1070610,4080273,722689,249797,3120414,3115381,2164863,875791,34631,40096,5033,12252955,24957161,,
2015:Q2,pct40to60,8130953,3183543,2483412,700132,4947409,854333,99247,180196,154049,26147,36622,30398,6224,653159,141392,186276,370953,1952717,302511,170003,1773878,1770995,1094746,646281,15161,14807,2882,6357075,24956125,,
2015:Q2,pct20to40,4585504,2139757,1642316,497441,2445747,528235,51978,92008,81906,10102,21154,17609,3545,288987,79362,46503,108032,890141,209545,129803,1026692,1025042,568894,430066,10464,15617,1650,3558812,24956061,,
2015:Q2,pct00to20,2624611,1260575,966600,293975,1364036,263323,25211,29737,23838,5899,60168,55467,4701,271736,52621,8183,39412,195271,355005,63371,656341,655231,269746,277572,51446,56467,1110,1968270,24955953,,
2015:Q3,pct99to100,20631688,3773811,3070935,702876,16857878,2018008,335626,1206231,1013937,192294,371999,340159,31839,7455526,315764,56486,890335,263619,3863525,80757,974374,968450,647045,110459,30949,179998,5924,19657314,1250032,,
2015:Q3,pct80to99,45534920,12038038,10357578,1680460,33496882,3744004,891859,1471164,1258778,212386,524148,481937,42211,8911334,714217,1168696,3618585,7775442,4307436,369996,5958268,5942963,4620804,1064881,53906,203372,15305,39576652,23759239,,
2015:Q3,pct60to80,15277721,5294362,4217933,1076429,9983359,1169572,210280,333524,287168,46356,84956,72555,12400,1331722,237163,555249,990384,4097567,719124,253818,3155481,3150409,2170046,901685,38743,39936,5072,12122240,25008475,,
2015:Q3,pct40to60,8154365,3263645,2552529,711116,4890721,861157,103096,208970,183654,25316,39908,34023,5885,593931,141089,178468,338085,1949673,303377,172967,1796565,1793629,1099800,664128,16791,12910,2936,6357800,25007228,,
2015:Q3,pct20to40,4611656,2180408,1682529,497879,2431248,527922,54195,99283,89390,9893,20955,17999,2956,268499,80027,44452,102562,887417,215570,130364,1039145,1037482,567861,442218,11218,16186,1663,3572511,25006984,,
2015:Q3,pct00to20,2624967,1267919,972983,294936,1357048,257885,24783,45326,39482,5844,56633,52193,4439,255722,54442,8474,40226,191109,358191,64255,661638,660486,272781,279695,46037,61973,1152,1963329,25007037,,
2015:Q4,pct99to100,21083995,3837763,3128803,708960,17246232,2091333,339528,1127190,1033093,94097,362153,331605,30549,7792656,318619,59172,921999,269991,3881558,82034,991609,985825,659085,111590,33473,181677,5784,20092385,1252439,,
2015:Q4,pct80to99,46279358,12173542,10490465,1683076,34105816,3868667,907955,1365589,1278420,87169,520846,479677,41169,9249220,718272,1195085,3715431,7847243,4341882,375626,5945162,5929910,4645687,1037903,61845,184475,15252,40334196,23805551,,
2015:Q4,pct60to80,15423800,5355087,4271935,1083152,10068714,1176467,217259,313547,295644,17902,78496,66337,12158,1359730,240207,570956,1017830,4130418,705299,258506,3147903,3142779,2176003,881551,45390,39834,5124,12275897,25057774,,
2015:Q4,pct40to60,8252328,3324016,2604908,719107,4928312,888428,105102,201863,192926,8937,43303,37660,5643,595882,142228,182865,346540,1952626,292914,176561,1800190,1797207,1109111,656752,20247,11097,2983,6452138,25056303,,
2015:Q4,pct20to40,4659055,2211885,1712652,499233,2447170,535523,55116,93463,89762,3701,20701,18219,2481,272614,80809,44774,106748,885707,220365,131352,1032913,1031235,568118,432643,13835,16639,1678,3626142,25055899,,
2015:Q4,pct00to20,2623151,1268638,971541,297097,1354513,252414,24062,43865,41372,2493,53201,48956,4245,261892,57081,9206,40189,188090,359143,65370,668343,667145,277801,279785,42315,67244,1199,1954808,25056119,,
2016:Q1,pct99to100,21446329,3914365,3189210,725155,17531965,2171158,328633,1168929,1082608,86320,376087,346455,29632,7945952,321746,61512,943027,275595,3856420,82904,1004914,998661,664652,115046,35750,183213,6253,20441415,1254790,,
2016:Q1,pct80to99,46857998,12308888,10622647,1686241,34549110,4006184,893548,1404499,1326764,77736,540044,499484,40560,9393816,722873,1204943,3764113,7910810,4328987,379293,5939151,5923443,4647857,1034722,66440,174423,15708,40918847,23850441,,
2016:Q1,pct60to80,15530858,5405085,4312690,1092395,10125774,1186261,219109,331830,316026,15804,79133,67053,12080,1356674,243398,578698,1026145,4158943,683691,261892,3148658,3143394,2170152,882712,50684,39845,5264,12382201,25105490,,
2016:Q1,pct40to60,8330468,3378661,2653903,724758,4951807,918494,104429,216057,208360,7697,44657,39073,5584,587076,143462,183193,347696,1953816,273996,178931,1803301,1800305,1106135,662295,22379,9496,2996,6527167,25103784,,
2016:Q1,pct20to40,4683000,2225121,1720280,504841,2457879,544254,54136,95163,91908,3255,17725,15546,2179,272321,81595,44296,109181,883631,224092,131486,1030338,1028628,564693,432279,14830,16825,1710,3652662,25103268,,
2016:Q1,pct00to20,2620998,1266515,962662,303854,1354482,247008,23005,49797,47551,2246,51727,47550,4177,264027,59783,9798,40302,184733,358266,66035,670709,669435,278592,285178,33795,71870,1274,1950289,25103639,,
2016:Q2,pct99to100,22007486,4021831,3273369,748462,17985655,2184163,306488,1195509,1135536,59973,376142,347264,28878,8213793,327506,64118,966190,310551,3957101,84095,1024104,1017564,672731,122243,38181,184409,6540,20983382,1257113,,
2016:Q2,pct80to99,47636092,12568152,10880767,1687385,35067940,4011737,855461,1428728,1377650,51078,546586,506459,40127,9659821,732967,1226279,3823075,7946260,4452532,384495,5987858,5971847,4671255,1048612,69563,182417,16011,41648234,23894353,,
