Date,Category,Assets,Nonfinancial assets,Real estate,Consumer durables,Financial assets,Deposits,Money market fund shares,Debt securities,U.S. government and municipal securities,Corporate and foreign bonds,Loans (Assets),Other loans and advances (Assets),Mortgages,Corporate equities and mutual fund shares,Life insurance reserves,Annuities,DC pension entitlements,DB pension entitlements,Miscellaneous other equity,Miscellaneous assets,Liabilities,Loans (Liabilities),Home mortgages,Consumer credit,Depository institutions loans n.e.c.,Other loans and advances (Liabilities),Deferred and unpaid life insurance premiums,Net worth,Household count,Minimum Income Cutoff,Maximum Income Cutoff
1998:Q1,pct20to40,2942102,1236785,955908,280877,1705317,398562,55489,80207,51463,28745,15832,7718,8114,253709,47034,17740,60250,558377,183358,34759,405755,404450,239367,155544,1686,7854,1305,2536347,20393472,,
1998:Q1,pct00to20,1361737,650930,511886,139044,710807,176760,20510,32261,16535,15726,20763,19189,1574,81551,19801,1929,14943,201065,123194,18031,177768,177227,83846,89245,815,3322,541,1183969,20383330,,
1998:Q2,pct99to100,7451828,1151641,890810,260832,6300186,353883,248606,706243,476334,229909,283816,268864,14952,2786290,55990,26042,277484,217131,1318998,25704,351150,349558,230726,20000,5224,93607,1592,7100677,1022815,,
1998:Q2,pct80to99,17677994,4909363,3878584,1030779,12768630,1128747,315425,625291,394119,231171,184353,154910,29443,3691497,335615,370940,1365281,2651198,1966434,133850,2383511,2374295,1781710,417646,13971,160967,9216,15294483,19430407,,
1998:Q2,pct60to80,7560829,2747078,2130698,616380,4813751,507650,115534,167957,98585,69372,34574,13374,21200,831116,159164,229369,513142,1754771,421518,78956,1474592,1470248,1028184,391526,6102,44436,4344,6086237,20447801,,
1998:Q2,pct40to60,4368086,1776306,1342204,434101,2591780,399312,47999,88699,65334,23365,59165,46786,12378,383446,84940,76555,202537,904856,292317,51954,812402,810131,511450,287491,3162,8028,2271,3555684,20455118,,
1998:Q2,pct20to40,2987630,1256700,972042,284658,1730931,403035,56857,86610,53710,32899,16845,8509,8336,259888,46833,18526,58162,561864,187780,34531,412594,411310,242844,160743,1459,6264,1283,2575037,20453527,,
1998:Q2,pct00to20,1382468,664665,523707,140958,717803,179964,21501,38594,20590,18005,23329,22095,1234,82473,19977,1732,14344,200429,117510,17949,179494,178951,84788,90338,611,3214,544,1202973,20442481,,
1998:Q3,pct99to100,7153850,1164423,918275,246148,5989427,349246,273298,751709,522798,228911,306282,292510,13772,2395894,51015,25771,249816,227018,1333648,25731,359967,358770,235529,20860,5691,96691,1198,6793883,1025701,355533,2159390494
1998:Q3,pct80to99,17376455,4973536,3918928,1054607,12402919,1130768,344646,630716,411125,219591,195006,166550,28456,3293513,341545,359488,1265446,2701399,2004824,135568,2421001,2411839,1815033,425262,15761,155782,9162,14955454,19486773,68213,355297
1998:Q3,pct60to80,7572473,2819300,2195969,623331,4753173,505534,124465,181299,113730,67569,36077,14863,21214,762408,160160,230466,472042,1777822,423295,79607,1509996,1505691,1049103,403787,6794,46006,4305,6062477,20507126,42569,68213
1998:Q3,pct40to60,4393274,1837896,1389137,448759,2555378,396344,50803,92330,73609,18721,57673,45285,12388,359000,85878,73588,184754,906011,296511,52485,831819,829512,524063,294776,3241,7432,2307,3561455,20514550,26353,42569
1998:Q3,pct20to40,3022434,1288523,1003410,285112,1733912,407798,60136,90344,57672,32672,16013,7406,8606,250824,46564,18322,51774,565075,192354,34708,418684,417434,246383,164405,1635,5011,1250,2603750,20513285,13867,26353
1998:Q3,pct00to20,1401050,682308,543537,138771,718741,183155,22314,47578,29053,18525,27101,26188,912,73724,19711,1379,14699,199386,111613,18081,182671,182143,86045,91628,636,3834,528,1218379,20501383,0,13854
1998:Q4,pct99to100,7760185,1217333,952027,265306,6542852,374654,295172,726969,510671,216298,301286,286600,14685,2874008,57606,26006,291207,226889,1342836,26219,370648,370001,241399,24620,6561,97421,647,7389537,1028553,,
1998:Q4,pct80to99,18509135,5115834,4055859,1059975,13393301,1179783,377053,599934,416698,183236,194598,164949,29649,3901981,350971,388410,1435238,2793025,2035746,136564,2488536,2479954,1866471,436778,17932,158772,8583,16020599,19542744,,
1998:Q4,pct60to80,7829884,2854838,2226799,628040,4975045,524956,125868,173256,117190,56066,35739,14939,20800,873663,167745,236755,547759,1788623,420813,79867,1533921,1529641,1065563,413109,7693,43276,4280,6295963,20566169,,
1998:Q4,pct40to60,4518503,1856610,1412852,443759,2661892,410500,53452,84970,69871,15100,59636,47658,11977,406240,89709,78831,213808,925898,286981,51869,851945,849582,536311,301631,3854,7786,2363,3666558,20573430,,
1998:Q4,pct20to40,3053560,1299362,1005951,293411,1754197,408251,60323,81668,53848,27820,17397,8795,8601,265121,48116,19276,59567,567635,192377,34467,431468,430221,250905,171514,2155,5647,1247,2622092,20572710,,
1998:Q4,pct00to20,1405077,682593,539321,143272,722484,183783,21724,43722,28018,15703,24058,22849,1210,90212,20580,1575,12523,199163,107434,17708,187167,186671,87941,93620,1131,3979,496,1217910,20560016,,
1999:Q1,pct99to100,7714885,1242365,972522,269842,6472520,371745,316710,687013,469255,217758,297216,281616,15600,2834776,60031,25660,304140,225454,1323090,26687,378313,377031,246181,26311,6338,98202,1283,7336572,1031393,,
1999:Q1,pct80to99,18803649,5200156,4127896,1072260,13603493,1168447,408726,616091,406937,209153,194891,164043,30848,3947037,351646,400351,1471541,2870424,2036885,137454,2538693,2529678,1912756,436052,16452,164418,9015,16264956,19598610,,
1999:Q1,pct60to80,7911825,2904028,2270496,633532,5007798,529503,127556,172923,109479,63444,35707,15275,20432,884898,173079,234184,564460,1792114,413316,80058,1539531,1535092,1078670,408753,7096,40574,4439,6372295,20625230,,
1999:Q1,pct40to60,4581109,1896038,1450167,445871,2685072,410198,56121,84399,62124,22275,61395,49764,11632,416302,92024,80083,219838,943048,270478,51184,862066,859709,546165,301717,3617,8211,2356,3719044,20632081,,
1999:Q1,pct20to40,3071342,1324035,1026810,297225,1747307,400948,60663,77398,48246,29152,18636,9984,8652,261853,49551,19404,62232,569841,192602,34179,436449,435169,254732,172125,2094,6218,1280,2634893,20632090,,
1999:Q1,pct00to20,1394511,683985,541446,142539,710526,183024,21232,37491,21924,15566,21254,19722,1532,95107,20596,1643,11592,198480,102797,17309,192353,191832,89133,97441,1274,3984,520,1202158,20618685,,
1999:Q2,pct99to100,7992339,1283405,999941,283463,6708934,365854,313130,647945,438430,209515,294956,278472,16484,3063771,64167,25579,323228,224486,1358608,27209,388597,387266,251768,29412,6714,99372,1331,7603742,1034251,,
1999:Q2,pct80to99,19484257,5360817,4276537,1084280,14123440,1150744,398003,592977,398247,194730,196613,164603,32010,4284297,355879,420589,1538420,2953480,2093831,138606,2625510,2616565,1966409,444179,16902,189075,8946,16858747,19654746,,
1999:Q2,pct60to80,8070370,2960943,2320018,640925,5109426,532467,124865,163529,104827,58701,36164,16142,20022,948482,179372,235763,594317,1798311,415737,80422,1560884,1556376,1096853,414051,7289,38183,4507,6509486,20684694,,
1999:Q2,pct40to60,4659657,1919035,1473430,445604,2740622,408363,56133,78281,56309,21972,62706,51512,11194,445907,94973,83259,231026,961300,268015,50659,880446,878065,558645,306439,3844,9137,2380,3779211,20690921,,
1999:Q2,pct20to40,3096560,1351531,1046846,304685,1745029,392829,58352,70424,43740,26685,19462,10856,8606,268258,51044,19928,66016,572201,192514,34001,446382,445087,259253,177159,2366,6309,1295,2650178,20691797,,
1999:Q2,pct00to20,1399803,692598,546711,145887,707205,182117,20944,32023,18106,13917,18665,16872,1793,105940,20958,1773,10508,197964,99342,16969,196245,195728,90762,100341,1641,2984,517,1203558,20677777,,
1999:Q3,pct99to100,7857690,1319553,1032132,287421,6538137,372829,326480,623934,420912,203021,303068,285688,17380,2825466,64426,24734,317839,222146,1429129,28086,400768,399408,259882,33399,5967,100160,1360,7456922,1037154,,
1999:Q3,pct80to99,19574882,5498096,4393807,1104289,14076786,1160373,415890,582739,394800,187939,207088,173896,33192,4102244,351970,416940,1489607,3021793,2186678,141462,2700715,2691856,2028341,455482,14066,193967,8859,16874167,19711525,,
1999:Q3,pct60to80,8102189,3029113,2378262,650851,5073076,542301,125413,160506,104193,56313,39822,20151,19671,918855,183574,225353,573769,1796833,424734,81915,1587704,1583131,1118509,423021,6126,35474,4573,6514485,20744943,,
1999:Q3,pct40to60,4715876,1964158,1512387,451771,2751718,413116,57958,75396,52599,22797,62784,51934,10850,440056,96515,80885,222545,976721,274550,51192,903835,901429,575408,313231,3247,9543,2406,3812041,20750371,,
1999:Q3,pct20to40,3117104,1390017,1080115,309902,1727086,388121,58009,65511,40450,25061,18900,10256,8644,258242,52430,19313,65330,574188,192484,34557,459722,458412,265052,184437,2021,6902,1310,2657382,20752201,,
1999:Q3,pct00to20,1400586,702935,556467,146468,697651,181831,20589,29165,16478,12687,17029,14932,2097,105730,20527,1723,10278,196962,96802,17015,201471,200958,94067,102325,1534,3032,512,1199115,20737676,,
1999:Q4,pct99to100,8630192,1363118,1062438,300680,7267074,392116,359997,585598,437243,148355,323708,305452,18256,3449308,76345,25461,350403,222825,1448581,32732,416517,414764,268478,38517,5855,101914,1753,8213675,1040131,,
1999:Q4,pct80to99,20871812,5626012,4510730,1115282,15245801,1196037,467361,503303,411752,91550,227979,193628,34351,4879082,372462,463559,1622565,3123890,2227063,162500,2801031,2791950,2074483,466103,13199,238165,9081,18070781,19769322,,
1999:Q4,pct60to80,8418427,3079524,2421938,657587,5338902,558736,129977,142433,115257,27176,47111,27810,19301,1062053,194172,239828,631991,1812456,424671,95474,1601235,1596540,1125262,431988,5773,33517,4695,6817192,20806359,,
1999:Q4,pct40to60,4874410,1997234,1546117,451116,2877177,424154,62021,61822,53493,8328,61475,51018,10457,500107,102325,90142,244836,998708,268516,63071,925660,923248,588063,321066,3129,10989,2412,3948750,20810849,,
1999:Q4,pct20to40,3165185,1409401,1092414,316986,1755784,386552,60039,53637,39563,14074,16651,8023,8629,279310,54177,21076,71579,577099,192703,42960,473417,472081,269978,193571,2022,6510,1335,2691769,20813673,,
1999:Q4,pct00to20,1428495,711809,562367,149442,716686,182109,20217,27172,19691,7482,16390,14026,2364,125840,22473,2054,8871,197044,93304,21213,203588,203063,97997,102377,1670,1019,525,1224907,20798770,,
2000:Q1,pct99to100,8827284,1415469,1106147,309322,7411815,403510,383466,522823,397972,124851,325623,306605,19018,3615853,80109,25405,366737,221832,1432917,33541,429389,427996,276537,41745,6207,103507,1392,8397895,1043210,,
2000:Q1,pct80to99,21549267,5845370,4709146,1136224,15703897,1214860,501869,463166,392050,71116,232593,197238,35355,5147289,375853,485683,1678801,3207941,2230831,165010,2873449,2864786,2111499,463351,13562,276373,8663,18675818,19828511,,
2000:Q1,pct60to80,8589069,3163601,2494464,669137,5425468,571031,132803,126614,105694,20920,48306,29572,18734,1113888,200350,242005,656793,1818709,418237,96732,1592998,1588295,1124636,426255,5934,31470,4703,6996071,20869326,,
2000:Q1,pct40to60,4950378,2025478,1568846,456632,2924900,431163,65019,53875,47262,6613,62028,52336,9692,525373,105168,93706,254087,1017239,253875,63366,937962,935503,597689,322215,3326,12274,2459,4012416,20872775,,
2000:Q1,pct20to40,3219852,1460763,1136471,324292,1759089,382824,61020,46284,35291,10993,16634,8393,8241,284242,55689,21672,74861,579566,192944,43353,480394,479055,274162,196372,2261,6260,1339,2739458,20876583,,
2000:Q1,pct00to20,1439593,727835,575523,152311,711759,182004,19930,20712,14966,5745,14214,11809,2405,135129,22752,2199,8029,196534,89088,21170,208023,207521,101689,103827,2004,0,502,1231571,20861443,,
2000:Q2,pct99to100,8664905,1482000,1162127,319873,7182905,404940,377014,502633,373243,129390,315209,295450,19759,3359300,80506,24852,365413,219749,1498790,34498,443218,441724,285266,46873,5714,103870,1494,8221687,1046419,,
2000:Q2,pct80to99,21696012,6085858,4930099,1155759,15610155,1212575,486660,461635,379443,82192,226643,190313,36331,4939751,372175,491238,1651681,3280553,2319017,168226,2926600,2917963,2170819,476506,11829,258810,8637,18769412,19889466,,
2000:Q2,pct60to80,8647892,3258134,2577839,680295,5389758,578112,129956,125072,101011,24061,45760,27584,18175,1080210,204724,236074,645510,1818885,427001,98456,1618304,1613523,1142598,437371,5216,28338,4781,7029587,20934225,,
2000:Q2,pct40to60,5011297,2072336,1611348,460987,2938961,433128,64705,52580,43156,9425,63807,54872,8935,517779,106795,93428,249266,1033594,259786,64092,962034,959552,614012,330482,2965,12093,2482,4049263,20936567,,
2000:Q2,pct20to40,3245820,1501418,1169355,332063,1744402,376521,58675,43869,32144,11725,18194,10342,7852,274506,57112,21487,74891,581755,193348,44044,496585,495229,279962,205768,2061,7438,1356,2749234,20941303,,
2000:Q2,pct00to20,1445487,744542,588810,155732,700944,181466,19735,18383,12577,5806,11230,8792,2438,134048,22340,2216,7737,195638,86866,21285,213212,212711,105438,104770,1942,560,501,1232274,20926082,,
2000:Q3,pct99to100,8716172,1529400,1207665,321736,7186771,406795,395090,483084,354661,128423,321306,300826,20480,3273368,82889,24645,371965,218257,1573876,35496,458672,457246,294350,53319,4737,104840,1426,8257499,1049787,,
2000:Q3,pct80to99,22105439,6279952,5103611,1176341,15825486,1211153,512098,456531,369782,86749,234517,197238,37279,4918518,372638,508454,1662618,3360173,2417164,171622,3010433,3001966,2230244,494835,9198,267689,8467,19095006,19952561,,
2000:Q3,pct60to80,8772868,3347134,2657012,690122,5425734,585474,131949,123410,98134,25276,48084,30459,17625,1079716,210222,235754,650640,1822467,437721,100296,1648967,1644132,1159986,454333,4102,25711,4835,7123901,21001441,,
2000:Q3,pct40to60,5101525,2121220,1653173,468047,2980305,435325,67130,51173,39986,11187,63879,55694,8185,522569,109163,95834,250863,1051360,268088,64920,989698,987184,630575,341655,2345,12609,2514,4111827,21002644,,
2000:Q3,pct20to40,3291322,1552516,1216009,336507,1738807,370308,59164,41281,29559,11722,17614,10155,7459,270647,58607,21847,76359,584183,193990,44807,515282,513913,285870,218453,1646,7944,1368,2776041,21008204,,
2000:Q3,pct00to20,1456013,759297,603874,155422,696717,180957,19516,16627,11079,5548,9513,7051,2462,136814,22331,2323,7229,194962,85008,21436,216445,215953,109420,104478,1644,410,492,1239569,20993072,,
2000:Q4,pct99to100,8381644,1587633,1249856,337777,6794011,428945,425717,518678,380894,137783,346458,325272,21186,2751915,83008,23792,359466,215465,1604478,36090,472798,470966,300814,60045,5693,104414,1832,7908846,1053341,,
2000:Q4,pct80to99,22001343,6525677,5335074,1190603,15475666,1252411,558083,499230,395197,104032,258238,220031,38207,4383748,368340,503380,1584069,3426281,2468828,173060,3042779,3034081,2283771,516332,10869,223109,8698,18958564,20018170,,
2000:Q4,pct60to80,8763710,3425482,2726073,699409,5338228,603697,136494,141754,111509,30245,55891,38799,17092,983903,214525,224800,617272,1818802,440256,100833,1681528,1676565,1175309,474528,4827,21901,4962,7082182,21071355,,
2000:Q4,pct40to60,5105223,2140285,1671875,468410,2964938,447827,70991,57254,42188,15066,62293,54837,7456,488803,110719,93124,237464,1066559,265388,64516,1014232,1011711,643218,353888,2889,11717,2521,4090991,21071427,,
2000:Q4,pct20to40,3303278,1584877,1239515,345362,1718401,369066,61118,42799,29681,13119,14746,7667,7080,249588,60049,21170,74286,586279,194582,44718,536055,534660,290545,232158,2151,9806,1395,2767222,21077655,,
2000:Q4,pct00to20,1458524,771898,611704,160194,686626,181312,19316,20651,14771,5881,9165,6679,2487,127690,21856,2259,7250,193823,82169,21136,221690,221185,111570,104317,2237,3062,505,1236834,21062801,,
2001:Q1,pct99to100,8083842,1678234,1328891,349343,6405608,472543,470866,472699,312271,160428,336737,314706,22030,2340970,86134,23048,333514,213885,1618252,36961,479359,477931,306894,62877,3591,104568,1429,7604483,1057111,,
2001:Q1,pct80to99,22063844,6905372,5700637,1204735,15158472,1338337,627809,486198,341941,144257,252602,213265,39336,3953372,370321,501785,1443390,3506202,2502648,175809,3060860,3052615,2333073,517313,6288,195942,8244,19002984,20086668,,
2001:Q1,pct60to80,8790559,3566213,2858606,707607,5224346,633158,143939,131404,89439,41965,53596,36802,16794,904678,220517,215607,557454,1822060,439697,102237,1685039,1680073,1187117,471672,2849,18435,4967,7105520,21144350,,
2001:Q1,pct40to60,5139924,2184991,1715163,469829,2954933,471022,76509,56768,33501,23267,64327,57199,7128,459867,113392,91234,213790,1084512,258595,64917,1025173,1022601,654246,355378,1681,11295,2572,4114751,21143333,,
2001:Q1,pct20to40,3356625,1649226,1296875,352351,1707399,372710,64731,41284,24539,16745,16603,9509,7094,230993,61598,20661,69671,588822,195140,45186,543354,541956,294813,234650,1235,11259,1398,2813271,21150028,,
2001:Q1,pct00to20,1468836,800446,637563,162883,668389,182416,19123,14925,7883,7042,6683,3938,2744,120215,21991,2222,7575,193132,78980,21129,227980,227499,113482,107835,1359,4823,480,1240856,21135652,,
2001:Q2,pct99to100,8388268,1733467,1377309,356158,6654802,480998,472170,437972,277969,160003,337978,315117,22861,2551209,92881,22859,349791,206850,1663544,38550,490179,488881,315155,65847,2342,105536,1298,7898090,1061125,,
2001:Q2,pct80to99,22795196,7098389,5881189,1217201,15696806,1350458,625165,462405,313546,148859,256066,215619,40447,4271398,379860,519405,1501969,3578381,2569699,181999,3159437,3151415,2415767,527877,3849,203923,8022,19635759,20158428,,
2001:Q2,pct60to80,9012663,3648097,2934351,713746,5364567,644282,142905,123179,79998,43181,54440,37957,16483,967207,228535,215426,582982,1854492,445200,105920,1725794,1720780,1224746,478558,1767,15710,5013,7286869,21220810,,
2001:Q2,pct40to60,5258860,2224088,1752498,471590,3034772,476601,77094,54120,29054,25065,65311,58545,6766,489643,117406,93708,223380,1110379,259682,67448,1051805,1049196,676229,360125,1048,11794,2609,4207055,21218781,,
2001:Q2,pct20to40,3409944,1689495,1332457,357037,1720449,367869,63438,38201,21460,16740,17073,10003,7071,239393,63273,21035,72906,594152,195981,47129,555204,553794,301781,239432,777,11804,1409,2854740,21225693,,
2001:Q2,pct00to20,1482766,810624,647561,163063,672143,182181,19002,12198,5426,6772,4991,2015,2976,130387,22861,2331,6853,192786,76655,21899,234842,234373,116340,112410,897,4726,468,1247925,21212013,,
2001:Q3,pct99to100,7993788,1783104,1423861,359243,6210684,495348,495655,483732,329679,154053,382701,359006,23695,1988061,89676,22205,321399,198377,1693128,40401,513133,511441,328591,71077,3814,107959,1692,7480655,1065411,514258,2097869551
2001:Q3,pct80to99,22406656,7259248,6026612,1232636,15147408,1374773,658881,508046,364502,143545,295802,254238,41564,3621774,368546,520556,1352569,3636944,2620091,189426,3305805,3297563,2488663,534594,6207,268098,8242,19100851,20233825,82281,514258
2001:Q3,pct60to80,8996614,3741339,3020559,720780,5255276,658561,146243,143069,101577,41492,67721,51536,16184,843162,231174,207586,519793,1879749,447800,110418,1752381,1747239,1247536,482584,2830,14288,5143,7244233,21301116,51426,82281
2001:Q3,pct40to60,5276209,2279199,1803416,475784,2997010,485135,80196,58930,34018,24911,62883,56469,6414,439710,117809,92450,198461,1133789,256914,70734,1083653,1081034,699762,365733,1772,13767,2618,4192556,21298192,30855,51426
2001:Q3,pct20to40,3421437,1730112,1369300,360813,1691325,364329,64659,39128,23317,15811,12503,5448,7055,212083,64666,20654,67752,599167,196789,49595,570721,569284,309885,247096,1398,10905,1437,2850717,21305022,16816,30855
2001:Q3,pct00to20,1482269,821656,659552,162104,660614,182160,18876,16755,10571,6184,6140,2932,3209,116618,21695,2315,7167,191950,73994,22945,240183,239702,123115,113266,1645,1676,481,1242086,21292270,0,16816
2001:Q4,pct99to100,8461024,1870749,1495648,375101,6590275,509333,500679,453357,298902,154454,355955,331943,24012,2388194,102115,22741,335753,200113,1680191,41843,510493,508831,333744,68491,891,105706,1662,7950531,1069984,,
2001:Q4,pct80to99,23062146,7424233,6184308,1239926,15637912,1404460,708747,471516,327223,144293,276504,234897,41606,4014752,384141,523799,1448404,3656818,2557220,191552,3316540,3308320,2536136,561864,1293,209027,8221,19745605,20313081,,
2001:Q4,pct60to80,9310455,3808631,3073224,735407,5501824,688351,155721,129180,87017,42163,64956,48750,16206,924087,230636,220095,545483,1970269,461043,112005,1814330,1809287,1287312,508510,636,12830,5043,7496125,21385491,,
2001:Q4,pct40to60,5390640,2321885,1835603,486282,3068755,482657,87456,55411,30658,24753,65510,58335,7175,478443,118475,94327,206244,1156092,252255,71884,1111038,1108429,714646,379702,333,13748,2608,4279602,21381815,,
2001:Q4,pct20to40,3475652,1751270,1390348,360921,1724382,375917,65715,35733,20707,15026,16140,8840,7300,224414,63850,21005,68792,598571,204129,50117,589467,588062,319971,255905,249,11937,1405,2886184,21388235,,
2001:Q4,pct00to20,1514583,837983,671320,166663,676600,181560,19957,11961,5976,5985,5859,2750,3109,127641,25100,2427,7426,186581,84463,23625,243689,243164,119978,117355,284,5546,525,1270894,21376645,,
2002:Q1,pct99to100,8643958,1958971,1567436,391535,6684987,526658,472490,441170,292300,148870,344598,320216,24382,2467460,113656,22845,347288,199990,1705535,43296,524411,522543,352335,65053,262,104893,1869,8119547,1074810,,
2002:Q1,pct80to99,23269828,7588386,6349124,1239262,15681442,1441207,702333,448532,312914,135619,270280,228561,41719,3993428,397763,511479,1531144,3656974,2534639,193663,3357162,3348762,2583593,558093,359,206717,8400,19912666,20395814,,
2002:Q1,pct60to80,9546165,3887484,3142011,745473,5658682,719881,158331,122067,82056,40011,66934,50643,16291,924388,229562,225515,565507,2051191,481724,113583,1831110,1826131,1310932,502316,185,12697,4979,7715055,21473516,,
2002:Q1,pct40to60,5484314,2381309,1888674,492635,3103005,482051,90643,52765,29914,22850,67074,59022,8052,482375,118788,92698,211812,1174803,256978,73019,1141170,1138584,740717,382525,86,15256,2586,4343144,21469226,,
2002:Q1,pct20to40,3494272,1758106,1398560,359546,1736166,388325,63034,32899,19462,13437,18143,10487,7657,220858,63004,20648,69286,597463,211879,50626,603893,602511,334542,256412,63,11494,1381,2890379,21474954,,
2002:Q1,pct00to20,1537871,851860,682016,169844,686011,181183,21013,9517,4035,5481,6711,3636,3075,128277,28326,2423,7752,180498,96009,24303,252908,252327,126691,119116,68,6451,581,1284963,21464710,,
2002:Q2,pct99to100,8491521,2050884,1642067,408817,6440637,522748,438652,480939,303371,177568,322904,298196,24708,2227189,121930,22870,319681,199261,1739190,45275,537788,535941,371588,63370,-2829,103812,1846,7953734,1079841,,
2002:Q2,pct80to99,22899487,7743075,6500770,1242305,15156412,1433723,684784,499537,315121,184416,255434,213668,41766,3582782,404453,496209,1430039,3650762,2520454,198236,3407152,3398765,2648807,568339,-3602,185221,8387,19492335,20481491,,
2002:Q2,pct60to80,9628768,3960675,3202794,757881,5668092,739890,159305,138264,83280,54985,66018,49707,16311,849426,226654,229600,508425,2129597,504117,116795,1874982,1870102,1348663,511269,-1961,12132,4880,7753786,21564609,,
2002:Q2,pct40to60,5530829,2452793,1952146,500647,3078035,471157,92798,62802,31051,31751,69606,60790,8816,453934,117880,90405,187556,1192512,263701,75685,1181973,1179397,772079,391753,-782,16348,2576,4348856,21559831,,
2002:Q2,pct20to40,3483546,1754525,1395253,359273,1729021,395716,59678,36057,19170,16887,21400,13503,7897,203256,62054,20157,62530,596204,219778,52190,625716,624366,350354,262995,-552,11568,1350,2857831,21564653,,
2002:Q2,pct00to20,1551833,863665,689599,174066,688168,180137,21981,10279,3427,6852,6856,3887,2969,119205,30892,2396,8877,174142,107861,25543,261971,261345,133549,119918,-561,8440,626,1289862,21555876,,
2002:Q3,pct99to100,8137195,2138174,1723301,414873,5999021,544147,412892,486516,290750,195766,314766,289678,25088,1768951,127763,22945,288939,198513,1786496,47096,550182,547936,388295,60167,-3464,102939,2246,7587013,1085030,,
2002:Q3,pct80to99,22259910,7859071,6604217,1254854,14400839,1479174,678947,517061,296901,220160,252321,210437,41884,2904810,405943,482611,1313195,3644436,2520356,201986,3479425,3470697,2724272,580102,-4251,170573,8729,18780485,20569577,,
2002:Q3,pct60to80,9674630,4046757,3273452,773304,5627873,773580,161521,143166,76994,66172,69578,53181,16397,719653,222358,234537,446020,2208760,529238,119462,1933440,1928595,1398293,520968,-2394,11729,4845,7741189,21658191,,
2002:Q3,pct40to60,5578316,2542780,2026602,516178,3035536,472946,95610,67927,29681,38246,71084,61378,9706,400012,116052,88497,161408,1210422,273745,77834,1223294,1220751,804067,399865,-863,17681,2544,4355021,21653038,,
2002:Q3,pct20to40,3487545,1773925,1417445,356480,1713620,409171,57204,36758,17794,18964,23178,14921,8257,175055,61025,19743,55263,594963,227866,53393,645272,643941,365992,267096,-605,11458,1331,2842274,21656804,,
2002:Q3,pct00to20,1562005,879087,703991,175095,682918,180088,22896,9222,1511,7711,8106,5174,2932,102835,32966,2382,9949,167725,120152,26596,271880,271188,138241,123410,-569,10107,692,1290125,21649552,,
2002:Q4,pct99to100,8390048,2219911,1797919,421992,6170137,549486,419218,497350,273150,224201,302477,277010,25467,1959718,134326,23840,298882,199325,1735943,49572,562550,560271,405831,57937,-5690,102193,2279,7827498,1090330,,
2002:Q4,pct80to99,22599251,7980603,6718935,1261668,14618648,1491161,726049,561852,275024,286828,245948,203954,41995,3021560,408859,496869,1387086,3654826,2415618,208819,3566394,3557631,2800633,595133,-6679,168544,8763,19032857,20659539,,
2002:Q4,pct60to80,9969806,4131593,3345969,785624,5838213,798374,170622,156487,69724,86763,72285,55809,16475,748884,218397,253203,462642,2297193,535948,124179,1994421,1989668,1447514,534445,-3896,11604,4754,7975384,21753681,,
2002:Q4,pct40to60,5705649,2620359,2091754,528605,3085290,466984,102459,78585,27803,50781,73058,62469,10588,417763,114457,92968,165720,1231730,259659,81907,1267566,1265035,836879,410045,-1253,19364,2531,4438084,21748253,,
2002:Q4,pct20to40,3535847,1794835,1441976,352859,1741012,418751,58391,39568,16267,23302,25559,16955,8604,177194,60010,20614,55529,594229,235242,55924,666961,665660,381968,273561,-850,10981,1301,2868887,21750880,,
2002:Q4,pct00to20,1592488,894683,719246,175436,697806,179516,23955,9383,0,9383,9178,6293,2885,107365,35196,2586,10328,161839,130101,28357,280483,279742,143488,125886,-730,11097,741,1312006,21745147,,
2003:Q1,pct99to100,8453473,2306370,1866541,439830,6147103,584220,388177,479726,263699,216027,302243,276464,25779,1887995,143740,24371,297267,197733,1790216,51415,573110,570110,421593,52653,-5611,101475,3000,7880363,1095692,,
2003:Q1,pct80to99,22599789,8141463,6885667,1255796,14458326,1564686,708396,522668,260929,261739,250248,208233,42015,2815793,417621,498327,1406323,3639666,2422042,212556,3644417,3635043,2866408,593555,-6448,181528,9374,18955373,20750844,,
2003:Q1,pct60to80,10164182,4214036,3421035,793002,5950145,839709,171022,145051,65360,79691,79233,62769,16464,713293,215920,265930,456926,2373537,562683,126842,2031922,2027158,1489690,529513,-3848,11803,4764,8132260,21850499,,
2003:Q1,pct40to60,5777993,2672810,2140647,532162,3105184,475556,104078,72300,26794,45505,73438,62133,11304,406139,113863,94553,161469,1248366,271377,84046,1299374,1296894,865216,411417,-1146,21407,2480,4478619,21844882,,
2003:Q1,pct20to40,3543688,1797089,1446321,350768,1746599,435638,55274,35608,15197,20411,26145,17360,8786,166897,59071,20903,53686,592730,243534,57114,678194,676903,396738,270891,-782,10057,1291,2865494,21846355,,
2003:Q1,pct00to20,1615726,909086,731061,178026,706640,180108,24752,8448,0,8448,11212,8474,2738,103357,38013,2694,10887,154986,142770,29413,290143,289321,147597,131093,-606,11237,823,1325582,21842072,,
2003:Q2,pct99to100,9149836,2395320,1942448,452872,6754516,596698,363292,452638,240479,212160,343937,317788,26149,2384694,156890,25309,326244,197328,1854335,53149,593376,590163,443798,49630,-4898,101634,3213,8556460,1101070,,
2003:Q2,pct80to99,23428849,8288272,7029559,1258713,15140577,1591822,699590,485176,235417,249759,291219,249109,42110,3262437,434068,513592,1571163,3637243,2438547,215720,3847482,3837923,2968828,604807,-5547,269836,9559,19581367,20842957,,
