Date,Category,Assets,Nonfinancial assets,Real estate,Consumer durables,Financial assets,Deposits,Money market fund shares,Debt securities,U.S. government and municipal securities,Corporate and foreign bonds,Loans (Assets),Other loans and advances (Assets),Mortgages,Corporate equities and mutual fund shares,Life insurance reserves,Annuities,DC pension entitlements,DB pension entitlements,Miscellaneous other equity,Miscellaneous assets,Liabilities,Loans (Liabilities),Home mortgages,Consumer credit,Depository institutions loans n.e.c.,Other loans and advances (Liabilities),Deferred and unpaid life insurance premiums,Net worth,Household count
1990:Q3,SomeCollege,4739510,1926065,1494659,431406,2813445,588193,57791,221502,184201,37301,59875,33884,25991,296435,74711,73726,99756,734769,554977,51710,778669,775597,565456,188957,326,20858,3072,3960841,19348854
1990:Q3,HS,4814707,1966318,1498857,467460,2848390,664239,61972,123770,113225,10545,72326,48522,23804,217082,79433,88504,100381,878323,505263,57096,719659,716392,481650,216454,296,17992,3267,4095048,28748446
1990:Q3,NoHS,2355752,998265,802828,195437,1357487,387538,10864,30895,26722,4173,26103,7530,18572,71968,29470,33332,42767,455229,242052,27270,237334,236099,151971,80193,145,3790,1235,2118419,21169583
1990:Q4,College,12967923,4350963,3406038,944925,8616961,1414851,288553,800294,651394,148900,233742,165311,68431,1319076,211785,191770,489039,1758572,1795228,114050,1724976,1715961,1277232,339196,1292,98241,9015,11242947,25221298
1990:Q4,SomeCollege,4831620,1924336,1489692,434644,2907284,589079,59321,229495,187261,42235,68146,38825,29321,331210,76925,76095,103769,757920,562559,52765,787070,783918,571868,190079,353,21618,3152,4044550,19516859
1990:Q4,HS,4849653,1948590,1482282,466308,2901063,670889,59129,125854,112586,13268,71375,48156,23219,244503,81453,92082,104736,891513,501820,57709,726966,723592,489320,216101,328,17843,3374,4122687,28600911
1990:Q4,NoHS,2297983,961549,768384,193165,1336434,384210,11003,31612,26919,4693,25472,7876,17597,77423,29086,32491,39652,443896,234624,26964,235790,234568,151391,79016,163,3998,1222,2062193,20887094
1991:Q1,College,13354015,4396294,3433385,962909,8957720,1429047,326682,781209,623265,157944,237719,169649,68070,1535613,214191,195582,529328,1799157,1793425,115767,1752452,1743564,1302608,339186,2267,99505,8887,11601563,25627147
1991:Q1,SomeCollege,4921756,1927882,1487543,440340,2993873,586254,66227,214168,170930,43237,75395,42666,32729,381093,79390,77078,111231,782842,566764,53431,790121,786937,579253,184964,589,22131,3184,4131634,19707986
1991:Q1,HS,4908073,1950416,1485012,465405,2957656,674101,59750,118036,103275,14761,70622,47917,22705,285341,83733,94065,112086,906726,495558,57638,723394,720009,497143,204598,587,17681,3385,4184679,28502916
1991:Q1,NoHS,2260617,940594,741463,199130,1320023,379818,12210,35082,30180,4902,24078,7919,16160,85367,28784,31346,36828,433523,226666,26321,229712,228530,150687,73460,286,4098,1182,2030905,20628660
1991:Q2,College,13446984,4458586,3482541,976045,8988398,1402781,312192,813104,647088,166016,234074,166250,67824,1513147,217425,200801,544443,1836785,1796256,117390,1794609,1785940,1340217,344654,685,100383,8670,11652375,25942614
1991:Q2,SomeCollege,4987944,1948429,1503974,444455,3039515,575300,64652,215284,171392,43891,82687,46255,36432,387718,82374,79302,112198,810374,575328,54299,803324,800108,593164,184086,179,22679,3215,4184621,19920225
1991:Q2,HS,4930041,1955698,1491631,464067,2974343,669140,55084,118169,101864,16305,70381,48166,22216,287157,86611,97482,114037,925066,493353,57861,729622,726233,507061,201427,169,17576,3389,4200418,28451504
1991:Q2,NoHS,2214964,923795,724664,199131,1291169,372797,11688,36267,31163,5104,22893,7858,15035,84794,28619,30546,33332,424377,220049,25807,226772,225631,150208,71139,91,4192,1141,1988192,20393029
1991:Q3,College,13690956,4527709,3533473,994236,9163247,1392245,310285,835949,678119,157829,240889,174219,66670,1610348,217550,204920,574577,1869372,1788372,118741,1825232,1816801,1359368,348851,564,108019,8431,11865724,26174064
1991:Q3,SomeCollege,5096789,1975093,1525930,449163,3121696,570090,65426,213183,174124,39059,91920,51692,40229,418960,85001,81307,117729,839412,583394,55274,812068,808814,600548,183620,143,24502,3254,4284722,20151565
1991:Q3,HS,4990895,1966457,1499189,467268,3024438,671282,51986,117163,101491,15672,69471,47685,21786,310765,89006,100680,119945,945060,490855,58225,729893,726489,508130,200433,139,17787,3404,4261002,28443719
1991:Q3,NoHS,2174759,904607,711798,192809,1270153,368465,11636,36857,31956,4901,21456,8011,13445,88679,28376,29726,30190,415886,213534,25348,221940,220837,146458,69596,77,4706,1103,1952819,20178947
1991:Q4,College,14116835,4573244,3571006,1002238,9543591,1395976,313271,849674,692390,157284,258924,194948,63976,1901762,218618,209056,610223,1898211,1767359,120516,1871979,1863741,1389424,357111,1087,116119,8238,12244856,26327862
1991:Q4,SomeCollege,5250734,1999081,1544693,454388,3251654,569946,67280,208960,172197,36764,103037,59063,43974,488239,88144,83721,125270,870420,589989,56649,831254,827946,615404,185767,264,26510,3308,4419480,20399996
1991:Q4,HS,5105718,1987608,1520055,467553,3118110,679847,49562,115437,99203,16234,66964,45514,21451,368541,92009,104378,127608,967326,487244,59194,742570,739127,517573,203241,276,18037,3443,4363148,28476605
1991:Q4,NoHS,2147489,888099,694831,193268,1259390,366478,11785,38464,33537,4926,19248,8325,10923,98823,28258,29026,27076,408177,206900,25154,221426,220353,145479,69462,153,5259,1073,1926063,19985160
1992:Q1,College,14046018,4601949,3597084,1004865,9444068,1304929,330467,878122,713841,164281,237579,176371,61208,1841496,219399,211167,613531,1935808,1749498,122073,1890701,1882624,1416592,351362,1274,113397,8077,12155316,26410373
1992:Q1,SomeCollege,5328121,2025447,1564513,460935,3302674,547264,71838,209146,172387,36759,111360,63386,47974,494839,91520,85333,124151,909199,599894,58130,840631,837255,629238,180984,297,26736,3376,4487490,20663508
1992:Q1,HS,5162770,2018833,1551605,467228,3143937,664540,48517,115950,97872,18078,68576,47443,21132,369309,95276,107237,128391,999278,486566,60298,738053,734549,520598,195636,331,17984,3504,4424717,28547205
1992:Q1,NoHS,2113904,880520,681344,199177,1233384,356636,12430,40131,34953,5178,16694,8164,8530,98041,28193,28177,23440,403490,201148,25004,213643,212594,141848,65371,187,5188,1049,1900262,19810414
1992:Q2,College,14028729,4622935,3612485,1010449,9405794,1280812,316157,869553,702306,167247,236023,177862,58161,1822533,217990,215425,627482,1962459,1733735,123624,1915509,1907579,1435248,352643,1626,118063,7929,12113220,26427961
1992:Q2,SomeCollege,5434207,2057626,1588854,468772,3376581,542352,71190,199130,163896,35234,122806,70623,52183,510892,94676,88570,126365,948121,612678,59803,854721,851267,642124,180426,359,28358,3454,4579486,20940091
1992:Q2,HS,5243806,2046280,1576164,470115,3197527,669708,44838,112761,93252,19509,67850,47017,20834,378571,98264,111967,132113,1031431,488350,61674,742593,739013,525071,195292,438,18213,3580,4501213,28652564
1992:Q2,NoHS,2105966,874435,670550,203885,1231531,353874,12097,43059,37711,5349,14362,8273,6089,98846,28083,27691,19955,412524,196083,24958,209620,208593,138800,63971,251,5571,1028,1896345,19653456
1992:Q3,College,14183813,4673458,3650353,1023105,9510355,1267696,309399,888020,726835,161185,228051,173162,54889,1890113,219458,218578,653401,1985052,1725543,125044,1942088,1934289,1456501,358408,965,118415,7799,12241725,26386991
1992:Q3,SomeCollege,5598994,2107178,1632020,475158,3491816,541063,72010,195476,164930,30546,134953,78346,56607,545542,98765,91512,132409,988469,630015,61601,875584,872043,660108,182417,207,29311,3541,4723410,21227734
1992:Q3,HS,5373852,2087647,1610021,477626,3286206,679900,41933,112060,92449,19611,67783,47239,20544,404360,102377,116440,139110,1065137,493885,63220,759728,756057,539885,197558,261,18353,3672,4614124,28789726
1992:Q3,NoHS,2102101,867429,671595,195834,1234672,352891,12039,44644,39336,5309,11955,8338,3616,102562,28165,27154,16537,421822,191938,24966,209824,208814,139385,63551,161,5717,1011,1892277,19513032
1992:Q4,College,14529055,4698918,3680577,1018340,9830137,1289631,295226,883147,716170,166977,245878,192255,53623,2144069,222236,227266,662484,2016441,1717819,125940,1957663,1949879,1469009,360285,1357,119228,7785,12571392,26294400
1992:Q4,SomeCollege,5729415,2141622,1653601,488021,3587793,551781,70849,194867,164019,30848,125107,71037,54069,607261,100212,94027,142735,1011802,626513,62640,898397,894839,673393,192603,336,28508,3558,4831018,21524313
1992:Q4,HS,5535213,2135291,1643974,491317,3399921,683823,42955,117559,97499,20060,63943,42556,21387,452030,104745,123425,149611,1105939,491082,64811,785377,781669,556711,205365,391,19203,3708,4749835,28955491
1992:Q4,NoHS,2136190,869840,674050,195790,1266350,348794,11233,48279,42849,5430,11428,7057,4371,108983,30148,29736,19264,438036,194864,25584,215138,214079,141790,66516,228,5544,1059,1921052,19387702
1993:Q1,College,14603241,4635446,3642116,993329,9967795,1247613,298827,884715,690613,194102,277075,224650,52425,2224242,224480,232290,686807,2027152,1738252,126342,1947808,1940026,1464829,347591,2225,125381,7782,12655433,26159421
1993:Q1,SomeCollege,5807262,2156059,1653625,502434,3651204,546424,73091,197768,159512,38256,118345,66811,51534,637810,101693,94577,158049,1027022,632853,63572,907962,904381,680154,194883,620,28724,3580,4899301,21827246
1993:Q1,HS,5666982,2195164,1698892,496272,3471817,670531,45619,125250,100958,24292,59056,36788,22268,471353,107207,128368,164046,1137287,496843,66257,792323,788567,567549,200049,697,20272,3756,4874659,29145691
1993:Q1,NoHS,2178230,890051,675472,214579,1288179,339333,11030,52636,46537,6100,11348,6159,5189,110530,32122,31905,22080,451153,199923,26118,214093,212984,142172,64740,374,5698,1110,1964137,19275288
1993:Q2,College,14683262,4655759,3662994,992765,10027502,1243662,288905,861809,651605,210205,304916,253726,51190,2254625,227158,237305,690910,2035881,1755944,126388,1958223,1950449,1477434,345112,1983,125920,7774,12725039,25991860
1993:Q2,SomeCollege,5911911,2208632,1691678,516954,3703279,551511,72847,193930,151618,42312,112431,63481,48951,660142,103410,95341,167558,1042849,638834,64426,931925,928321,696445,203294,644,27939,3604,4979986,22133837
1993:Q2,HS,5791078,2248951,1735186,513765,3542127,669085,47130,129213,102464,26750,55290,32094,23196,483228,110012,133677,173898,1170197,502779,67617,818434,814625,588765,204001,650,21209,3808,4972644,29355912
1993:Q2,NoHS,2215241,903191,690229,212962,1312050,333840,10422,56404,49928,6476,11394,5406,5988,110867,34135,34099,24608,464516,205170,26595,219000,217839,145702,66256,341,5540,1161,1996241,19173425
1993:Q3,College,14849140,4677860,3684592,993268,10171280,1246635,283488,845831,615512,230319,309690,259745,49945,2362302,229968,243701,698321,2043981,1780553,126810,1974924,1967163,1483778,347006,2249,134131,7761,12874215,25801520
1993:Q3,SomeCollege,6041895,2259301,1727957,531344,3782594,558817,73494,192599,144452,48146,105159,58854,46305,699282,105259,97154,178354,1059518,647428,65530,959492,955863,711844,214591,830,28597,3629,5082403,22441389
1993:Q3,HS,5948858,2307042,1774771,532271,3641816,670327,49108,133884,103766,30118,54865,30698,24167,509826,113041,140286,184780,1205009,511301,69390,851820,847955,612758,211949,789,22459,3865,5097038,29581742
1993:Q3,NoHS,2258078,917883,708699,209184,1340195,329302,9974,59621,52684,6937,11392,4616,6776,113546,36170,36493,27112,478222,211133,27229,226714,225501,150152,69122,393,5833,1213,2031364,19079750
1993:Q4,College,15023592,4684396,3693480,990916,10339195,1239587,287316,871240,609809,261431,321044,272315,48728,2467774,232740,246307,698565,2048863,1799384,126375,1992151,1984403,1488115,353920,2214,140154,7748,13031441,25598207
1993:Q4,SomeCollege,6176254,2307649,1759704,547945,3868605,563483,76042,204174,145143,59032,99119,55531,43589,739481,107166,96671,187004,1075157,654065,66243,989223,985570,725701,230071,934,28863,3653,5187031,22747206
1993:Q4,HS,6120358,2379649,1829612,550037,3740709,668990,52100,145121,109149,35972,53871,28691,25180,537167,116208,144481,193979,1239460,518713,70619,888854,884929,632822,227601,824,23682,3925,5231504,29818768
1993:Q4,NoHS,2304380,937296,723946,213350,1367084,324055,9825,63109,55488,7621,11552,3980,7572,116266,38211,38409,29449,491605,216982,27620,235285,234019,153038,74577,397,6008,1265,2069095,18991897
1994:Q1,College,14930028,4647183,3671234,975948,10282845,1223666,294207,913531,638703,274829,331946,284318,47627,2337435,233291,248317,690705,2054169,1829128,126451,1982668,1974925,1484007,346660,2980,141279,7743,12947360,25391727
1994:Q1,SomeCollege,6248327,2341561,1777836,563725,3906766,565467,79284,217985,155087,62898,93476,52668,40808,730671,108526,95821,192944,1091161,664216,67215,1005765,1002087,736468,236030,1394,28194,3678,5242562,23048592
1994:Q1,HS,6255523,2456040,1894600,561441,3799483,665056,55522,158571,120228,38343,53165,26936,26229,521993,118787,148387,201029,1275273,529416,72285,910175,906186,653329,226874,1216,24767,3989,5345348,30062579
1994:Q1,NoHS,2351590,963743,738699,225044,1387847,318110,9771,66808,58906,7903,11850,3420,8430,112402,40120,40234,31573,505153,223646,28180,238221,236902,156150,74312,537,5904,1319,2113369,18907502
1994:Q2,College,14916299,4644194,3671431,972763,10272105,1196948,286669,963128,674772,288356,334400,287889,46510,2260449,234320,248185,698023,2058494,1865283,126206,1996013,1988268,1491453,350103,3825,142887,7745,12920286,25191884
1994:Q2,SomeCollege,6345937,2391718,1811948,579770,3954219,563825,79497,234145,167263,66881,87338,49424,37914,731675,109980,93520,203923,1106201,676124,67991,1034470,1030768,751292,249920,1972,27584,3702,5311467,23342850
1994:Q2,HS,6396846,2527526,1948931,578595,3869320,657543,57416,174012,133216,40797,53518,26201,27317,515921,121549,150761,212089,1310827,541972,73711,945139,941082,673620,239852,1720,25889,4057,5451707,30308761
1994:Q2,NoHS,2395211,986639,758153,228486,1408572,311180,9276,70606,62429,8177,12124,2879,9245,109962,42036,41737,33872,518386,230764,28629,245347,243975,158751,78705,690,5828,1372,2149864,18824201
1994:Q3,College,15035723,4652381,3675671,976710,10383342,1200011,290806,969079,672626,296454,339119,293673,45446,2293352,242003,250957,714332,2065252,1891651,126779,2009129,2001383,1499028,355586,3917,142853,7747,13026593,25008484
1994:Q3,SomeCollege,6468878,2442796,1847533,595264,4026082,570296,82135,237106,168860,68246,81608,46696,34912,756460,113137,92986,218013,1121594,683611,69136,1063952,1060229,765946,265406,2267,26609,3723,5404927,23627285
1994:Q3,HS,6560903,2593218,1994298,598921,3967685,658694,60634,182179,140159,42020,53736,25298,28438,530277,126447,155215,225630,1347688,551441,75743,983075,978952,694954,255161,1887,26951,4123,5577828,30552901
1994:Q3,NoHS,2437317,1001759,776140,225619,1435558,306882,9130,73885,65554,8331,12463,2406,10057,110677,44350,43586,36274,531722,237279,29309,253221,251796,161618,83800,721,5657,1425,2184096,18739630
1994:Q4,College,15098950,4646969,3673117,973852,10451981,1200781,302717,1054291,735720,318572,344734,300466,44268,2243836,242507,249879,696858,2070634,1918734,127008,2037964,2030209,1507908,366378,4743,151179,7755,13060985,24851331
1994:Q4,SomeCollege,6564479,2481644,1872280,609365,4082835,575346,86428,265364,188951,76413,76044,44293,31751,761320,114286,89719,219794,1134544,689987,70002,1099124,1095383,779852,285327,3000,27205,3741,5465355,23899200
1994:Q4,HS,6694402,2647991,2033089,614902,4046411,658440,64800,205846,159337,46510,53951,24359,29593,528159,128982,156617,229310,1382426,560461,77418,1027978,1023789,714793,278104,2521,28371,4189,5666424,30790589
1994:Q4,NoHS,2466901,1009329,783312,226017,1457572,302167,9201,78009,69265,8744,12716,1983,10734,108856,46163,44821,37915,544177,243713,29834,263552,262074,163890,91359,870,5955,1478,2203349,18651424
1995:Q1,College,15307556,4631803,3657337,974466,10675754,1218047,314274,1024016,694173,329843,353372,309973,43399,2385160,247264,254308,725614,2084472,1940621,128606,2029220,2021425,1506199,361049,5074,149102,7795,13278336,24730232
1995:Q1,SomeCollege,6691519,2519467,1894517,624949,4172052,584437,90570,257632,178557,79075,70817,42287,28530,810249,116421,89823,237897,1150125,692598,71484,1113089,1109332,787695,292393,3545,25699,3758,5578430,24155899
1995:Q1,HS,6867659,2703286,2071343,631943,4164373,662373,68934,207387,158993,48394,53995,23229,30766,562872,132785,161923,246030,1421092,566913,80068,1048699,1044440,732724,279473,2919,29323,4259,5818960,31017410
1995:Q1,NoHS,2508980,1021344,792006,229338,1487636,298606,9239,80998,72076,8922,13180,1604,11576,112554,48194,46741,40409,557379,249608,30729,265568,264037,165817,91631,939,5651,1531,2243412,18557219
1995:Q2,College,15613207,4652635,3673821,978814,10960572,1246337,332015,1005522,678339,327183,359224,316613,42611,2539521,254239,263720,752969,2109390,1967266,130370,2045811,2037960,1513843,367230,5892,150995,7851,13567397,24654991
1995:Q2,SomeCollege,6830064,2560747,1924873,635874,4269316,595723,95954,249040,175068,73973,65335,40151,25184,861396,118959,92938,255214,1167149,694712,72896,1139727,1135956,799379,307237,4455,24885,3771,5690337,24394685
1995:Q2,HS,7039093,2752200,2103246,648955,4286893,668483,73777,209500,162840,46660,54356,22396,31960,599538,137150,170754,262059,1455242,573361,82674,1087582,1083254,756242,292862,3738,30412,4328,5951511,31228952
1995:Q2,NoHS,2545131,1027057,806368,220689,1518074,295532,9427,83494,74675,8819,13652,1246,12406,116352,50297,49270,42783,570262,255420,31586,273387,271805,169372,95798,1077,5559,1582,2271744,18454651
1995:Q3,College,15899745,4598364,3618001,980362,11301381,1250095,338821,1013125,666444,346681,364106,322174,41932,2741471,257636,270334,792914,2136051,2007195,129633,2080023,2072100,1529687,375257,6572,160584,7923,13819722,24635413
1995:Q3,SomeCollege,6939107,2563835,1917772,646063,4375273,597993,98680,252305,172114,80191,59728,38010,21719,922278,120255,93779,276802,1181545,699219,72687,1170069,1166290,811785,323644,5374,25486,3778,5769038,24612862
1995:Q3,HS,7156989,2747868,2085084,662784,4409121,665363,77197,217087,166840,50248,54838,21672,33166,644509,140057,176974,281403,1486722,582031,82940,1127476,1123082,777013,309681,4567,31821,4394,6029513,31420803
1995:Q3,NoHS,2552232,1008095,792279,215816,1544137,289829,9267,86113,77017,9096,14149,913,13236,121118,52048,51251,45317,582030,261486,31529,281562,279930,171851,101016,1185,5878,1632,2270669,18341355
1995:Q4,College,16434873,4650079,3657494,992585,11784795,1264627,357295,1041712,667044,374668,378871,338195,40676,2989007,266776,277643,833952,2203798,2039797,131317,2107727,2099571,1538428,395129,9429,156585,8155,14327147,24678437
1995:Q4,SomeCollege,7134337,2608435,1955405,653030,4525901,603850,103542,275551,179693,95857,63050,40898,22152,968813,122523,99379,294511,1206206,714293,74184,1213954,1210142,832854,344071,6881,26335,3813,5920382,24808306
1995:Q4,HS,7242183,2756341,2090002,666339,4485842,670920,79193,221821,162794,59027,54957,22732,32224,687200,141576,175280,290900,1489412,591005,83578,1146825,1142416,778944,323815,6551,33106,4409,6095358,31589764
1995:Q4,NoHS,2510923,1003699,786347,217352,1507224,283459,9712,84364,73276,11088,15196,2015,13180,120734,49330,48788,46116,566945,251437,31145,283952,282407,170282,105144,1569,5412,1545,2226971,18215892
1996:Q1,College,16838560,4706384,3697339,1009044,12132176,1303328,395395,1016050,636636,379414,383609,344175,39435,3128882,273092,285606,874427,2273847,2065657,132284,2147291,2138896,1562695,398447,6810,170944,8395,14691269,24779532
1996:Q1,SomeCollege,7279814,2656167,1994990,661177,4623648,615717,112403,275032,176985,98047,65569,43014,22555,987621,123698,104997,311217,1227960,724394,75038,1249080,1245241,859908,349255,5263,30814,3839,6030734,24981180
1996:Q1,HS,7306374,2782351,2111684,670667,4524023,682595,83059,213302,151770,61533,55955,24721,31234,706844,141791,173482,299099,1488462,596124,83308,1142847,1138432,786110,313225,3875,35221,4415,6163527,31737491
1996:Q1,NoHS,2473734,1008204,786649,221555,1465530,278753,10662,81211,68627,12584,16262,3186,13076,117245,46365,46333,46737,550886,240649,30427,280077,278622,170145,101279,1264,5934,1455,2193656,18080526
1996:Q2,College,17256752,4782192,3757637,1024555,12474560,1307154,387817,1062101,670136,391965,371918,333721,38197,3287084,282119,293253,901726,2347684,2100132,133571,2192435,2183777,1591458,412288,9656,170375,8658,15064317,24931301
1996:Q2,SomeCollege,7418645,2702750,2038524,664227,4715895,615321,110862,297852,193609,104243,66794,43861,22933,1008426,125308,109983,321950,1247895,735645,75858,1291354,1287494,885189,363358,6722,32224,3861,6127291,25132215
1996:Q2,HS,7345518,2788706,2116478,672228,4556812,681995,81541,219722,153852,65870,58630,28426,30204,728436,142583,170908,302341,1485374,602248,83034,1152275,1147857,787370,318419,5505,36564,4418,6193243,31866854
1996:Q2,NoHS,2427048,1005976,788169,217807,1421072,271023,10315,79873,65717,14156,17265,4333,12932,114118,43532,43780,46981,534363,230097,29725,279356,277991,168191,102514,1666,5620,1366,2147692,17938444
1996:Q3,College,17594823,4879502,3835096,1044405,12715322,1326430,404322,1070973,691360,379614,363870,326893,36978,3321249,295422,300504,937883,2424496,2134309,135862,2240425,2231494,1624412,426470,11036,169577,8931,15354398,25126346
1996:Q3,SomeCollege,7512060,2744976,2076220,668756,4767084,618464,114328,302248,206261,95988,68310,45017,23294,998752,127779,114301,335295,1265769,744784,77052,1331794,1327919,910315,376853,7240,33511,3876,6180265,25262148
1996:Q3,HS,7349510,2790592,2115544,675048,4558917,685112,82468,216129,152723,63406,61097,31955,29142,724488,144468,167596,307275,1480048,606875,83360,1159589,1155175,788397,322990,5949,37839,4414,6189921,31980723
1996:Q3,NoHS,2372353,998198,781232,216966,1374155,264439,10603,77295,62199,15097,18326,5552,12775,108017,40906,41156,47282,517456,219415,29258,278192,276916,166238,103535,1857,5287,1275,2094162,17792837
1996:Q4,College,18211908,4952991,3895155,1057836,13258917,1335564,427685,1091449,714715,376734,395346,359557,35789,3516671,309729,292558,1060102,2497225,2194554,138033,2290500,2281289,1653221,444806,8833,174428,9212,15921408,25357270
1996:Q4,SomeCollege,7657827,2774597,2101310,673287,4883230,617316,118968,312381,219470,92911,72966,49319,23647,1024092,130221,108069,381390,1277636,762189,78002,1370155,1366270,931835,392541,5997,35897,3885,6287672,25371710
1996:Q4,HS,7397747,2800012,2126624,673388,4597735,684090,83864,214740,151444,63295,59587,31531,28056,750493,146377,152998,336051,1467999,618148,83387,1167756,1163352,789105,330957,3948,39342,4404,6229991,32081967
1996:Q4,NoHS,2319548,989434,766016,223418,1330114,257070,11047,74636,58499,16137,19855,7228,12627,105746,38298,36764,48764,499161,210075,28699,278056,276871,164470,105573,1584,5244,1184,2041492,17646892
1997:Q1,College,18495048,5032887,3954631,1078257,13462161,1351572,459634,1008088,672618,335470,377192,342684,34508,3582388,321679,302153,1072672,2580903,2265293,140586,2323578,2314158,1678771,444491,12753,178142,9420,16171470,25616676
1997:Q1,SomeCollege,7701869,2804599,2126901,677698,4897270,617356,125090,279607,209528,70079,73830,49860,23971,1018550,131775,113331,383860,1292917,781938,79015,1390974,1387099,948823,392604,7684,37988,3876,6310894,25461637
1997:Q1,HS,7383717,2801218,2126660,674558,4582498,684505,85830,191793,138321,53472,63520,36567,26953,750611,147288,150976,332376,1460538,631493,83566,1151900,1147533,784510,316356,5916,40752,4367,6231817,32173457
1997:Q1,NoHS,2266744,981927,755396,226532,1284817,250338,11686,70723,54690,16033,20949,8532,12417,100633,35572,34530,48508,482360,201304,28214,270390,269301,161345,100724,2098,5134,1090,1996354,17503797
1997:Q2,College,19550404,5133805,4038117,1095689,14416599,1372511,455188,1015176,669594,345582,385195,351749,33446,4190692,337504,323339,1197469,2673424,2322790,143310,2379772,2370134,1712509,457579,14839,185207,9638,17170632,25897165
1997:Q2,SomeCollege,7953035,2843988,2167328,676660,5109047,618122,123338,286150,212499,73651,76834,52489,24345,1129687,134089,125977,429082,1310638,795139,79990,1424577,1420714,968954,402707,8336,40718,3863,6528458,25532662
1997:Q2,HS,7529248,2808542,2135837,672705,4720706,685944,84155,188825,132387,56438,64720,38888,25832,851200,149199,156711,359507,1456639,640048,83759,1154163,1149835,783776,317120,6648,42292,4328,6375085,32258062
