Date,Category,Assets,Nonfinancial assets,Real estate,Consumer durables,Financial assets,Deposits,Money market fund shares,Debt securities,U.S. government and municipal securities,Corporate and foreign bonds,Loans (Assets),Other loans and advances (Assets),Mortgages,Corporate equities and mutual fund shares,Life insurance reserves,Annuities,DC pension entitlements,DB pension entitlements,Miscellaneous other equity,Miscellaneous assets,Liabilities,Loans (Liabilities),Home mortgages,Consumer credit,Depository institutions loans n.e.c.,Other loans and advances (Liabilities),Deferred and unpaid life insurance premiums,Net worth,Household count,Minimum Wealth Cutoff
2002:Q1,Next9,17232900,4779140,4114182,664957,12453761,1246681,548775,330258,215698,114561,215928,175827,40101,3092014,248002,452557,968683,3598845,1634799,117217,1302353,1297196,1019728,132932,242,144294,5157,15930547,9657779,
2002:Q1,Next40,19164441,8536841,7097728,1439113,10627600,1532724,339316,161378,106970,54408,71092,51157,19935,1616269,463091,362674,1195151,3653945,999350,232610,3544930,3534894,2698646,741283,263,94702,10035,15619511,42938665,
2002:Q1,Bottom50,3774910,2694811,1925787,769024,1080099,244133,20615,12092,8798,3295,1569,630,939,114978,102097,16134,202267,198243,69272,98698,2463597,2461327,1445052,983947,203,32125,2269,1311313,53683780,
2002:Q2,TopPt1,4135585,663389,480906,182483,3472196,283587,212685,328792,185361,143431,277285,263008,14276,1158489,37193,2361,35433,28890,1094435,13046,33130,32760,22800,3659,-1197,7498,371,4102455,109359,
2002:Q2,RemainingTop1,7449898,1841759,1488684,353075,5608139,445626,342117,338065,231367,106698,207169,180869,26300,1886484,110215,40711,303784,365993,1529115,38861,379065,377084,273143,23175,-2330,83095,1982,7070832,967993,
2002:Q2,Next9,17073367,4915747,4243437,672310,12157620,1250412,536752,357849,219781,138068,191991,152110,39881,2789867,257684,442043,896043,3672488,1641605,120887,1328163,1322916,1050922,139211,-2301,135084,5247,15745204,9698619,
2002:Q2,Next40,19152295,8677647,7220205,1457442,10474649,1525551,345625,189580,109912,79668,64246,43231,21016,1496559,457633,360085,1095536,3675758,1024562,239514,3650452,3640609,2802450,754586,-2517,86090,9843,15501843,43120137,
2002:Q2,Bottom50,3777392,2727078,1949398,777680,1050314,238193,20018,13584,8995,4589,1526,533,993,101322,101139,16436,186312,199349,71017,101417,2498770,2496546,1475725,997013,-1945,25754,2224,1278621,53910194,
2002:Q3,TopPt1,3873816,679014,493776,185238,3194802,293120,196938,339335,176141,163194,268732,254159,14573,874997,36944,3088,31773,29653,1106898,13324,34824,34393,23788,4124,-1502,7983,431,3838992,109595,
2002:Q3,RemainingTop1,7193915,1885959,1539318,346641,5307956,479676,325788,341462,215787,125674,216619,190093,26526,1550376,116490,38826,276809,350100,1571469,40340,396353,394016,285157,24102,-3049,87807,2337,6797562,972428,
2002:Q3,Next9,16686491,5004090,4307076,697014,11682401,1287737,532085,361110,207995,153114,188594,148701,39893,2273141,263902,433807,813318,3746739,1657943,124027,1348820,1343234,1072700,144865,-2570,128239,5586,15337671,9740617,
2002:Q3,Next40,19117493,8858981,7381671,1477310,10258511,1559455,354525,204464,105011,99452,63444,41237,22207,1289456,449242,358245,984150,3697855,1052554,245122,3762576,3752780,2911759,764967,-2900,78955,9797,15354916,43306704,
2002:Q3,Bottom50,3828712,2811749,2027167,784582,1016963,239118,19735,14274,8693,5581,1644,579,1065,80425,99529,16749,168723,200472,72742,103552,2560920,2558685,1525756,1013550,-2124,21503,2234,1267793,54142848,
2002:Q4,TopPt1,3934974,693810,504232,189577,3241164,293824,207801,364870,164104,200767,257539,242670,14868,968541,37019,2885,33141,30289,1031390,13866,36444,36017,25017,4784,-2512,8728,426,3898530,109858,
2002:Q4,RemainingTop1,7396774,1928811,1589244,339567,5467963,503136,331704,357225,197747,159478,229181,202439,26742,1656811,123450,38160,284555,336009,1565438,42293,412820,410406,296725,25193,-5190,93678,2413,6983955,976930,
2002:Q4,Next9,17042421,5088208,4371712,716495,11954213,1303834,561516,371093,193347,177747,179247,139374,39873,2390764,271127,463223,859790,3838249,1586183,129186,1377173,1371462,1097367,152313,-3835,125616,5711,15665248,9783514,
2002:Q4,Next40,19514884,9055177,7563296,1491881,10459706,1567644,378806,234398,98507,135891,60814,37417,23397,1332071,441569,368580,1030578,3732473,1057207,255567,3883690,3874069,3022748,781186,-4411,74546,9621,15631193,43497195,
2002:Q4,Bottom50,3903561,2875977,2087314,788663,1027584,235835,20867,15631,8261,7370,1724,589,1135,81280,98081,17231,172124,202122,74845,107845,2628248,2626052,1574455,1033532,-3150,21214,2196,1275314,54380333,
2003:Q1,TopPt1,3896403,724474,514425,210049,3171928,310705,187364,339892,157736,182156,253256,238157,15099,910641,38421,3112,33088,31146,1050160,14145,38394,37850,25949,4658,-2519,9762,544,3858009,110146,
2003:Q1,RemainingTop1,7421793,1984799,1655565,329235,5436993,545847,311530,335265,186562,148703,234171,207343,26828,1583576,133075,36886,282429,318837,1611587,43790,431807,428791,308129,25332,-5391,100721,3017,6989985,981472,
2003:Q1,Next9,17193726,5217257,4500293,716963,11976469,1359296,549241,354189,184778,169411,189360,149831,39529,2250964,282344,475729,869345,3905241,1608426,132334,1397221,1390980,1115111,151443,-3526,127952,6241,15796505,9827046,
2003:Q1,Next40,19737141,9234580,7733395,1501185,10502561,1623655,383288,219596,94893,124703,63807,39358,24449,1272527,437047,373406,1032107,3748784,1087191,261154,3975063,3965381,3123623,772561,-4199,73395,9682,15762078,43690439,
2003:Q1,Bottom50,3904640,2879744,2087593,792152,1024896,240415,20277,14851,8008,6842,1925,743,1182,73308,97340,17644,169588,203010,76576,109963,2674676,2672428,1614429,1035128,-2806,25677,2247,1229964,54621241,
2003:Q2,TopPt1,4208807,750636,527441,223195,3458171,315389,172052,314720,143015,171705,272869,257482,15387,1178389,41563,2860,36805,31906,1077244,14375,43534,42963,27951,5086,-2231,12156,571,4165273,110454,
2003:Q2,RemainingTop1,7813360,2037746,1717128,320618,5775615,573841,295517,310828,166804,144023,208839,181821,27018,1887129,146193,36147,306360,303010,1662542,45209,457791,454560,320170,26204,-4938,113125,3231,7355569,986028,
2003:Q2,Next9,18054338,5341498,4613149,728349,12712840,1385214,542565,332625,167423,165202,269068,229629,39439,2640248,298799,507550,977180,3985546,1638928,135116,1473260,1466787,1157092,156745,-2897,155848,6473,16581078,9870952,
2003:Q2,Next40,20297437,9420252,7904115,1516138,10877185,1643886,389752,206923,86681,120241,87374,61747,25627,1415531,436691,384172,1152789,3774656,1119573,265839,4138359,4128793,3260359,782625,-3580,89390,9566,16159078,43885264,
2003:Q2,Bottom50,3982756,2931866,2134107,797759,1050890,239150,19925,14046,7411,6635,2637,1389,1248,82519,97532,18132,182688,204300,78288,111674,2787983,2785751,1682808,1051270,-2219,53891,2232,1194773,54864161,
2003:Q3,TopPt1,4322795,767379,541801,225578,3555416,311479,152713,305241,163707,141534,262826,247288,15538,1296179,43968,2923,37542,32738,1094980,14829,46551,45982,31045,5828,-3395,12504,569,4276244,110779,
2003:Q3,RemainingTop1,8033709,2085428,1771214,314214,5948281,591058,275837,307543,185315,122228,217338,190392,26946,2012285,157919,34972,309670,286144,1708487,47027,468988,465665,328750,27007,-7556,117464,3323,7564722,990571,
2003:Q3,Next9,18450001,5447267,4694753,752514,13002733,1389924,528869,334324,187666,146658,269713,231014,38700,2773825,313124,527109,1007374,4058919,1659949,139603,1518880,1512268,1208037,163409,-4039,144861,6612,16931120,9914971,
2003:Q3,Next40,20619285,9624556,8089832,1534724,10994729,1638599,392026,196071,97643,98428,87351,60848,26503,1456704,434460,391008,1179205,3795098,1149597,274610,4272394,4263002,3391256,797599,-5076,79224,9392,16346891,44080498,
2003:Q3,Bottom50,4070549,3018091,2214279,803812,1052458,233786,19293,13753,8198,5555,2761,1495,1266,82953,97308,18575,183404,205365,80052,115208,2843055,2840861,1731845,1065831,-3074,46258,2195,1227494,55107685,
2003:Q4,TopPt1,4610032,788696,554731,233965,3821336,313883,137312,338870,182846,156024,250456,234681,15774,1541570,46183,2564,40933,33518,1100727,15320,54092,53534,31905,6346,2664,12620,557,4555940,111119,
2003:Q4,RemainingTop1,8457537,2139432,1832606,306826,6318104,615766,259401,339224,201307,137917,228993,201966,27027,2273280,169326,34209,331144,269958,1747886,48917,500993,497621,341695,28078,6603,121245,3372,7956544,995074,
2003:Q4,Next9,19169691,5566024,4794538,771486,13603667,1410005,519348,364666,205699,158967,265924,227585,38339,3093169,326935,563416,1107305,4139769,1668754,144376,1538078,1531360,1229813,170100,3201,128246,6718,17631613,9958841,
2003:Q4,Next40,21166990,9845982,8291888,1554094,11321009,1651989,395659,222463,107554,114909,85977,58414,27563,1559322,431674,402737,1289853,3820768,1176511,284056,4396340,4387143,3505597,812032,4439,65076,9197,16770650,44274970,
2003:Q4,Bottom50,4156248,3080173,2268943,811230,1076076,231496,18841,15277,8889,6388,2887,1574,1313,89008,96962,19069,194973,206648,81875,119040,2910436,2908286,1786604,1086377,2034,33271,2150,1245812,55350404,
2004:Q1,TopPt1,5055980,826355,576889,249466,4229625,325979,122353,578992,415942,163049,244741,228619,16122,1678411,46335,2442,41474,33945,1139485,15468,56398,55850,33383,6334,2485,13648,548,4999582,111469,
2004:Q1,RemainingTop1,8978331,2225954,1927255,298699,6752377,652518,243187,556766,409352,147415,230964,203657,27307,2411323,176690,33117,333053,258792,1805763,50204,518129,514698,351881,28160,6203,128454,3431,8460202,999510,
2004:Q1,Next9,20018948,5775638,4988158,787479,14243310,1454181,509072,579560,413687,165874,284545,246078,38467,3237353,334619,590577,1132390,4263802,1710702,146509,1562020,1555187,1253660,169626,2788,129113,6832,18456928,10002301,
2004:Q1,Next40,21856321,10212651,8633533,1579118,11643670,1694421,398187,339587,214339,125248,91265,62392,28873,1597168,423732,411552,1309927,3878276,1212424,287130,4489443,4480439,3608461,805310,3955,62713,9004,17366878,44467508,
2004:Q1,Bottom50,4219658,3131160,2308156,823004,1088497,233887,18365,21221,14310,6910,3212,1815,1397,89115,95467,19531,194841,209262,83573,120022,2948883,2946777,1821303,1087042,1723,36709,2106,1270775,55590908,
2004:Q2,TopPt1,5123275,847148,599800,247348,4276126,330715,107503,519195,369673,149522,241162,224686,16476,1694308,47463,2612,41805,36702,1239046,15616,60750,60137,36208,6662,2470,14797,613,5062524,111826,
2004:Q2,RemainingTop1,9120414,2293060,1999394,293665,6827354,679911,226885,503192,364478,138714,228183,200592,27590,2418346,186028,31674,333494,270383,1897765,51494,537137,533322,362331,28678,6216,136097,3815,8583277,1003853,
2004:Q2,Next9,20367297,5936038,5116483,819556,14431259,1480011,497443,532379,374163,158216,312958,274355,38603,3196977,345248,606678,1151781,4345087,1814062,148634,1621064,1613867,1306200,172876,2604,132187,7197,18746233,10045088,
2004:Q2,Next40,22262418,10503433,8900367,1603066,11758985,1714817,399243,312469,195733,116736,99398,69196,30203,1571982,418062,417037,1323155,3947706,1264940,290175,4635528,4626575,3751102,809865,3784,61823,8953,17626890,44656942,
2004:Q2,Bottom50,4342870,3261033,2429554,831479,1081838,232758,17844,20293,13800,6492,3615,2132,1483,83112,94483,19964,193844,209893,85043,120989,3027876,3025760,1885432,1096459,1558,42311,2117,1314994,55827789,
2004:Q3,TopPt1,5296659,888147,622203,265944,4408513,330096,93631,563070,404147,158922,225419,208600,16819,1709846,48251,2603,41568,39477,1338518,16034,60838,60198,37924,7340,-740,15674,640,5235821,112186,18647291
2004:Q3,RemainingTop1,9378575,2381616,2097791,283825,6996958,700235,211294,537775,387427,150348,242736,214891,27845,2424230,194723,30366,330023,282365,1989948,53263,549341,545308,374400,29816,-1811,142904,4033,8829233,1008076,5619597
2004:Q3,Next9,20832008,6185065,5360305,824761,14646943,1492259,485804,567955,400987,166968,308353,269682,38671,3152953,354877,629821,1155929,4428765,1917406,152822,1658341,1650908,1341816,180742,-711,129062,7433,19173667,10086942,1073648
2004:Q3,Next40,22701069,10811362,9194978,1616384,11889707,1719005,399538,339878,210657,129221,97538,66028,31510,1545104,411433,424463,1318108,4018847,1317619,298174,4772330,4763505,3879616,828314,-1028,56603,8825,17928739,44842098,110021
2004:Q3,Bottom50,4408833,3334746,2497799,836947,1074088,229086,17331,21610,14486,7124,3796,2231,1565,76790,93287,20415,190533,210542,86527,124168,3108227,3106128,1945736,1118663,-445,42174,2099,1300607,56059638,
2004:Q4,TopPt1,5644407,897598,640690,256908,4746809,340612,91198,601547,485089,116458,256926,239781,17146,1902568,53424,2057,47629,49666,1384755,16426,63267,62559,39064,7477,-1021,17039,708,5581140,112548,
2004:Q4,RemainingTop1,9736828,2452176,2157226,294950,7284652,708164,209017,571729,459728,112001,223643,194979,28664,2627523,195827,35430,364659,305162,1989565,53934,547770,543682,375880,31356,-2378,138824,4089,9189058,1012155,
2004:Q4,Next9,21762245,6386098,5542940,843157,15376148,1545286,490781,619257,477596,141661,345060,305037,40024,3428083,359454,662474,1247333,4509632,2011429,157358,1754794,1747294,1414377,188094,-959,145783,7499,20007452,10127616,
2004:Q4,Next40,23392311,11156341,9515535,1640806,12235970,1768529,400401,345003,250674,94329,108196,76599,31597,1621523,424579,433889,1427955,4087345,1309666,308883,4875637,4866586,3949825,851075,-1400,67087,9051,18516674,45021882,
2004:Q4,Bottom50,4600423,3473537,2611139,862398,1126886,237536,17939,21948,16524,5424,4222,2620,1602,85503,95885,20147,207822,210914,95146,129823,3261739,3259586,2061432,1142117,-682,56718,2153,1338684,56285119,
2005:Q1,TopPt1,5714055,912606,657438,255168,4801449,350660,79145,565516,448120,117396,268031,250540,17491,1913952,55741,2217,49791,60307,1439495,16591,58436,57677,36932,6128,-3129,17746,758,5655619,112908,
2005:Q1,RemainingTop1,9836927,2520231,2216003,304228,7316696,714888,197657,551372,438045,113326,238064,208543,29522,2639253,191151,39801,372707,323486,1994125,54191,545797,541732,384220,31879,-6765,132398,4065,9291130,1016075,
2005:Q1,Next9,22154078,6624059,5773478,850581,15530019,1597396,479732,611705,461016,150689,318020,276544,41476,3438625,355337,668133,1235442,4551638,2113855,160136,1783520,1776015,1447594,183205,-2815,148031,7504,20370558,10166931,
2005:Q1,Next40,23707886,11418757,9759420,1659338,12289128,1816451,392002,342811,243329,99482,99723,68017,31706,1611802,430656,435655,1413593,4126857,1304210,315368,4911018,4901776,4001828,836488,-4087,67547,9242,18796868,45195493,
2005:Q1,Bottom50,4763735,3613523,2727698,885824,1150212,245806,17919,22932,17170,5762,4224,2577,1647,85953,96902,19820,209326,210025,103709,133598,3402850,3400656,2197986,1147273,-2347,57744,2194,1360885,56503197,
2005:Q2,TopPt1,5975175,942543,676715,265828,5032632,353139,70864,590550,469690,120860,284493,266708,17786,1990975,58740,1999,53705,70987,1540542,16638,61060,60212,37856,5797,-1955,18514,849,5914115,113265,
2005:Q2,RemainingTop1,10094539,2602201,2290630,311571,7492338,711527,189886,580558,463571,116987,244572,214281,30291,2718463,187737,44571,392503,342929,2025363,54229,545638,541426,386518,32947,-4043,126003,4212,9548901,1019825,
2005:Q2,Next9,22859670,6914692,6066975,847717,15944978,1630952,475558,654409,491952,162458,305331,262623,42709,3542543,353138,688221,1268411,4601174,2263253,161987,1865773,1858133,1522486,186013,-1740,151374,7640,20993897,10204721,
2005:Q2,Next40,24105792,11646627,9966267,1680360,12459166,1841751,387530,367588,260247,107342,95487,63811,31677,1630321,438350,441477,1453214,4171883,1311931,319634,4998521,4989011,4077349,845503,-2590,68750,9510,19107272,45362210,
2005:Q2,Bottom50,4927190,3746594,2833709,912885,1180597,250522,18189,24833,18588,6245,4311,2638,1673,89379,98277,19518,217746,209330,112101,136390,3551144,3548880,2328551,1162130,-1587,59787,2264,1376046,56712912,
2005:Q3,TopPt1,6207231,949089,695681,253408,5258143,360587,71083,514665,427567,87097,299322,281341,17981,2132899,62903,2013,58411,81803,1657285,17173,62837,62026,38863,5727,-1927,19363,811,6144395,113617,
2005:Q3,RemainingTop1,10350727,2670361,2348168,322193,7680366,713922,190081,522136,436298,85838,254725,223845,30880,2863108,186546,49097,417454,362189,2065983,55125,542702,538898,388551,34338,-3739,119748,3804,9808025,1023392,
2005:Q3,Next9,23565183,7157852,6297726,860125,16407332,1677187,486479,603763,468952,134812,284812,241323,43489,3737360,354302,699393,1320433,4647420,2428584,167598,1953162,1945813,1599495,191625,-1673,156367,7349,21612022,10240824,
2005:Q3,Next40,24602503,11956674,10265362,1691312,12645829,1881721,391520,327678,249444,78234,88792,57389,31402,1675000,448837,444758,1515803,4214361,1324398,332960,5094705,5085173,4153544,863068,-2531,71092,9532,19507798,45521309,
2005:Q3,Bottom50,5157311,3935974,3005097,930877,1221338,257645,19100,23725,18980,4744,4318,2656,1662,95752,100275,19198,229152,208488,120445,143242,3708971,3706731,2461429,1183627,-1705,63380,2240,1448340,56913302,
2005:Q4,TopPt1,6377208,948238,706580,241658,5428970,364330,82810,530834,426887,103948,315622,297589,18032,2176576,65992,1873,62771,92710,1717605,17845,65133,64332,39841,5671,-1046,19866,800,6312075,113964,
2005:Q4,RemainingTop1,10540703,2725926,2392819,333106,7814778,711213,200535,545571,443462,102110,262928,231726,31202,2905436,183127,53800,439935,381763,2074213,56257,538514,535003,389440,35630,-1909,111842,3511,10002190,1026766,
2005:Q4,Next9,24129688,7362452,6488178,874275,16767236,1714547,516604,643340,481221,162118,266444,222850,43594,3790284,352115,716465,1362532,4694579,2536064,174264,2028527,2021382,1672600,196854,-893,152821,7145,22101161,10275073,
2005:Q4,Next40,25092022,12262015,10556102,1705913,12830008,1910668,405686,356051,256788,99263,82607,51821,30786,1675002,456611,449671,1566481,4257401,1320989,348841,5173099,5163495,4217956,879485,-1385,67439,9604,19918923,45672067,
2005:Q4,Bottom50,5358568,4099303,3147985,951318,1259265,263051,20847,26014,20063,5951,4296,2698,1599,97631,101664,18884,239066,207631,128936,151243,3846066,3843831,2583030,1202915,-1000,58886,2235,1512501,57103407,
2006:Q1,TopPt1,6844439,951148,699588,251560,5893291,386150,79929,545656,446725,98931,336495,318679,17816,2550753,60783,1691,67022,103649,1743443,17720,69880,69033,41863,5340,876,20954,847,6774559,114302,
2006:Q1,RemainingTop1,10979851,2738508,2398115,340394,8241343,730126,197519,566476,468664,97812,262075,231052,31024,3281442,163070,58556,461541,402215,2062363,55959,536845,533383,389168,36445,1513,106256,3462,10443006,1029933,
2006:Q1,Next9,25017320,7460059,6590889,869170,17557261,1796371,522782,677471,512668,164802,261958,219506,42452,4307852,324847,735057,1400873,4747471,2607837,174744,2132802,2125673,1763230,198501,743,163200,7128,22884518,10307306,
2006:Q1,Next40,25348958,12213409,10490520,1722889,13135549,1992093,406425,372526,274139,98388,80380,50815,29565,1810546,443865,454974,1612662,4304562,1307673,349842,5269116,5259330,4299610,884976,1195,73550,9785,20079843,45813759,
2006:Q1,Bottom50,5479880,4172320,3195522,976797,1307561,277014,21629,27596,21630,5966,4282,2842,1439,114581,98464,18570,248432,206914,137479,152599,3996173,3993901,2713067,1212323,898,67613,2272,1483707,57282265,
2006:Q2,TopPt1,6849273,942127,702516,239611,5907146,387884,85261,516737,399697,117040,360327,342944,17384,2469781,63358,1876,69163,114767,1820397,17593,72988,72095,42893,4781,2504,21917,893,6776285,114630,
2006:Q2,RemainingTop1,10937688,2764286,2412856,351430,8173402,723896,201570,549955,434759,115195,254753,224317,30436,3195180,158454,62869,469116,421853,2080108,55649,535712,532305,391107,37110,4042,100046,3408,10401976,1032883,
2006:Q2,Next9,25232721,7590739,6707477,883262,17641981,1829227,542280,676327,481405,194922,267046,226707,40339,4181751,320853,739383,1386492,4791849,2731573,175201,2221897,2214792,1844099,198138,2098,170457,7106,23010823,10337358,
2006:Q2,Next40,25494964,12341782,10604466,1737316,13153182,2014792,413894,381670,258766,122904,80873,52994,27879,1755170,450198,456237,1595297,4345252,1308995,350804,5354125,5344162,4378413,884784,3498,77468,9962,20140839,45945664,
2006:Q2,Bottom50,5646357,4324791,3327180,997611,1321566,281536,23010,28958,21597,7361,4266,3058,1208,110736,99527,18231,249612,205886,145861,153944,4158822,4156515,2855577,1224799,2754,73385,2308,1487535,57448916,
2006:Q3,TopPt1,7045900,924278,699784,224494,6121622,392727,97590,497736,398746,98990,375902,359138,16764,2580830,68346,1710,73452,125866,1890028,17438,75361,74433,43090,4878,3600,22866,928,6970539,114947,
2006:Q3,RemainingTop1,11123390,2776477,2413389,363088,8346912,720975,211200,540315,441629,98686,264613,235121,29493,3301391,158567,67602,490738,442711,2093522,55278,533051,529745,392426,38330,5326,93663,3306,10590339,1035604,
2006:Q3,Next9,25734695,7680586,6780098,900488,18054109,1869851,572161,675853,493424,182429,238956,201505,37451,4323956,323986,757176,1424354,4845036,2847364,175416,2297157,2290111,1906690,203219,2958,177243,7046,23437538,10365064,
2006:Q3,Next40,25763765,12453534,10701579,1751955,13310231,2046326,426072,373557,265988,107569,71249,45424,25825,1776799,462374,461236,1640930,4392310,1308183,351196,5427573,5417456,4428645,902657,5094,81059,10118,20336192,46067057,
2006:Q3,Bottom50,5807569,4453126,3434873,1018253,1354443,287546,24878,29277,22682,6595,3994,3069,925,115639,101894,17909,258944,205097,154223,155041,4325255,4322919,2977572,1262357,4262,78729,2335,1482315,57602398,
2006:Q4,TopPt1,7342357,909886,689272,220614,6432471,398203,117594,441632,349884,91748,394207,377850,16356,2837387,74314,1420,78900,136965,1934140,17708,80049,79075,43197,4966,6776,24136,973,7262308,115252,
2006:Q4,RemainingTop1,11404062,2777857,2405449,372408,8626205,718329,226554,494838,402605,92233,270842,241901,28941,3550876,160561,72490,519780,464387,2091895,55652,531919,528673,390893,39418,9408,88953,3246,10872143,1038084,
2006:Q4,Next9,26396186,7731631,6827556,904075,18664555,1912158,612260,636828,455075,181753,218784,183221,35563,4666624,329944,779590,1489315,4903770,2936390,178893,2368631,2361613,1956081,207961,5612,191959,7017,24027555,10390260,
2006:Q4,Next40,26036843,12480343,10717842,1762501,13556499,2079460,442384,350449,246532,103917,64197,39943,24254,1853736,476858,467472,1719291,4443292,1299899,359461,5475528,5465237,4446393,918437,10192,90216,10291,20561315,46177215,
2006:Q4,Bottom50,5911996,4509709,3471048,1038661,1402287,293874,27236,28562,22107,6454,3851,3131,720,127167,104777,17588,272540,204447,162584,159662,4451198,4448828,3062780,1285934,8548,91566,2370,1460798,57741750,
2007:Q1,TopPt1,7598802,901522,671646,229877,6697279,420017,126847,452012,355233,96779,417136,401131,16006,3014982,78316,1520,82539,148223,1938023,17664,80465,79413,44847,4348,5276,24942,1052,7518336,115541,
2007:Q1,RemainingTop1,11604938,2759523,2379890,379633,8845415,734531,232444,512615,415207,97407,267191,238702,28489,3719144,158563,76867,536857,485234,2066512,55458,517610,514280,387350,39110,6161,81660,3329,11087328,1040310,
2007:Q1,Next9,26884749,7727965,6831280,896685,19156784,1993423,636032,671151,473176,197975,216331,182374,33958,4896187,329868,786815,1509712,4954014,2983326,179923,2436993,2429896,2028208,202440,4110,195137,7097,24447756,10412783,
2007:Q1,Next40,26077323,12309214,10533631,1775583,13768109,2158540,449986,371660,256945,114715,62553,39730,22822,1896252,486385,469416,1743914,4487772,1279778,361853,5498106,5487581,4484973,903743,7571,91294,10526,20579217,46275415,
2007:Q1,Bottom50,5956902,4511708,3448853,1062855,1445194,307801,28932,30494,23376,7118,3842,3303,539,135065,106549,17245,279183,203489,170931,161662,4545635,4543206,3151875,1290532,7240,93559,2428,1411267,57866012,
2007:Q2,TopPt1,7775230,890405,660454,229952,6884825,413694,139442,421425,344142,77283,448099,432521,15577,3133489,83844,993,88142,158242,1979325,18131,82780,81693,45578,4334,5338,26442,1087,7692451,115815,
2007:Q2,RemainingTop1,11698950,2748426,2359884,388542,8950524,716901,240560,490704,411524,79179,243836,215950,27886,3827092,159541,82059,566540,504290,2062839,56161,512700,509479,385764,40169,5213,78333,3220,11186250,1042272,
2007:Q2,Next9,27365536,7749160,6850884,898276,19616376,2007764,663933,650985,473185,177801,248812,216740,32072,5041452,334260,818049,1576306,5021845,3068092,184877,2524278,2517249,2091284,206684,3983,215298,7028,24841258,10432467,
2007:Q2,Next40,26129014,12194335,10405393,1788943,13934678,2157656,458878,353317,257723,95594,71398,50135,21263,1913465,499544,477982,1824340,4533986,1270404,373709,5560067,5549393,4520196,917378,7568,104251,10673,20568947,46360934,
2007:Q2,Bottom50,6050387,4565062,3479154,1085909,1485325,308667,30850,30094,23998,6095,4034,3691,344,140239,109133,16923,293080,205261,179146,167898,4682589,4680136,3252371,1308400,7897,111468,2454,1367798,57974223,
2007:Q3,TopPt1,8001002,866895,644288,222607,7134107,414939,192704,517047,388316,128730,472285,457007,15278,3172292,87800,906,92107,168254,1997471,18302,85785,84624,45369,4721,7894,26641,1161,7915217,116070,25315497
2007:Q3,RemainingTop1,11851007,2725792,2327387,398405,9125215,707802,279703,591752,463604,128147,237149,209629,27520,3855226,157329,86656,585447,522445,2045376,56329,503971,500692,385435,41573,6561,67123,3280,11347036,1043957,6996951
2007:Q3,Next9,27788731,7714375,6810560,903815,20074356,2040205,743724,796873,536214,260659,251585,220833,30752,5074787,333817,832102,1603017,5082546,3128181,187519,2572275,2565188,2142205,213972,5838,203173,7087,25216456,10449148,1199685
2007:Q3,Next40,26225860,12074109,10276409,1797700,14151751,2177952,489944,458121,292214,165907,71406,51427,19979,1898312,508704,481707,1856641,4574820,1254124,380020,5603859,5592965,4544202,942406,11731,94626,10894,20622001,46433048,131691
2007:Q3,Bottom50,6146457,4621599,3516183,1105415,1524859,313058,35076,37010,26952,10058,4083,3893,190,141747,110822,16579,300734,206799,187294,171655,4822515,4820008,3355461,1352880,12492,99175,2507,1323943,58065421,
2007:Q4,TopPt1,7846810,888343,650878,237465,6958467,440508,243243,535528,398679,136849,466187,451897,14290,2968987,88996,3757,88112,169358,1934853,18940,90161,88994,47379,5881,8644,27091,1168,7756648,116307,
2007:Q4,RemainingTop1,11686626,2682428,2295067,387361,9004198,742008,321097,596443,460961,135482,213753,187523,26231,3671627,157383,89121,576308,541700,2037956,56802,511254,507964,386362,45257,7432,68913,3291,11175371,1045365,
2007:Q4,Next9,27720907,7667026,6755432,911594,20053881,2124845,798904,810757,541877,268880,357839,327214,30625,4836299,337910,824095,1603761,5116041,3051015,192415,2596256,2589126,2159566,220204,6861,202495,7129,25124652,10462796,
2007:Q4,Next40,26158854,11971762,10146617,1825145,14187092,2216226,507569,461594,291139,170455,103436,83824,19612,1820173,510732,481892,1803356,4633009,1259854,389250,5644783,5633938,4561770,959388,13163,99616,10846,20514071,46491641,
2007:Q4,Bottom50,6029771,4509242,3396019,1113223,1520529,317719,36514,36678,26527,10151,4397,4321,76,131412,111261,17304,295664,206682,187436,175462,4922914,4920419,3422057,1378747,14481,105134,2496,1106857,58139414,
2008:Q1,TopPt1,7486065,886459,646572,239887,6599606,467904,306170,558923,414020,144903,467263,453875,13388,2679324,88445,7596,81237,170542,1752794,19407,94911,93616,49605,6307,9654,28050,1295,7391154,116527,
2008:Q1,RemainingTop1,11315117,2597850,2219265,378585,8717267,778208,372019,605945,463236,142708,193506,168424,25081,3401177,153944,90502,547896,559895,1957213,56962,519574,515758,385778,47415,8657,73908,3816,10795543,1046536,
2008:Q1,Next9,27180481,7494912,6562931,931981,19685569,2213317,870031,829701,553052,276649,459704,428975,30729,4476163,336719,781803,1533647,5140116,2848400,195966,2620715,2613152,2174352,215705,8226,214869,7563,24559765,10473907,
2008:Q1,Next40,25726720,11670874,9817398,1853476,14055846,2258841,532269,467587,293020,174567,133959,114600,19359,1707542,508370,472862,1667014,4684008,1228139,395254,5653566,5642544,4568813,944914,15177,113640,11021,20073154,46539030,
2008:Q1,Bottom50,5931265,4431460,3312010,1119449,1499805,323103,38653,36507,26298,10209,4775,4775,0,117177,110718,18035,279570,206250,187193,177824,5002065,4999494,3471574,1387667,17055,123198,2570,929200,58199080,
