Date,Category,Assets,Nonfinancial assets,Real estate,Consumer durables,Financial assets,Deposits,Money market fund shares,Debt securities,U.S. government and municipal securities,Corporate and foreign bonds,Loans (Assets),Other loans and advances (Assets),Mortgages,Corporate equities and mutual fund shares,Life insurance reserves,Annuities,DC pension entitlements,DB pension entitlements,Miscellaneous other equity,Miscellaneous assets,Liabilities,Loans (Liabilities),Home mortgages,Consumer credit,Depository institutions loans n.e.c.,Other loans and advances (Liabilities),Deferred and unpaid life insurance premiums,Net worth,Household count,Minimum Wealth Cutoff
1990:Q4,Next9,8558867,2497060,2052962,444098,6061808,1147135,167570,434567,377721,56846,163746,82464,81282,750869,124252,187464,326757,1632240,1062866,64342,572966,567762,452490,67767,586,46919,5203,7985902,8436670,
1990:Q4,Next40,9467703,4311509,3462196,849313,5156194,1224781,103741,161841,138260,23581,50975,25856,25119,390954,184960,172494,272206,1862831,610833,120579,1646883,1639275,1250838,346581,586,41271,7608,7820820,37716093,
1990:Q4,Bottom50,1873702,1321113,905249,415864,552589,175180,7213,14296,13159,1138,2531,952,1579,26163,46872,14023,42474,134307,43126,46403,1105162,1103202,687442,388909,423,26428,1960,768539,47132871,
1991:Q1,TopPt1,1990467,369106,207487,161619,1621361,137170,65827,282876,193628,89248,106638,94013,12625,345614,12177,926,16810,30774,617531,5017,35899,35474,16321,10118,314,8721,425,1954568,98330,
1991:Q1,RemainingTop1,3244568,705870,538794,167076,2538698,367026,97069,274402,232446,41956,83585,63370,20215,611776,29788,18359,83866,204123,753567,15136,117427,115987,86415,9074,627,19871,1439,3127141,844612,
1991:Q1,Next9,8713150,2505583,2062344,443239,6207567,1149375,183998,417840,357240,60600,163892,83724,80168,861448,127607,187743,349259,1642032,1059504,64868,581255,576040,461959,64917,1017,48148,5214,8131895,8454369,
1991:Q1,Next40,9601880,4305630,3437090,868540,5296250,1238574,110280,159050,131296,27753,51012,25994,25018,437744,188996,177076,294251,1909992,608072,121204,1644862,1637247,1264766,330149,1008,41325,7614,7957018,37814612,
1991:Q1,Bottom50,1894395,1328998,901688,427310,565398,177075,7695,14328,13040,1288,2689,1050,1639,30832,47530,13966,45288,135325,43739,46931,1116236,1114292,700231,387948,764,25349,1945,778159,47254787,
1991:Q2,TopPt1,1982535,372481,218977,153504,1610053,129338,60319,287212,201224,85988,106195,92409,13787,341274,12112,885,15835,33369,618490,5026,34643,34252,16968,8442,97,8746,390,1947892,97742,
1991:Q2,RemainingTop1,3260088,716800,549423,167377,2543289,350391,92898,287335,239590,47745,92635,71105,21530,601945,29342,19232,85616,214154,754583,15159,121894,120592,89425,9648,184,21335,1302,3138195,847631,
1991:Q2,Next9,8725461,2513766,2068079,445688,6211695,1133926,176924,428599,364445,64154,158874,79459,79415,852207,131666,191425,357517,1653957,1061089,65511,601600,596403,481398,65423,305,49277,5197,8123861,8473242,
1991:Q2,Next40,9694886,4334630,3451999,882631,5360256,1230940,106308,164961,132968,31993,49490,24440,25050,445926,193596,182661,299074,1958728,606487,122086,1660809,1653206,1287211,324394,295,41305,7603,8034077,37912453,
1991:Q2,Bottom50,1916963,1348832,914333,434499,568131,175423,7166,14718,13280,1437,2842,1117,1726,31465,48312,13929,45969,136394,44338,47575,1135382,1133460,715649,393400,243,24168,1922,781581,47376305,
1991:Q3,TopPt1,2012306,367200,231156,136043,1645106,125791,59501,285714,211988,73726,109469,94592,14877,380113,11594,880,15204,35972,615830,5038,34107,33751,17737,6997,82,8934,356,1978199,97240,
1991:Q3,RemainingTop1,3314280,721102,551768,169334,2593178,338284,92337,297405,249197,48208,99364,76663,22702,635697,27992,20069,89592,224139,753118,15181,126058,124894,90969,10190,148,23587,1165,3188222,850580,
1991:Q3,Next9,8807626,2505874,2048028,457846,6301752,1127879,175696,438681,375293,63387,161656,83711,77944,904688,134405,193914,374856,1665197,1058615,66167,622408,617228,496908,66587,249,53484,5180,8185218,8493225,
1991:Q3,Next40,9845952,4382481,3483783,898698,5463471,1234500,104914,166443,135652,30791,50215,25382,24833,474016,197094,187886,314805,2006990,603633,122976,1668213,1660622,1296217,320863,237,43306,7591,8177739,38009724,
1991:Q3,Bottom50,1973234,1397208,955655,441553,576027,175627,6886,14909,13559,1349,3031,1259,1772,34239,48847,13885,47984,137433,44960,48225,1138345,1136445,712672,397863,209,25702,1900,834889,47497528,
1991:Q4,TopPt1,2124332,371728,244455,127273,1752604,126018,60559,282108,216724,65384,116306,100522,15784,489087,11335,854,14690,38578,607969,5101,33780,33450,18521,5626,160,9142,330,2090552,96821,
1991:Q4,RemainingTop1,3441247,730988,561511,169477,2710259,330227,93231,304881,253460,51421,102298,78761,23537,739351,27107,20930,94427,234227,748299,15281,131664,130602,93422,10994,279,25907,1061,3309583,853462,
1991:Q4,Next9,9021240,2517184,2057150,460034,6504056,1130305,176843,442471,377722,64749,172992,97863,75128,1055871,137885,197201,395728,1677090,1050492,67178,649728,644536,516735,69377,475,57948,5191,8371512,8514254,
1991:Q4,Next40,10017927,4402299,3489994,912305,5615628,1248188,104560,167971,135691,32280,53357,29217,24140,532619,201187,193349,334821,2055758,599117,124702,1691607,1684012,1316135,321956,445,45476,7595,8326320,38106529,
1991:Q4,Bottom50,2016029,1425833,977474,448358,590197,177508,6705,15105,13730,1375,3220,1486,1734,40436,49514,13846,50512,138482,45616,49251,1160450,1158566,723066,407627,421,27452,1884,855579,47618557,
1992:Q1,TopPt1,2102970,381841,256844,124997,1721129,107206,66666,284605,224564,60041,111312,94575,16737,475363,11113,911,13451,41045,604289,5168,33373,33061,19888,3871,193,9110,312,2069597,96482,
1992:Q1,RemainingTop1,3445370,744601,576260,168342,2700768,299851,98183,317858,260120,57738,117001,92565,24437,718433,26264,21700,94733,246092,745269,15382,133557,132572,94112,11122,319,27019,984,3311813,856281,
1992:Q1,Next9,9005677,2537624,2081607,456016,6468053,1088057,184531,452034,383707,68327,154965,82505,72460,1032123,141465,197585,398482,1704725,1045876,68209,671666,666442,541003,67213,553,57673,5224,8334011,8536266,
1992:Q1,Next40,10071531,4424835,3498428,926406,5646697,1207804,107077,173393,136722,36670,47711,24209,23502,537106,205350,197925,332535,2115939,595404,126454,1692761,1685149,1332260,307877,506,44506,7612,8378770,38202976,
1992:Q1,Bottom50,2025265,1437849,981407,456443,587416,170452,6794,15460,13939,1520,3218,1510,1708,40660,50196,13793,50312,139974,46268,50291,1151671,1149799,721014,403270,518,24997,1872,873594,47739495,
1992:Q2,TopPt1,2089331,388222,268143,120079,1701109,103001,62042,272204,219981,52223,112404,94701,17703,477586,10591,842,12449,40742,603995,5253,33112,32815,20933,2373,253,9256,297,2056219,96221,
1992:Q2,RemainingTop1,3427699,756611,588907,167704,2671089,286083,94379,319128,256266,62863,126523,101185,25338,712824,24800,22614,96625,228980,743622,15508,137210,136288,95251,11655,397,28985,923,3290489,859040,
1992:Q2,Next9,9081019,2551445,2095413,456032,6529575,1079513,178184,444731,373877,70854,152224,82513,69711,1030261,144152,202537,407725,1776851,1044034,69363,695644,690373,560711,68225,700,60738,5270,8385376,8559197,
1992:Q2,Next40,10171610,4456557,3513137,943420,5715053,1208037,103377,172864,133074,39790,46550,23713,22837,548517,208762,203896,338051,2164236,592281,128481,1702404,1694767,1345206,303198,626,45737,7636,8469207,38299171,
1992:Q2,Bottom50,2043048,1448441,982454,465987,594607,170112,6298,15575,13967,1609,3340,1662,1678,41655,50708,13763,51063,143724,46914,51455,1154073,1152210,719142,406881,698,25488,1863,888975,47860443,
1992:Q3,TopPt1,2113695,378935,281275,97660,1734759,101616,60177,269987,229532,40456,111750,93061,18689,512047,10647,811,11708,40476,610194,5347,32087,31800,21471,860,157,9311,287,2081608,96033,9249520
1992:Q3,RemainingTop1,3455172,760124,590069,170055,2695048,275373,92734,328423,264021,64402,138942,112690,26252,738991,24453,23487,100293,211633,745077,15642,142335,141457,98294,12457,226,30480,878,3312837,861743,2640236
1992:Q3,Next9,9216411,2546979,2075162,471817,6669432,1077452,175321,452207,381348,70859,144705,77794,66911,1073443,148555,206186,424189,1848763,1048045,70566,716067,710736,577952,70424,412,61948,5331,8500344,8582981,562650
1992:Q3,Next40,10342655,4525078,3565371,959707,5817577,1216052,101202,173836,134452,39384,43896,21739,22157,573870,213577,209472,352388,2212142,590533,130609,1720924,1713255,1365308,301858,355,45734,7669,8621731,38395221,79609
1992:Q3,Bottom50,2130828,1524596,1052111,472485,606231,171057,5947,15747,14198,1549,3447,1801,1647,44226,51533,13727,52881,147467,47532,52666,1175812,1173954,732854,416334,443,24324,1858,955016,47981504,
1992:Q4,TopPt1,2244087,383246,280331,102916,1860841,111920,55418,281282,236149,45133,140295,121714,18581,601236,11942,715,12342,37500,602656,5534,32034,31719,21158,887,220,9454,314,2212053,95915,
1992:Q4,RemainingTop1,3591817,762936,591907,171029,2828881,285150,91528,329300,263710,65590,125441,99498,25943,858780,27716,23433,106164,205473,759768,16127,144369,143411,100909,12314,328,29860,959,3447448,864393,
1992:Q4,Next9,9407631,2563016,2088741,474275,6844615,1079261,170205,442795,369834,72962,134968,69892,65076,1194130,145993,221632,429065,1925924,1030061,70580,715396,710197,579478,71090,569,59060,5199,8692235,8607553,
1992:Q4,Next40,10494602,4570807,3608661,962146,5923795,1224805,97326,174052,135923,38130,42103,19997,22106,608899,218310,214900,366885,2254943,589088,132484,1741856,1734114,1378091,309350,547,46127,7741,8752746,38491247,
1992:Q4,Bottom50,2191736,1565665,1082563,483102,626071,172893,5785,16422,14921,1501,3548,1804,1744,49300,53380,13775,59637,148378,48704,54251,1222921,1221024,761267,431127,647,27983,1896,968815,48102798,
1993:Q1,TopPt1,2350493,408801,275279,133522,1941692,109325,56808,295417,236577,58839,169983,151480,18503,629328,13193,790,13320,34775,613053,5701,31568,31224,20735,403,359,9726,344,2318925,95868,
1993:Q1,RemainingTop1,3677635,775702,608597,167105,2901933,279713,95442,334347,258482,75865,109251,83594,25657,917127,30895,23183,114240,196709,784454,16573,145631,144580,102765,11412,557,29846,1052,3532003,866993,
1993:Q1,Next9,9523465,2602812,2153152,449660,6920653,1050183,173302,432598,351866,80732,138625,75306,63319,1228308,143271,230921,443357,1980958,1028711,70420,705462,700387,575237,65663,915,58572,5075,8818003,8632834,
1993:Q1,Next40,10537537,4560480,3599347,961134,5977057,1196130,97059,180698,135191,45507,44217,22127,22089,617778,222936,218451,392447,2281526,591875,133941,1734697,1726877,1379102,298670,984,48122,7819,8802840,38587439,
1993:Q1,Bottom50,2166584,1528924,1033730,495194,637661,168551,5956,17310,15503,1807,3749,1900,1849,51395,55207,13795,67619,148645,49779,55654,1244827,1242890,776864,431114,1101,33810,1938,921757,48224512,
1993:Q2,TopPt1,2402931,406696,270880,135816,1996235,115001,53671,299921,230825,69096,197012,178578,18434,640544,14564,854,13853,32082,622875,5857,31210,30835,20391,243,322,9879,375,2371721,95889,
1993:Q2,RemainingTop1,3731715,778148,609310,168838,2953567,283857,95485,329784,248461,81323,95850,70494,25357,958054,34313,22948,119367,187909,809008,16992,147734,146589,105817,11069,511,29191,1146,3583981,869544,
1993:Q2,Next9,9577365,2613781,2156426,457355,6963584,1040362,170213,413448,328332,85116,141259,79741,61518,1238223,140874,240652,446315,2036329,1025771,70139,703066,698116,577327,64415,799,55576,4950,8874299,8658744,
1993:Q2,Next40,10658922,4637087,3669780,967308,6021834,1190806,94059,180410,132130,48280,45964,23902,22062,619387,227859,222150,403688,2308208,594197,135107,1752725,1744827,1394891,300502,955,48480,7898,8906196,38684004,
1993:Q2,Bottom50,2230558,1580820,1073691,507129,649738,168071,5876,17793,15866,1927,3946,1993,1953,52654,57104,13819,73751,148916,50876,56932,1292847,1290867,809920,442434,1031,37482,1979,937712,48346853,
1993:Q3,TopPt1,2484885,402230,267301,134928,2082655,122434,52133,307605,225565,82040,215426,197052,18374,680474,15998,840,14468,29408,637821,6048,30874,30469,19680,208,367,10214,406,2454011,95977,
1993:Q3,RemainingTop1,3828402,777818,606646,171172,3050583,289948,96846,327460,238990,88470,89649,64601,25047,1027952,37851,22803,124966,179200,836440,17468,151887,150646,109655,10977,601,29413,1240,3676515,872049,
1993:Q3,Next9,9668530,2617596,2149519,468076,7050934,1034282,169231,396691,306644,90047,128818,69133,59685,1288326,138620,253369,451596,2093105,1026796,70100,701412,696589,574720,64940,887,56042,4823,8967117,8685201,
1993:Q3,Next40,10815986,4728737,3755157,973580,6087249,1190063,91972,181919,129077,52842,43187,21158,22029,632905,232930,226766,417438,2335794,597412,136864,1776470,1768493,1408545,307637,1183,51127,7977,9039516,38781147,
1993:Q3,Bottom50,2300168,1635706,1117396,518310,664462,168355,5882,18259,16137,2122,4026,1969,2057,55299,59039,13857,80098,149222,51946,58479,1352306,1350285,845931,458906,1224,44224,2021,947862,48470025,
1993:Q4,TopPt1,2596745,408659,264306,144353,2188086,127983,53830,334765,233258,101508,234601,216272,18329,720583,17458,1011,14927,26779,649959,6190,31073,30636,19266,499,364,10507,437,2565672,96133,
1993:Q4,RemainingTop1,3942083,783101,611269,171833,3158982,293687,100993,340457,239950,100507,82238,57503,24735,1097758,41430,22452,129462,170121,862536,17848,155022,153685,112514,11174,613,29384,1337,3787061,874510,
1993:Q4,Next9,9780794,2639620,2168871,470749,7141173,1023314,172631,395251,298741,96510,122422,64579,57842,1338149,136390,259219,452859,2147327,1023972,69638,703642,698946,573936,68628,853,55528,4696,9077152,8712124,
1993:Q4,Next40,10952511,4802972,3820188,982784,6149539,1183457,91763,193847,130866,62981,42174,20175,21999,646261,238056,229318,426031,2361409,599619,137605,1806316,1798259,1419442,324403,1271,53143,8057,9146196,38879075,
1993:Q4,Bottom50,2352450,1674637,1142108,532529,677813,167674,6067,19323,16773,2550,4152,1989,2163,57936,60991,13868,85720,149449,53058,59576,1409459,1407396,874518,481465,1268,50145,2064,942990,48594235,
1994:Q1,TopPt1,2645506,423096,258297,164800,2222410,131777,56669,370729,257587,113142,252595,234283,18312,675736,18546,1210,15204,24157,669414,6372,30277,29806,18489,131,489,10697,470,2615230,96354,
1994:Q1,RemainingTop1,3978624,793387,623296,170091,3185236,295224,106124,357859,253293,104567,75511,51066,24445,1079603,44240,22072,132652,161126,892530,18294,157578,156138,115897,10594,863,28783,1440,3821046,876929,
1994:Q1,Next9,9791367,2671914,2212800,459113,7119453,1007793,177525,404651,305431,99220,116700,60639,56060,1266975,132968,264031,449312,2202858,1027186,69454,691081,686510,567425,65192,1118,52774,4571,9100286,8739433,
1994:Q1,Next40,11017035,4852758,3865865,986893,6164276,1171409,92152,203080,138657,64423,41344,19343,22001,623803,242235,231570,428587,2387905,603164,139028,1808899,1800759,1425472,319703,1873,53712,8140,9208135,38977994,
1994:Q1,Bottom50,2352936,1667371,1122111,545260,685565,166095,6314,20575,17956,2619,4287,2010,2277,56384,62735,13876,90497,149711,54110,60983,1448994,1446887,902671,488255,1783,54177,2108,903942,48719689,
1994:Q2,TopPt1,2702411,426650,253129,173522,2275761,133276,54506,412793,287312,125481,266456,248162,18295,650242,19730,1518,15833,21557,693311,6536,30640,30135,18287,317,626,10906,505,2671771,96641,
1994:Q2,RemainingTop1,4031668,799249,628411,170838,3232419,293923,106893,377875,269318,108557,71029,46900,24130,1080369,47222,21573,138116,151911,924808,18699,159982,158435,118439,10604,1163,28229,1547,3871686,879308,
1994:Q2,Next9,9808669,2692682,2230995,461686,7115988,986488,175573,415701,313974,101728,106397,52200,54196,1222498,129765,264681,455116,2257101,1033582,69086,692836,688389,569260,67529,1393,50206,4448,9115833,8767046,
1994:Q2,Next40,11122784,4936725,3941517,995208,6186059,1152438,89605,213558,147798,65760,39121,17142,21979,609156,246635,232563,442239,2413406,607321,140016,1836065,1827840,1438235,332550,2633,54423,8225,9286719,39078109,
1994:Q2,Bottom50,2388761,1694771,1136411,558360,693990,163370,6280,21964,19279,2685,4375,1989,2386,55741,64533,13867,96604,149932,55122,62200,1501445,1499293,930895,507580,2392,58425,2152,887316,48846591,
1994:Q3,TopPt1,2775449,421204,247809,173395,2354245,141257,56456,433893,298524,135369,280223,261934,18289,665072,22130,1686,16679,18946,711145,6759,30864,30324,18009,584,645,11086,540,2744585,96992,
1994:Q3,RemainingTop1,4112852,796233,622872,173361,3316619,300056,111232,381567,271683,109883,66343,42535,23808,1122453,52619,21236,144953,142902,954058,19200,162318,160666,121225,10729,1243,27470,1651,3950534,881650,
1994:Q3,Next9,9874325,2689596,2215724,473873,7184729,979723,179159,409733,306476,103257,98332,46028,52304,1234740,130152,270717,466584,2313625,1032835,69127,693660,689340,570296,70834,1378,46832,4320,9180665,8794883,
1994:Q3,Next40,11271980,5023917,4018768,1005149,6248062,1151249,89383,214383,150461,63922,37547,15592,21955,611430,254031,235221,462517,2440562,609730,142009,1865469,1857159,1451264,348319,2941,54635,8310,9406511,39179627,
1994:Q3,Bottom50,2468216,1759205,1188469,570736,709012,163598,6476,22673,20053,2620,4480,1983,2497,57073,67004,13885,103516,150221,56215,63871,1557067,1554870,960752,529488,2584,62046,2197,911149,48975148,
1994:Q4,TopPt1,2870152,421951,243426,178525,2448201,148719,61218,500681,346850,153831,293611,275354,18257,649457,23220,2056,16725,16363,729194,6957,31845,31269,17868,1162,777,11462,575,2838308,97407,
1994:Q4,RemainingTop1,4187248,796230,621614,174617,3391018,305393,117996,414998,297473,117525,61684,38261,23423,1132084,55347,20673,146309,133398,983488,19648,165834,164076,123656,11159,1585,27676,1758,4021414,883956,
1994:Q4,Next9,9892548,2692650,2214378,478273,7199897,971138,186442,429102,322689,106413,91317,41107,50211,1203146,126488,268953,456775,2366544,1031064,68927,702854,698663,572507,77274,1604,47279,4191,9189693,8822862,
1994:Q4,Next40,11341717,5061177,4049979,1011199,6280539,1147996,90664,234013,164415,69598,36254,14394,21860,600615,258138,235486,457031,2465076,611828,143437,1907232,1898837,1464071,373535,3896,57336,8395,9434484,39282754,
1994:Q4,Bottom50,2533066,1813924,1232402,581523,719142,163488,6825,24715,21846,2869,4579,1985,2594,56868,68745,13868,107036,150403,57323,65293,1620853,1618610,988341,558038,3273,68958,2242,912214,49105565,
1995:Q1,TopPt1,2974682,424684,237138,187546,2549998,159769,65914,502752,336138,166615,307658,289375,18283,704574,25072,2165,17871,13710,743263,7249,31221,30606,17276,888,832,11610,615,2943461,97884,
1995:Q1,RemainingTop1,4305399,797398,621902,175495,3508001,314689,124655,405278,285380,119898,56873,33765,23107,1215329,59565,20412,154994,124840,1011112,20254,167455,165577,126535,10619,1778,26644,1879,4137943,886230,
1995:Q1,Next9,10026734,2697947,2216394,481553,7328787,970051,193490,407888,299971,107917,86492,38176,48316,1271188,125023,277385,475872,2427861,1024133,69406,690050,685979,566872,74639,1637,42831,4072,9336684,8850902,
1995:Q1,Next40,11473968,5099463,4078305,1021158,6374506,1154026,91791,229210,160262,68949,35628,13774,21854,619583,264099,238932,486171,2495818,612726,146519,1910408,1901920,1468839,371636,4545,56901,8488,9563560,39387696,
1995:Q1,Bottom50,2594931,1856408,1261464,594944,738523,164928,7166,24904,22048,2856,4713,2002,2710,60160,70905,13901,115042,150840,58505,67460,1657442,1655152,1012913,566764,3686,71789,2290,937489,49238048,
1995:Q2,TopPt1,3082267,412398,231825,180573,2669869,173179,72914,510725,339483,171242,319857,301540,18318,764722,27309,2043,18989,13137,759448,7547,31096,30439,16573,1057,954,11855,656,3051172,98423,
1995:Q2,RemainingTop1,4451136,789813,610949,178863,3661324,326447,133216,397467,282076,115392,52865,30081,22784,1303086,64501,20416,163380,139184,1039900,20861,171340,169337,130368,10732,2180,26058,2003,4279796,888472,
1995:Q2,Next9,10097173,2672604,2176051,496553,7424568,973441,203385,394370,286564,107806,80400,34013,46387,1345150,124599,295005,493888,2426476,1017977,69878,685950,681998,562766,77291,1797,40144,3952,9411222,8878923,
1995:Q2,Next40,11690693,5173649,4147901,1025748,6517045,1165693,94028,219933,160221,59712,34613,12767,21846,640187,270964,245240,513903,2569126,613749,149607,1938109,1929527,1480702,385441,5758,57626,8582,9752584,39494658,
1995:Q2,Bottom50,2706227,1944177,1341581,602596,762050,167314,7629,25061,22577,2484,4832,2005,2827,63662,73271,13978,122865,154120,59685,69634,1720012,1717672,1048427,588605,4473,76166,2339,986215,49372802,
1995:Q3,TopPt1,3222601,403218,223821,179397,2819382,180865,75885,534255,344462,189793,330993,312628,18366,842688,28837,2084,20415,12570,783136,7654,31743,31045,16318,1397,1050,12280,698,3190858,99023,13225574
1995:Q3,RemainingTop1,4609553,772642,591584,181058,3836911,331357,138298,400780,279763,121018,49282,26822,22460,1408410,67967,20236,173728,153511,1072224,21118,175297,173167,133329,10915,2563,26359,2130,4434257,890686,2740019
1995:Q3,Next9,10144977,2617080,2111975,505105,7527897,963157,207890,384283,274448,109834,74076,29637,44439,1442693,121922,306356,519578,2421308,1017816,68818,692219,688387,564242,81289,1874,40982,3832,9452758,8906843,624642
1995:Q3,Next40,11762395,5099703,4070592,1029112,6662692,1160931,94024,223553,160616,62937,33522,11680,21842,667592,276030,249635,550798,2641600,615979,149027,1975321,1966642,1495583,403443,6992,60625,8678,9787075,39603848,83069
1995:Q3,Bottom50,2808546,2025517,1415165,610352,783030,166970,7869,25761,23127,2634,4948,2002,2946,67992,75239,14027,131916,157360,60775,70172,1784551,1782162,1080864,612555,5219,83524,2389,1023995,49510034,
1995:Q4,TopPt1,3331448,404813,226519,178294,2926635,180398,77817,548703,341834,206869,334942,317603,17339,922683,28034,2106,22079,13795,788355,7723,34928,34248,16450,2085,1535,14178,681,3296519,99681,
